formid,Type of Financial Product/Service Accessed,2  Did your cooperative facilitate access to this (____) financial Product/Service?,Date,4  Has your cooperative ever given you access to the following business development support services? | None,4  Has your cooperative ever given you access to the following business development support services? | Training_in_microenterprise_management,4  Has your cooperative ever given you access to the following business development support services? | Preparing_bankable_business_plans,4  Has your cooperative ever given you access to the following business development support services? | Business_planning_and_strategy,4  Has your cooperative ever given you access to the following business development support services? | Export_assistance,4  Has your cooperative ever given you access to the following business development support services? | Financial_management,4  Has your cooperative ever given you access to the following business development support services? | Marketing_and_advertising,4  Has your cooperative ever given you access to the following business development support services? | Personnel_administration,4  Has your cooperative ever given you access to the following business development support services? | Sales_and_customer_service,4  Has your cooperative ever given you access to the following business development support services? | Others,4  Has your cooperative ever given you access to the following business development support services? | extra,5  Has your cooperative ever facilitated access to market opportunities for its members?,Comm_Partner_ID,State,Cooperative_ID,username
acd7bded-2358-4c4a-8c9d-953bbc6a9134,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag01
6462ae21-ebc4-476b-b28f-ff35774d6d62,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag01
450935f2-eb04-402f-ad3c-7ec273084e60,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag01
33914fee-27fa-4796-bda2-dde752b84462,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin22
78632a54-8c76-497b-91a7-d3aae809c865,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag01
bda977d0-bf0d-4906-8887-6a7e13f862c5,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag01
2009a276-147b-43f0-bfe4-bff67ee1e22c,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag01
d7ad549c-71b1-49bb-9306-4134e5fc850e,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag01
da0b8bfb-5c99-4e89-9652-a35691d7899b,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag01
321361c9-e48e-4d07-b151-a94422c083c3,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag01
d115d5a8-a7d7-48ca-9ce3-815dbaa887ea,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin22
0c2abb32-c37f-4fbc-91c8-4b1e77d0e559,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin22
f02a24ac-62be-41a8-a4ba-a9d33121c1a6,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag01
f07d4260-a431-4df9-86ed-e397d9b55d9f,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin22
28ba5efd-0026-4920-a126-2ef0d3869634,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag01
e34167d5-8ec6-499a-b401-2605e3ed15ea,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin22
53cba293-c48a-4110-ac5d-c89115e88c55,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag01
8260d3fb-58e0-4053-8859-f68683e05a83,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin22
b9ce5d0a-2a7b-4514-a362-36c27f1f14a9,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag01
c16d6329-66b4-4065-84ae-9b3c2fdb7a7e,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin22
de5c869a-3b3f-4c84-b884-75894d711e56,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag01
d5f13529-4343-4781-8005-153f24d6b1f4,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag01
1025d5fe-4a55-4e53-b790-0adc1843266c,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin22
126d96f6-0af0-4c85-a75f-41bfb49ca9b6,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag01
b94d44ce-bf67-4dd6-b46a-fb2866d125e8,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin22
fab9b702-d0de-4ed8-abb4-6845457d8a45,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag01
160494b9-898a-439e-ae82-b361bd788545,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin22
37871c64-d61f-434e-aaee-0229c677ccde,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag01
8a7f9c2f-3b1e-444a-bc96-6d158390a220,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin22
7e1db0bd-a30a-4cc9-b9b1-8449fac25a11,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag01
8d59e5be-14e8-42cf-ac47-833a1d411988,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin22
873ab600-2ebb-4e9d-9f94-e9b145a8498b,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin22
ba7a0bda-6ab6-41c1-a7e0-14c30488e579,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin22
0e8d5f37-0563-4b7b-937f-29603564f19d,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin22
0fe46c9f-10d2-450a-9a10-b7f6196e2ccf,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag05
6ce72ad9-fa02-416c-9835-6a71f875bf9c,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,,,1,,,Yes,,Jigawa,,rin22
f7fc72cb-723f-4861-9039-b00e63bb5866,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag05
fd9c1ff2-f7d8-47fd-b392-b8a7b257b533,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag05
5ba4653d-5dda-40a4-a2ac-6ef8488b53d6,Deposit_Account,Yes,2024-07-24,,1,1,1,,,1,,1,,,Yes,,Jigawa,,rin22
98af0cd3-99b2-4f73-ae1d-f666b228cb6f,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin22
291a095c-b589-4c2f-8a58-dd0b69dd933a,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin22
a7660de3-d0f6-4b7d-ad45-f7b6589e8106,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin22
1b88ecf6-eb15-44a8-9a24-ef120d565283,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin22
d24c73a9-385b-4112-be91-d91cd0dbbdfd,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin22
441c823f-bd45-4a7d-9f47-8ee6e14c67cd,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin22
e81aa231-466d-43ae-8dd9-8ff61b87a423,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin22
81928696-93b1-40c7-9e4a-5d37d92d0ed2,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin22
8b4c89d3-5585-4052-803b-330ae5d3ecb3,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin22
643b9eaf-015c-48e1-953c-c8d4890aafae,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin22
47591dc9-9727-4ddc-87d4-4724e76b6e2b,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag05
a842ad46-b332-4b34-8b3f-45a6b0860dcc,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag05
24a859dc-64c9-4889-9df5-07669a5c694b,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag05
d5e4179f-3409-4f6e-aa80-c6206e2ab38b,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag05
11dc9f3e-6ed2-4ccb-be72-97cde2adc80a,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag05
9df1d023-e084-466d-8e27-05c72af65603,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag05
cc051190-4e35-4b34-aa78-3f2999bb2e3f,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag05
6927121c-1d24-4f18-9e1f-62ad9ceaea7f,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag05
3a60f441-3128-4135-a6bf-6ce73746474e,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag05
c2ac664b-51b8-4bd0-8011-24d3c5d9022d,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag05
6f5e5bba-f6e7-4d6a-8c1e-8496c9716f7f,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag05
459db0b7-655d-42f8-84c9-d2315feea2fc,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag05
0eaae811-6dc3-4686-9c4c-0789d5fd2952,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag05
ff8b0e1d-ec7d-4125-bdfe-56170df82549,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag05
8da0e94c-7d4f-4ec5-8a31-8b70d09f298a,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag05
feb0fb90-a58e-48df-b203-6ad8b936363a,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag05
2345e4fc-9d51-4667-9f30-538972383165,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag05
7a042eae-8cd6-4b95-b5b2-ea070d675818,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag05
8fd733b9-f6ff-4fef-85a8-6f62d3083450,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag05
c9fdd3c7-f61e-4591-80f1-d6c3ee811732,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag05
9eb630f1-bf31-40b8-8a3d-fc6fc0f58325,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag05
000e7005-10af-47cd-a574-0cedbedf5afc,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag05
73c2ac71-dfe3-413a-8294-7df8814c617c,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag05
c15f55cf-15f2-496b-9a9a-b0930609766b,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag05
a98285cc-1f20-43c0-a61f-c2a8b04d0b79,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag05
fabc61c7-0450-4056-9bd2-6244eaa8f683,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag05
3be3801b-874a-4037-a5a0-923c6e50b3d4,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag05
a77058ef-1cd0-485f-8dd2-c3f8e4b5b571,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag10
a6f16a2f-a583-42cc-ae10-77331fe67ccf,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag10
ede47d13-e313-4659-9b36-fcaf247bfa34,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag10
9fbdd29c-e355-4a6a-a216-963232f62519,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag10
e72985d9-fed8-4984-9983-1447d6f5c4bc,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag10
aea38e38-9e3c-4458-858a-c2baac6563a7,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag10
700448fa-b506-46fe-bc75-a6ef8712c807,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag10
3e2b41df-7e31-4bc8-b02f-d7e5e3d4ce39,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag10
8fbbccca-aaa9-4b7b-95ec-8dc20460f9ea,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag10
1373ce09-a51c-4391-a0ae-d6981ddec4b1,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag10
4c90d2f7-4908-480c-8259-81fe73ff0612,Deposit_Account,Yes,2024-06-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag10
359656d2-3bde-4cbe-8ca2-13f122093bb0,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag10
1c5c2bb6-548e-4058-8378-30a29454f090,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag10
a5509170-ac59-4edb-8ebd-b7fd2d8fef76,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag10
05063775-4d33-428f-ba48-f55eefb562db,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag10
29dcbab4-4695-4d37-ad34-c694b03b5acf,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag10
34aeb96b-85be-4e9d-a7e9-d9fc7d13b89c,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag10
7836cae3-e575-487f-b511-e2f6985547a8,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag10
f050752a-8649-4b30-94f6-e4225e3d29c3,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag10
cd65074c-6f25-4e23-a88e-7e343e60e803,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag10
d1ec1b77-58f8-4e5a-86a8-bb8303d0d96f,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag10
d5823439-a09a-490a-b2b4-87332fc46bc4,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag10
8502c104-6fb0-4d1e-87bd-578e0a550dc6,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag10
38a85d8b-5881-4a56-96cc-2ade24c3a685,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag10
4107edc5-a26c-4b19-8d71-59d7458e1912,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag10
631a0bf8-e6ee-4422-b317-cb3e5b246791,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag10
353ed07b-a298-4855-8168-6f0927948e62,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag10
f0b2699e-09dc-4bfb-bf22-f81998dbb6d3,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag10
f91b1034-a24b-4407-b5b3-a19e895c55dc,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag10
45ad946a-96d8-4728-833e-05438c71f9ca,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,1,1,,,Yes,,Kano,,bag10
610e8fdb-d4f4-4900-b75f-f883015fa6e9,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin23
15680991-5aec-48ad-9d60-bf94963cab83,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin23
ac169c87-583d-4a30-b22a-18429e51c1f9,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin23
9e6c06fb-3ff7-4a8f-93eb-1c7d51073788,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin23
032979dd-8fb5-4ce6-8dba-61bd3e199eb4,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin23
a6719259-5f5c-44ad-98da-3c04aaa82199,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin23
003b493a-f3d0-498f-938b-4a9fe739bc78,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin23
35060581-bcad-45ac-adc2-cd69389d976c,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin23
a4a85c65-b837-44be-af4d-941796c4c6ab,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin23
12c82ee4-6391-4874-b0fb-25daf862b9af,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin23
c9b8c5d3-7296-478d-91f6-b31146a640bf,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin23
43e3756b-41ad-4bd3-b66e-04f25037f773,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin23
318cdd89-a98a-491d-8180-2c63ef24108b,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin23
1fd428fa-9d8a-48fb-a772-569c8cde36a0,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin23
01a47e30-cf1c-4f1d-9839-0b46036febce,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin23
8761729b-0154-4df2-ae5a-deb9c1be61ae,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin23
ac75d0ae-610c-4688-a579-a72e2eb35356,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin23
dc32a4c3-adde-459f-85ed-f45f3557074e,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin23
80a5981b-e3c1-4f86-bdd1-f960afecac9f,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin23
074c8bac-bb16-439d-9a9c-cff9ded9e916,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin23
76851e35-c137-4fcd-8de0-498c3289368e,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin23
e0dc0e8a-6aed-445f-96a5-b1a8ed89a0f0,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin23
821f9e89-b968-4210-ab84-0bc9bc1c5379,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin23
ef922d9e-59e2-4c60-a1b5-69a742130ca3,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin23
b83e670c-78a7-4c23-8775-2f36d663ed50,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin23
1ec9e382-e9ae-4e01-b609-dcdd5ccd65c6,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin23
978139f7-c4d8-4ef7-aee3-52f39aaac373,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Bauchi,,taf03
69c1f248-16d2-492c-bc71-b9b92223cbd0,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Bauchi,,taf03
b30d5b30-b85a-42c1-8ee1-c6fd7c066bda,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Bauchi,,taf03
e1fb6904-ad6b-48ef-99f5-8deeb04eebd0,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Bauchi,,taf03
64678dc0-a091-44e9-b0e9-030f15d91c67,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Bauchi,,taf03
d4651817-2377-4533-a324-64e3c1a0a94f,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Bauchi,,taf03
2dca92ed-8bbf-4350-a096-cb542eaa24fc,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Bauchi,,taf03
b066c9d8-ffde-44bf-ba49-e8101cf5d304,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Bauchi,,taf03
5cebe163-66d4-4a63-b7e6-3df184961692,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Bauchi,,taf03
f3ac309b-cba5-4b4a-a088-e0e4a20cb33c,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Bauchi,,taf03
f245b5ef-69d4-4f45-9c3a-11f29a59c01b,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Bauchi,,taf03
5f67eaa7-8f30-428e-b0b7-8ef0be289efa,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Bauchi,,taf03
c00d0536-e7f9-4913-8ff9-8d46a0006bc1,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Bauchi,,taf03
3d976027-c04d-4137-8845-a64d74ea22b1,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Bauchi,,taf03
a5d2dd68-0432-4ad5-bc26-719a835322d7,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Bauchi,,taf03
bb806aea-3d85-4af0-adeb-c6d1f9abbd89,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Bauchi,,taf03
aa1e2d4f-1cc5-49cb-960c-170cd9737848,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Bauchi,,taf03
327c5c0a-7817-4919-b30f-884a9135f391,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Bauchi,,taf03
a8db5b8e-de29-486c-b2b5-e216c16dac28,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin23
6a8fab4d-1f83-4f90-bf11-82129083dabf,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin23
fc4d5f34-1bb6-4911-a1f1-4734a4fe365c,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin23
3dd4a2b3-7de3-4be3-b2e8-18cbb46ebf84,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin23
d3fc1b1e-9b7d-4d05-897d-619322fca0de,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin23
a94b8a28-f94b-4868-a786-0630ee47255b,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin23
40b58181-ca6c-47ac-9a51-4ae0dd15992b,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin23
43a10a45-fa86-4f57-9599-c2e9b3255a5e,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin23
d9cedb49-6a97-42f7-9e83-3ec1c8f58592,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin23
6b904321-7e94-4949-a429-5bc2fed2f202,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin23
b4a5209c-787d-43e1-b4ce-4ba44c1abee4,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin23
4a335c15-72ff-4f59-a998-7bcdbf7a358d,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin23
64f36646-a82b-46c0-a2cf-9a6a0f19961f,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin23
c5f69b25-4ea8-4234-8762-7404067f4ce3,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin23
370a5acb-25f2-4368-b4ad-9bbb79e89d87,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin23
df0e3c44-0e5b-41aa-92f2-534608a5f0b8,Deposit_Account,No,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin23
7bd7129f-4a34-43a8-8c12-feccdcf3494b,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin23
dd5cff8c-6932-4e34-8577-33c060efd2fa,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin23
924b5c11-78eb-4f22-86fc-0c5067af8ec7,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin23
2550e363-05ff-4cfa-beff-4fa4fb372ebf,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin23
f5f4dbf2-e6b7-4bd5-8811-c3df785f0084,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin23
56af54a6-bd27-4c81-ac52-601a729062d2,Deposit_Account,Yes,2024-07-24,,1,1,1,,1,1,,1,,,Yes,,Jigawa,,rin23
