formid,CoopGender,CoopAgeGroup,Natureofyourcooperativesmembersenterprises,State,LocationType,HaveElectedExco,Ownanactivebankaccount,Registration_Date,Implementing_partner,State-IP,GenCooperativeUniqueID,completed_time,started_time,username,received_on
a63097ad-b3e0-401a-add1-16d053f0614d,Male,Youth,Loaders,Kano,Rural,Yes,Yes,2024-06-24,WOFAN,Kano-WOFAN,Tud5BYN02,24/06/2024 12:01,24/06/2024 11:54,tun23,24/06/2024 14:25
9ca14d8b-5d9a-4023-9941-1212aaa5bf4b,Male,Youth,Loaders,Jigawa,Rural,Yes,No,2024-06-24,WOFAN,Jigawa-WOFAN,Jah8C1802,24/06/2024 14:29,24/06/2024 14:17,jah42,24/06/2024 14:29
dc0cc632-01b2-40e5-a74f-504c9134063c,Male,Youth,Loaders,Kano,Rural,Yes,No,2024-06-24,WOFAN,Kano-WOFAN,KurROTI46,24/06/2024 11:34,24/06/2024 10:35,kur04,24/06/2024 14:29
10d773b0-7ff4-46d3-9db5-e5776af6427b,Male,Youth,Loaders,Kano,Rural,Yes,No,2024-06-24,WOFAN,Kano-WOFAN,GarFTBB53,24/06/2024 12:15,24/06/2024 11:05,bun18,24/06/2024 14:33
98355c6c-5419-455e-947d-5590ccba89b8,Male,Youth,Loaders,Jigawa,Rural,Yes,Yes,2024-06-24,WOFAN,Jigawa-WOFAN,JahHK4S18,24/06/2024 14:34,24/06/2024 14:21,jah66,24/06/2024 14:34
2884999b-7e09-48cf-a687-374a14a5aa99,Male,Youth,Transporters,Kano,Peri_urban,Yes,Yes,2024-06-24,WOFAN,Kano-WOFAN,Gar4J5Q32,24/06/2024 11:48,24/06/2024 09:12,bun14,24/06/2024 14:35
5fda740d-b2e3-4195-b6a0-a3fc14a07b78,Male,Youth,Transporters,Kano,Peri_urban,Yes,No,2024-06-24,WOFAN,Kano-WOFAN,KurCEMH05,24/06/2024 12:16,24/06/2024 12:06,gmm54,24/06/2024 14:40
5092e93d-a811-4785-98f0-29f3264416a3,Male,Youth,Transporters,FCT,Rural,Yes,No,2024-06-24,WOFAN,FCT-WOFAN,Gwa821826,24/06/2024 14:20,24/06/2024 14:07,gwa22,24/06/2024 14:42
bceb905b-6a29-4553-b0e7-c7735358ec5e,Male,Youth,Transporters,Kano,Rural,Yes,No,2024-06-24,WOFAN,Kano-WOFAN,BebWA0F27,24/06/2024 11:36,24/06/2024 11:25,kir12,24/06/2024 14:43
4b96f285-569b-4cae-a2cb-45467868fcb8,Male,Youth,Loaders,Kano,Rural,Yes,Yes,2024-06-24,WOFAN,Kano-WOFAN,GarXJTP13,24/06/2024 11:44,24/06/2024 10:47,bun07,24/06/2024 14:45
d02619b2-384d-4d3d-ac44-3d4758740fae,Male,Youth,Loaders,Kano,Rural,Yes,Yes,2024-06-24,WOFAN,Kano-WOFAN,BagPHKG58,24/06/2024 11:00,24/06/2024 10:23,rig02,24/06/2024 14:47
5543be64-1cc4-41a3-a359-e01416094145,Male,Youth,Transporters,Kano,Rural,Yes,No,2024-06-24,WOFAN,Kano-WOFAN,Kur3R4J22,24/06/2024 09:28,24/06/2024 09:22,kur09,24/06/2024 14:49
e7fb756b-8dd4-4e45-99cc-60607e996dd5,Male,Youth,Transporters,Kano,Rural,Yes,Yes,2024-06-24,WOFAN,Kano-WOFAN,TudRIHP04,24/06/2024 12:45,24/06/2024 12:30,tun20,24/06/2024 14:53
51673606-4055-4c18-80bb-5f8c4989b710,Male,Youth,Transporters,Jigawa,Rural,No,No,2024-06-24,WOFAN,Jigawa-WOFAN,Jah2UMV24,24/06/2024 14:53,24/06/2024 14:49,jah71,24/06/2024 14:54
085cc561-8b4e-4caa-8ea1-4b525e4f209a,Male,Youth,Loaders,Jigawa,Peri_urban,Yes,No,2024-06-24,WOFAN,Jigawa-WOFAN,RinYU8D05,24/06/2024 14:56,24/06/2024 14:43,rin12,24/06/2024 14:56
9fa52897-add0-40aa-877c-e57e63b3dfe8,Male,Youth,Transporters,Kano,Rural,No,No,2024-06-24,WOFAN,Kano-WOFAN,TudQFL316,24/06/2024 14:12,24/06/2024 13:57,tun19,24/06/2024 15:03
267643f5-e6a7-4ede-8211-312ba252e728,Male,Youth,Loaders,Jigawa,Peri_urban,Yes,No,2024-06-24,WOFAN,Jigawa-WOFAN,RinOAWJ03,24/06/2024 15:05,24/06/2024 14:38,rin19,24/06/2024 15:05
3b5b5a6e-f0e4-401c-ad99-97363c8910a4,Male,Youth,Loaders,Kano,Rural,Yes,No,2024-06-24,WOFAN,Kano-WOFAN,TofR0ED13,24/06/2024 07:42,24/06/2024 07:25,bag10,24/06/2024 15:06
d0e36e94-5e88-4d55-8804-5957926eb18b,Male,Youth,Transporters,Jigawa,Peri_urban,Yes,No,2024-06-24,WOFAN,Jigawa-WOFAN,RinNBSD04,24/06/2024 15:11,24/06/2024 13:06,rin11,24/06/2024 15:11
371bf496-a1cb-413d-b8d5-d547a7d4f9d2,Male,Youth,Loaders,Kano,Rural,Yes,No,2024-06-24,WOFAN,Kano-WOFAN,TudSLZY59,24/06/2024 11:59,24/06/2024 11:49,tun24,24/06/2024 15:13
cef19cbc-fcb5-4f42-bff9-7d76813249d2,Male,Youth,Transporters,Kano,Rural,Yes,Yes,2024-06-24,WOFAN,Kano-WOFAN,BebIP3Q32,24/06/2024 11:15,24/06/2024 10:56,kir04,24/06/2024 15:15
693d0a52-4e7e-4ded-aa4a-00bb03c7498a,Male,Youth,Loaders,Kano,Rural,Yes,No,2024-06-24,WOFAN,Kano-WOFAN,TudH3TO40,24/06/2024 12:57,24/06/2024 12:11,tun13,24/06/2024 15:18
1622772f-e045-4d77-afb5-f0a0f0b3ed8e,Male,Youth,Loaders,FCT,Rural,Yes,No,2024-06-24,WOFAN,FCT-WOFAN,GwaKKFG51,24/06/2024 13:37,24/06/2024 13:28,gwa23,24/06/2024 15:22
07cd2815-8aff-4a89-a8d7-7e0d0165e7e6,Male,Youth,Loaders,Jigawa,Rural,Yes,No,2024-06-24,WOFAN,Jigawa-WOFAN,JahJ1S014,24/06/2024 15:09,24/06/2024 14:41,jah43,24/06/2024 15:24
07531a60-8f76-454c-b05d-14a43312d599,Male,Youth,Transporters,Gombe,Rural,Yes,No,2024-06-24,WOFAN,Gombe-WOFAN,KalTPC612,24/06/2024 11:29,24/06/2024 11:17,kal12,24/06/2024 15:24
512e37b3-418f-4699-b81c-4bf8b3e27db8,Male,Youth,Loaders,Kano,Rural,Yes,Yes,2024-06-24,WOFAN,Kano-WOFAN,RimPQMY12,24/06/2024 13:50,24/06/2024 13:43,rig15,24/06/2024 15:24
710123b9-386e-4785-871e-c0a52e545d3b,Male,Youth,Transporters,Kano,Rural,Yes,No,2024-06-24,WOFAN,Kano-WOFAN,Kur6BZU24,24/06/2024 10:17,24/06/2024 09:56,kur01,24/06/2024 15:28
9c2303f0-39f4-48f8-af55-2dd97759c707,Male,Youth,Transporters,Kano,Rural,Yes,Yes,2024-06-24,WOFAN,Kano-WOFAN,GarQ8JH58,24/06/2024 09:26,24/06/2024 09:11,gmm48,24/06/2024 15:30
ff5009b4-fdaa-47fd-b54b-bca726584e46,Male,Youth,Transporters,Gombe,Rural,Yes,No,2024-06-24,WOFAN,Gombe-WOFAN,Kal20TD05,24/06/2024 11:06,24/06/2024 10:35,kal15,24/06/2024 15:37
29aa4b1b-466e-4809-bfb5-e048c2385de3,Male,Youth,Transporters,Kano,Rural,Yes,Yes,2024-06-24,WOFAN,Kano-WOFAN,GarADW717,24/06/2024 11:39,24/06/2024 11:23,gmm53,24/06/2024 15:40
78816dd0-a5db-4019-a480-7e9d42e81b69,Male,Youth,Loaders,Kano,Rural,Yes,No,2024-06-24,WOFAN,Kano-WOFAN,GarTNHJ40,24/06/2024 10:17,24/06/2024 08:45,gmm70,24/06/2024 15:43
a46ca713-cbed-4b35-9a64-d8dffe2ddc78,Male,Youth,Loaders,Kano,Rural,Yes,No,2024-06-24,WOFAN,Kano-WOFAN,GarA7GJ13,24/06/2024 11:55,24/06/2024 10:52,bun09,24/06/2024 15:43
460a35a2-3548-4109-ba75-d97fc8717f22,Male,Youth,Transporters,Jigawa,Rural,Yes,No,2024-06-24,WOFAN,Jigawa-WOFAN,RinJIK338,24/06/2024 15:45,24/06/2024 15:28,rin17,24/06/2024 15:45
03f5fe1a-b124-49c2-8fc3-fae3d6d83c83,Male,Youth,Loaders,Jigawa,Rural,Yes,Yes,2024-06-24,WOFAN,Jigawa-WOFAN,JahP0NL51,24/06/2024 15:46,24/06/2024 15:36,jah72,24/06/2024 15:47
99883d40-1cb0-490e-846c-31b8e8730254,Male,Youth,Transporters,Bauchi,Rural,No,No,2024-06-24,WOFAN,Bauchi-WOFAN,GanHE9O43,24/06/2024 15:48,24/06/2024 15:35,gan09,24/06/2024 15:48
534c1447-ef89-401c-9524-2936a951d1a9,Male,Youth,Loaders,Jigawa,Rural,Yes,Yes,2024-06-24,WOFAN,Jigawa-WOFAN,RinFOHB57,24/06/2024 15:52,24/06/2024 15:45,rin23,24/06/2024 15:52
cb2449fe-e53e-4de1-9d60-39b38b0a81bb,Male,Youth,Loaders,Kano,Rural,Yes,Yes,2024-06-24,WOFAN,Kano-WOFAN,RimV98P06,24/06/2024 15:52,24/06/2024 15:37,rig06,24/06/2024 15:52
4cadaf22-5aa3-490c-bbb8-f8ea3c2624f9,Male,Youth,Transporters,FCT,Rural,Yes,No,2024-06-24,WOFAN,FCT-WOFAN,GwaQ9A958,24/06/2024 13:59,24/06/2024 13:45,gwa21,24/06/2024 15:57
26bd94f0-365e-4701-a2cb-cc5f453d996b,Male,Youth,Loaders,Kano,Rural,Yes,No,2024-06-24,WOFAN,Kano-WOFAN,Tof6CRI32,24/06/2024 12:25,24/06/2024 11:57,rig12,24/06/2024 15:59
b6fde444-3c34-44bb-9324-b59faa42c30d,Male,Youth,Transporters,Bauchi,Rural,Yes,No,2024-06-24,WOFAN,Bauchi-WOFAN,TafOPGG18,24/06/2024 15:59,24/06/2024 15:38,taf05,24/06/2024 15:59
209ee9cf-5cbe-480b-b80d-e55bbf553d29,Male,Youth,Loaders,Jigawa,Rural,No,No,2024-06-24,WOFAN,Jigawa-WOFAN,TauM9P234,24/06/2024 16:01,24/06/2024 15:52,tau19,24/06/2024 16:01
7b2315c9-1da4-4140-b2b5-7cb81f9e15bc,Male,Youth,Transporters,FCT,Rural,No,No,2024-06-24,WOFAN,FCT-WOFAN,AbaGO3T32,24/06/2024 13:23,24/06/2024 13:12,aba03,24/06/2024 16:14
5d507ee4-17d0-47a1-a4a1-7ffa08cf9916,Male,Youth,Loaders,Jigawa,Rural,Yes,Yes,2024-06-24,WOFAN,Jigawa-WOFAN,Rin2DST41,24/06/2024 16:15,24/06/2024 16:03,rin14,24/06/2024 16:16
b390a30d-d88f-4fad-a6ab-566e56cfc4b1,Male,Youth,Loaders,Jigawa,Rural,Yes,Yes,2024-06-24,WOFAN,Jigawa-WOFAN,Jah6N9029,24/06/2024 16:19,24/06/2024 16:11,jah66,24/06/2024 16:19
d7623086-a6c1-47ea-948e-ca317f9839d8,Male,Youth,Loaders,Gombe,Peri_urban,Yes,No,2024-06-24,WOFAN,Gombe-WOFAN,BilMK4A39,24/06/2024 16:20,24/06/2024 16:00,bill07,24/06/2024 16:20
0ca820d9-01f9-499c-95d0-cc024d8ac28c,Male,Youth,Loaders,Kano,Rural,Yes,No,2024-06-24,WOFAN,Kano-WOFAN,Gar6VHW38,24/06/2024 14:05,24/06/2024 13:34,bun06,24/06/2024 16:21
f35c6350-d101-40be-83ec-168aa04ec448,Male,Youth,Transporters,Kano,Rural,Yes,No,2024-06-24,WOFAN,Kano-WOFAN,KurPAML00,24/06/2024 10:32,24/06/2024 10:04,gmm51,24/06/2024 16:21
7b07b11b-13f5-4a31-80cd-636cb22476fd,Male,Youth,Loaders,Jigawa,Rural,Yes,No,2024-06-24,WOFAN,Jigawa-WOFAN,JahA14E45,24/06/2024 16:29,24/06/2024 16:13,jah52,24/06/2024 16:29
1770ea7f-59df-4d6b-9275-d8be733a81a5,Male,Youth,Transporters,Jigawa,Rural,Yes,No,2024-06-24,WOFAN,Jigawa-WOFAN,JahG7CY51,24/06/2024 12:58,24/06/2024 12:49,jah64,24/06/2024 16:31
34f40e90-3937-4226-bec4-9c277a9497ef,Male,Youth,Loaders,Jigawa,Rural,Yes,Yes,2024-06-24,WOFAN,Jigawa-WOFAN,JahMFPC39,24/06/2024 15:34,24/06/2024 15:02,jah50,24/06/2024 16:31
b433fd7e-3e74-4e3d-af73-413ab64874ba,Male,Youth,Transporters,Jigawa,Rural,Yes,No,2024-06-24,WOFAN,Jigawa-WOFAN,JahYEW107,24/06/2024 16:31,24/06/2024 16:13,jah39,24/06/2024 16:31
634481b1-6529-4ea1-8619-7652b77fc6c3,Male,Youth,Transporters,Kano,Rural,No,No,2024-06-24,WOFAN,Kano-WOFAN,Kur8TSD33,24/06/2024 16:33,24/06/2024 16:19,kur02,24/06/2024 16:33
51a3f7a4-db02-4202-bec4-e9a8af169ab3,Male,Youth,Transporters,Bauchi,Rural,Yes,No,2024-06-24,WOFAN,Bauchi-WOFAN,TafFTOJ58,24/06/2024 16:34,24/06/2024 16:19,taf05,24/06/2024 16:34
e2672060-137f-48ec-8b67-0fe1fa929101,Male,Youth,Loaders,Jigawa,Rural,Yes,Yes,2024-06-24,WOFAN,Jigawa-WOFAN,RinNNFK29,24/06/2024 16:42,24/06/2024 16:24,rin18,24/06/2024 16:42
d7fd0e16-0335-4a2f-a5d5-4e08f163cb13,Male,Youth,Loaders,Jigawa,Rural,Yes,Yes,2024-06-24,WOFAN,Jigawa-WOFAN,TauXJA401,24/06/2024 16:42,24/06/2024 16:37,tau23,24/06/2024 16:43
0afad330-f474-4afb-a754-4b3556ace721,Female,Youth,Loaders,Jigawa,Rural,No,No,2024-06-24,WOFAN,Jigawa-WOFAN,Jah49HZ19,24/06/2024 16:50,24/06/2024 16:44,jah59,24/06/2024 16:50
26ac1948-a853-4c94-80e0-cf7267175ecf,Male,Youth,Transporters,Kano,Rural,Yes,No,2024-06-24,WOFAN,Kano-WOFAN,RimTNOU25,24/06/2024 16:52,24/06/2024 16:33,rig09,24/06/2024 16:52
f34e0cea-e677-4a10-adc5-8d43e69d686e,Male,Youth,Loaders,Jigawa,Rural,Yes,No,2024-06-24,WOFAN,Jigawa-WOFAN,JahNOK454,24/06/2024 15:30,24/06/2024 15:23,jah67,24/06/2024 16:56
0d4a35e5-39a7-4e21-a205-c181491287c0,Male,Youth,Transporters,Kano,Rural,Yes,Yes,2024-06-24,WOFAN,Kano-WOFAN,KurO32M14,24/06/2024 11:32,24/06/2024 11:21,kur03,24/06/2024 17:00
5036d9f5-9c78-4d7a-8d92-3a89c77a6223,Male,Youth,Transporters,FCT,Rural,No,No,2024-06-24,WOFAN,FCT-WOFAN,Gwa2NIO20,24/06/2024 17:00,24/06/2024 16:36,gwa24,24/06/2024 17:00
7f544e12-c988-4749-944a-9787f98a573c,Male,Youth,Loaders,Kano,Rural,Yes,Yes,2024-06-24,WOFAN,Kano-WOFAN,BebHW5946,24/06/2024 13:20,24/06/2024 12:40,kir13,24/06/2024 17:01
22c42319-4347-4252-8cc3-4d621ab6c16f,Male,Youth,Transporters,Bauchi,Rural,Yes,No,2024-06-24,WOFAN,Bauchi-WOFAN,TafVDZ132,24/06/2024 17:07,24/06/2024 16:40,taf05,24/06/2024 17:07
a9ec0f1a-367f-4187-82e5-89188c605e1c,Male,Youth,Loaders,Kano,Peri_urban,Yes,No,2024-06-24,WOFAN,Kano-WOFAN,BebRF1N32,24/06/2024 10:17,24/06/2024 09:41,kir06,24/06/2024 17:08
ed19ea7c-adb9-4200-ae69-343c3e4ad944,Male,Youth,Loaders,Jigawa,Rural,Yes,Yes,2024-06-24,WOFAN,Jigawa-WOFAN,Jah4IME11,24/06/2024 16:21,24/06/2024 16:12,jah48,24/06/2024 17:10
a8187140-b56d-47f1-889d-80105b219a93,Male,Youth,Loaders,Jigawa,Rural,No,No,2024-06-24,WOFAN,Jigawa-WOFAN,Jah08NC50,24/06/2024 17:20,24/06/2024 17:17,jah68,24/06/2024 17:20
e1dd6ec1-e575-4c00-82bd-da7df5594764,Male,Youth,Transporters,Kano,Rural,Yes,No,2024-06-24,WOFAN,Kano-WOFAN,BebGQJ019,24/06/2024 14:14,24/06/2024 13:58,tun21,24/06/2024 17:25
7203aaa7-7702-45d0-9398-6c9c2605525b,Male,Youth,Transporters,FCT,Rural,Yes,Yes,2024-06-24,WOFAN,FCT-WOFAN,KwaS53121,24/06/2024 13:28,24/06/2024 13:14,kwl10,24/06/2024 17:30
ff12613f-6ef2-4811-9ac2-e1ec7e50d71c,Male,Youth,Loaders,FCT,Rural,Yes,No,2024-06-24,WOFAN,FCT-WOFAN,AbaDYUX01,24/06/2024 17:32,24/06/2024 17:03,aba05,24/06/2024 17:33
5e3c048b-93e3-465c-8568-b00ca7b34cff,Male,Youth,Loaders,Jigawa,Rural,Yes,Yes,2024-06-24,WOFAN,Jigawa-WOFAN,JahTCEF18,24/06/2024 17:36,24/06/2024 17:27,jah51,24/06/2024 17:36
5bdf57e4-152e-4901-911e-00a2de209063,Male,Youth,Transporters,Bauchi,Rural,Yes,Yes,2024-06-24,WOFAN,Bauchi-WOFAN,Tor7Z7S57,24/06/2024 15:32,24/06/2024 15:19,tor03,24/06/2024 17:37
dcb41143-b32e-4f4e-af31-f91de1fa1ef6,Male,Youth,Loaders,Gombe,Rural,Yes,No,2024-06-24,WOFAN,Gombe-WOFAN,BilQ5MR05,24/06/2024 09:08,24/06/2024 08:58,bill08,24/06/2024 17:50
48a411bd-ffdb-4042-804f-9bab5a7232b0,Male,Youth,Transporters,Gombe,Rural,Yes,No,2024-06-24,WOFAN,Gombe-WOFAN,Bil4HSR26,24/06/2024 17:25,24/06/2024 17:07,bill08,24/06/2024 17:51
ee381a90-62ab-438e-ac3e-c17bfa5b7ded,Male,Youth,Transporters,Kano,Rural,Yes,No,2024-06-24,WOFAN,Kano-WOFAN,TudOSQG08,24/06/2024 11:02,24/06/2024 10:42,tun18,24/06/2024 17:56
5d504506-b339-4a1f-be32-e3a04249bd08,Male,Youth,Loaders,Jigawa,Rural,Yes,No,2024-06-24,WOFAN,Jigawa-WOFAN,Rin603L59,24/06/2024 17:57,24/06/2024 17:50,rin24,24/06/2024 17:57
d26b3c02-dd4a-4c39-b3d0-a0f99b9e1e5d,Male,Youth,Transporters,Bauchi,Rural,Yes,No,2024-06-24,WOFAN,Bauchi-WOFAN,Taf8IIN24,24/06/2024 17:05,24/06/2024 15:20,taf02,24/06/2024 18:01
e001fc29-07b6-496f-9291-0d4eb4f2a819,Male,Youth,Transporters,Jigawa,Peri_urban,Yes,No,2024-06-24,WOFAN,Jigawa-WOFAN,Jah91WQ31,24/06/2024 18:02,24/06/2024 17:38,jah60,24/06/2024 18:02
46be69ba-8825-42a1-ba4b-aa63c1417c7e,Male,Youth,Loaders,Bauchi,Rural,No,No,2024-06-24,WOFAN,Bauchi-WOFAN,NinUOIK16,24/06/2024 14:01,24/06/2024 13:45,nin14,24/06/2024 18:11
dd75001a-fbc8-443d-9f71-9f5bcc8c0258,Male,Youth,Loaders,Gombe,Rural,Yes,No,2024-06-24,WOFAN,Gombe-WOFAN,BilGCVP42,24/06/2024 16:50,24/06/2024 15:55,bill03,24/06/2024 18:14
dd9aa805-4ff6-421f-a238-e27edfd5eeaf,Male,Youth,Loaders,Kano,Peri_urban,Yes,Yes,2024-06-24,WOFAN,Kano-WOFAN,KirRFC845,24/06/2024 11:57,24/06/2024 11:36,kir05,24/06/2024 18:15
7073c919-572c-41dd-88a9-1b096bd4beeb,Male,Youth,Transporters,Jigawa,Urban,Yes,Yes,2024-06-24,WOFAN,Jigawa-WOFAN,Rin4P8S43,24/06/2024 18:17,24/06/2024 17:55,rin28,24/06/2024 18:17
25aeb342-f53e-460f-b9d4-27c7e03ad7cb,Male,Youth,Loaders,Kaduna,Rural,Yes,No,2024-06-24,WOFAN,Kaduna-WOFAN,IkaJ1RI43,24/06/2024 14:26,24/06/2024 13:05,ika11,24/06/2024 18:19
507e1f3c-45f0-481b-9ca6-cf4042c08f2e,Male,Youth,Transporters,FCT,Rural,Yes,No,2024-06-24,WOFAN,FCT-WOFAN,KwaPO9O01,24/06/2024 15:58,24/06/2024 15:51,kwl09,24/06/2024 18:19
bcd31247-b45b-4ad6-9633-35d2bf29dd8b,Male,Youth,Loaders,Gombe,Rural,Yes,No,2024-06-24,WOFAN,Gombe-WOFAN,BilNK2O12,24/06/2024 16:18,24/06/2024 16:09,bill01,24/06/2024 18:19
db3132e4-6d2c-44de-9a70-cd98aa4e10db,Male,Youth,Loaders,Kano,Rural,Yes,No,2024-06-24,WOFAN,Kano-WOFAN,Gar01MV59,24/06/2024 13:10,24/06/2024 12:58,gmm52,24/06/2024 18:39
6da74aeb-5415-4d44-aac8-c6e5d41bd4e1,Male,Youth,Loaders,Bauchi,Urban,Yes,Yes,2024-06-24,WOFAN,Bauchi-WOFAN,BauC88I09,24/06/2024 12:15,24/06/2024 11:47,bau11,24/06/2024 18:47
b661e8a2-c661-4c08-a501-6149e0502427,Male,Youth,Loaders,Gombe,Rural,Yes,Yes,2024-06-24,WOFAN,Gombe-WOFAN,KalUO9Z28,24/06/2024 15:24,24/06/2024 15:03,kal14,24/06/2024 19:08
34bc949f-a167-4792-8c28-6e7ee952e342,Male,Youth,Transporters,Jigawa,Peri_urban,Yes,Yes,2024-06-24,WOFAN,Jigawa-WOFAN,Jah6KC901,24/06/2024 19:24,24/06/2024 18:55,jah56,24/06/2024 19:24
4adfa8a8-5470-4a17-92fa-3dc2781ad7e9,Male,Youth,Loaders,Kaduna,Rural,Yes,No,2024-06-24,WOFAN,Kaduna-WOFAN,IkaJASZ46,24/06/2024 16:12,24/06/2024 15:44,ika18,24/06/2024 19:31
1fe98c23-6bd7-4f01-a100-c1bd9e0f8061,Male,Youth,Transporters,Jigawa,Peri_urban,Yes,Yes,2024-06-24,WOFAN,Jigawa-WOFAN,JahY23E24,24/06/2024 17:22,24/06/2024 17:02,jah55,24/06/2024 19:49
a65c4613-496e-4cf9-99c3-d5ada51c6be9,Male,Youth,Loaders,Jigawa,Rural,Yes,Yes,2024-06-24,WOFAN,Jigawa-WOFAN,Rin9ST741,24/06/2024 19:12,24/06/2024 18:50,rin24,24/06/2024 20:01
bca6d5a4-09f5-4551-9624-e1923a70a0ae,Male,Youth,Loaders,Kano,Rural,Yes,Yes,2024-06-24,WOFAN,Kano-WOFAN,GarIIWQ51,24/06/2024 20:01,24/06/2024 19:42,gmm61,24/06/2024 20:01
340aa0f3-f05e-47e9-90ad-2a714026d336,Male,Youth,Loaders,Jigawa,Rural,Yes,No,2024-06-24,WOFAN,Jigawa-WOFAN,Mig9NM202,24/06/2024 20:07,24/06/2024 19:35,jah70,24/06/2024 20:08
7bf01b09-db3f-495a-ad11-6e03c197b415,Male,Youth,Transporters,Gombe,Rural,Yes,Yes,2024-06-24,WOFAN,Gombe-WOFAN,KalSBSY15,24/06/2024 16:26,24/06/2024 15:52,kal19,24/06/2024 20:21
a8ad0de2-528c-4d85-aaf0-8beaad815bfd,Male,Youth,Transporters,Gombe,Rural,Yes,No,2024-06-24,WOFAN,Gombe-WOFAN,Sho5U3Q22,24/06/2024 15:05,24/06/2024 14:35,sha06,24/06/2024 20:21
a194dafc-a99f-4221-b236-dcd7b6c71a84,Male,Youth,Transporters,Kano,Peri_urban,Yes,Yes,2024-06-24,WOFAN,Kano-WOFAN,RimYFOY59,24/06/2024 11:55,24/06/2024 11:43,rig03,24/06/2024 20:25
0a64e67e-cb11-408e-ae72-46cc2ae00d97,Male,Youth,Transporters,Jigawa,Rural,Yes,Yes,2024-06-24,WOFAN,Jigawa-WOFAN,RinWJ1Y56,24/06/2024 17:54,24/06/2024 17:43,rin27,24/06/2024 20:25
45d49642-94d9-4bcd-9cbb-c414cb99d973,Male,Youth,Loaders,Jigawa,Rural,Yes,No,2024-06-24,WOFAN,Jigawa-WOFAN,RinP11503,24/06/2024 17:01,24/06/2024 16:48,rin13,24/06/2024 21:01
5ddb0cec-5c92-44e8-bf54-11d8f64ae5a7,Male,Youth,Loaders,Bauchi,Urban,Yes,No,2024-06-24,WOFAN,Bauchi-WOFAN,BauFT1519,24/06/2024 13:06,24/06/2024 12:32,bau16,24/06/2024 21:03
cfb99955-50c2-4cf4-8888-68b045371410,Male,Youth,Loaders,Jigawa,Urban,Yes,Yes,2024-06-24,WOFAN,Jigawa-WOFAN,RinXT7V47,24/06/2024 19:14,24/06/2024 18:47,rin22,24/06/2024 21:04
9778396c-6f1e-4ed6-80c8-614954f8fc49,Male,Youth,Transporters,Jigawa,Rural,Yes,Yes,2024-06-24,WOFAN,Jigawa-WOFAN,Jah4TCL10,24/06/2024 18:25,24/06/2024 18:18,jah63,24/06/2024 21:10
ce275ad2-b534-4b99-8498-2eebb0c17c40,Male,Youth,Loaders,Kano,Rural,Yes,No,2024-06-24,WOFAN,Kano-WOFAN,RimIDH217,24/06/2024 16:20,24/06/2024 14:14,rig14,24/06/2024 21:15
8d3baf63-220e-40d3-83b5-fa345718b4dd,Male,Youth,Transporters,Jigawa,Rural,Yes,No,2024-06-24,WOFAN,Jigawa-WOFAN,JahBSF626,24/06/2024 20:18,24/06/2024 20:10,jah40,24/06/2024 21:17
48c55cf8-2fc5-43de-bcbd-321305537972,Male,Youth,Loaders,Jigawa,Rural,Yes,No,2024-06-24,WOFAN,Jigawa-WOFAN,Tau8CKB38,24/06/2024 21:23,24/06/2024 21:13,tau21,24/06/2024 21:23
0209b5e9-db03-4c5a-80b9-852b7b06ea94,Male,Youth,Transporters,Jigawa,Peri_urban,Yes,Yes,2024-06-24,WOFAN,Jigawa-WOFAN,JahCWXA22,24/06/2024 19:57,24/06/2024 19:40,jah56,24/06/2024 21:34
a3f45264-b159-421f-b22d-e56cdb89a69d,Male,Youth,Loaders,Kaduna,Rural,Yes,No,2024-06-24,WOFAN,Kaduna-WOFAN,IkaT6VX11,24/06/2024 15:29,24/06/2024 15:25,ika32,24/06/2024 21:41
d6b02fcf-10c9-4a27-98e3-9d2102d62ded,Male,Youth,Transporters,Gombe,Rural,Yes,No,2024-06-24,WOFAN,Gombe-WOFAN,ShoVX7X55,24/06/2024 15:38,24/06/2024 15:15,sha03,24/06/2024 21:45
1b0a1aab-ffc8-42a9-be9d-ac5a3a41ec86,Male,Youth,Loaders,Jigawa,Rural,Yes,No,2024-06-24,WOFAN,Jigawa-WOFAN,Rin7XQY51,24/06/2024 20:27,24/06/2024 20:15,rin25,24/06/2024 21:50
cb936b08-e9af-428b-a9f8-0dbb56b76472,Male,Youth,Loaders,Kaduna,Rural,Yes,No,2024-06-24,WOFAN,Kaduna-WOFAN,Ika74QV58,24/06/2024 18:30,24/06/2024 18:25,ika16,24/06/2024 22:10
88a87adc-53a8-4451-bb17-b9d42ea1b5ef,Male,Youth,Loaders,Bauchi,Peri_urban,No,No,2024-06-24,WOFAN,Bauchi-WOFAN,GanJJIX13,24/06/2024 17:54,24/06/2024 17:41,gan10,24/06/2024 22:18
38e8ab8b-ee64-4f18-89bb-5972f276255b,Male,Youth,Transporters,Jigawa,Rural,Yes,Yes,2024-06-24,WOFAN,Jigawa-WOFAN,JahBXMP26,24/06/2024 21:25,24/06/2024 21:21,jah69,24/06/2024 22:27
70c413bc-4746-438d-b592-edf53fb19652,Male,Youth,Transporters,Kano,Rural,Yes,No,2024-06-24,WOFAN,Kano-WOFAN,TudFC5824,24/06/2024 19:48,24/06/2024 16:21,tun05,24/06/2024 22:35
