formid,TypeofFinancialProduct/ServiceAccessed,Date,Cluster_Unique_ID,State,Implementing_Partner,username
81ef03c1-d10f-4c60-8cb7-080e690c4bf7,Deposit_Account,2024-07-08,RinRKCY54,Jigawa,WOFAN,rin26
33725640-3c3d-4598-b9d7-e65495c6b8d3,Deposit_Account,2024-07-08,RinC4JJ46,Jigawa,WOFAN,rin26
89199dea-eb82-420d-b90a-03c4343247b6,Deposit_Account,2024-07-08,RinI8VK57,Jigawa,WOFAN,rin26
cfca5718-2150-489b-9cf0-6c6694648b91,Deposit_Account,2024-07-08,RinBOU549,Jigawa,WOFAN,rin26
24a4b0cf-a94a-4c44-a116-b71d914b084d,Deposit_Account,2024-07-08,RinOSF952,Jigawa,WOFAN,rin26
4b3c5e1d-c51c-47fe-9d67-eac6d702b770,Deposit_Account,2024-07-08,RinIL7W06,Jigawa,WOFAN,rin26
5228db03-cd9b-4ef3-85ff-ed7ba012d77b,Deposit_Account,2024-07-08,RinAW4L25,Jigawa,WOFAN,rin26
20aa6ad3-2ef2-45c7-afbe-bd4cccc00e61,Deposit_Account,2024-07-08,RinMSPR51,Jigawa,WOFAN,rin26
b0a1b4f2-8661-4128-a88a-656c6917374b,Deposit_Account,2024-07-08,Rin689Y24,Jigawa,WOFAN,rin28
caf25bfa-4eb8-4af9-8839-4ab8e7174e75,Deposit_Account,2024-07-08,RinWAP700,Jigawa,WOFAN,rin28
ef816935-75da-400a-83ef-4381180c879d,Deposit_Account,2024-07-08,RinWYDP35,Jigawa,WOFAN,rin28
b0c9408e-c9be-49cd-9b94-4cfc7c00f82c,Deposit_Account,2024-07-08,RinQM3C33,Jigawa,WOFAN,rin28
c31ddefc-2f15-4ef6-8c0e-5e74a0d69930,Deposit_Account,2024-07-08,Rin024V13,Jigawa,WOFAN,rin28
8433d238-c46e-40cb-8c72-b03bd5be7070,Deposit_Account,2024-07-08,RinZRG657,Jigawa,WOFAN,rin28
81d52458-90fa-4c70-8844-4cd969bea5cc,Deposit_Account,2024-07-08,Rin1QG022,Jigawa,WOFAN,rin28
8a5036e4-03f6-46f5-927b-b572d93f2074,Deposit_Account,2024-07-08,RinCJOB07,Jigawa,WOFAN,rin28
915ffcaa-a74d-4e2d-9fed-f32cb3acfaf1,Deposit_Account,2024-07-08,Rin78EE24,Jigawa,WOFAN,rin28
fa7caca0-feb0-4a67-b753-00048e062d33,Deposit_Account,2024-07-08,RinEKQ806,Jigawa,WOFAN,rin28
4559e427-9315-485c-aead-a88d6c3c0e56,Deposit_Account,2024-07-08,RinP2YM14,Jigawa,WOFAN,rin28
4a8f4f6b-2a8e-4f25-99ae-0689ccdeb389,Deposit_Account,2024-07-08,RinU5B642,Jigawa,WOFAN,rin28
834ae332-2663-4528-80b7-797ed2c9b12c,Deposit_Account,2024-07-08,RinQJZ427,Jigawa,WOFAN,rin28
eae40d92-25d6-412b-b471-19aae43308d2,Deposit_Account,2024-07-08,RinIVOT20,Jigawa,WOFAN,rin28
58ef71f5-a0be-4cf0-8393-5ce9c36578b6,Deposit_Account,2024-07-08,RinCKFO55,Jigawa,WOFAN,rin28
41aa0087-f5f6-437b-80a0-a8a9675f001e,Deposit_Account,2024-07-08,RinPW0621,Jigawa,WOFAN,rin28
a3fc3eb8-7a71-4df0-80eb-17915c13faad,Deposit_Account,2024-07-08,Rin3HCD31,Jigawa,WOFAN,rin28
fcd005b9-28f0-4715-b3a4-1a537c0c5bc7,Deposit_Account,2024-07-08,Rin84P129,Jigawa,WOFAN,rin28
2d11b208-95d3-46cf-878f-fe2d094ec1dd,Deposit_Account,2024-07-08,RinQGFK12,Jigawa,WOFAN,rin28
2cc89510-057c-4540-9091-9c5db15c89b4,Deposit_Account,2024-07-08,Rin9AVV41,Jigawa,WOFAN,rin28
9b22bd0e-f415-430e-ba08-0ef91da331fb,Deposit_Account,2024-07-08,RinFAOY21,Jigawa,WOFAN,rin28
c381a42d-c831-4f81-8509-67472f8799de,Deposit_Account,2024-07-08,RinRAWM10,Jigawa,WOFAN,rin28
d77043e7-b78a-4d5a-8d74-79585059e765,Deposit_Account,2024-07-08,RinSLNF22,Jigawa,WOFAN,rin28
8409d1f4-9338-4d23-8256-10391eb140a4,Deposit_Account,2024-07-15,ShoQMZ721,Gombe,WOFAN,sha04
22026902-1b7e-481c-8f79-356ab206a970,Deposit_Account,2024-07-15,ShoRHVP21,Gombe,WOFAN,sha04
4588e51e-33aa-480e-b57b-9e22a2ac06cf,Deposit_Account,2024-07-15,ShoX5OJ38,Gombe,WOFAN,sha04
75e83ff5-34d1-4f9e-9816-69777395be50,Deposit_Account,2024-07-08,TauI3IH39,Jigawa,WOFAN,tau23
288cd13a-c699-4f78-a7fc-34af0d4e0164,Deposit_Account,2024-07-08,TauUA7F16,Jigawa,WOFAN,tau23
57a4d0a8-64db-4b42-9834-0d049c9f30f0,Deposit_Account,2024-07-08,TauE29933,Jigawa,WOFAN,tau23
7e9a7907-c8fc-4132-8f7a-3e9b736ce21b,Deposit_Account,2026-07-09,Ika8OF026,Kaduna,WOFAN,ika32
b93247cc-0fc4-427c-9e58-7d392112d565,Deposit_Account,2024-07-09,Ika04AV40,Kaduna,WOFAN,ika33
91e15021-2d8e-4f72-b806-97b77ddda957,Deposit_Account,2024-07-09,IkaSDP909,Kaduna,WOFAN,ika33
e98630e8-3f92-4075-a205-f38f7eda8abd,Deposit_Account,2024-07-09,IkaOHO155,Kaduna,WOFAN,ika34
e823a73f-d5fd-43e0-a429-8dfe4acdcda9,Deposit_Account,2024-07-09,Ika0SSL57,Kaduna,WOFAN,ika34
be0dfa9e-53a0-4aaa-88eb-9b08e7cbe7e8,Deposit_Account,2024-07-09,IkaWYK416,Kaduna,WOFAN,ika35
507179ac-c01f-4a47-b3d1-d7cb24a30e24,Deposit_Account,2024-07-09,IkaO6BR56,Kaduna,WOFAN,ika36
ccf9dd70-0663-4c93-8ade-f8803dd24d04,Deposit_Account,2024-07-09,IkaO5UZ37,Kaduna,WOFAN,ika36
d9c88e01-70bb-4358-b15d-fd496c3adb9c,Deposit_Account,2024-07-09,Ika846U02,Kaduna,WOFAN,ika36
92c1768a-1cf9-4b22-9bd3-d7e7610f81eb,Deposit_Account,2024-07-08,Jah8ZCH58,Jigawa,WOFAN,jah60
43b9ebf3-e12a-42d5-9cf7-3049551552dc,Deposit_Account,2024-07-08,JahHZXD30,Jigawa,WOFAN,jah60
e80d5f5b-241a-47fa-a26b-7479ebde22d8,Deposit_Account,2024-07-08,Jah2P3O47,Jigawa,WOFAN,jah60
2fa659b0-d8f0-4dae-ad6d-4284a2a8330e,Deposit_Account,2024-07-08,JahZABZ00,Jigawa,WOFAN,jah60
4e83f9f1-0b38-4b64-8875-aa8f757b1bde,Deposit_Account,2024-07-08,JahWWIW50,Jigawa,WOFAN,jah60
13394ed2-0dbc-4a84-881e-c893375fa2de,Deposit_Account,2024-07-08,JahWG7L11,Jigawa,WOFAN,jah60
ba865d37-46b4-464f-bee2-02f211856620,Deposit_Account,2024-07-08,JahS7FY17,Jigawa,WOFAN,jah60
96494f74-d052-4404-a8dc-c48c318760bb,Deposit_Account,2024-07-08,Jah3FSS00,Jigawa,WOFAN,jah60
2c02726c-e4dc-4a6d-8930-6be8476bde7a,Deposit_Account,2024-07-08,JahDI2407,Jigawa,WOFAN,jah60
9a280314-4524-4621-93cc-466240fc4bf1,Deposit_Account,2024-07-08,JahSEYG52,Jigawa,WOFAN,jah60
b27bbcbe-a687-44a8-9734-bde906f191af,Deposit_Account,2024-07-09,JahWS1027,Jigawa,WOFAN,jah60
3beec057-0146-44ae-b32f-23e8530bc213,Deposit_Account,2024-07-08,JahBLWN03,Jigawa,WOFAN,jah60
f9952557-76b4-4311-88ef-77c721f830a1,Deposit_Account,2024-07-08,JahD6PN18,Jigawa,WOFAN,jah60
7fff8dc0-a124-4a6c-b840-5287ef9395a8,Deposit_Account,2024-07-08,JahLBW027,Jigawa,WOFAN,jah60
c70d9e77-92a8-4339-81b9-80fe2739425e,Deposit_Account,2024-07-08,JahVMNN27,Jigawa,WOFAN,jah60
ac86f3a5-f0e3-439a-afd2-6057da4e1ad5,Deposit_Account,2024-07-08,JahCJHI21,Jigawa,WOFAN,jah60
1a0a1c06-6e02-4bb3-acc0-45463a4d839d,Deposit_Account,2024-07-08,JahJ09307,Jigawa,WOFAN,jah60
685d62ed-0857-43a3-b492-e62a868e43bd,Deposit_Account,2024-07-08,JahXUJX01,Jigawa,WOFAN,jah60
6fe6c0d3-c34b-427f-8bc4-90da7b1b492a,Deposit_Account,2024-07-22,JahAUP033,Jigawa,WOFAN,jah60
b87b7248-f82b-4c1e-8695-a490d44a1663,Deposit_Account,2024-07-08,JahE4MC18,Jigawa,WOFAN,jah60
ad98aa24-4bc9-4fdc-b5df-a4c6d90dbba1,Deposit_Account,2024-07-08,JahAHEN19,Jigawa,WOFAN,jah60
9674e57b-afd4-4738-8801-05d1664f4f9d,Deposit_Account,2024-07-08,Jah9YK615,Jigawa,WOFAN,jah60
423bc10b-49d5-4fe1-90d5-b2027ec7901e,Deposit_Account,2024-07-08,JahNWTX49,Jigawa,WOFAN,jah60
2d6a25f3-11c8-4fe2-825a-2f934895d0b7,Deposit_Account,2024-07-08,JahWUDX32,Jigawa,WOFAN,jah60
ceecc2ed-6c7a-4dec-9bd0-0077613974a1,Deposit_Account,2024-07-08,JahEIPR34,Jigawa,WOFAN,jah60
bc73dc60-2ab8-44cc-af00-3b781bbacdae,Deposit_Account,2024-07-08,JahIFLA55,Jigawa,WOFAN,jah60
0101e0d2-68d3-47f2-823b-e8517b4100dd,Deposit_Account,2024-07-08,JahW2B100,Jigawa,WOFAN,jah60
bc516a6a-bd3e-4e06-8040-6925b41f596c,Deposit_Account,2024-07-08,JahHLBP50,Jigawa,WOFAN,jah60
b73e9825-0c46-4c9d-8aa6-bae0a7380e9a,Deposit_Account,2024-07-08,JahIV9J39,Jigawa,WOFAN,jah60
495ae8aa-a490-4326-8631-5c1a2d8292d8,Deposit_Account,2024-07-08,JahRS2L51,Jigawa,WOFAN,jah60
16d7729a-78be-44b2-8250-4daab02cc388,Deposit_Account,2024-07-08,JahCBHS27,Jigawa,WOFAN,jah60
2cd5fc26-bd21-478b-94ad-0aa1f74781f6,Deposit_Account,2024-07-08,JahZT5P38,Jigawa,WOFAN,jah60
760cdf52-74e1-4af1-898e-933befafc77f,Deposit_Account,2024-07-08,JahIAS924,Jigawa,WOFAN,jah60
63fbd441-828b-4f77-a544-29137091b230,Deposit_Account,2024-07-08,JahUPWL23,Jigawa,WOFAN,jah60
29598388-994a-4493-9ab3-1b2d2fe2452a,Deposit_Account,2024-07-08,Jah6KYV24,Jigawa,WOFAN,jah60
212e0d2a-d6ce-444d-b1d4-1827b3dd966c,Deposit_Account,2024-07-08,JahOG2L18,Jigawa,WOFAN,jah60
aea2e89e-89c3-458f-9f4d-bf9c0fff496d,Deposit_Account,2024-07-08,Jah7DN851,Jigawa,WOFAN,jah60
12c79e80-8ec6-4cac-917b-62e34cc34f6b,Deposit_Account,2024-07-08,JahSZKY29,Jigawa,WOFAN,jah60
9670df58-1405-464e-a3b2-acfa83e9deb9,Deposit_Account,2024-07-08,JahC0IT04,Jigawa,WOFAN,jah60
0e6f995e-fbd4-44de-839f-8e4ae588aba4,Deposit_Account,2024-07-08,JahPD7G27,Jigawa,WOFAN,jah60
124fac06-3640-4f58-8f8f-e49e8784e0c6,Deposit_Account,2024-07-08,JahLLJ421,Jigawa,WOFAN,jah60
510a9b36-ed2b-4802-b958-550712576e64,Deposit_Account,2024-07-08,JahMJDG38,Jigawa,WOFAN,jah60
d45d01bc-8c24-47a3-a77f-f835d05d12aa,Deposit_Account,2024-07-08,JahT53W36,Jigawa,WOFAN,jah60
f65f1a9c-d679-4ee6-943b-c80f1ab66b58,Deposit_Account,2024-07-08,TauICK426,Jigawa,WOFAN,tau23
e4f3162f-1085-44e2-af27-87526932235e,Deposit_Account,2024-07-08,TauAMBK52,Jigawa,WOFAN,tau23
ece8aab8-8180-45f9-a7ef-47e938333cdd,Deposit_Account,2024-07-08,TauYIIO54,Jigawa,WOFAN,tau23
8ce83e7b-7465-44ce-93c4-1d21e46f93b2,Deposit_Account,2024-07-08,TauXGM829,Jigawa,WOFAN,tau23
c0862260-750b-473d-9b94-6c3dc77d7243,Deposit_Account,2024-07-08,Tau2XW929,Jigawa,WOFAN,tau23
ec1a2351-586c-40c4-91b8-a4598832c1f5,Deposit_Account,2024-07-08,Tau00T741,Jigawa,WOFAN,tau23
358bf512-d9bd-47b7-8c35-464d372e9a77,Deposit_Account,2024-07-08,TauG3R955,Jigawa,WOFAN,tau23
99faa4bd-1f37-4667-b094-2aadceb3c881,Deposit_Account,2024-07-08,TauHLBO01,Jigawa,WOFAN,tau23
476fed33-8bc9-4e9d-9e33-f942f02109ad,Deposit_Account,2024-07-08,Tau052826,Jigawa,WOFAN,tau23
9a8da5d4-aaff-40ec-afec-345ddec5cb74,Deposit_Account,2024-07-08,TauO4DV49,Jigawa,WOFAN,tau23
e06cdf18-41b2-4082-9825-063420136a1d,Deposit_Account,2024-07-08,Tau09V727,Jigawa,WOFAN,tau23
51761b9d-f240-4e38-a1bd-098ede8f4dbb,Deposit_Account,2024-07-08,Tau6HWB20,Jigawa,WOFAN,tau23
d9509932-0869-49e8-95ff-47579ec20a50,Deposit_Account,2024-07-08,Tau2D3Y50,Jigawa,WOFAN,tau23
e51ca448-fe89-417d-9f1e-8d1e76eb8bf6,Deposit_Account,2024-07-08,Tau3Q9V21,Jigawa,WOFAN,tau23
ce96ad91-abe9-4742-a56a-c94dbf1c289f,Deposit_Account,2024-07-08,TauW2YT47,Jigawa,WOFAN,tau23
1d7fd082-7348-4cb7-afe7-f77bf3ee80db,Deposit_Account,2024-07-08,TauVFWO49,Jigawa,WOFAN,tau23
5c903ab7-1a0f-4d6c-a83c-10b5b7879b4c,Deposit_Account,2024-07-08,TauOHDD02,Jigawa,WOFAN,tau23
2023ad76-f817-4163-9655-c21dc209afa2,Deposit_Account,2024-07-08,TauALLJ28,Jigawa,WOFAN,tau23
d8d00b5c-2f4b-4431-aae7-f2f7f85b188d,Deposit_Account,2024-07-10,TudZ9TC08,Kano,WOFAN,tun01
9c8b96d4-d396-4d28-810e-8e3c6bb2f3c4,Deposit_Account,2024-07-10,TudY9WC18,Kano,WOFAN,tun01
d0362a66-2526-4286-8eaa-da946c869754,Deposit_Account,2024-07-10,TudC10Q45,Kano,WOFAN,tun01
421bb75c-24c1-4fdb-bce2-f95782458f42,Deposit_Account,2024-07-10,TudVTGV01,Kano,WOFAN,tun02
88b8bfbd-06d4-4677-8f18-72b61f9a299d,Deposit_Account,2024-07-10,TudE9PJ22,Kano,WOFAN,tun02
a71f74cf-1900-43c9-81d8-5dab570a7ec4,Deposit_Account,2024-07-10,Tud1BBG47,Kano,WOFAN,tun02
b0ad9d06-a59d-49d4-89d5-3006398b20d4,Deposit_Account,2024-07-10,BebUKFO59,Kano,WOFAN,tun08
f63b0fe8-df6e-4f6a-b920-a3c394399510,Deposit_Account,2024-07-10,Tud0CH528,Kano,WOFAN,tun08
850390a7-765a-4940-9c86-92e7d7e4b133,Deposit_Account,2024-07-10,GarV1OT21,Kano,WOFAN,tun08
b32faede-7b4a-47b7-a2bf-12f163cb4d5a,Deposit_Account,2024-07-08,Jah3UFX38,Jigawa,WOFAN,jah60
d7b4f08f-5b6c-4da9-94d4-eb696c4ea64d,Deposit_Account,2024-07-08,JahFOE109,Jigawa,WOFAN,jah60
667902fa-f121-49d2-9e5a-b913a4fb322c,Deposit_Account,2024-07-08,JahBVLC25,Jigawa,WOFAN,jah60
1b35f5d7-cb8d-404e-bf72-2aec9705177a,Deposit_Account,2024-07-08,JahG89V55,Jigawa,WOFAN,jah60
ec739de8-4d85-482b-a491-888adc52256f,Deposit_Account,2024-07-08,JahORVC32,Jigawa,WOFAN,jah60
1d46fc9c-31b3-4242-83d3-51cdd62d1bdd,Deposit_Account,2024-07-08,Jah8B3P35,Jigawa,WOFAN,jah60
7b66d1b6-9c03-45bb-ad5a-2be4a7710562,Deposit_Account,2024-07-08,JahY9R628,Jigawa,WOFAN,jah60
b29486a4-7f44-40e4-8ece-a711278b7f64,Deposit_Account,2024-07-08,JahW13N01,Jigawa,WOFAN,jah60
88609b12-ef8b-4374-8fa9-c4f383999e8f,Deposit_Account,2024-07-08,Jah668F48,Jigawa,WOFAN,jah60
243d84d8-c9e2-4a6f-a242-8a480855b935,Deposit_Account,2024-07-08,JahWDFK23,Jigawa,WOFAN,jah60
d289efb4-3c9e-48fb-9051-2de026bc990f,Deposit_Account,2024-07-08,JahYU5256,Jigawa,WOFAN,jah60
d0ca29fb-4197-47fa-948e-c83569f79b6a,Deposit_Account,2024-07-08,JahDT8F48,Jigawa,WOFAN,jah60
7ed107b8-8ed9-41f0-9286-603ab1e706af,Deposit_Account,2024-07-08,Jah0L4M33,Jigawa,WOFAN,jah60
ffcefa0b-7c4a-4695-822d-9c84db99a874,Deposit_Account,2024-07-08,JahUW4K11,Jigawa,WOFAN,jah60
8a9f4f58-f5fd-4da0-9f80-3dfa07a894dd,Deposit_Account,2024-07-08,JahO2FK54,Jigawa,WOFAN,jah60
c136bf41-078b-4144-87f1-fabd33823ca9,Deposit_Account,2024-07-08,Jah3C3Z58,Jigawa,WOFAN,jah60
b2915ada-2c02-4c67-bf08-b93cf228a8a0,Deposit_Account,2024-07-08,Jah8QN741,Jigawa,WOFAN,jah60
6527e43d-74bf-4993-b4dc-022182188172,Deposit_Account,2024-07-08,JahGNSG38,Jigawa,WOFAN,jah60
3e8c7094-9737-4a3b-b88b-295cb8ef7c20,Deposit_Account,2024-07-08,JahNWWD21,Jigawa,WOFAN,jah60
13539a5c-b66d-4bda-a071-cd99e46847e0,Deposit_Account,2024-07-08,JahOZ9O32,Jigawa,WOFAN,jah60
b563aa6e-02aa-416e-913f-95ea89e9dc8b,Deposit_Account,2024-07-08,JahGR7O09,Jigawa,WOFAN,jah60
23c542de-25cf-4b8e-8a79-cd69a95227d0,Deposit_Account,2024-07-08,JahN57Z01,Jigawa,WOFAN,jah60
c2be1397-0654-416c-92fb-151b4f9d2e1b,Deposit_Account,2024-07-08,JahOAPY40,Jigawa,WOFAN,jah60
119c913b-5090-4edd-be87-17cd432e7435,Deposit_Account,2024-07-08,Jah7U7319,Jigawa,WOFAN,jah60
b2343861-a71e-4060-bad1-01127a791068,Deposit_Account,2024-07-08,JahGWXD03,Jigawa,WOFAN,jah60
12514efa-f306-4b40-801c-0d8f41509f1d,Deposit_Account,2024-07-08,JahP1CZ40,Jigawa,WOFAN,jah60
471734c5-5592-4b6f-a487-d25ead263128,Deposit_Account,2024-07-08,JahAECW25,Jigawa,WOFAN,jah60
05c27ec5-6cf2-48a5-84ff-57af92c0a023,Deposit_Account,2024-07-08,Jah55QO15,Jigawa,WOFAN,jah60
316bc65d-495c-4de1-81b1-6c7cbe756a55,Deposit_Account,2024-07-08,JahELGL56,Jigawa,WOFAN,jah60
f718748c-01ab-480f-ac8e-cc19b58d0778,Deposit_Account,2024-07-08,JahG8JG39,Jigawa,WOFAN,jah60
21a4611d-6d38-4852-bbce-546733109de0,Deposit_Account,2024-07-08,JahLWWA25,Jigawa,WOFAN,jah60
21b17e2e-8d00-42cf-91d6-2accd60436ab,Deposit_Account,2024-07-08,JahRBTN03,Jigawa,WOFAN,jah60
27566f32-afb9-4c1a-8abe-51fcd068cdbe,Deposit_Account,2024-07-08,JahGCOR06,Jigawa,WOFAN,jah60
093ccc50-75ff-4ff2-9093-2e392b295327,Deposit_Account,2024-07-08,JahLZMK25,Jigawa,WOFAN,jah60
6de84abd-a060-4b46-915d-c6d4c7ab788c,Deposit_Account,2024-07-08,JahCXB137,Jigawa,WOFAN,jah60
5d31d7cd-ac82-4a63-b555-37c8445ad8f8,Deposit_Account,2024-07-08,Jah4CB633,Jigawa,WOFAN,jah60
d4ae4ab6-8348-4982-b49d-5fa101c7272d,Deposit_Account,2024-07-08,JahFHIV18,Jigawa,WOFAN,jah60
c3a0adf9-cd07-42f4-838e-29c9c8100227,Deposit_Account,2024-07-08,JahCEZC48,Jigawa,WOFAN,jah60
552e6c9b-5bb4-46d8-9011-4d921f44d8ba,Deposit_Account,2024-07-08,Jah2D5Y26,Jigawa,WOFAN,jah60
a55bc0b1-b5cd-46b0-b18d-132778bae77e,Deposit_Account,2024-07-08,JahKNLV08,Jigawa,WOFAN,jah60
9e0ccd69-cf3d-4e01-8f98-c5cca48e17a3,Deposit_Account,2024-07-08,JahUNB934,Jigawa,WOFAN,jah60
c478a620-2141-4831-98ba-977dc9aa832d,Deposit_Account,2024-07-08,JahCIM611,Jigawa,WOFAN,jah60
d06bba80-56bf-4f93-a1af-1cb95fbcb5e8,Deposit_Account,2024-07-08,JahI1VK43,Jigawa,WOFAN,jah60
02362cf7-8df6-40b8-b9f5-94cd5e19e279,Deposit_Account,2024-07-08,Jah2QVX49,Jigawa,WOFAN,jah60
4c8c635a-0728-4d07-8802-0b3d9f3750da,Deposit_Account,2024-07-08,JahNTS457,Jigawa,WOFAN,jah60
79b56fe1-39c7-4af5-8663-b5ccabd8b928,Deposit_Account,2024-07-08,Jah56B539,Jigawa,WOFAN,jah60
42424f52-5355-43b8-b318-43fb3d0d5a0f,Deposit_Account,2024-07-10,TudWCVZ31,Kano,WOFAN,tun17
46552017-812c-44f6-a995-ddff0fd7ec98,Deposit_Account,2024-07-10,Tud5IMP55,Kano,WOFAN,tun17
72b9b53f-a221-4429-83a6-aded788d6d7c,Deposit_Account,2024-07-10,BebXFR452,Kano,WOFAN,tun17
583040e7-9867-4449-99b9-0b03141e2a82,Deposit_Account,2024-07-10,BebG4X115,Kano,WOFAN,tun14
d6f16e87-037b-4482-806c-edbb3723d775,Deposit_Account,2024-07-10,BebYM9219,Kano,WOFAN,tun14
cd454ee5-abff-452e-9195-8148684a5710,Deposit_Account,2024-07-10,BebTYDM56,Kano,WOFAN,tun14
bf3c9817-b8a9-452c-b637-0343edde5ce9,Deposit_Account,2024-07-10,TudQYFS08,Kano,WOFAN,tun18
e5501bb0-ceb7-44cb-9c36-499f82fdd984,Deposit_Account,2024-07-10,BebXSW004,Kano,WOFAN,tun18
88baf5b0-a653-47e3-ab39-4dd2b09254bc,Deposit_Account,2024-07-10,BebDSW526,Kano,WOFAN,tun18
67e09954-1a6a-4978-a663-8c78ddf31981,Deposit_Account,2024-07-10,BebLBNF07,Kano,WOFAN,tun19
c6e599a5-f53a-4f88-ab12-153811787c2c,Deposit_Account,2024-07-10,BebIWQ104,Kano,WOFAN,tun19
a1926790-aaa4-4c5a-ab7d-5eaf3f03e7be,Deposit_Account,2024-07-10,BebVOPY37,Kano,WOFAN,tun19
bb4a9176-247d-4ee6-822d-47c89f00eb62,Deposit_Account,2024-07-10,TudSDMA33,Kano,WOFAN,tun20
c8e65ebc-57bb-4461-bafc-385010f2d729,Deposit_Account,2024-07-10,Beb97JN49,Kano,WOFAN,tun20
77977797-9221-4d48-8753-f67a1001acbb,Deposit_Account,2024-07-10,BebIGDH57,Kano,WOFAN,tun20
89ff5a73-c5db-45bc-ac8e-4a7d287ed0c4,Deposit_Account,2024-07-10,BebHQQI18,Kano,WOFAN,tun21
8b4bffdc-084b-4aef-a302-9dba2c78edb9,Deposit_Account,2024-07-10,Beb2H8V51,Kano,WOFAN,tun21
ca685bd5-9ef4-4ab8-99df-3d95356ffc2f,Deposit_Account,2024-07-10,TudAN6142,Kano,WOFAN,tun21
5a1323f7-9288-4f92-9ed7-960e118d1153,Deposit_Account,2024-07-10,BebH60A19,Kano,WOFAN,tun22
6a0e1a7c-19ab-4800-a255-1a93eeb89e81,Deposit_Account,2024-07-10,BebQ4HU51,Kano,WOFAN,tun22
6a51a126-14c1-4f21-b8c4-0d1681448c45,Deposit_Account,2024-07-10,TudOIPV50,Kano,WOFAN,tun22
9a0f1723-125c-4080-8fed-72183a0bf149,Deposit_Account,2024-07-10,TudHEBM03,Kano,WOFAN,tun23
73a02157-53c1-4cc3-b62b-4fdcc1ca214f,Deposit_Account,2024-07-10,TudTJO144,Kano,WOFAN,tun23
49f6e959-72fa-4b0a-b199-6a5895015790,Deposit_Account,2024-07-10,TudGVA258,Kano,WOFAN,tun23
d14f81bf-9dce-4930-93f5-3d0572ec54b6,Deposit_Account,2024-07-10,BebYO9M13,Kano,WOFAN,tun33
d43d3701-31e3-49c3-a942-98085168f6fe,Deposit_Account,2024-07-10,BebGFT931,Kano,WOFAN,tun33
74451572-dbc5-40d1-a6d1-5de8fa09bf77,Deposit_Account,2024-07-10,Beb6N2R11,Kano,WOFAN,tun33
2071394d-3ff2-4e37-a6c3-afea0bd82bf4,Deposit_Account,2024-08-16,AbaGVGW51,FCT,WOFAN,aba04
a4dec67f-0f89-4bf1-9226-44f9d3735cc4,Deposit_Account,2024-08-03,AbaN7K040,FCT,WOFAN,aba04
5dedcec8-e495-422a-8532-575661a16d8d,Deposit_Account,2024-08-02,AbaRO0L35,FCT,WOFAN,aba04
fcf587c1-2839-4fac-8919-862eff0fcd74,Deposit_Account,2024-08-07,AbaUKMF58,FCT,WOFAN,aba04
0bf04f21-d5c3-4072-a2ba-df80af3fa526,Deposit_Account,2024-08-07,AbaV7KZ14,FCT,WOFAN,aba04
