formid,CommPartnerMaritalStatus,Stateofresidence,CommPartnerHouseHoldStatus,Cooperative_unique_ID,IDP_classification,implementing_Partner,Comm_Partners_Age_group,Sex_and_AgeGroup,disability_classification,Beneficiaryuniqueid,completed_time,started_time,username,received_on,CommPartnerPovertyClass
eb4e219f-2fd7-4521-afed-206fab0f46d8,Married,Jigawa,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahK0GBTL32,24/06/2024 12:08,24/06/2024 12:04,jah75,24/06/2024 12:08,N/A
2d898775-0b30-4c0a-a9a5-a2b9c64e290b,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Gar0LRRYE45,24/06/2024 11:34,24/06/2024 11:29,bun05,24/06/2024 12:08,N/A
64ce9950-2b30-46e3-8968-34095839dd5f,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Gar7ZB3MG13,24/06/2024 11:40,24/06/2024 11:34,bun05,24/06/2024 12:08,N/A
0ec49beb-6008-42c7-bc6d-108cea885904,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Gar4V7ZNE37,24/06/2024 11:44,24/06/2024 11:40,bun05,24/06/2024 12:09,N/A
2328f3f4-fe46-43b4-b5c5-cb29b29a2d55,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,GarCRVGFI18,24/06/2024 11:47,24/06/2024 11:44,bun05,24/06/2024 12:09,N/A
3062b06a-3f33-42b7-b332-fac7ed1ac14d,Single,Kano,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Gar1KCNFY43,24/06/2024 11:50,24/06/2024 11:47,bun05,24/06/2024 12:09,N/A
4e1c027d-2559-43b2-9d37-4d1cbcc84d46,Single,Kano,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Gar0TW3PT50,24/06/2024 11:54,24/06/2024 11:50,bun05,24/06/2024 12:09,N/A
9a328bc2-cad3-4078-a2a5-c79529ef2bf5,Single,Kano,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,GarY9RPNP07,24/06/2024 11:56,24/06/2024 11:54,bun05,24/06/2024 12:09,N/A
a10c73ca-258c-41eb-a9b8-11dc726e554a,Widowed,Kano,Household_head,,IDP,WOFAN,Youth,Male Youth,No disability,GarMULKDC26,24/06/2024 11:01,24/06/2024 10:59,gmm52,24/06/2024 12:09,N/A
5cc8a7cc-3739-4a8d-b5b7-e6f2eb27fefa,Single,Kano,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,GarYY8IX614,24/06/2024 12:00,24/06/2024 11:57,bun05,24/06/2024 12:09,N/A
ba93b264-6a52-4df2-92fd-b98ba1a46e6e,Single,Kano,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Gar8MUEDI19,24/06/2024 12:03,24/06/2024 12:01,bun05,24/06/2024 12:09,N/A
0f01bea3-8ce0-4051-b7e1-f75d1cd0abca,Married,Gombe,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,AkkLQYIXE14,24/06/2024 12:09,24/06/2024 12:06,akk03,24/06/2024 12:09,N/A
71ed365c-f166-44c6-b80c-1c606434da8e,Married,Bauchi,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BauAQOCGC53,24/06/2024 12:09,24/06/2024 12:06,bau10,24/06/2024 12:09,N/A
1a0afa54-acc1-407d-9939-312f4dc84d3f,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Gar4R5RPV14,24/06/2024 11:04,24/06/2024 11:02,gmm52,24/06/2024 12:10,N/A
df108405-d9c7-4fed-9bf9-9a10f99000ff,Married,Kano,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,GarQEIOL540,24/06/2024 12:10,24/06/2024 12:07,bun17,24/06/2024 12:10,N/A
11c68f3d-2154-470c-a5fe-f1a089ddc193,Married,FCT,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Gwa6C5LZ816,24/06/2024 12:10,24/06/2024 12:06,gwa27,24/06/2024 12:10,N/A
0ac46940-f492-4833-b1c7-ea44ebfbdc9b,Single,Gombe,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BilOB98ND22,24/06/2024 12:10,24/06/2024 12:07,bill04,24/06/2024 12:10,N/A
40ee39a3-da12-42b6-a591-badc3ba59a22,Married,Gombe,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,AkkJQY3QL24,24/06/2024 11:46,24/06/2024 11:44,akk02,24/06/2024 12:10,N/A
18af4713-9bdb-4818-98d2-467650d909ab,Married,Jigawa,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Jah4JC0L630,24/06/2024 12:10,24/06/2024 12:08,jah75,24/06/2024 12:10,N/A
a5b8f208-6c42-46a4-91ea-304b705f3592,Married,FCT,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,AbaK6IS4V34,24/06/2024 12:11,24/06/2024 12:07,aba04,24/06/2024 12:11,N/A
87af8dd5-90e2-4432-8766-c90cf7023d72,Married,Jigawa,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahWDI0FE15,24/06/2024 12:12,24/06/2024 11:40,jah49,24/06/2024 12:12,N/A
33793286-3819-4652-9a7b-25ecc2f3e85d,Single,Gombe,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,AkkKHQRMH33,24/06/2024 12:12,24/06/2024 12:09,akk03,24/06/2024 12:12,N/A
06b0ef33-dadb-42ad-8b9b-24463cc5ef81,Single,Bauchi,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BauXU96H601,24/06/2024 12:12,24/06/2024 12:09,bau10,24/06/2024 12:12,N/A
d2802456-d546-4484-9e76-52f025f6ad40,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BebXHFT9S28,24/06/2024 12:13,24/06/2024 12:02,kir20,24/06/2024 12:13,N/A
612df475-8936-48bc-bd33-b42d3ede6a4e,Married,Gombe,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BilCQ6J4958,24/06/2024 12:13,24/06/2024 12:10,bill04,24/06/2024 12:13,N/A
20b953e0-4a32-437e-8817-0e843c4b3eac,Married,FCT,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,GwaOW36HG19,24/06/2024 12:13,24/06/2024 12:08,gwa19,24/06/2024 12:13,N/A
1a6a6705-7978-41c0-9f31-ee1f7eb2622c,Married,Jigawa,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahS1R49A54,24/06/2024 12:13,24/06/2024 12:10,jah75,24/06/2024 12:13,N/A
7fd641df-6f75-4d0e-a0a7-bacab1e16b54,Married,Bauchi,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,TafOITKGN18,24/06/2024 12:13,24/06/2024 12:07,taf04,24/06/2024 12:13,N/A
5509b95d-f109-41d9-8af0-43576a6971dd,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahDC0IZQ06,24/06/2024 12:13,24/06/2024 12:12,jah49,24/06/2024 12:14,N/A
e0d2efdc-a1c4-45e8-b302-e57236541499,Married,FCT,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,GwaVEKRX704,24/06/2024 12:14,24/06/2024 12:10,gwa27,24/06/2024 12:14,N/A
001dcac7-69e1-4a7f-99e4-f92727acd40e,Single,Gombe,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,AkkQ57UL241,24/06/2024 12:15,24/06/2024 12:12,akk03,24/06/2024 12:15,N/A
500fbc56-f6ef-4810-8152-01dda0fe4270,Single,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,GarIA0HIZ24,24/06/2024 12:15,24/06/2024 12:12,bun17,24/06/2024 12:15,N/A
96fa4a41-922f-45fc-bb37-bb2473f83b10,Single,Gombe,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BilO95UXD23,24/06/2024 12:15,24/06/2024 12:13,bill04,24/06/2024 12:15,N/A
e0a8d509-0aef-4be6-920c-b96928e04190,Married,FCT,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,AbaKI0D3U47,24/06/2024 12:16,24/06/2024 12:11,aba04,24/06/2024 12:16,N/A
b8eb332a-8275-4505-80ec-62a8c67d656c,Married,Kano,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Beb0RQ8OP49,24/06/2024 08:48,24/06/2024 08:41,kir07,24/06/2024 12:16,N/A
e75ad544-9cd7-4f89-8ab2-4d774fabcdce,Married,Kano,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BebOQ4YBQ24,24/06/2024 08:51,24/06/2024 08:48,kir07,24/06/2024 12:16,N/A
f9f3e5a0-cb48-4df9-b542-c916304c20fb,Married,Kano,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BebYP70U424,24/06/2024 08:55,24/06/2024 08:51,kir07,24/06/2024 12:16,N/A
2876b447-6d45-45ec-a666-8eb37606f9a9,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BebFCZ4NH29,24/06/2024 08:58,24/06/2024 08:55,kir07,24/06/2024 12:17,N/A
6359aa0e-5109-482e-995e-054a14483760,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Beb89CW1715,24/06/2024 09:02,24/06/2024 08:58,kir07,24/06/2024 12:17,N/A
0eb4e90d-a638-45b7-8c2f-2e001994882c,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Beb29JONM55,24/06/2024 10:30,24/06/2024 10:20,kir07,24/06/2024 12:17,N/A
67e3f5e2-af12-41c9-80f2-36ceff6bc6db,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BebL7TDDV02,24/06/2024 10:33,24/06/2024 10:30,kir07,24/06/2024 12:17,N/A
3eec11dc-1b1f-40d4-b9a7-b981b5a4915c,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Beb08P0W609,24/06/2024 10:37,24/06/2024 10:34,kir07,24/06/2024 12:17,N/A
9d196d83-6a69-4513-99c5-0f9e5853e8ba,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BebKNZ63N42,24/06/2024 10:41,24/06/2024 10:38,kir07,24/06/2024 12:17,N/A
22fe2cb3-3ddf-4e0c-8d30-377a0381640d,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BebN487K418,24/06/2024 10:45,24/06/2024 10:42,kir07,24/06/2024 12:17,N/A
51783407-76b3-4b76-8704-618976045291,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BebT3CYIO09,24/06/2024 10:49,24/06/2024 10:45,kir07,24/06/2024 12:17,N/A
0a10be44-8155-45e9-9c11-cb195eb5ee33,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BebH9QHF104,24/06/2024 10:51,24/06/2024 10:49,kir07,24/06/2024 12:17,N/A
8191e424-2237-4f01-b525-d326f0432366,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BebUC6X7C40,24/06/2024 10:54,24/06/2024 10:51,kir07,24/06/2024 12:17,N/A
1f0cd794-91e0-42af-97a4-b60e9dba1fc1,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Beb830AC814,24/06/2024 10:57,24/06/2024 10:54,kir07,24/06/2024 12:17,N/A
6c478eca-2b46-454c-8fa7-b4b5c314e156,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Beb120A6803,24/06/2024 11:03,24/06/2024 10:57,kir07,24/06/2024 12:17,N/A
35fab317-0083-4a89-94b7-9afbef557609,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BebH29YLK24,24/06/2024 11:06,24/06/2024 11:03,kir07,24/06/2024 12:17,N/A
fb1649cf-3e70-44d0-b89d-090cbfba35de,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BebHTR1H649,24/06/2024 11:08,24/06/2024 11:06,kir07,24/06/2024 12:17,N/A
79bbe900-25f7-48a6-8633-c215f8c648c1,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BebW0X0MR14,24/06/2024 11:11,24/06/2024 11:08,kir07,24/06/2024 12:17,N/A
dff30715-583c-4b42-8a13-1c9fb683fd58,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Beb9M955Y17,24/06/2024 11:14,24/06/2024 11:11,kir07,24/06/2024 12:17,N/A
ff12079a-20a8-4d61-ae63-5946300933fb,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BebIV3S4E58,24/06/2024 11:18,24/06/2024 11:15,kir07,24/06/2024 12:17,N/A
59435a46-e20e-4b3d-bbc5-9873c33b3635,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Beb78D8VJ51,24/06/2024 11:20,24/06/2024 11:18,kir07,24/06/2024 12:17,N/A
d65ac306-7b05-47a7-8cce-13c5f992e83c,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BebDVGR6902,24/06/2024 11:23,24/06/2024 11:20,kir07,24/06/2024 12:17,N/A
86564804-ccc0-4b82-834e-dd20e38a9132,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BebDJ37KI40,24/06/2024 11:26,24/06/2024 11:24,kir07,24/06/2024 12:17,N/A
bea924b2-21e2-4386-9719-22a3d6833e49,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BebO6QL0V16,24/06/2024 11:28,24/06/2024 11:26,kir07,24/06/2024 12:17,N/A
369fa2a4-7da2-4b22-ba3e-b8cda82a4169,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Beb7U0VX630,24/06/2024 11:31,24/06/2024 11:28,kir07,24/06/2024 12:17,N/A
9c332e56-501a-4f23-aa29-713994623952,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BebXRR2FV55,24/06/2024 11:33,24/06/2024 11:31,kir07,24/06/2024 12:17,N/A
63cd3a8c-8400-4556-a837-49395d9f024e,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Beb0UNEFW42,24/06/2024 11:36,24/06/2024 11:34,kir07,24/06/2024 12:17,N/A
c6a35780-bfba-43f8-9002-0f6558613f1b,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BebBQ3BPH07,24/06/2024 11:39,24/06/2024 11:36,kir07,24/06/2024 12:17,N/A
2f9770f4-6b51-4817-8826-645643c90258,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Beb38P8Z438,24/06/2024 11:42,24/06/2024 11:39,kir07,24/06/2024 12:17,N/A
b19f777e-a89e-496e-a61e-1bd3fd23092c,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Beb28DF7U41,24/06/2024 11:45,24/06/2024 11:42,kir07,24/06/2024 12:17,N/A
32a67242-9ae1-48c3-b67a-94f91a13a0fe,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BebJJ287545,24/06/2024 12:17,24/06/2024 12:02,kir15,24/06/2024 12:17,N/A
28fc594c-f5e4-40d0-a5e2-ca3b648bdc76,Married,FCT,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,GwaPIG39O47,24/06/2024 12:17,24/06/2024 12:13,gwa19,24/06/2024 12:17,N/A
f404eb4a-ffed-49f2-9489-4bc5a3563c65,Married,Bauchi,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,TafSKYXOV01,24/06/2024 12:17,24/06/2024 12:14,taf04,24/06/2024 12:18,N/A
2cf4bf42-2990-4184-a975-d15d8a85c74d,Single,Gombe,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Akk3NTH8C28,24/06/2024 12:18,24/06/2024 12:15,akk03,24/06/2024 12:18,N/A
2a2cc9d5-728f-4dbc-8b8c-152fdae8b55a,Married,Jigawa,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Jah63FHLS14,24/06/2024 12:18,24/06/2024 12:14,jah75,24/06/2024 12:18,N/A
94fcec31-72b6-4954-939b-e9e5f70f7b3f,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,GarZ6PG4V36,24/06/2024 09:46,24/06/2024 09:42,gmm50,24/06/2024 12:18,N/A
a0db0ea4-6b65-4e53-9266-9f437e029d87,Single,Kano,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,GarO89PEK59,24/06/2024 09:55,24/06/2024 09:49,gmm50,24/06/2024 12:18,N/A
c11f9147-eea8-454f-96ea-d79169d213eb,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,GarKT06PV48,24/06/2024 09:59,24/06/2024 09:55,gmm50,24/06/2024 12:18,N/A
c950d6e6-a8ed-430c-9a17-e2d671a93fa1,Single,Kano,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,GarUCOVAZ29,24/06/2024 10:03,24/06/2024 10:00,gmm50,24/06/2024 12:18,N/A
576c8abc-bdcf-443c-b849-f907abeebaa9,Single,Kano,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,GarQ0EF3T07,24/06/2024 10:08,24/06/2024 10:03,gmm50,24/06/2024 12:18,N/A
7c1da90b-ea65-4b92-ab8e-3a79ce61d78f,Married,FCT,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,GwaHYK7HX56,24/06/2024 12:18,24/06/2024 12:14,gwa27,24/06/2024 12:18,N/A
a3a234e5-8108-4185-8b4a-14fce286a752,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Gar1MYAIE52,24/06/2024 10:19,24/06/2024 10:15,gmm50,24/06/2024 12:18,N/A
4f7f9376-a0ae-42fa-bcbf-1b9473405fab,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,GarQ4JVDZ57,24/06/2024 10:30,24/06/2024 10:21,gmm50,24/06/2024 12:18,N/A
e573b0d9-4701-4d32-a4b5-f85d7c507373,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Gar2L0HEY41,24/06/2024 10:35,24/06/2024 10:30,gmm50,24/06/2024 12:18,N/A
594ccb9a-4154-44dc-b71e-c2160d84984f,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,GarS66D6745,24/06/2024 10:39,24/06/2024 10:35,gmm50,24/06/2024 12:18,N/A
bd5a1d8c-7c01-4b95-a96f-f30a6f5efa63,Single,Kano,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Gar5YL53X03,24/06/2024 10:51,24/06/2024 10:47,gmm50,24/06/2024 12:18,N/A
06c7c083-26a5-4abd-ba93-c6a2842b5908,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,GarSNF6JZ22,24/06/2024 10:57,24/06/2024 10:52,gmm50,24/06/2024 12:18,N/A
547aa94e-acf1-4003-bfcd-e79585664e6a,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,GarLBCNJW28,24/06/2024 11:04,24/06/2024 10:59,gmm50,24/06/2024 12:18,N/A
d9f94122-a38f-4f56-aca9-d73a184ae3b4,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Gar142IRQ26,24/06/2024 11:16,24/06/2024 11:11,gmm50,24/06/2024 12:18,N/A
e949063e-dec8-47d7-af29-92abfe5481d9,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,GarLRU1IF54,24/06/2024 11:24,24/06/2024 11:20,gmm50,24/06/2024 12:18,N/A
377bc68c-57a5-4db0-9a65-5e4afdc428db,Single,Kano,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Gar89D7HJ29,24/06/2024 11:30,24/06/2024 11:26,gmm50,24/06/2024 12:18,N/A
afbfd155-23bc-4a7d-a808-2f25be9581fb,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,GarFVBPL539,24/06/2024 11:34,24/06/2024 11:30,gmm50,24/06/2024 12:18,N/A
18f9b8b1-4266-4248-b047-e2c4395b94e2,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,GarWONT1849,24/06/2024 11:43,24/06/2024 11:38,gmm50,24/06/2024 12:18,N/A
3607bedd-6a48-416c-94d5-29c6e7fe4a86,Single,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Gar93TWNS25,24/06/2024 11:48,24/06/2024 11:43,gmm50,24/06/2024 12:18,N/A
1ffa8268-949b-4a1b-9afb-29de56c30d3f,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,GarSN0PHW35,24/06/2024 11:54,24/06/2024 11:50,gmm50,24/06/2024 12:18,N/A
af41b814-1b9e-48b6-a16f-e58dfc30ca0b,Single,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Gar4LPF3K21,24/06/2024 11:59,24/06/2024 11:54,gmm50,24/06/2024 12:18,N/A
945fdb25-57a3-49fe-a92d-72dbe6284fe1,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,GarGQTGNK12,24/06/2024 12:11,24/06/2024 11:59,gmm50,24/06/2024 12:18,N/A
020ab143-6bf8-413d-9b02-71eec82cd88e,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,GarRB5GCI00,24/06/2024 12:17,24/06/2024 12:12,gmm50,24/06/2024 12:18,N/A
0930fc21-a29c-48b1-a352-b35071c57edf,Single,Gombe,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BilSRVP7D35,24/06/2024 12:19,24/06/2024 12:16,bill04,24/06/2024 12:19,N/A
9ab9e510-1dc6-48c9-826e-759208b9c065,Married,Jigawa,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahA8D9N723,24/06/2024 12:20,24/06/2024 12:18,jah75,24/06/2024 12:20,N/A
a99d31ec-361b-4014-a32a-d15ce3f428ce,Married,FCT,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,AbaEPFGSF45,24/06/2024 12:20,24/06/2024 12:16,aba04,24/06/2024 12:20,N/A
02de1543-e5cc-420a-bf71-4e713ed14719,Married,Bauchi,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,NinOBCG0H20,24/06/2024 11:55,24/06/2024 11:52,nin16,24/06/2024 12:20,N/A
b4d6647d-6044-4205-9154-6566293d2c60,Married,Bauchi,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,NinMGORP312,24/06/2024 11:59,24/06/2024 11:55,nin16,24/06/2024 12:20,N/A
b90fe5f5-beea-48f7-8364-b91cef9ba191,Married,Bauchi,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,NinT6YAPL03,24/06/2024 12:02,24/06/2024 11:59,nin16,24/06/2024 12:20,N/A
fbc3cb75-f30e-4adb-b9ac-8daccf6f4924,Married,Bauchi,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Nin1JWZ2611,24/06/2024 12:05,24/06/2024 12:02,nin16,24/06/2024 12:20,N/A
f728d0f4-dc69-4651-82a0-10e349f6f38a,Married,Bauchi,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,NinACCAC213,24/06/2024 12:09,24/06/2024 12:06,nin16,24/06/2024 12:20,N/A
d9cc7530-76e1-49a9-a8be-b4b295b0f564,Married,Bauchi,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,NinL3QDN833,24/06/2024 12:12,24/06/2024 12:09,nin16,24/06/2024 12:20,N/A
ad77c906-d3a3-4f84-b00d-1765cefc6b4c,Married,Bauchi,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,NinPVQ4X809,24/06/2024 12:16,24/06/2024 12:12,nin16,24/06/2024 12:20,N/A
46c318e2-9ab7-44f9-b520-f6208449a7d4,Married,Bauchi,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,NinR1JPLX50,24/06/2024 12:20,24/06/2024 12:16,nin16,24/06/2024 12:20,N/A
a55a9031-d9fd-4f79-8eee-f71ceba46824,Single,Bauchi,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BauWUH99422,24/06/2024 12:20,24/06/2024 12:12,bau10,24/06/2024 12:20,N/A
e70f7a0d-f92c-426d-ba8d-f347285f24b3,Married,Kano,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Gar4Z5SZP49,24/06/2024 12:21,24/06/2024 12:16,bun17,24/06/2024 12:21,N/A
4cacc956-f15f-4b41-818d-c996bef3f90b,Single,FCT,Relative_to_household_head_or_spouse,,Non-IDP,WOFAN,Youth,Male Youth,No disability,GwaL166S156,24/06/2024 12:22,24/06/2024 12:18,gwa27,24/06/2024 12:22,N/A
8dc013ad-7890-4a31-9419-35df678c4680,Single,Gombe,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,AkkS0AWSH24,24/06/2024 12:22,24/06/2024 12:18,akk03,24/06/2024 12:22,N/A
bd3c58b9-85ec-4d09-a38b-0193392494ef,Married,Bauchi,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,TafHX4DTA40,24/06/2024 12:22,24/06/2024 12:18,taf04,24/06/2024 12:23,N/A
482d6b94-a1a1-47da-86b8-7bedeb2bea2f,Married,FCT,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,GwaYAZH2Z18,24/06/2024 12:24,24/06/2024 12:18,gwa19,24/06/2024 12:24,N/A
e0258982-fd16-4d9c-b36d-274409708f2e,Single,Bauchi,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BauLV7HIZ29,24/06/2024 12:24,24/06/2024 12:21,bau10,24/06/2024 12:24,N/A
8a42dbc0-b6ee-4a74-9baf-5f414e315a20,Single,Gombe,Child_to_head_of_household,,Non-IDP,WOFAN,Youth,Male Youth,No disability,BilQAUCX451,24/06/2024 12:25,24/06/2024 12:21,bill04,24/06/2024 12:25,N/A
3edd2112-ae75-4678-a745-1f5bc1f954e5,Married,Jigawa,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,JahVVLNR743,24/06/2024 12:25,24/06/2024 12:20,jah75,24/06/2024 12:25,N/A
b732d379-c66c-4ba7-a5ca-d16e95fc1f6b,Married,FCT,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,AbaY4OK4W55,24/06/2024 12:25,24/06/2024 12:20,aba04,24/06/2024 12:25,N/A
cddbd406-4b5b-453c-af8b-8b8d900cbfcf,Married,FCT,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,Gwa4JUKXZ49,24/06/2024 12:26,24/06/2024 12:22,gwa27,24/06/2024 12:26,N/A
d50d56f9-b480-4607-8389-deb2fffd5a4e,Married,Bauchi,Household_head,,Non-IDP,WOFAN,Youth,Male Youth,No disability,TafOP4O8104,24/06/2024 12:26,24/06/2024 12:23,taf04,24/06/2024 12:26,N/A
