formid,CoopAgeGroup,Natureofyourcooperativesmembersenterprises,State,LocationType,JointVenture,MajorBusinessArea,HaveElectedExco,Ownanactivebankaccount,Implementing_partner,State-IP,GenCooperativeUniqueID,CoopGender,Registration_Date,completed_time,started_time,username,received_on
0a22dddc-c6b4-4201-aa84-28bbed6f2f5b,Youth,Processors,Kano,Rural,No,---,Yes,No,WOFAN,Kano-WOFAN,BebBVZA24,Female,2024-02-14,14/02/2024 15:02,14/02/2024 14:41,tun14,14/02/2024 19:51
ffc0c998-99c3-4320-ad0f-29a228679418,Youth,Producers/Processors,Kaduna,Rural,Yes,Processing,Yes,No,WOFAN,Kaduna-WOFAN,IkaGME825,Female,2024-02-14,14/02/2024 17:21,14/02/2024 16:54,ika31,14/02/2024 19:52
82b7cd4d-3def-4f39-a1bf-1a0ca49f7fb5,Youth,Processors,Kaduna,Rural,No,---,Yes,Yes,WOFAN,Kaduna-WOFAN,Ika8GWR51,Female,2024-02-14,14/02/2024 11:57,14/02/2024 11:19,ika19,14/02/2024 19:59
a84c4573-34c3-449e-90ec-6cc94e93f2de,Youth,Producers/Processors,Jigawa,Rural,Yes,Production,Yes,No,WOFAN,Jigawa-WOFAN,RinSB2M02,Female,2024-02-14,14/02/2024 20:01,14/02/2024 19:38,rin19,14/02/2024 20:01
c94e4d3a-c270-4ab7-ba5f-82a88e2b8c23,Youth,Producers/Processors,Kano,Peri_urban,Yes,Processing,Yes,Yes,WOFAN,Kano-WOFAN,KirCQB046,Female,2024-02-14,14/02/2024 10:47,14/02/2024 10:31,kir18,14/02/2024 20:02
c15a1466-4fec-439f-8a32-b72571c68d35,Youth,Producers,Jigawa,Rural,Yes,Production,Yes,Yes,WOFAN,Jigawa-WOFAN,RinRMHD38,Female,2024-02-14,14/02/2024 11:21,14/02/2024 10:48,rin24,14/02/2024 20:04
41e15b75-5797-4982-b4cb-18b29d5ec86e,Youth,Marketers,Jigawa,Rural,Yes,Agro-Trader,Yes,Yes,WOFAN,Jigawa-WOFAN,Jah24JJ34,Female,2024-02-14,14/02/2024 16:07,14/02/2024 15:39,jah81,14/02/2024 20:26
c42763db-2f58-4455-9add-25dcf0cb73a9,Youth,Marketers,Kano,Rural,Yes,Processing,Yes,Yes,WOFAN,Kano-WOFAN,BebQ1LD17,Female,2024-02-14,14/02/2024 11:05,14/02/2024 09:01,tun01,14/02/2024 20:33
2bffae75-e4b8-4f21-87f1-2e934babb34f,Youth,Producers/Processors,Jigawa,Rural,Yes,Production,Yes,No,WOFAN,Jigawa-WOFAN,TauCPG340,Female,2024-02-14,14/02/2024 18:16,14/02/2024 18:04,tau27,14/02/2024 20:39
7b7a9efb-f2f7-4e75-8dea-40eee44559c7,Youth,Producers/Processors,Jigawa,Rural,Yes,Production,Yes,Yes,WOFAN,Jigawa-WOFAN,Rin2L0I49,Female,2024-02-14,14/02/2024 20:40,14/02/2024 20:28,rin14,14/02/2024 20:40
bc57913f-06bb-40e5-8f5a-6ca95ce786f5,Youth,Producers,Kano,Rural,Yes,Production,Yes,Yes,WOFAN,Kano-WOFAN,GarYAKK22,Female,2024-02-14,14/02/2024 20:41,14/02/2024 20:20,bun02,14/02/2024 20:42
b0ae4076-fc96-4eaa-93db-3ce9e9451286,Youth,Producers,Jigawa,Rural,No,---,Yes,Yes,WOFAN,Jigawa-WOFAN,JahCZA127,Female,2024-02-14,14/02/2024 20:42,14/02/2024 17:50,jah42,14/02/2024 20:43
bf92dadc-13a3-436a-ae3b-9c71ae708f55,Youth,Producers/Processors,Gombe,Peri_urban,Yes,Production,Yes,No,WOFAN,Gombe-WOFAN,BilUKVB30,Female,2024-02-14,14/02/2024 20:49,14/02/2024 14:49,bill03,14/02/2024 20:49
e9fb4fa2-bdab-43da-945e-e6d87af5eac4,Youth,Producers,Jigawa,Rural,Yes,Production,Yes,No,WOFAN,Jigawa-WOFAN,RinUVMY29,Female,2024-02-14,14/02/2024 14:59,14/02/2024 14:54,rin26,14/02/2024 20:56
2c60bdc4-0c2d-4f7b-ac6b-e6e82fac43c0,Youth,Processors,Kano,Rural,Yes,Mechanization_service_provider,Yes,Yes,WOFAN,Kano-WOFAN,BebBGA507,Female,2024-02-14,14/02/2024 15:23,14/02/2024 15:12,tun20,14/02/2024 20:57
076cd238-5c42-4ac9-87ec-1c48ebd338d3,Youth,Processors,Kano,Rural,No,---,Yes,No,WOFAN,Kano-WOFAN,BebA81R16,Female,2024-02-14,14/02/2024 11:24,14/02/2024 10:40,tun09,14/02/2024 20:59
d66df447-d6fa-4b9b-9743-570770867fd7,Youth,Processors,Jigawa,Rural,Yes,Production,Yes,Yes,WOFAN,Jigawa-WOFAN,RinOX4719,Female,2024-02-14,14/02/2024 20:59,14/02/2024 20:47,rin20,14/02/2024 21:00
0ec45c97-aabe-42cd-af48-ade8961cf5a2,Youth,Producers/Processors,Jigawa,Rural,Yes,Production,Yes,Yes,WOFAN,Jigawa-WOFAN,Rin32YV58,Female,2024-02-14,14/02/2024 21:05,14/02/2024 20:59,rin23,14/02/2024 21:05
bb3100ad-3fab-4077-a5cb-75b3e52413d2,Youth,Producers/Processors,Kaduna,Rural,Yes,Agro-Input_Dealer,Yes,No,WOFAN,Kaduna-WOFAN,IkaGW7Z35,Female,2024-02-14,14/02/2024 10:37,14/02/2024 09:59,ika30,14/02/2024 21:09
1129c0d7-b6b1-47c0-8a0d-da3df44f1361,Youth,Processors,Kano,Rural,No,---,Yes,No,WOFAN,Kano-WOFAN,BebZY7D32,Female,2024-02-14,14/02/2024 16:23,14/02/2024 16:10,tun09,14/02/2024 21:12
8ab52d5a-0853-4b73-9b29-87639a20fe5b,Youth,Marketers,Jigawa,Rural,No,---,No,Yes,WOFAN,Jigawa-WOFAN,MigQRAA14,Female,2024-02-14,14/02/2024 15:52,14/02/2024 15:26,jah70,14/02/2024 21:13
3101ff80-c5d0-427f-be55-5dc4515bef0a,Youth,Marketers,Jigawa,Rural,No,---,No,No,WOFAN,Jigawa-WOFAN,MigH1LT19,Female,2024-02-14,14/02/2024 16:35,14/02/2024 16:31,jah70,14/02/2024 21:13
8999dff8-e1c4-45ed-b342-e507baaaea4b,Youth,Producers,Kano,Peri_urban,Yes,Production,Yes,No,WOFAN,Kano-WOFAN,Beb2ZXZ34,Female,2024-02-14,14/02/2024 16:50,14/02/2024 16:26,kir06,14/02/2024 21:16
d9f76d62-2658-4737-a188-ba38b2503e3b,Youth,Producers,Bauchi,Rural,No,---,Yes,No,WOFAN,Bauchi-WOFAN,WarEQWT37,Female,2024-02-14,14/02/2024 19:14,14/02/2024 18:53,war03,14/02/2024 21:17
b1273e4a-c2a9-45f2-a031-499f5dd8d7ad,Youth,Processors,Kano,Rural,Yes,Processing,Yes,Yes,WOFAN,Kano-WOFAN,Beb4O8Z07,Female,2024-02-14,14/02/2024 11:09,14/02/2024 10:49,tun07,14/02/2024 21:19
f779cc99-0fa3-4cd4-ba4d-3de77aaf7980,Youth,Marketers,Kano,Rural,Yes,Processing,Yes,Yes,WOFAN,Kano-WOFAN,BebP60K03,Female,2024-02-14,14/02/2024 13:29,14/02/2024 13:20,tun01,14/02/2024 21:19
447f6113-6537-4db4-9c28-350bedceb598,Youth,Processors,Kano,Rural,Yes,Processing,Yes,Yes,WOFAN,Kano-WOFAN,Beb732Q54,Female,2024-02-14,14/02/2024 13:37,14/02/2024 13:27,tun07,14/02/2024 21:20
c8955d8b-c5f6-4104-ba31-3ae0fb825acd,Youth,Processors,Kano,Rural,Yes,Processing,Yes,Yes,WOFAN,Kano-WOFAN,Beb3VIZ33,Female,2024-02-14,14/02/2024 13:51,14/02/2024 13:42,tun07,14/02/2024 21:20
c916ee4c-bcfe-4942-9e43-41fba2b099a9,Youth,Processors,Kano,Peri_urban,Yes,Processing,No,No,WOFAN,Kano-WOFAN,BebCMUC40,Female,2024-02-14,14/02/2024 09:05,14/02/2024 08:53,tun32,14/02/2024 21:21
3321420f-b2a8-4951-a565-7fb6e2162372,Youth,Marketers,Kano,Peri_urban,Yes,Processing,Yes,Yes,WOFAN,Kano-WOFAN,GarANFT20,Female,2024-02-14,14/02/2024 20:09,14/02/2024 19:55,bun04,14/02/2024 21:23
2bbfaa6e-5d9e-44ff-aea4-9872750ea804,Youth,Processors,Kano,Peri_urban,Yes,Processing,Yes,Yes,WOFAN,Kano-WOFAN,GarFV2A50,Female,2024-02-14,14/02/2024 20:23,14/02/2024 20:11,bun04,14/02/2024 21:23
fc3a1967-4311-41e6-8886-338405e8c3f6,Youth,Processors,Kano,Peri_urban,Yes,Processing,Yes,No,WOFAN,Kano-WOFAN,BebTPTL44,Female,2024-02-14,14/02/2024 12:26,14/02/2024 12:08,tun32,14/02/2024 21:25
e62fd7a6-35ae-4723-9e71-2664f69488a0,Youth,Processors,Kano,Peri_urban,Yes,Processing,Yes,No,WOFAN,Kano-WOFAN,BebFSSP06,Female,2024-02-14,14/02/2024 07:33,14/02/2024 07:26,tun04,14/02/2024 21:30
05ee8e9e-c73e-404f-8bcd-b9e696b77cf4,Youth,Processors,Kano,Rural,Yes,Processing,Yes,Yes,WOFAN,Kano-WOFAN,Beb81PP23,Female,2024-02-14,14/02/2024 10:17,14/02/2024 09:43,tun28,14/02/2024 21:30
228d1b6c-18ed-4e93-b1dc-e9593e896717,Youth,Processors,Kano,Peri_urban,No,---,Yes,No,WOFAN,Kano-WOFAN,BebJZIV42,Female,2024-02-14,14/02/2024 11:46,14/02/2024 11:37,tun04,14/02/2024 21:31
fb3e7b09-5030-4c81-b4cc-7a1fa84fabac,Youth,Producers,Bauchi,Urban,Yes,Production,Yes,Yes,WOFAN,Bauchi-WOFAN,BauZMAV43,Female,2024-02-14,14/02/2024 10:28,14/02/2024 09:27,bau17,14/02/2024 21:32
5521c3c3-a1c9-41db-a065-37206c326025,Youth,Processors,Kano,Peri_urban,No,---,Yes,No,WOFAN,Kano-WOFAN,BebL5WH54,Female,2024-02-14,14/02/2024 17:21,14/02/2024 17:14,tun04,14/02/2024 21:32
d5f9c7a8-506c-4bee-afc6-09d08f2b8a24,Youth,Processors,Kano,Peri_urban,No,---,Yes,No,WOFAN,Kano-WOFAN,Beb36OY31,Female,2024-02-14,14/02/2024 17:33,14/02/2024 17:28,tun04,14/02/2024 21:32
b8f11e65-0716-4c87-8088-70220f40f742,Youth,Producers,Kano,Rural,Yes,Agro-Input_Dealer,Yes,Yes,WOFAN,Kano-WOFAN,Gar9U1E53,Female,2024-02-14,14/02/2024 19:11,14/02/2024 18:47,kur07,14/02/2024 21:34
bcadc18f-7616-4cdc-84f9-50f31d882f8d,Youth,Producers,Kano,Urban,No,---,No,No,WOFAN,Kano-WOFAN,GarOTOR42,Female,2024-02-14,14/02/2024 10:34,14/02/2024 10:25,ran01,14/02/2024 21:34
b4f31b6b-18f0-40b0-a02e-f2bf7b00f10f,Youth,Processors,Kaduna,Rural,Yes,Production,Yes,Yes,WOFAN,Kaduna-WOFAN,IkaT5Q804,Female,2024-02-14,14/02/2024 20:10,14/02/2024 19:32,ika30,14/02/2024 21:42
087b1794-3681-4061-9b67-3cb1fbed497a,Youth,Producers/Processors,Jigawa,Rural,Yes,Production,Yes,Yes,WOFAN,Jigawa-WOFAN,RinLH1J34,Female,2024-02-14,14/02/2024 21:58,14/02/2024 21:44,rin14,14/02/2024 21:59
a1c31300-33b0-4635-a755-c7723c1a0087,Youth,Producers/Processors,Kano,Rural,No,---,No,No,WOFAN,Kano-WOFAN,BebA44T41,Female,2024-02-14,14/02/2024 22:07,14/02/2024 21:34,tun25,14/02/2024 22:07
cf41b665-7eab-4a99-a3b3-b00203a2b273,Youth,Producers,Kano,Rural,Yes,Production,Yes,No,WOFAN,Kano-WOFAN,GarRBFK55,Female,2024-02-14,14/02/2024 10:43,14/02/2024 09:40,bun12,14/02/2024 22:10
bdf4dc60-7dd6-4259-9b73-10e65fff7e13,Youth,Processors,Kano,Rural,No,---,No,No,WOFAN,Kano-WOFAN,GarEUL009,Female,2024-02-14,14/02/2024 22:10,14/02/2024 22:06,bun20,14/02/2024 22:10
8378e87d-b63e-4798-bb2f-4406a7b17789,Youth,Producers,Jigawa,Rural,Yes,Production,Yes,No,WOFAN,Jigawa-WOFAN,TauTG2H53,Female,2024-02-14,14/02/2024 14:55,14/02/2024 14:44,tau22,14/02/2024 22:24
a526789d-6366-4068-b7ba-442f59111ce8,Youth,Producers,Jigawa,Rural,Yes,Production,Yes,No,WOFAN,Jigawa-WOFAN,RinLCLT42,Female,2024-02-14,14/02/2024 22:09,14/02/2024 21:37,rin19,14/02/2024 22:26
e3006f2a-df9b-4090-b59a-153d62d6625e,Youth,Producers,Jigawa,Rural,Yes,Production,Yes,Yes,WOFAN,Jigawa-WOFAN,RinUJL620,Female,2024-02-14,14/02/2024 18:37,14/02/2024 18:32,rin11,14/02/2024 22:28
10972ac3-fafd-4884-858b-e7e658b5461e,Youth,Producers,Jigawa,Peri_urban,Yes,Agro-Input_Dealer,Yes,Yes,WOFAN,Jigawa-WOFAN,JahQZA126,Female,2024-02-14,14/02/2024 15:21,14/02/2024 15:03,jah56,14/02/2024 22:41
cd6802b1-098d-4403-97cc-bd2945b675af,Youth,Producers/Processors,Kano,Rural,Yes,Production,No,Yes,WOFAN,Kano-WOFAN,Gar0VOR54,Female,2024-02-14,14/02/2024 19:40,14/02/2024 19:29,bun14,14/02/2024 22:54
b86b4210-30e9-4e11-a309-87cb91d4d401,Youth,Producers/Processors,Jigawa,Rural,Yes,Production,Yes,No,WOFAN,Jigawa-WOFAN,JahEMG947,Female,2024-02-14,14/02/2024 23:00,14/02/2024 22:44,jah73,14/02/2024 23:00
7b429fee-2595-4484-be24-bc4263b670ae,Youth,Producers/Processors,Kano,Peri_urban,Yes,Production,Yes,Yes,WOFAN,Kano-WOFAN,Gar14OE01,Female,2024-02-14,14/02/2024 22:55,14/02/2024 22:44,bun16,14/02/2024 23:09
3de76b0d-f039-4426-87cb-12bd2fac9f52,Youth,Producers/Processors,Kano,Peri_urban,No,---,No,No,WOFAN,Kano-WOFAN,GarEA4M42,Female,2024-02-14,14/02/2024 23:02,14/02/2024 22:55,bun16,14/02/2024 23:09
516c044d-e86b-40dc-b8a3-8e6a13b5dacc,Youth,Producers/Processors,Kano,Rural,No,---,Yes,Yes,WOFAN,Kano-WOFAN,GarOJH523,Female,2024-02-14,14/02/2024 20:32,14/02/2024 20:23,bun12,14/02/2024 23:19
3d16b5f9-5362-4777-8556-f325a4c31d67,Youth,Producers,Jigawa,Rural,Yes,Agro-Input_Dealer,No,Yes,WOFAN,Jigawa-WOFAN,Jah1NLR47,Female,2024-02-15,15/02/2024 00:09,15/02/2024 00:05,jah41,15/02/2024 00:13
325d7c74-b115-4260-b8c4-d5aef73627ae,Youth,Producers/Processors,Kano,Urban,Yes,Production,Yes,Yes,WOFAN,Kano-WOFAN,KurMATJ08,Female,2024-02-15,15/02/2024 00:13,15/02/2024 00:03,kur14,15/02/2024 00:44
34423ec9-9016-400d-ab6d-34ba12261abb,Youth,Processors,Kano,Rural,No,---,No,Yes,WOFAN,Kano-WOFAN,Beb45BB55,Female,2024-02-15,15/02/2024 03:07,14/02/2024 18:03,tun23,15/02/2024 03:08
834fae59-f06d-48b6-aef9-89d3b1849e09,Youth,Producers,Jigawa,Rural,Yes,Production,Yes,Yes,WOFAN,Jigawa-WOFAN,Rin5DKQ36,Female,2024-02-14,14/02/2024 19:53,14/02/2024 19:30,rin22,15/02/2024 05:29
669091b7-dc8e-46f5-baf6-6606be5b6237,Youth,Producers,Kano,Rural,Yes,Production,Yes,Yes,WOFAN,Kano-WOFAN,GarGIY417,Female,2024-02-15,15/02/2024 05:45,15/02/2024 05:29,bun03,15/02/2024 05:45
489770a7-204e-4f50-9fd4-7d52aaae15e3,Youth,Producers,Bauchi,Urban,Yes,Production,Yes,Yes,WOFAN,Bauchi-WOFAN,Bau74FO49,Female,2024-02-14,14/02/2024 10:14,14/02/2024 09:29,bau10,15/02/2024 06:03
d291b3e7-8985-43a7-8a61-2773ea4f22e8,Youth,Producers,Kano,Rural,Yes,Production,Yes,Yes,WOFAN,Kano-WOFAN,Gar3DLR25,Female,2024-02-14,14/02/2024 16:03,14/02/2024 12:36,bun07,15/02/2024 06:03
4141d31b-412f-4ee2-aba8-1741d9bdf5cd,Youth,Processors,Jigawa,Rural,Yes,Processing,Yes,Yes,WOFAN,Jigawa-WOFAN,RinTU3C03,Female,2024-02-15,15/02/2024 06:15,15/02/2024 06:03,rin18,15/02/2024 06:15
8ec3c3b8-a753-4211-a6ab-2e7ef5f62d5c,Youth,Producers,Kano,Rural,Yes,Production,Yes,Yes,WOFAN,Kano-WOFAN,BebK8JB14,Female,2024-02-14,14/02/2024 10:39,14/02/2024 10:16,kir14,15/02/2024 06:37
0f98b77a-99bd-4ef0-9275-ad7fd1043b0e,Youth,Producers/Processors,Bauchi,Rural,No,---,Yes,No,WOFAN,Bauchi-WOFAN,BauJD9G49,Female,2024-02-15,15/02/2024 06:47,15/02/2024 06:37,bau13,15/02/2024 06:47
56ede842-b69f-43d7-95cc-288a6730ce92,Youth,Producers/Processors,Kano,Rural,Yes,Production,Yes,Yes,WOFAN,Kano-WOFAN,GarZ89148,Female,2024-02-15,15/02/2024 01:16,14/02/2024 23:03,bun14,15/02/2024 06:55
1c69a3ec-8bef-4632-8540-f7df15504d80,Youth,Producers/Processors,Jigawa,Rural,Yes,Production,Yes,Yes,WOFAN,Jigawa-WOFAN,RinAWP256,Female,2024-02-15,15/02/2024 07:04,15/02/2024 06:41,rin20,15/02/2024 07:04
fcc1c36c-f3b5-4d50-924d-3dab62904fa3,Youth,Producers,Kano,Rural,No,---,Yes,No,WOFAN,Kano-WOFAN,Gar0XDQ34,Female,2024-02-14,14/02/2024 20:54,14/02/2024 20:31,bun21,15/02/2024 07:20
50e92bcd-4a8e-4423-91aa-6545704c3986,Youth,Producers/Processors,Kaduna,Rural,Yes,Processing,Yes,No,WOFAN,Kaduna-WOFAN,IkaXXDW09,Female,2024-02-15,15/02/2024 07:21,15/02/2024 06:43,ika25,15/02/2024 07:21
bcb3b468-6908-43fc-90a1-e70f28132060,Youth,Producers,Jigawa,Rural,Yes,Production,Yes,No,WOFAN,Jigawa-WOFAN,JahECWQ57,Female,2024-02-15,15/02/2024 07:23,15/02/2024 07:16,jah40,15/02/2024 07:23
e9af6616-fa37-450e-940a-cff8f1d420f7,Youth,Producers,Kano,Rural,Yes,Production,Yes,Yes,WOFAN,Kano-WOFAN,Beb75GF12,Female,2024-02-15,15/02/2024 07:42,15/02/2024 07:15,kir10,15/02/2024 07:42
f753dd2e-586b-41d4-89ad-b8bbc2a9c7a6,Youth,Producers,Kano,Rural,Yes,Production,Yes,Yes,WOFAN,Kano-WOFAN,Beb1RHJ59,Female,2024-02-14,14/02/2024 20:57,14/02/2024 20:44,kir07,15/02/2024 07:46
65dacc4f-600d-41b2-8dc2-85d3214001ca,Youth,Producers,Kano,Rural,No,---,Yes,Yes,WOFAN,Kano-WOFAN,Gar2FJ953,Female,2024-02-15,15/02/2024 07:49,15/02/2024 07:36,bun03,15/02/2024 07:50
5ab41a53-0fdc-4afc-9f98-c4a1af0389a3,Youth,Processors,Jigawa,Rural,No,---,No,No,WOFAN,Jigawa-WOFAN,Jah1Z1256,Female,2024-02-15,15/02/2024 07:50,15/02/2024 05:18,jah46,15/02/2024 07:50
64c77b14-dcdb-4551-8316-ebc2e30a722b,Youth,Producers,Jigawa,Rural,Yes,Production,Yes,Yes,WOFAN,Jigawa-WOFAN,Rin69GS26,Female,2024-02-14,14/02/2024 18:15,14/02/2024 18:08,rin27,15/02/2024 08:13
f26dee6f-aae8-4498-b924-9eb998b0fcb0,Youth,Processors,Kano,Urban,Yes,Processing,Yes,Yes,WOFAN,Kano-WOFAN,TudQBTC35,Female,2024-02-15,15/02/2024 08:21,15/02/2024 07:56,tun02,15/02/2024 08:22
cd487bbc-88a1-4357-82f2-7978c2215ef3,Youth,Processors,Kano,Rural,Yes,Agro-Input_Dealer,Yes,Yes,WOFAN,Kano-WOFAN,Tud7CI455,Female,2024-02-15,15/02/2024 08:22,15/02/2024 08:03,tun11,15/02/2024 08:22
6de814c2-d746-407b-8ccd-7a9022c9a42f,Youth,Producers/Processors,Jigawa,Rural,Yes,Agro-Input_Dealer,Yes,Yes,WOFAN,Jigawa-WOFAN,JahD7IT08,Female,2024-02-14,14/02/2024 21:17,14/02/2024 21:05,jah49,15/02/2024 08:30
29ef0c25-60b6-4469-9bec-69f5fe3c23de,Youth,Producers,Kano,Rural,Yes,Production,No,No,WOFAN,Kano-WOFAN,KirFFLQ54,Female,2024-02-15,15/02/2024 08:33,15/02/2024 08:27,kir08,15/02/2024 08:33
7f6c2ab4-4b6b-43c3-bbee-3603d8c6f3af,Youth,Producers,Bauchi,Rural,No,---,Yes,No,WOFAN,Bauchi-WOFAN,TafEEF854,Female,2024-02-15,15/02/2024 08:42,15/02/2024 08:24,taf02,15/02/2024 08:43
40e1fc2a-b01e-4709-a142-fbfbc6d72439,Youth,Marketers,Gombe,Rural,Yes,Production,Yes,No,WOFAN,Gombe-WOFAN,Sho78DZ34,Female,2024-02-15,15/02/2024 08:53,15/02/2024 08:40,sha04,15/02/2024 08:53
9d2db0ef-fbd8-4931-9507-da19ec04c3af,Youth,Producers/Processors,Jigawa,Rural,Yes,Agro-Input_Dealer,Yes,Yes,WOFAN,Jigawa-WOFAN,Rin4BE122,Female,2024-02-15,15/02/2024 08:27,15/02/2024 08:14,rin25,15/02/2024 08:56
8dc7ea7f-7672-4388-b6c8-5fffc14cbc8e,Youth,Processors,Kano,Rural,Yes,Agro-Input_Dealer,Yes,Yes,WOFAN,Kano-WOFAN,Gar81QK05,Female,2024-02-15,15/02/2024 09:15,15/02/2024 08:26,bun02,15/02/2024 09:16
44b0c7ef-2fe1-4b94-963d-7cf246ce2614,Youth,Producers,Kano,Rural,No,---,No,No,WOFAN,Kano-WOFAN,GarX1TS37,Female,2024-02-15,15/02/2024 09:21,15/02/2024 09:10,bun11,15/02/2024 09:21
0a90c062-4d1d-4a4b-a52a-7c955878a332,Youth,Producers,Bauchi,Rural,No,---,No,No,WOFAN,Bauchi-WOFAN,Nin8OA431,Female,2024-02-15,15/02/2024 09:21,15/02/2024 09:13,nin16,15/02/2024 09:25
a41c270a-241a-4717-a690-4e7d6f21de79,Youth,Producers,Kano,Peri_urban,Yes,Production,Yes,No,WOFAN,Kano-WOFAN,BebX11B40,Female,2024-02-15,15/02/2024 09:31,15/02/2024 09:08,kir06,15/02/2024 09:31
81793d91-232e-43e3-bf6b-01af69150f57,Youth,Producers,Jigawa,Rural,No,---,No,No,WOFAN,Jigawa-WOFAN,Jah461R32,Female,2024-02-15,15/02/2024 07:21,15/02/2024 07:16,jah45,15/02/2024 09:37
330d2e55-0c0f-4ab3-96a9-c02a553f9fd4,Youth,Producers/Processors,Gombe,Peri_urban,No,---,Yes,Yes,WOFAN,Gombe-WOFAN,GomLVXL42,Female,2024-02-15,15/02/2024 09:41,15/02/2024 09:13,gom29,15/02/2024 09:42
ceb0f385-4c53-4d5a-a96b-66403b6047fd,Youth,Producers,Kano,Rural,Yes,Production,Yes,No,WOFAN,Kano-WOFAN,GarD9MI27,Female,2024-02-15,15/02/2024 08:37,15/02/2024 07:52,bun12,15/02/2024 09:43
cf4d3767-c91f-4cc4-8d9c-6af04fc93ff9,Youth,Producers,Kano,Rural,Yes,Agro-Input_Dealer,Yes,Yes,WOFAN,Kano-WOFAN,Beb04GF50,Female,2024-02-15,15/02/2024 09:45,15/02/2024 09:27,tun01,15/02/2024 09:45
dce1ad43-b9aa-4af6-bacf-9737558d5463,Youth,Producers,Kano,Rural,Yes,Production,Yes,Yes,WOFAN,Kano-WOFAN,GarE46434,Female,2024-02-13,13/02/2024 10:38,13/02/2024 10:20,gmm67,15/02/2024 10:02
32166936-9c0d-4040-803d-cc71c741d349,Youth,Producers,Kano,Peri_urban,Yes,Production,No,Yes,WOFAN,Kano-WOFAN,GarIEC915,Female,2024-02-14,14/02/2024 16:18,14/02/2024 16:10,gmm67,15/02/2024 10:02
6cf1d7a2-e511-4b15-87cc-900ee08228cf,Youth,Producers,Kano,Rural,Yes,Production,Yes,Yes,WOFAN,Kano-WOFAN,GarYCPV18,Female,2024-02-14,14/02/2024 16:31,14/02/2024 16:22,gmm67,15/02/2024 10:02
550d8308-13c0-4afc-a4ce-e13cf453f7f7,Youth,Producers,Kano,Peri_urban,Yes,Production,Yes,Yes,WOFAN,Kano-WOFAN,GarQON648,Female,2024-02-14,14/02/2024 16:42,14/02/2024 16:32,gmm67,15/02/2024 10:03
1a318079-ef16-44a9-a280-c9dd285b445c,Youth,Producers,Kano,Rural,Yes,Production,Yes,Yes,WOFAN,Kano-WOFAN,GarDADZ51,Female,2024-02-14,14/02/2024 16:55,14/02/2024 16:42,gmm67,15/02/2024 10:03
2edaf62a-8e1b-4396-91b5-4d39e61c5034,Youth,Producers,Kano,Rural,No,---,Yes,No,WOFAN,Kano-WOFAN,GarVAX114,Female,2024-02-15,15/02/2024 07:31,15/02/2024 07:14,bun09,15/02/2024 10:06
c12ea529-940e-4593-bb5e-2c9d1ccc8f3d,Youth,Producers,Jigawa,Rural,Yes,Production,Yes,Yes,WOFAN,Jigawa-WOFAN,Rin9RDK56,Female,2024-02-15,15/02/2024 10:08,15/02/2024 10:00,rin28,15/02/2024 10:09
7d1218bc-ee78-47a7-8540-c02dcad2fbbe,Youth,Marketers,Kaduna,Urban,No,---,No,No,WOFAN,Kaduna-WOFAN,IkaJZD649,Female,2024-02-14,14/02/2024 16:06,14/02/2024 16:01,ika20,15/02/2024 10:09
4a50f237-5258-46ea-ad07-7abc5ae6c371,Youth,Producers/Processors,Kano,Rural,Yes,Production,Yes,Yes,WOFAN,Kano-WOFAN,BebKDR112,Female,2024-02-15,15/02/2024 07:28,14/02/2024 20:03,tun12,15/02/2024 10:14
d2e7148e-bfd6-40f9-aa92-279a3a260214,Youth,Processors,Kano,Rural,Yes,Production,Yes,Yes,WOFAN,Kano-WOFAN,BebI0TZ04,Female,2024-02-15,15/02/2024 10:14,15/02/2024 09:33,tun12,15/02/2024 10:14
7d90c616-3b5b-44fe-9b69-fd1fa93d390e,Youth,Processors,Jigawa,Rural,Yes,Processing,Yes,Yes,WOFAN,Jigawa-WOFAN,JahNMEY23,Female,2024-02-15,15/02/2024 10:20,15/02/2024 09:52,jah83,15/02/2024 10:20
5230a4ed-c880-4ce9-91ea-f3dd67f64e20,Youth,Producers,Kano,Rural,No,---,Yes,Yes,WOFAN,Kano-WOFAN,RanEUXJ55,Female,2024-02-15,15/02/2024 10:20,15/02/2024 10:13,gmm56,15/02/2024 10:20
c352c90e-ce53-4cab-b13f-bae96eb76fa0,Youth,Processors,Kano,Rural,Yes,Processing,No,No,WOFAN,Kano-WOFAN,BebLDAL57,Female,2024-02-14,14/02/2024 19:00,14/02/2024 18:46,tun19,15/02/2024 10:21
fadcde1e-79fd-4d46-89f6-28b936a7908f,Youth,Producers,Kaduna,Rural,No,---,Yes,No,WOFAN,Kaduna-WOFAN,IkaF5DJ03,Female,2024-02-15,15/02/2024 09:09,15/02/2024 08:47,ika23,15/02/2024 10:24
3ffcae2e-552b-4464-b2c5-e89a09ed7e20,Youth,Processors,Bauchi,Rural,Yes,Production,Yes,No,WOFAN,Bauchi-WOFAN,TafMXXK51,Female,2024-02-15,15/02/2024 09:16,15/02/2024 08:56,taf03,15/02/2024 10:28
7ced44cf-eaab-486e-8436-d4b31610bbb0,Youth,Producers,Kano,Rural,Yes,Agro-Input_Dealer,Yes,Yes,WOFAN,Kano-WOFAN,Beb1G4B33,Female,2024-02-15,15/02/2024 10:32,15/02/2024 10:21,kir02,15/02/2024 10:32
