formid,Type of Financial Product/Service Accessed,Please Specify the  financial Product/Service,Date,4  Has your cooperative ever given you access to the following business development support services? | None,4  Has your cooperative ever given you access to the following business development support services? | Training_in_microenterprise_management,4  Has your cooperative ever given you access to the following business development support services? | Preparing_bankable_business_plans,4  Has your cooperative ever given you access to the following business development support services? | Business_planning_and_strategy,4  Has your cooperative ever given you access to the following business development support services? | Export_assistance,4  Has your cooperative ever given you access to the following business development support services? | Financial_management,4  Has your cooperative ever given you access to the following business development support services? | Marketing_and_advertising,4  Has your cooperative ever given you access to the following business development support services? | Personnel_administration,4  Has your cooperative ever given you access to the following business development support services? | Sales_and_customer_service,4  Has your cooperative ever given you access to the following business development support services? | Others,4  Has your cooperative ever given you access to the following business development support services? | extra,5  Has your cooperative ever facilitated access to market opportunities for its members?,6  Are you satisfied with the product/service?,Comm_Partner_ID,Disability_Status_class,State,Cooperative_ID,username
c2e04b31-4497-4575-a2f6-58983d1f8caa,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,,1,,,Yes,Yes,Ika18J86S20,Persons with disability,Kaduna,IkaBBBJ09,ika31
cb77402d-c7e7-4683-b1e0-49b5ef705603,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,GomU8ED4953,Persons with disability,Gombe,GomST2D02,gom23
299e7e83-f93e-40e0-9289-c1f05479a988,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,,1,,,Yes,Yes,Ika8Y62W125,Persons with disability,Kaduna,IkaBBBJ09,ika31
3d15b188-5241-4e8d-ac48-ec9fab4d8d0c,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,,1,,,Yes,Yes,JahQINVQ330,Persons with disability,Jigawa,JahDUGX36,jah78
d41c8b9e-2cdb-4faf-b881-9a4e8640fa7f,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,GomEL0UDU50,Persons with disability,Gombe,GomST2D02,gom23
56d40205-b605-4a97-a88b-7b0abef37989,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,,1,,,Yes,Yes,IkaQ2D9A507,Persons with disability,Kaduna,IkaBBBJ09,ika31
5b542cb2-4424-458a-bb81-71ef20ebb99b,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,GomRSOCX921,Persons with disability,Gombe,GomST2D02,gom23
976102fd-307e-4e11-908b-3816dff57ac8,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,,1,,,Yes,Yes,IkaA9FKG232,Persons with disability,Kaduna,IkaBBBJ09,ika31
ae2c07e4-9025-4987-8dfa-bfa5ed4e1aab,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,Gom02ZC5832,Persons with disability,Gombe,GomST2D02,gom23
93dc1915-5412-400f-ab6b-d316d8cde201,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,,1,,,Yes,Yes,Ika9MF4TJ24,Persons with disability,Kaduna,IkaJZ1I48,ika31
14ef3abb-5bff-4f73-99ce-c2e988a51ea1,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,GomYW1NLI35,Persons with disability,Gombe,GomST2D02,gom23
e46901fe-11b5-44f9-85d1-23ea329cfdad,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,,1,,,Yes,Yes,IkaSO27J256,Persons with disability,Kaduna,IkaJZ1I48,ika31
af9b96e0-a6cd-45c0-b437-c237a3cc3e41,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,GomFHPUHR59,Persons with disability,Gombe,GomST2D02,gom23
e4231f6a-7e92-4c1d-98d8-b2725781030e,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,,1,,,Yes,Yes,IkaB84P9C14,Persons with disability,Kaduna,IkaJZ1I48,ika31
4c4262f0-09df-4808-ab64-f952cbac2c6d,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,,1,,,Yes,Yes,IkaG4WK3F18,Persons with disability,Kaduna,IkaJZ1I48,ika31
601f946d-439e-4c3d-9fe1-826c7aea87f7,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,,1,,,Yes,Yes,IkaO1UOC006,Persons with disability,Kaduna,IkaJZ1I48,ika31
ecea96ce-91cc-4050-bd9b-aa50e9185d37,Deposit_Account,---,2024-06-22,,1,1,1,,1,1,1,1,,,Yes,Yes,IkaI38HW432,Persons with disability,Kaduna,Ika28WX30,ika16
5478e70d-9217-4e99-aa39-23d03549775c,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,GomTC7J5W51,Persons with disability,Gombe,GomST2D02,gom23
773247bf-e750-4a73-abae-7bc8c7c3fbfd,Deposit_Account,---,2024-06-23,,1,1,1,,1,1,1,1,,,Yes,Yes,IkaZGPONS02,Persons with disability,Kaduna,Ika28WX30,ika16
fead7212-c868-4e4e-a3ec-97895816598a,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,GomBL8E7740,Persons with disability,Gombe,GomST2D02,gom23
84530beb-b3e0-41c5-b888-9815d4c74667,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,GomGJDA4121,Persons with disability,Gombe,GomST2D02,gom23
cbaf999d-eeaa-4263-9343-629461b38b6d,Deposit_Account,---,2024-06-23,,1,1,1,,1,1,1,1,,,Yes,Yes,Ika27V44S12,Persons with disability,Kaduna,Ika28WX30,ika16
0c51dcb6-fe12-4b56-b2a6-0ba7b66bc00c,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,,,,Yes,Yes,KurWLKDS209,Persons with disability,Kano,Kur3P1D02,kur09
48443bbb-5c3b-44da-b4e2-f001d8b51de9,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,,1,,,Yes,Yes,JahU7Z66Q07,Persons with disability,Jigawa,JahDUGX36,jah78
418bf421-76e9-42d5-9900-74771ed47caf,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,GomWLH4DA35,Persons with disability,Gombe,GomST2D02,gom23
e87e5d04-00b2-4e4f-886d-614ae9de35e0,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,,,,Yes,Yes,KurQ2THQW46,Persons with disability,Kano,Kur3P1D02,kur09
c67fd92b-4277-49ae-b84e-7547c328315e,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,GomE81V0914,Persons with disability,Gombe,GomST2D02,gom23
d506264c-9965-4197-b8e7-80f1d86c7ae8,Deposit_Account,---,2024-06-22,,1,1,1,,1,1,1,,,,Yes,Yes,KurT00LQX15,Persons with disability,Kano,Kur3P1D02,kur09
14745990-f3bd-45de-bd99-3ae8bb51ff09,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,,1,,,Yes,Yes,Jah6NCOTW52,Persons with disability,Jigawa,JahDUGX36,jah78
c296a4b8-8bf9-4406-9163-39fa8cbcd4c8,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,,,,Yes,Yes,Kur6OG63V09,Persons with disability,Kano,Kur3P1D02,kur09
6766942e-5a6f-44e3-8e6d-f0beb6abd767,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,GomJD1V4J04,Persons with disability,Gombe,Gom921E31,gom23
919fe281-3a81-415d-8ad0-07c6e4725884,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,,,,Yes,Yes,KurBZTENN31,Persons with disability,Kano,Kur3P1D02,kur09
a1df173f-f8f4-48e7-abca-a6f812e8c13a,Deposit_Account,---,2024-06-23,,1,1,1,,1,1,1,1,,,Yes,Yes,IkaUQ1BZU41,Persons with disability,Kaduna,Ika28WX30,ika16
bdc094d2-20c5-4a91-a297-1d6b25877554,Deposit_Account,---,2024-06-23,,1,1,1,,1,1,1,1,,,Yes,Yes,IkaANKZSN47,Persons with disability,Kaduna,Ika28WX30,ika16
10f40b68-605d-47f5-8bb4-ee25d2609d4f,Deposit_Account,---,2024-06-23,,1,1,1,,1,1,1,1,,,Yes,Yes,Ika92BRO359,Persons with disability,Kaduna,Ika28WX30,ika16
8b5fa66a-7805-44b6-a4d3-7d876f42cefb,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,,,,Yes,Yes,KurY214UM16,Persons with disability,Kano,Kur3P1D02,kur09
5a334a78-1091-4f4d-8472-90fe9e2708d3,Deposit_Account,---,2024-06-24,,1,1,1,,1,1,1,1,,,Yes,Yes,IkaVL87UG32,Persons with disability,Kaduna,Ika28WX30,ika16
193e7943-5d7c-41e6-bb88-a312f99ab26e,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,,,,Yes,Yes,KurJBD00Q50,Persons with disability,Kano,Kur3P1D02,kur09
a225aca0-44c3-4166-b65a-42e20e6e6714,Deposit_Account,---,2024-06-23,,1,1,1,,1,1,1,1,,,Yes,Yes,IkaTRH0FB56,Persons with disability,Kaduna,Ika28WX30,ika16
4576f283-8b47-4c08-a3d5-29507627c07a,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,GomUD485O32,Persons with disability,Gombe,Gom921E31,gom23
91890e04-48ce-42e1-bc15-ee438d69ceec,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,,1,,,Yes,Yes,JahUCL6GG48,Persons with disability,Jigawa,JahDUGX36,jah78
8f2ef316-0036-48ae-b5f1-85515a6f4808,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,,,,Yes,Yes,KurIB8V3052,Persons with disability,Kano,KurMATJ08,kur14
269e1895-2b89-4b40-bdf7-9019ead93339,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,,,,Yes,Yes,KurN1K69Y24,Persons with disability,Kano,Kur3P1D02,kur09
bbb03eae-bcd1-4da3-97d0-d620c938917d,Deposit_Account,---,2024-06-24,,1,1,1,,1,1,1,1,,,Yes,Yes,Ika7DWXUM13,Persons with disability,Kaduna,Ika28WX30,ika16
ba7050d4-3981-43e5-bc37-2b45516a4ed6,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,GomIZDEZ110,Persons with disability,Gombe,Gom921E31,gom23
ddd4ea22-263c-4c4e-b4ac-bc53a1b6f54e,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,,,,Yes,Yes,KurADIWLZ55,Persons with disability,Kano,Kur3P1D02,kur09
6f894d3b-d3d9-4d69-89d8-3bb120c85a8e,Deposit_Account,---,2024-08-17,,1,1,1,,1,1,1,,,,Yes,Yes,KurU5AEO735,Persons with disability,Kano,KurMATJ08,kur14
37bba63c-afd9-4656-be9d-1270deb4015a,Deposit_Account,---,2024-06-25,,1,1,1,,1,1,1,1,,,Yes,Yes,Ika8J4LYJ31,Persons with disability,Kaduna,Ika28WX30,ika16
86973a26-286b-4c78-9134-3212bae08e8b,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,,,,Yes,Yes,KurQDE39820,Persons with disability,Kano,KurV22T13,kur09
b7c88030-ce39-42be-a275-a5ff536de10a,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,GomX9306M39,Persons with disability,Gombe,Gom921E31,gom23
b9a306ea-683d-496d-88b1-885e29fe09cd,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,,1,,,Yes,Yes,JahYA0FZI18,Persons with disability,Jigawa,JahDUGX36,jah78
b782557e-a1f5-44cb-abe5-d6da7a83ce2b,Deposit_Account,---,2024-06-24,,1,1,1,,1,1,1,1,,,Yes,Yes,IkaMBFLP858,Persons with disability,Kaduna,Ika28WX30,ika16
bc9c4943-e11d-4199-bcc7-4727cb606227,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,,1,,,Yes,Yes,IkaNBIV7949,Persons with disability,Kaduna,IkaJZ1I48,ika31
66f8b5ad-11e0-4a7f-9f0b-1ce01128b3d7,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,,,,Yes,Yes,KurSA0S9Z34,Persons with disability,Kano,KurV22T13,kur09
4b5c2ebd-5758-4902-983d-2359cdc0a9b2,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,,,,Yes,Yes,Kur8UA35249,Persons with disability,Kano,KurV22T13,kur09
6ed23bff-b232-4b1c-9163-b08b9fc2f959,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,GomE94OEA06,Persons with disability,Gombe,GomST2D02,gom23
1ae5a39b-2091-4c5c-8db1-fe246e4f404d,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,GomV2OCJY05,Persons with disability,Gombe,GomST2D02,gom23
c75575b4-9de4-436f-b104-8efb6662118d,Deposit_Account,---,2024-06-23,,1,1,1,,1,1,1,1,,,Yes,Yes,IkaEOETNP54,Persons with disability,Kaduna,Ika28WX30,ika16
d0c6aef4-62b7-4c2c-b557-b6879a716c0c,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,,,,Yes,Yes,GomT59WDG42,Persons with disability,Gombe,GomST2D02,gom23
72a734b2-04ac-4810-8b7b-9d57401085fb,Deposit_Account,---,2024-08-18,,1,1,1,,1,1,1,,,,Yes,Yes,Kur1M1FBL33,Persons with disability,Kano,KurMATJ08,kur14
50a1e641-520f-4ae0-9efa-1725e4ade132,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,,,,Yes,Yes,Kur3TKOUF35,Persons with disability,Kano,KurV22T13,kur09
3c1c8d8d-f7dc-471e-8944-ae2bfdf23aeb,Deposit_Account,---,2024-06-23,,1,1,1,,1,1,1,1,,,Yes,Yes,Ika8MJ7L043,Persons with disability,Kaduna,Ika28WX30,ika16
dcd824c5-d346-4e58-a1a9-ed68dd3c8710,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,,,,Yes,Yes,Kur1H455P11,Persons with disability,Kano,KurV22T13,kur09
e9ee4348-19cb-49f0-bf16-38e519ed4f45,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,,1,,,Yes,Yes,Jah9HRBVU51,Persons with disability,Jigawa,JahDUGX36,jah78
841b1175-e98a-4f2b-a073-983e41b71c18,Deposit_Account,---,2024-08-18,,1,1,1,,1,1,1,,,,Yes,Yes,Kur02BVJX00,Persons with disability,Kano,KurMATJ08,kur14
9144b3a3-7916-4cc2-a6ee-6d117521cc74,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,,,,Yes,Yes,KurJBR1HN48,Persons with disability,Kano,KurV22T13,kur09
5de5979c-b1ef-4c13-a141-648032599565,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,RinDM9UU827,Persons with disability,Jigawa,RinLMH019,rin11
96556df9-401d-492c-a3d1-c772702c503e,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,Rin3SLSJA37,Persons with disability,Jigawa,RinLMH019,rin11
01c58dc5-1f45-4932-a69d-5ebd0c3ee486,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,Rin1T5B7R01,Persons with disability,Jigawa,RinLMH019,rin11
65db771b-17b8-4a86-b22a-f15767b07c50,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,RinAXAC3C05,Persons with disability,Jigawa,RinLMH019,rin11
38881ff4-353a-48a3-87ed-f9cfc7945bb8,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,RinKKYDNJ27,Persons with disability,Jigawa,RinLMH019,rin11
2e5f125b-8077-41a3-bf1d-a63b41682cca,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,Rin6OVO8404,Persons with disability,Jigawa,RinLMH019,rin11
1ab60f32-f3f1-480e-89c5-7e2c2f71d1cf,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,RinXEMUFN35,Persons with disability,Jigawa,RinLMH019,rin11
c02d1f38-92b0-4b18-ba1c-9e147b499c60,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,Rin09GESK58,Persons with disability,Jigawa,RinLMH019,rin11
4a66b253-1d90-49d5-aded-fb614a1873c7,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,Rin7ZIQAE17,Persons with disability,Jigawa,RinLMH019,rin11
f0583a73-601c-420a-b3cc-5a1a4dfd07dd,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,RinS0RONY40,Persons with disability,Jigawa,RinLMH019,rin11
c149498c-b913-420d-91ba-6a1bc9f237cd,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,Rin1OBRDZ16,Persons with disability,Jigawa,RinLMH019,rin11
1e6ea1fa-9278-4859-ba44-0bec51596f0c,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,RinZQA8AV32,Persons with disability,Jigawa,RinLMH019,rin11
54ad19e7-ba51-429e-b311-a190966040f1,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,Rin87AASL54,Persons with disability,Jigawa,RinLMH019,rin11
7463b2e2-57ea-41b4-b996-9ae8bf0d9db5,Deposit_Account,---,2024-06-25,,1,1,1,,1,1,1,1,,,Yes,Yes,IkaB3Z7PF10,Persons with disability,Kaduna,Ika28WX30,ika16
c60e5f5d-b0ed-4597-acf6-e6822e14825a,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,RinZO0ZJ124,Persons with disability,Jigawa,RinLMH019,rin11
cae952fc-5736-424e-9250-488f95203069,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,,1,,,Yes,Yes,IkaCYDO3125,Persons with disability,Kaduna,IkaJZ1I48,ika31
f928f7e2-81fa-4a34-b2ce-559a8fc301dc,Deposit_Account,---,2024-08-18,,1,1,1,,1,1,1,,,,Yes,Yes,Kur982KIS54,Persons with disability,Kano,KurMATJ08,kur14
98d0a2e5-3853-49ab-bd8a-5a7c55729d97,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,,,,Yes,Yes,Kur0ZNWUU01,Persons with disability,Kano,KurV22T13,kur09
4f820bcf-54d9-4475-892a-ee69a563fddd,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,GomSRPZZD51,Persons with disability,Gombe,GomST2D02,gom23
70c552ac-8896-4ae4-be74-b56cc8d791b8,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,GomFXCIVB36,Persons with disability,Gombe,GomST2D02,gom23
74dc51d0-0707-4905-bc36-438dbc0b3f27,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,GomKDV3E319,Persons with disability,Gombe,GomST2D02,gom23
3f39573b-78ec-4b09-9bf2-7f3cdb4680f1,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,RinPFC33X31,Persons with disability,Jigawa,RinLMH019,rin11
e893b4cb-ab23-40f9-9f79-02a0cc0f5093,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,RinIEHU7001,Persons with disability,Jigawa,RinLMH019,rin11
efe957ca-085b-4311-95f7-0115aae7ce4b,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,RinFK511T47,Persons with disability,Jigawa,RinLMH019,rin11
869c71cd-ad56-4c2d-85b1-8ace6f832f01,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,RinQ8GEXR15,Persons with disability,Jigawa,Rin1XUS49,rin11
9e09a2da-941f-45b9-9321-04e8b2a98f36,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,RinR08VG329,Persons with disability,Jigawa,Rin1XUS49,rin11
d278b864-270f-481a-89a4-bf47df82edb5,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,Rin90URAD28,Persons with disability,Jigawa,Rin1XUS49,rin11
ec0aa3b4-a6cb-4541-a1eb-9c68ad1285c1,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,RinWV29R654,Persons with disability,Jigawa,Rin1XUS49,rin11
25a5e457-75f1-481d-a6f0-d67e44125294,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,RinGXNBJW13,Persons with disability,Jigawa,Rin1XUS49,rin11
0670b044-891f-4222-a9de-f0c3091c2734,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,,,,Yes,Yes,KurQH8XUI36,Persons with disability,Kano,KurV22T13,kur09
9adad2bc-03fb-44b6-b948-1f284f1d9c74,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,,1,,,Yes,Yes,JahHSEJUA19,Persons with disability,Jigawa,JahDUGX36,jah78
14e6ec3a-969f-45d8-8a95-c4224997e597,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,RinR2P5UE30,Persons with disability,Jigawa,Rin1XUS49,rin11
028f6a03-0942-4b1b-b274-2b1a410dd072,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,Rin07DAVV23,Persons with disability,Jigawa,Rin1XUS49,rin11
d1e0de3e-1325-471d-9b07-1f796a816410,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,,,,Yes,Yes,RinMKSOYG31,Persons with disability,Jigawa,Rin1XUS49,rin11
0da90599-0169-4d17-b2d0-6a3962e80e12,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,RinC7F51U37,Persons with disability,Jigawa,Rin1XUS49,rin11
25d6c3fc-ae50-422b-8716-fe8244e32f6d,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,Rin919KHM03,Persons with disability,Jigawa,Rin1XUS49,rin11
3f7acab1-602c-47a0-b1e8-05b6995995f3,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,RinI15Y8644,Persons with disability,Jigawa,Rin1XUS49,rin11
f9cf4b5b-ffeb-465b-b24c-e0a97e373493,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,RinJPVY0F51,Persons with disability,Jigawa,Rin1XUS49,rin11
3b8796aa-6197-474b-8b9a-d5fee4606770,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,Rin8GVIGL32,Persons with disability,Jigawa,Rin1XUS49,rin11
967954e5-b5d7-443d-a133-068341f24613,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,Rin0PASX257,Persons with disability,Jigawa,Rin1XUS49,rin11
158140a3-17fb-4a7e-a513-8995ee68af6a,Deposit_Account,---,2024-08-18,,1,1,1,,1,1,1,,,,Yes,Yes,KurLD39AE38,Persons with disability,Kano,KurMATJ08,kur14
e132a7f0-df28-4806-a00d-807787c7bead,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,,,,Yes,Yes,KurLYXUN304,Persons with disability,Kano,KurV22T13,kur09
1be2bd1d-07ea-40ad-b0f3-46f6649ff172,Deposit_Account,---,2024-06-25,,1,1,1,,1,1,1,1,,,Yes,Yes,IkaU9KB8C14,Persons with disability,Kaduna,Ika28WX30,ika16
adf81497-c251-4bfc-8204-6f7053998957,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,Rin4FOQ7K59,Persons with disability,Jigawa,Rin1XUS49,rin11
cd8654d0-d6d2-4556-9e74-d0e6e4dd6eca,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,,1,,,Yes,Yes,Ika41GRSB14,Persons with disability,Kaduna,IkaJZ1I48,ika31
7a9c6a19-392a-4026-ba68-1c087cbf42cd,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,RinARFTMY17,Persons with disability,Jigawa,Rin1XUS49,rin11
1fe8ee64-6fef-41c1-8583-a888cea50b4a,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,Rin19IANS37,Persons with disability,Jigawa,Rin1XUS49,rin11
f46169cc-4e1a-4570-a21d-896d9278fa61,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,RinCZ2I2059,Persons with disability,Jigawa,Rin1XUS49,rin11
e9229427-5187-4a0c-9612-7b5113db65cd,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,Rin64D78111,Persons with disability,Jigawa,Rin1XUS49,rin11
3b7de4ce-33bc-4f75-88eb-17f4ec91dc10,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,Rin9SM0YF24,Persons with disability,Jigawa,Rin1XUS49,rin11
0678ea54-173f-49e8-81d3-47939157018b,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,RinA0PPO304,Persons with disability,Jigawa,Rin1XUS49,rin11
cc335a9e-c604-4e0f-bf17-dbb70599b2cd,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,RinQH7Q0S15,Persons with disability,Jigawa,Rin1XUS49,rin11
992a0cc1-51cf-48a7-9eaa-f62cdfa92cab,Deposit_Account,---,2024-01-17,,1,1,1,,1,1,1,1,,,Yes,Yes,RinQZJP9E25,Persons with disability,Jigawa,Rin1XUS49,rin11
155731aa-9e5d-425a-a082-6904f17887c5,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,RinEW5N2N56,Persons with disability,Jigawa,Rin1XUS49,rin11
1fcd2d91-e8a9-4f27-9261-565c77809432,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,Rin2RNOI044,Persons with disability,Jigawa,Rin1XUS49,rin11
bb9963a1-e575-4c36-99b6-2bb8e879445c,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,RinER6AGX22,Persons with disability,Jigawa,Rin1XUS49,rin11
487b42cf-ad2a-4d73-bb45-1a1daf83c87f,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,RinLTQAVV55,Persons with disability,Jigawa,Rin1XUS49,rin11
1ac557ad-cb1a-44ce-8ffb-0d73edc1c4f6,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,RinLJMVDG50,Persons with disability,Jigawa,Rin1XUS49,rin11
de65aed4-af0a-46b2-8ff3-b000b892c063,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,RinY5T81S57,Persons with disability,Jigawa,RinUJL620,rin11
46b4d634-98d7-4476-9900-fd902358e211,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,RinNBFYSD48,Persons with disability,Jigawa,RinUJL620,rin11
ac5f3167-2313-4275-ba9f-7cf78959b39a,Deposit_Account,---,2024-03-17,,1,1,1,,1,1,1,1,,,Yes,Yes,RinK8HYV117,Persons with disability,Jigawa,RinUJL620,rin11
8d9a7870-2d19-4861-8178-ce29d97d78be,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,1,1,,,Yes,Yes,GomGPT90X16,Persons with disability,Gombe,Gom921E31,gom23
e37ce399-e5fa-409f-9ed9-be3fa1bf30d8,Deposit_Account,---,2024-06-17,,1,1,1,,1,1,,1,,,Yes,Yes,IkaDZGLU826,Persons with disability,Kaduna,IkaJZ1I48,ika31
9da45c17-edcb-4dfa-9d9d-e3b561cd0b95,Deposit_Account,---,2024-06-25,,1,1,1,,1,1,1,1,,,Yes,Yes,IkaWOID0H39,Persons with disability,Kaduna,Ika28WX30,ika16
