formid,1  Training Date (Ranar horo),2  Name of Training or Title (Taken horo),form/Case_Data/Comm_Partner_ID,form/Case_Data/Gender,form/Case_Data/Gender_and_Age,form/Case_Data/Disability_Status_class,form/Case_Data/State,form/Case_Data/LGA,form/Case_Data/IDP_Classification,username
21775581-e5c0-4f53-981e-f5aefb9b4cab,2024-07-09,"Group_Formation,_Dynamics_and_financial_literary",Nin41HA4F01,Male,Male Youth,No disability,Bauchi,Ningi,Non-IDP,nin14
08b976a9-ff0c-45d0-9fcf-f88f68bea92c,2024-07-14,"Group_Formation,_Dynamics_and_financial_literary",Nin4X34DR09,Male,Male Youth,No disability,Bauchi,Ningi,Non-IDP,nin14
5f635bd7-287f-41a0-8562-97ee546ac164,2024-07-10,"Group_Formation,_Dynamics_and_financial_literary",NinDR9D8926,Male,Male Youth,No disability,Bauchi,Ningi,Non-IDP,nin14
77761504-3e80-4796-bebe-5420f5813435,2024-07-13,"Group_Formation,_Dynamics_and_financial_literary",NinU6UM5F09,Male,Male Youth,No disability,Bauchi,Ningi,Non-IDP,nin14
29bf7627-72cc-425f-9e29-e5e2dc071e79,2024-07-11,"Group_Formation,_Dynamics_and_financial_literary",Nin82YGBA24,Male,Male Youth,No disability,Bauchi,Ningi,Non-IDP,nin14
e5ec6411-6bad-49d1-b8c4-abe875761628,2024-07-09,"Group_Formation,_Dynamics_and_financial_literary",NinOBCG0H20,Male,Male Youth,No disability,Bauchi,Ningi,Non-IDP,nin14
387d2852-9c26-49b7-9616-4db5a0c537bf,2024-07-11,"Group_Formation,_Dynamics_and_financial_literary",NinMGORP312,Male,Male Youth,No disability,Bauchi,Ningi,Non-IDP,nin14
e67024b0-82ef-4a07-95e5-d490c89ce8cb,2024-07-14,"Group_Formation,_Dynamics_and_financial_literary",NinT6YAPL03,Male,Male Youth,No disability,Bauchi,Ningi,Non-IDP,nin14
55723192-0cf4-4567-bf8c-6e131f174123,2024-07-08,"Group_Formation,_Dynamics_and_financial_literary",Nin1JWZ2611,Male,Male Youth,No disability,Bauchi,Ningi,Non-IDP,nin14
1af73c76-09e7-4be1-ab20-47b7a2f6de0d,2024-07-08,"Group_Formation,_Dynamics_and_financial_literary",NinACCAC213,Male,Male Youth,No disability,Bauchi,Ningi,Non-IDP,nin14
2c27b0d0-c0e8-4e7c-a63f-0754875fb3bf,2024-07-12,"Group_Formation,_Dynamics_and_financial_literary",NinL3QDN833,Male,Male Youth,No disability,Bauchi,Ningi,Non-IDP,nin14
88e80e60-2e6e-4021-86c8-2d7d7bcb53d6,2024-07-07,"Group_Formation,_Dynamics_and_financial_literary",NinPVQ4X809,Male,Male Youth,No disability,Bauchi,Ningi,Non-IDP,nin14
4bf331d2-7a05-4de7-8cf8-413f5a2bcf35,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",TudIRNL2626,Male,Male Youth,No disability,Kano,Tudun_Wada,Non-IDP,tun13
f567c4da-c917-415e-a318-4e7d25ea1fda,2024-07-11,"Group_Formation,_Dynamics_and_financial_literary",NinR1JPLX50,Male,Male Youth,No disability,Bauchi,Ningi,Non-IDP,nin14
fd81beb7-7182-471d-84f6-f8ffb4b9d4b9,2024-07-02,"Group_Formation,_Dynamics_and_financial_literary",NinQNL90U18,Male,Male Youth,No disability,Bauchi,Ningi,Non-IDP,nin14
13db3a06-14fd-43dc-b8ec-a0e75da75478,2024-07-01,"Group_Formation,_Dynamics_and_financial_literary",Nin246GT427,Male,Male Youth,No disability,Bauchi,Ningi,Non-IDP,nin14
efb9cf3f-5b68-4bcc-bca4-f9eac1436bb5,2024-07-06,"Group_Formation,_Dynamics_and_financial_literary",NinAP71NO18,Male,Male Youth,No disability,Bauchi,Ningi,Non-IDP,nin14
a0b0f6dc-0ed4-410c-b4d8-672a0880d54c,2024-07-10,"Group_Formation,_Dynamics_and_financial_literary",NinJG390S37,Male,Male Youth,No disability,Bauchi,Ningi,Non-IDP,nin14
a1b4e6ea-2725-4ac8-927b-ba7ceef9265e,2024-07-09,"Group_Formation,_Dynamics_and_financial_literary",Nin31X9JL32,Male,Male Youth,No disability,Bauchi,Ningi,Non-IDP,nin14
623c2d6c-5b16-47ff-95df-5f019bcfbb67,2024-07-07,"Group_Formation,_Dynamics_and_financial_literary",NinWHJIE023,Male,Male Youth,No disability,Bauchi,Ningi,Non-IDP,nin14
3700d617-11ad-44eb-a6e4-8961ddbad4af,2024-07-13,"Group_Formation,_Dynamics_and_financial_literary",NinK29I8I07,Male,Male Youth,No disability,Bauchi,Ningi,Non-IDP,nin14
e69ecd3e-eeec-43ee-b600-6785fe207fa7,2024-07-08,"Group_Formation,_Dynamics_and_financial_literary",NinHSKRRA57,Male,Male Youth,No disability,Bauchi,Ningi,Non-IDP,nin14
e4eb5432-c9f7-4870-b9e0-8d95b3333c2e,2024-07-05,"Group_Formation,_Dynamics_and_financial_literary",NinBPVT0E55,Male,Male Youth,No disability,Bauchi,Ningi,Non-IDP,nin14
4cb95877-0747-4ab5-adbf-51a0e868ac55,2024-07-04,"Group_Formation,_Dynamics_and_financial_literary",NinBSMV0N52,Male,Male Youth,No disability,Bauchi,Ningi,Non-IDP,nin14
b2dd9081-98dd-4f87-94b1-42d9229f299b,2024-07-03,"Group_Formation,_Dynamics_and_financial_literary",NinTNKFUQ40,Male,Male Youth,No disability,Bauchi,Ningi,Non-IDP,nin14
1ad8acaa-c8bf-4a16-a14a-91dfa35feaa6,2024-07-01,"Group_Formation,_Dynamics_and_financial_literary",NinGN5F7727,Male,Male Youth,No disability,Bauchi,Ningi,Non-IDP,nin14
84f5b3b8-9312-40fe-8bb9-3cc0aa57f135,2024-07-01,"Group_Formation,_Dynamics_and_financial_literary",NinXU7F9D00,Male,Male Youth,No disability,Bauchi,Ningi,Non-IDP,nin14
f9b66b51-60fc-4847-964f-6019775650b3,2024-07-09,"Group_Formation,_Dynamics_and_financial_literary",NinA55YM728,Male,Male Youth,No disability,Bauchi,Ningi,Non-IDP,nin14
a3c42a0b-4676-4a05-8510-7119ad9bdbca,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",Tud2B56GK26,Male,Male Youth,No disability,Kano,Tudun_Wada,Non-IDP,tun13
7cc7ab5d-a0e6-4407-888c-612daf7d8477,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",Tud5554GS08,Male,Male Youth,No disability,Kano,Tudun_Wada,Non-IDP,tun13
7fd98424-107f-4049-97f0-5e84c61b12c4,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",Tud69NI0M01,Male,Male Youth,No disability,Kano,Tudun_Wada,Non-IDP,tun13
9fe96699-9682-4b4f-847e-25d8d382d334,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",TudGMZA4323,Male,Male Youth,No disability,Kano,Tudun_Wada,Non-IDP,tun13
1b69d9a6-3031-40cf-8fa5-b6a2a27817d5,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",TudH84EGZ58,Male,Male Youth,No disability,Kano,Tudun_Wada,Non-IDP,tun13
9b9ae83f-d499-417b-9972-02546e41fb6b,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",TudPQ2LNP11,Male,Male Youth,No disability,Kano,Tudun_Wada,Non-IDP,tun13
b82b8dac-cf36-4aa3-95be-01d134ba4389,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",TudLM7W1T57,Male,Male Youth,No disability,Kano,Tudun_Wada,Non-IDP,tun13
11a5aec0-7cfc-464a-b3ec-75296999ef34,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",TudGJVE8X04,Male,Male Youth,No disability,Kano,Tudun_Wada,Non-IDP,tun13
f73ff1f3-8f14-4d80-8e0d-3f3dd9a01d73,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",TudBHXNNY42,Male,Male Youth,No disability,Kano,Tudun_Wada,Non-IDP,tun13
51abfbe7-d8bb-4a06-914f-261f480f8bd0,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",TudCMSN7K39,Male,Male Youth,No disability,Kano,Tudun_Wada,Non-IDP,tun13
073821f4-db53-47ca-828d-50ad914d89eb,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",TudIBV17C05,Male,Male Youth,No disability,Kano,Tudun_Wada,Non-IDP,tun13
803cd38f-e4d4-4fb3-b931-19a372881fe3,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",Tud0PATPR40,Male,Male Youth,No disability,Kano,Tudun_Wada,Non-IDP,tun13
754dd0b5-7467-458f-8142-219e8edb0147,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",TudC7EYSD45,Male,Male Youth,No disability,Kano,Tudun_Wada,Non-IDP,tun13
3972a5d8-10d4-4d52-a0f5-bcd78412b59c,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",TudPBLW5W04,Male,Male Youth,No disability,Kano,Tudun_Wada,Non-IDP,tun13
0bc3f38b-db5f-49d6-a4fd-2022108f95af,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",TudRC1HQH49,Male,Male Youth,No disability,Kano,Tudun_Wada,Non-IDP,tun13
9f0c6083-d182-4660-93b4-12284d318e63,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",TudMRES4647,Male,Male Youth,No disability,Kano,Tudun_Wada,Non-IDP,tun13
66130335-d34e-41c3-8af6-4d3d3a1f9d92,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",TudLODFPW16,Male,Male Youth,No disability,Kano,Tudun_Wada,Non-IDP,tun13
71be9e06-60bb-4e55-8fe5-4451cd3bcb26,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",TudFCV5U437,Male,Male Youth,No disability,Kano,Tudun_Wada,Non-IDP,tun13
efab3cb1-3d6f-4eed-bcbd-534ebc0a92a1,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",TudDCK17V17,Male,Male Youth,No disability,Kano,Tudun_Wada,Non-IDP,tun13
869eb7f8-369c-4ae4-a390-b430914ab75d,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",TudZAO6SR48,Male,Male Youth,No disability,Kano,Tudun_Wada,Non-IDP,tun13
c6403559-0c48-4df4-81fc-e6627b8d0d8a,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",TudTKYJX228,Male,Male Youth,No disability,Kano,Tudun_Wada,Non-IDP,tun13
3300ca4e-73ce-45de-ab5e-2e41ba75fb40,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",Tud70GPNZ06,Male,Male Youth,No disability,Kano,Tudun_Wada,Non-IDP,tun13
76605b48-24f7-45ea-9b32-f56f2af7416b,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",TudH2U2U222,Male,Male Youth,No disability,Kano,Tudun_Wada,Non-IDP,tun13
f6ce2894-80fa-4268-98f3-f5ff36f38b5d,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",TudAD00UC06,Male,Male Youth,No disability,Kano,Tudun_Wada,Non-IDP,tun13
4e506209-7221-4ef6-83ad-5ed9fddda4cb,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",TudE99RPD50,Male,Male Youth,No disability,Kano,Tudun_Wada,Non-IDP,tun13
05036ee5-75e9-45cc-94e3-19091906b4ca,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",Tud54SEY651,Male,Male Youth,No disability,Kano,Tudun_Wada,Non-IDP,tun13
3d7e747d-225e-4482-b853-7062915bc450,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",TudO81GP608,Male,Male Youth,No disability,Kano,Tudun_Wada,Non-IDP,tun13
3b515bb4-3ca8-40fb-bfa5-c5e540682c21,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",TudCDORVR42,Male,Male Youth,No disability,Kano,Tudun_Wada,Non-IDP,tun13
7e56803f-f7cd-4ed7-abb4-d22f6aff0d8c,2024-07-23,"Group_Formation,_Dynamics_and_financial_literary",Tud3XPH5L27,Male,Male Youth,No disability,Kano,Tudun_Wada,Non-IDP,tun13
57e5ae18-5c0f-4f8c-ab74-42499dc6bf94,2024-06-23,"Group_Formation,_Dynamics_and_financial_literary",KurV6FWBC47,Male,Male Youth,No disability,Kano,Kura,Non-IDP,kur09
84de1d39-e03d-4c3e-906b-65f545d8c404,2024-06-23,"Group_Formation,_Dynamics_and_financial_literary",KurV6FWBC47,Male,Male Youth,No disability,Kano,Kura,Non-IDP,kur09
24f784f4-4758-4d93-8e9e-e0bc1de5c566,2024-06-20,"Group_Formation,_Dynamics_and_financial_literary",KurKVM47450,Male,Male Youth,No disability,Kano,Kura,Non-IDP,kur09
a43fc2bd-964d-4c16-96e8-c5d93065d99c,2024-06-18,"Group_Formation,_Dynamics_and_financial_literary",KurJ87OMU02,Male,Male Youth,No disability,Kano,Kura,Non-IDP,kur09
31e56647-59bb-453d-8260-ded029e3211a,2024-06-28,"Group_Formation,_Dynamics_and_financial_literary",KurGZQ32W14,Male,Male Youth,No disability,Kano,Kura,Non-IDP,kur09
d7b16211-7158-4577-a6a5-c20538ed571b,2024-06-19,"Group_Formation,_Dynamics_and_financial_literary",KurCLL5DD20,Male,Male Youth,No disability,Kano,Kura,Non-IDP,kur09
9b043de1-7357-4990-a937-50fb049d2bb0,2024-06-16,"Group_Formation,_Dynamics_and_financial_literary",KurL88MWT43,Male,Male Youth,No disability,Kano,Kura,Non-IDP,kur09
e9d47ed5-f9cf-4f13-b2b5-a1f08d4de9fd,2024-06-25,"Group_Formation,_Dynamics_and_financial_literary",KurR3ZTAL03,Male,Male Youth,No disability,Kano,Kura,Non-IDP,kur09
9a753a8f-7659-4978-8bc9-d038c9f6dede,2024-06-17,"Group_Formation,_Dynamics_and_financial_literary",KurM1Q7UC14,Male,Male Youth,No disability,Kano,Kura,Non-IDP,kur09
2291756d-b177-4b26-a51d-ddc7ffdda9fd,2024-06-18,"Group_Formation,_Dynamics_and_financial_literary",KurXGFBYK53,Male,Male Youth,No disability,Kano,Kura,Non-IDP,kur09
34a3a2e8-ba68-408b-b00b-67463904638b,2024-06-23,"Group_Formation,_Dynamics_and_financial_literary",KurH9CAUR31,Male,Male Youth,No disability,Kano,Kura,Non-IDP,kur09
6b6aba2d-7276-4042-974d-43944fee9ad5,2024-06-16,"Group_Formation,_Dynamics_and_financial_literary",KurGZ339Q24,Male,Male Youth,No disability,Kano,Kura,Non-IDP,kur09
5e1ad858-e9ef-44a8-87fb-0728fa359059,2024-06-26,"Group_Formation,_Dynamics_and_financial_literary",KurJ9FX2G25,Male,Male Youth,No disability,Kano,Kura,Non-IDP,kur09
31ddcea6-d4f4-4d5a-a8a1-9adc3acc9fce,2024-06-24,"Group_Formation,_Dynamics_and_financial_literary",Kur7BTA1X35,Male,Male Youth,No disability,Kano,Kura,Non-IDP,kur09
374414ae-1879-4b6c-8d81-c51f5948d045,2024-06-21,"Group_Formation,_Dynamics_and_financial_literary",Kur1RY7JY43,Male,Male Youth,No disability,Kano,Kura,Non-IDP,kur09
67f0d011-3518-4ee8-a5a2-9da09b7a8caa,2024-06-24,"Group_Formation,_Dynamics_and_financial_literary",KurG0TI7Y20,Male,Male Youth,No disability,Kano,Kura,Non-IDP,kur09
4782957d-983c-4472-b5b6-c4619bfb0787,2024-06-18,"Group_Formation,_Dynamics_and_financial_literary",KurUQD2LK31,Male,Male Youth,No disability,Kano,Kura,Non-IDP,kur09
74c128ad-9181-4404-ba6f-cce54beec15a,2024-06-20,"Group_Formation,_Dynamics_and_financial_literary",Kur1N0CL323,Male,Male Youth,No disability,Kano,Kura,Non-IDP,kur09
65c057bd-4283-486a-9d8a-700368b3a79e,2024-06-24,"Group_Formation,_Dynamics_and_financial_literary",Kur49VTU548,Male,Male Youth,No disability,Kano,Kura,Non-IDP,kur09
2576e1ad-ce98-43c8-8254-0d4514236e1a,2024-06-25,"Group_Formation,_Dynamics_and_financial_literary",KurZID7OJ04,Male,Male Youth,No disability,Kano,Kura,Non-IDP,kur09
154a8aee-9f71-4e8d-9a6e-193742c07512,2024-06-24,"Group_Formation,_Dynamics_and_financial_literary",Kur6217ZE13,Male,Male Youth,No disability,Kano,Kura,Non-IDP,kur09
cc27c752-9009-4775-877c-b4bc27bad42b,2024-06-23,"Group_Formation,_Dynamics_and_financial_literary",Kur6217ZE13,Male,Male Youth,No disability,Kano,Kura,Non-IDP,kur09
202142de-97a0-4b42-808f-c20dc2147a64,2024-07-13,"Group_Formation,_Dynamics_and_financial_literary",MigJ8PP8S17,Male,Male Youth,No disability,Jigawa,Miga,Non-IDP,jah66
a4dd2c32-e263-4e20-ab4a-5ac98b1675b8,2024-06-26,"Group_Formation,_Dynamics_and_financial_literary",KurIN47FV36,Male,Male Youth,No disability,Kano,Kura,Non-IDP,kur09
5c0756ff-0eda-4440-a346-30316d68a827,2024-06-18,"Group_Formation,_Dynamics_and_financial_literary",KurS57U8E59,Male,Male Youth,No disability,Kano,Kura,Non-IDP,kur09
b8f29b37-2925-460a-b65e-059bc3645e01,2024-06-20,"Group_Formation,_Dynamics_and_financial_literary",KurADLVC633,Male,Male Youth,No disability,Kano,Kura,Non-IDP,kur09
245075d9-b197-4aca-89c4-c43498ab020f,2024-06-23,"Group_Formation,_Dynamics_and_financial_literary",KurOUT90058,Male,Male Youth,No disability,Kano,Kura,Non-IDP,kur09
4433fd94-a4fe-4600-ad18-6d5ff2200df3,2024-06-23,"Group_Formation,_Dynamics_and_financial_literary",KurY5SQG421,Male,Male Youth,No disability,Kano,Kura,Non-IDP,kur09
1cf3f3bd-b14e-4259-8bc9-3c9f5b050831,2024-06-20,"Group_Formation,_Dynamics_and_financial_literary",Kur1JPCUZ40,Male,Male Youth,No disability,Kano,Kura,Non-IDP,kur09
ed5ca874-8ecf-45e3-b985-f4d7758bf38a,2024-06-27,"Group_Formation,_Dynamics_and_financial_literary",Kur052JZP49,Male,Male Youth,No disability,Kano,Kura,Non-IDP,kur09
a5be260d-9372-4685-8ad2-c3abe8d7c907,2024-06-17,"Group_Formation,_Dynamics_and_financial_literary",KurW06NCW50,Male,Male Youth,No disability,Kano,Kura,Non-IDP,kur09
e8bd7026-85c6-4d56-89a4-50502af84504,2024-06-24,"Group_Formation,_Dynamics_and_financial_literary",KurBWGAFZ50,Male,Male Youth,No disability,Kano,Kura,Non-IDP,kur09
fbddfe4d-4e97-4700-880f-b67f671a33a4,2024-06-24,"Group_Formation,_Dynamics_and_financial_literary",Kur7L8PK954,Male,Male Youth,No disability,Kano,Kura,Non-IDP,kur09
053f28af-77e4-41b3-ac0e-ab0a2783be63,2024-06-24,"Group_Formation,_Dynamics_and_financial_literary",KurULM8J841,Male,Male Youth,No disability,Kano,Kura,Non-IDP,kur09
fda194e0-0751-4a7f-b7e7-5a96d3595de0,2024-07-14,"Group_Formation,_Dynamics_and_financial_literary",Mig2O8BZB40,Male,Male Youth,No disability,Jigawa,Miga,Non-IDP,jah66
669b0dae-4cb3-4359-b4bb-258a65be5c8e,2024-06-17,"Group_Formation,_Dynamics_and_financial_literary",Kur8VRM4I59,Male,Male Youth,No disability,Kano,Kura,Non-IDP,kur09
7b209231-15b9-4705-9aaf-574c9b0e96ef,2024-06-26,"Group_Formation,_Dynamics_and_financial_literary",KurBCZPZH20,Male,Male Youth,No disability,Kano,Kura,Non-IDP,kur09
c3508f7a-23cc-4fb4-b0d3-c1d58306bbe2,2024-06-28,"Group_Formation,_Dynamics_and_financial_literary",Kur1WEK5M17,Male,Male Youth,No disability,Kano,Kura,Non-IDP,kur09
7bfd8bcb-400f-4228-885d-30998dccb690,2024-06-24,"Group_Formation,_Dynamics_and_financial_literary",Kur502VLR52,Male,Male Youth,No disability,Kano,Kura,Non-IDP,kur09
c1caa486-3bcc-4145-9d61-1091897b36ef,2024-06-25,"Group_Formation,_Dynamics_and_financial_literary",Kur02NBPK15,Male,Male Youth,No disability,Kano,Kura,Non-IDP,kur09
6453ebe1-bca6-42d0-bb95-4b5160e6d96a,2024-06-25,"Group_Formation,_Dynamics_and_financial_literary",KurQW1ZHJ13,Male,Male Youth,No disability,Kano,Kura,Non-IDP,kur09
7b1a4b51-99dc-4cae-ad40-ae1b439f5f80,2024-06-28,"Group_Formation,_Dynamics_and_financial_literary",KurB7ADYD12,Male,Male Youth,No disability,Kano,Kura,Non-IDP,kur09
cac46ba8-9c8d-430d-b20b-6c63f14ed8c7,2024-06-26,"Group_Formation,_Dynamics_and_financial_literary",KurS2BWNW17,Male,Male Youth,No disability,Kano,Kura,Non-IDP,kur09
ad110e0f-02ea-4ecb-80c6-a85596dcf688,2024-06-19,"Group_Formation,_Dynamics_and_financial_literary",Kur75MKRY20,Male,Male Youth,No disability,Kano,Kura,Non-IDP,kur09
e7a456d9-2df3-41e9-a913-87ac1851b9de,2024-06-18,"Group_Formation,_Dynamics_and_financial_literary",KurR8UA2U19,Male,Male Youth,No disability,Kano,Kura,Non-IDP,kur09
d199c52a-b3a1-4a68-a552-ea1ed1649a14,2024-06-17,"Group_Formation,_Dynamics_and_financial_literary",Kur7RZ0C608,Male,Male Youth,No disability,Kano,Kura,Non-IDP,kur09
7b1a0d13-4e48-4a7b-af12-99f78707d215,2024-06-27,"Group_Formation,_Dynamics_and_financial_literary",KurYXSZNG55,Male,Male Youth,No disability,Kano,Kura,Non-IDP,kur09
fbbf3054-95a4-465e-b6e3-6072185b7aa6,2024-06-25,"Group_Formation,_Dynamics_and_financial_literary",Kur9C9FJ714,Male,Male Youth,No disability,Kano,Kura,Non-IDP,kur09
094f1860-67f5-4cef-996d-ed7c366413d7,2024-07-13,"Group_Formation,_Dynamics_and_financial_literary",Mig1YZNJ112,Male,Male Youth,No disability,Jigawa,Miga,Non-IDP,jah66
0cbf4f17-3cd8-485a-a030-0acb638c33f9,2024-06-28,"Group_Formation,_Dynamics_and_financial_literary",Kur415UHB24,Male,Male Youth,No disability,Kano,Kura,Non-IDP,kur09
efe82032-bb3e-49d3-84c3-b954ab3faa02,2024-06-27,"Group_Formation,_Dynamics_and_financial_literary",KurKBQVH834,Male,Male Youth,No disability,Kano,Kura,Non-IDP,kur09
271581bb-841f-457c-89e1-2cdf762e4818,2024-06-23,"Group_Formation,_Dynamics_and_financial_literary",KurDY798K38,Male,Male Youth,No disability,Kano,Kura,Non-IDP,kur09
d2971150-da57-4cf8-9a03-a2010d9fc878,2024-06-27,"Group_Formation,_Dynamics_and_financial_literary",KurHZUTFB34,Male,Male Youth,No disability,Kano,Kura,Non-IDP,kur09
8df21723-5372-4443-a530-08d822e21849,2024-06-25,"Group_Formation,_Dynamics_and_financial_literary",KurWKQ39321,Male,Male Youth,No disability,Kano,Kura,Non-IDP,kur09
38d7ebf6-f31b-42a1-8017-7cdd192ab689,2024-06-26,"Group_Formation,_Dynamics_and_financial_literary",KurPZ56MF54,Male,Male Youth,No disability,Kano,Kura,Non-IDP,kur09
3906ba8b-0f84-4ff2-9d16-0c2c720d906e,2024-06-27,"Group_Formation,_Dynamics_and_financial_literary",Kur88G8M409,Male,Male Youth,No disability,Kano,Kura,Non-IDP,kur09
6c512f2c-4708-4712-95f6-d315c7ff07d9,2024-06-25,"Group_Formation,_Dynamics_and_financial_literary",Kur9T45QK22,Male,Male Youth,No disability,Kano,Kura,Non-IDP,kur09
a44ffc71-ab91-41c2-8bd5-b7dabed1e8ef,2024-06-25,"Group_Formation,_Dynamics_and_financial_literary",KurKVM47450,Male,Male Youth,No disability,Kano,Kura,Non-IDP,kur09
ed0f2e42-60bc-407d-b94d-a160fd08c67e,2024-07-13,"Group_Formation,_Dynamics_and_financial_literary",Mig94OSR207,Male,Male Youth,No disability,Jigawa,Miga,Non-IDP,jah66
48617504-dbb2-4926-a428-abf8eedf903d,2024-07-13,"Group_Formation,_Dynamics_and_financial_literary",MigQJZNEV18,Male,Male Youth,No disability,Jigawa,Miga,Non-IDP,jah66
edbdaa1b-715f-458a-8887-f51691dc3efd,2024-07-12,"Group_Formation,_Dynamics_and_financial_literary",Mig3QTOIS05,Male,Male Youth,No disability,Jigawa,Miga,Non-IDP,jah66
e8dcc0f0-e91e-4fee-a7cf-55ca2ad85992,2024-07-13,"Group_Formation,_Dynamics_and_financial_literary",Mig7CDZYO17,Male,Male Youth,No disability,Jigawa,Miga,Non-IDP,jah66
430b49d5-c2a5-4ddd-b40f-7cb221ac6c9d,2024-07-13,"Group_Formation,_Dynamics_and_financial_literary",MigNVTYLQ41,Male,Male Youth,No disability,Jigawa,Miga,Non-IDP,jah66
e2e9e0be-7c6b-4372-9b1c-000f6227035a,2024-07-13,"Group_Formation,_Dynamics_and_financial_literary",Mig2SS7WV59,Male,Male Youth,No disability,Jigawa,Miga,Non-IDP,jah66
479f0225-33bb-4fcf-a6fb-71050d29ac17,2024-07-13,"Group_Formation,_Dynamics_and_financial_literary",MigGMOPHF37,Male,Male Youth,No disability,Jigawa,Miga,Non-IDP,jah66
991c9c08-e610-4f5e-946b-967907119ef0,2024-07-13,"Group_Formation,_Dynamics_and_financial_literary",MigWRUUML17,Male,Male Youth,No disability,Jigawa,Miga,Non-IDP,jah66
1b4d2de8-31bd-421f-90a7-3da38814d65a,2024-07-13,"Group_Formation,_Dynamics_and_financial_literary",Mig2HPOUE28,Male,Male Youth,No disability,Jigawa,Miga,Non-IDP,jah66
cade6b5e-2119-48c4-8476-774108120713,2024-07-13,"Group_Formation,_Dynamics_and_financial_literary",Mig663Z7D31,Male,Male Youth,No disability,Jigawa,Miga,Non-IDP,jah66
66df88fd-b308-43f8-8b9c-1de7415506f8,2024-07-13,"Group_Formation,_Dynamics_and_financial_literary",Mig5OCSNW46,Male,Male Youth,No disability,Jigawa,Miga,Non-IDP,jah66
dcc8ea7e-80e0-46a5-a2cc-5ba8c5af90cb,2024-07-13,"Group_Formation,_Dynamics_and_financial_literary",Mig2H7P0403,Male,Male Youth,No disability,Jigawa,Miga,Non-IDP,jah66
d9859d1c-054f-474a-86ab-d16528bb61f1,2024-07-14,"Group_Formation,_Dynamics_and_financial_literary",JahDJ4P3R55,Male,Male Youth,No disability,Jigawa,Jahun,Non-IDP,jah66
f505a31f-3eed-4924-9a2f-f0f890ef50ec,2024-07-13,"Group_Formation,_Dynamics_and_financial_literary",Jah9LFI6L30,Male,Male Youth,No disability,Jigawa,Jahun,Non-IDP,jah66
ecac892b-1dd7-4ad2-8fac-1ed17033b197,2024-07-13,"Group_Formation,_Dynamics_and_financial_literary",JahGSA5OS44,Male,Male Youth,No disability,Jigawa,Jahun,Non-IDP,jah66
03af44cc-95e3-467c-9b20-330a3e894e05,2024-07-12,"Group_Formation,_Dynamics_and_financial_literary",JahR9ASW331,Male,Male Youth,No disability,Jigawa,Jahun,Non-IDP,jah66
b7f45d93-c61f-4975-84a6-f8796b4ae3e4,2024-07-13,"Group_Formation,_Dynamics_and_financial_literary",Jah8UWIMG00,Male,Male Youth,No disability,Jigawa,Jahun,Non-IDP,jah66
7b9d4a9a-e97f-45b1-83d4-fbdb68467311,2024-07-15,"Group_Formation,_Dynamics_and_financial_literary",JahP45ANZ30,Male,Male Youth,No disability,Jigawa,Jahun,Non-IDP,jah66
0f907b15-f747-42e5-9c40-dc7c57015107,2024-07-13,"Group_Formation,_Dynamics_and_financial_literary",JahNR4Y0W39,Male,Male Youth,No disability,Jigawa,Jahun,Non-IDP,jah66
c0dc69d9-c3e1-480d-8372-3cc55163ac6a,2024-07-14,"Group_Formation,_Dynamics_and_financial_literary",JahLDZ87N51,Male,Male Youth,No disability,Jigawa,Jahun,Non-IDP,jah66
29f7885c-6a19-4e81-a140-a1874b4c94da,2024-07-13,"Group_Formation,_Dynamics_and_financial_literary",JahLRCNXC21,Male,Male Youth,No disability,Jigawa,Jahun,Non-IDP,jah66
