formid,NameofInputDistributionCenter,farmingseason,Date,Cluster_Unique_ID,State,Implementing_Partner,form/Inputs_for_maize/NPK_bags_to_Kg_Maize,form/Inputs_for_maize/UREA_bags_to_Kg_Maize,form/inputs_for_rice/NPK_bags_to_Kg_Rice,form/inputs_for_rice/UREA_bags_to_Kg_Rice,form/inputs_for_groundnut/NPK_bags_to_Kg_Groundnut,form/inputs_for_groundnut/UREA_bags_to_Kg_Groundnut,form/inputs_for_sorghum/NPK_bags_to_Kg_Groundnut,form/inputs_for_sorghum/UREA_bags_to_Kg_Groundnut,form/Input_totals/Total_Maize_Seed,form/Input_totals/Total_Rice_Seed,form/Input_totals/Total_Groundnut_Seed,form/Input_totals/Total_Sorghum_Seed,form/Input_totals/Totak_NPK,form/Input_totals/Total_UREA,form/Input_totals/Total_Glyphosate_ForceUP,form/Input_totals/Total_Butachlor,form/Input_totals/Total_AgriForce,form/Input_totals/Total_LaraForce,form/Input_totals/Total_SAAF,form/Input_totals/Total_GuardForce,form/Input_totals/Total_Atrazine,form/Input_totals/Total_VInash,form/Input_totals/Total_Lambda,form/Input_totals/Total_Aflasafe,form/Input_totals/Total_NPK_to_Kg,form/Input_totals/TotalUREA_to_Kg,form/Input_totals/Total_Glyspring,form/Input_totals/Total_Rice_pro,form/Input_totals/Total_Cotrazine,form/Input_totals/Total_Vanguish,form/Input_totals/Total_Striker,form/Input_totals/Total_Buster,form/Input_totals/Total_Hallakat,username
97d679e0-102c-4081-8a81-95ca8e38a3b1,WOFAN Aujara women processing center,Wet_Season,2024-07-08,JahY9R628,Jigawa,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,jah60
42f478fc-2400-4664-bb2f-d0d4b2141236,WOFAN Aujara women processing center,Wet_Season,2024-07-07,JahW13N01,Jigawa,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,jah60
ab85416a-d32c-4456-a9c9-ca9eff1f7102,WOFAN Aujara women processing center,Wet_Season,2024-07-07,Jah668F48,Jigawa,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,jah60
dbfdd34b-23c5-4e0a-bcdc-f8fbddb7abfe,WOFAN Aujara women processing center,Wet_Season,2024-07-07,JahWDFK23,Jigawa,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,jah60
66c4009b-65f0-4777-8287-8a740a35684f,WOFAN Aujara women processing center,Wet_Season,2024-07-07,JahYU5256,Jigawa,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,jah60
a7a86483-dbf5-4013-8895-e2a2eb2ea47e,WOFAN Aujara women processing center,Wet_Season,2024-07-07,JahDT8F48,Jigawa,WOFAN,200,100,---,---,---,---,---,---,50,,,,4,2,2,0,0,2,1000,2,0,0,0,10,200,100,0,0,0,0,0,0,0,jah60
04652b6e-bb34-4f9f-973d-854a3833d210,WOFAN Aujara women processing center,Wet_Season,2024-07-07,Jah0L4M33,Jigawa,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,jah60
56a71b1b-753e-4410-ba62-cdf440c338e5,WOFAN Aujara women processing center,Wet_Season,2024-07-07,JahUW4K11,Jigawa,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,0,0,0,0,10,200,150,0,0,0,0,0,0,0,jah60
82009be0-6584-43fa-a8c3-b60487552baf,WOFAN Aujara women processing center,Wet_Season,2024-07-07,JahO2FK54,Jigawa,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,jah60
acf70942-ab5b-4e32-b900-e6b05299f43d,WOFAN Aujara women processing center,Wet_Season,2024-07-07,Jah3C3Z58,Jigawa,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,jah60
4a1a417e-f54f-4b10-9174-9e43b665bdb6,WOFAN Aujara women processing center,Wet_Season,2024-07-07,Jah8QN741,Jigawa,WOFAN,200,100,---,---,---,---,---,---,50,,,,4,2,2,0,0,2,1000,2,0,0,0,10,200,100,0,0,0,0,0,0,0,jah60
f83f36bd-c468-49be-b5b8-576d806ce435,WOFAN Aujara women processing center,Wet_Season,2024-07-07,JahGNSG38,Jigawa,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,jah60
5d29996a-b1d7-468e-af1a-700bb120df69,WOFAN Aujara women processing center,Wet_Season,2024-07-07,JahNWWD21,Jigawa,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,jah60
0ea0f183-9906-46dd-ada4-0da48b7513a3,WOFAN Aujara women processing center,Wet_Season,2024-07-07,JahOZ9O32,Jigawa,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,jah60
a0b03336-42bd-488a-9899-09a4ef6461a6,WOFAN Aujara women processing center,Wet_Season,2024-07-08,JahGR7O09,Jigawa,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,jah60
eb8c2760-32c6-4113-986d-76ecc6ad2b0b,WOFAN Aujara women processing center,Wet_Season,2024-07-07,JahN57Z01,Jigawa,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,jah60
29667919-3d05-41ec-b10b-a0e2dd58ea43,WOFAN Aujara women processing center,Wet_Season,2024-07-07,JahOAPY40,Jigawa,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,jah60
a77a9d53-b657-4e6f-b078-877dcd33e4df,WOFAN Aujara women processing center,Wet_Season,2024-07-07,Jah7U7319,Jigawa,WOFAN,200,100,---,---,---,---,---,---,50,,,,4,2,2,0,0,2,1000,2,0,0,0,10,200,100,0,0,0,0,0,0,0,jah60
70af98c7-ae91-466c-970d-2be148170159,WOFAN Aujara women processing center,Wet_Season,2024-07-08,JahGWXD03,Jigawa,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,jah60
bbdc6aee-81a6-45c5-936c-8507a4d8ac6b,WOFAN Aujara women processing center,Wet_Season,2024-07-08,JahP1CZ40,Jigawa,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,jah60
7cd6d76c-6f4f-4715-bacc-6eedcc92b8a5,WOFAN Aujara women processing center,Wet_Season,2024-07-08,JahAECW25,Jigawa,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,jah60
a4f57152-f6c0-4b51-8660-eb376a94a4a7,WOFAN Aujara women processing center,Wet_Season,2024-07-08,Jah55QO15,Jigawa,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,2,200,150,0,0,0,0,0,0,0,jah60
4c6bfa2a-a032-4d4f-ba2f-caf8466122d6,WOFAN Aujara women processing center,Wet_Season,2024-07-08,JahELGL56,Jigawa,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,jah60
ccb6c581-8d6b-4886-8379-6ea75197735f,WOFAN Aujara women processing center,Wet_Season,2024-07-08,JahG8JG39,Jigawa,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,jah60
6fc53631-8e12-4144-9f33-094ea53b474f,WOFAN Aujara women processing center,Wet_Season,2024-07-07,JahLWWA25,Jigawa,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,jah60
8aa75d66-9561-424b-ba2d-01bcd3aecf06,WOFAN Aujara women processing center,Wet_Season,2024-07-08,JahRBTN03,Jigawa,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,jah60
d4ab1337-d636-4787-9eaf-94c69ccda1ac,WOFAN Aujara women processing center,Wet_Season,2024-07-08,JahGCOR06,Jigawa,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,jah60
2a324abb-1b29-4e85-ab72-64e389f8e6b0,WOFAN Aujara women processing center,Wet_Season,2024-07-07,JahLZMK25,Jigawa,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,jah60
04e5e995-06d5-4ddd-a8a6-a3e88e3e6641,WOFAN Aujara women processing center,Wet_Season,2024-07-08,JahCXB137,Jigawa,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,jah60
35b3c5af-6bd6-4e11-a26c-0e9d23a4bdfe,WOFAN Aujara women processing center,Wet_Season,2024-07-07,Jah4CB633,Jigawa,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,jah60
f6b9c529-5046-4b2d-a9c6-83065b49bc56,WOFAN Aujara women processing center,Wet_Season,2024-07-08,JahFHIV18,Jigawa,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,jah60
71338385-0457-4e9f-818d-8957da0764b9,WOFAN Aujara women processing center,Wet_Season,2024-07-07,JahCEZC48,Jigawa,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,jah60
300e00f4-4307-44eb-8a70-6caa0c637d89,WOFAN Aujara women processing center,Wet_Season,2024-07-08,Jah2D5Y26,Jigawa,WOFAN,200,100,---,---,---,---,---,---,50,,,,4,2,2,0,0,2,1000,2,0,0,0,10,200,100,0,0,0,0,0,0,0,jah60
e1f64e66-9b21-4fff-a032-7a104adc99a9,WOFAN Aujara women processing center,Wet_Season,2024-07-07,JahKNLV08,Jigawa,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,jah60
b9404af6-0937-4f83-b080-058237985320,WOFAN Aujara women processing center,Wet_Season,2024-07-07,JahUNB934,Jigawa,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,jah60
df79d0c9-bcf7-4ab5-a458-af0791a60acc,WOFAN Aujara women processing center,Wet_Season,2024-07-07,JahCIM611,Jigawa,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,jah60
c6374164-ae57-4dd4-a419-7df75d6d86b9,WOFAN Aujara women processing center,Wet_Season,2024-07-07,JahI1VK43,Jigawa,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,jah60
1f1261ef-1efb-46b2-b3ae-04fffdaa62e4,WOFAN Aujara women processing center,Wet_Season,2024-07-08,Jah2QVX49,Jigawa,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,2,200,150,0,0,0,0,0,0,0,jah60
6caecc5c-4127-4b1f-809a-ce66737d6a02,WOFAN Aujara women processing center,Wet_Season,2024-07-07,JahNTS457,Jigawa,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,jah60
d63ff9f7-e636-4703-941b-5d6c19d614b2,WOFAN Aujara women processing center,Wet_Season,2024-07-08,Jah56B539,Jigawa,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,jah60
1e583dff-e24b-486d-879d-3dac5eedc85d,WOFAN Ikara women center,Wet_Season,2024-07-09,IkaO5UZ37,Kaduna,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,ika36
3a49acea-9ce5-4d85-bf26-0d1c1b60a745,WOFAN Ikara women center,Wet_Season,2024-07-09,IkaO6BR56,Kaduna,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,ika36
0e19016e-1d30-4e4a-bb3f-21c3bc8eb8f5,WOFAN Ikara women center,Wet_Season,2024-07-09,Ika846U02,Kaduna,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,ika36
7152d168-dfb9-43a2-a4de-9b46e5f86a49,WOFAN Dorawar sallau women center,Wet_Season,2024-07-02,RanB46Z34,Kano,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,ran12
52dffd84-f8c7-461a-a10f-1bb3404a13fc,WOFAN Dorawar sallau women center,Wet_Season,2024-07-02,Ran6NOH25,Kano,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,ran12
dfcf51ed-298b-4132-9929-8d6adab933ef,WOFAN Dorawar sallau women center,Wet_Season,2024-07-02,Gar2S7121,Kano,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,gmm54
f5dd7541-3646-4302-b028-249f99332d4a,WOFAN Dorawar sallau women center,Wet_Season,2024-07-02,GarV22S29,Kano,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,gmm54
a0396e80-dc9d-458e-b0f1-9018a83b3f1a,WOFAN Dorawar sallau women center,Wet_Season,2024-07-02,KurSD7D45,Kano,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,gmm54
3f1be66e-a978-41c4-ba3e-5620aef905a5,WOFAN Dorawar sallau women center,Wet_Season,2024-07-02,Gar3XID10,Kano,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,kur07
62333a8b-ae81-4ba7-8b42-ad4637a7ec54,WOFAN Dorawar sallau women center,Wet_Season,2024-07-04,KurZU5J41,Kano,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,kur07
cae8022b-c58d-4e4c-ac16-10da08dc4847,WOFAN Dorawar sallau women center,Wet_Season,2024-07-04,GarNH0501,Kano,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,kur07
5eb0cbc8-58e4-4b3d-860c-03eea28708b0,WOFAN Dorawar sallau women processing center,Wet_Season,2024-07-04,Kur0CVY16,Kano,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,kur12
92258586-7f63-4c54-8520-c99fa34a4258,WOFAN Dorawar sallau women processing center,Wet_Season,2024-07-04,KurFCO249,Kano,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,kur12
2ec03341-9846-4bc4-8c45-947e2c2ef77a,WOFAN Dorawar sallau women processing center,Wet_Season,2024-07-04,KurRRX842,Kano,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,kur12
0bce4267-9500-491a-8c37-69382576e1e1,WOFAN Dorawar sallau women processing center,Wet_Season,2024-07-04,RanJ3FP27,Kano,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,ran12
e29dd232-c4a6-43ed-82f5-262f2b84c0d1,WOFAN Dorawar sallau women processing center,Wet_Season,2024-07-03,KurQJJ621,Kano,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,kur06
f87db22a-6c72-4755-b490-c154a89d19ca,WOFAN Dorawar sallau women processing center,Wet_Season,2024-07-03,KurSP3726,Kano,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,kur06
db0cedd0-7fd1-489b-9748-f0b63eded848,WOFAN Dorawar sallau women processing center,Wet_Season,2024-07-03,KurWE1K38,Kano,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,kur06
e703e889-1a4a-42c2-8315-7c195d9aedcf,WOFAN ikraea women processing center,Wet_Season,2024-07-03,IkaEWDJ04,Kaduna,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,ika15
7a41f1e7-14ae-4f4e-bb08-b46368f0aa6a,WOFAN Dorawar sallau women processing center,Wet_Season,2024-07-03,KurOYU839,Kano,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,kur01
859dc369-0821-4c72-9721-7dd372ad3572,WOFAN Dorawar sallau women processing center,Wet_Season,2024-07-03,KurEUFZ59,Kano,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,kur01
662bda17-284e-43e4-97bb-06b96460a31e,WOFAN Dorawar sallau women processing center,Wet_Season,2024-07-04,GarH3JD10,Kano,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,kur01
b28bfa25-cc02-41e5-8c73-94d99621ce51,WOFAN Dorawar sallau women processing center,Wet_Season,2024-07-04,Kur4GFU29,Kano,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,kur02
d5f0ab12-fdb2-4850-ae48-4295c83c73ee,WOFAN Dorawar sallau women processing center,Wet_Season,2024-07-04,GarA0FH19,Kano,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,kur02
606cd1bc-d944-4415-8d2c-609c2001e3aa,WOFAN Ikara women processing center,Wet_Season,2024-07-04,Ika4LW717,Kaduna,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,ika25
83553ca1-8cd2-4fc6-ad1d-b93dbe70d435,WOFAN ikara women processing center,Wet_Season,2024-07-04,Ika7XXR45,Kaduna,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,ika25
7c84b25a-5c02-423d-bf1f-11cf9f72f8e8,WOFAN ikara women processing center,Wet_Season,2024-07-04,Ika1B3J52,Kaduna,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,2,200,150,0,0,0,0,0,0,0,ika25
502bbca6-25cb-4396-8ce4-1c08ea30dca0,WOFAN ikara women processing center,Wet_Season,2024-07-04,IkaK9HD02,Kaduna,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,ika25
eb65a387-6b35-42b0-aaa1-cd46eab9d62e,WOFAN Ikara women processing center,Wet_Season,2024-07-04,IkaHSZB33,Kaduna,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,ika28
e43019ab-cb3a-44de-afbe-76907cb209f5,WOFAN ikara women processing center,Wet_Season,2024-07-04,IkaJTIW25,Kaduna,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,ika28
4f38cb40-1d56-43ba-a267-59dc1f642401,WOFAN ikara women processing center,Wet_Season,2024-07-04,IkaU2V949,Kaduna,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,ika28
38061033-2a87-4e1e-b698-ca42817d899b,WOFAN Ikara women processing center,Wet_Season,2024-07-09,IkaXEHQ13,Kaduna,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,0,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,ika17
120e0f8f-a377-4433-82af-5168d900d00d,WOFAN Ikara women processing center,Wet_Season,2024-07-09,IkaZJ5M18,Kaduna,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,ika18
e0ea57e9-eb2b-466b-a5a9-97697af6cbf3,WOFAN Ikara women processing center,Wet_Season,2024-07-04,Ika450J55,Kaduna,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,ika23
1788dc0f-4099-4305-ba9d-3cb9a1bec6cc,WOFAN Ikara women processing center,Wet_Season,2024-07-09,IkaREEW34,Kaduna,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,ika22
c0a3e90c-ed50-409d-9b41-67e55f53c464,WOFAN ikara women processing center,Wet_Season,2024-07-09,IkaG9MU44,Kaduna,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,ika11
667f5a27-8424-463f-81ef-dd2f8efba57c,WOFAN Ikara women processing center,Wet_Season,2024-07-08,Ika28J354,Kaduna,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,ika11
ed024dc8-1a91-4023-ab2d-c09514ee918e,WOFAN Ikara women processing center,Wet_Season,2024-07-09,IkaJBTF37,Kaduna,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,ika12
a69692f9-f29f-4890-ba67-0775b53e7069,WOFAN Ikara women processing center,Wet_Season,2024-07-09,IkaHVSD26,Kaduna,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,ika14
d3d43d13-fd5d-41c2-bd03-0a37ccfffb3c,WOFAN Ikara women processing center,Wet_Season,2024-07-09,IkaSVAU46,Kaduna,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,ika14
9aeac9c2-3e45-4690-ab66-7e7445ff2133,WOFAN Ikara women processing center,Wet_Season,2024-07-09,IkaI7E105,Kaduna,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,ika20
694e6145-331c-4439-83c9-270666da9913,WOFAN Ikara women processing center,Wet_Season,2024-07-09,Ika7I5X25,Kaduna,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,ika26
385d8bff-d97d-4944-a2a6-6d5c80d7d891,WOFAN Ikara women processing center,Wet_Season,2024-07-09,IkaYFJL04,Kaduna,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,1000,2,0,0,0,10,200,150,0,0,0,0,0,0,0,ika26
fac6aeba-1794-4776-99b2-a308dad4605c,wofan center,Wet_Season,2024-07-04,AkkV0BI47,Gombe,WOFAN,200,100,---,---,---,---,---,---,50,,,,4,2,2,0,0,0,0,0,0,0,0,0,200,100,0,0,0,0,0,0,0,akk01
bb3ef2da-901f-44ce-bc2a-613a242764dd,wofan center,Wet_Season,2024-06-27,Akk733313,Gombe,WOFAN,200,100,---,---,---,---,---,---,50,,,,4,2,2,0,0,2,0,2,0,0,0,0,200,100,0,0,0,0,0,0,0,akk01
dfe58d2b-5a69-4365-b5bc-f16bee706895,wofan center,Wet_Season,2024-06-27,AkkNVQV37,Gombe,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,0,2,0,0,0,0,200,150,0,0,0,0,0,0,0,akk01
21958095-9be5-4787-83d7-e5830bfb8e22,wofan center,Wet_Season,2024-07-05,BilUK7429,Gombe,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,0,0,0,0,0,2,2,0,0,0,200,150,0,0,0,0,0,0,0,bill02
7ba77506-8956-4497-83df-b7ac57941241,wofan center,Wet_Season,2024-07-06,Bil97GO48,Gombe,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,2000,2,0,0,0,2,200,150,0,0,0,0,0,0,0,bill02
c98228af-f5bf-4807-ba89-d259ce00a72e,Wofan center,Wet_Season,2024-07-05,BilDPZG44,Gombe,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,2000,2,0,0,0,2,200,150,0,0,0,0,0,0,0,bill02
8e2eff79-8328-4c62-91b1-b7ce8ba4d4a0,wofan center,Wet_Season,2024-07-03,Bil49IY53,Gombe,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,2000,2,0,0,0,20,200,150,0,0,0,0,0,0,0,bill02
013785e9-2bc0-49a0-b688-47032e678b3b,Wofan Center,Dry_Season,2024-07-02,TauI3IH39,Jigawa,WOFAN,200,100,---,---,---,---,---,---,50,,,,4,2,0,0,0,2,2000,2,0,0,0,2,200,100,0,0,0,0,0,0,0,tau23
1a5f45ea-7dd1-4e69-a79d-d99fe87bb764,wofan center,Dry_Season,2024-06-27,GarA6QB14,Kano,WOFAN,200,150,---,---,---,---,---,---,50,,,,4,3,2,0,0,2,2000,2,0,0,0,20,200,150,0,0,0,0,0,0,0,bun02
2bf97624-47ae-41e5-bae0-9062aaba7324,good,Wet_Season,2024-07-02,GarGH6S11,Kano,WOFAN,200,100,---,---,---,---,---,---,50,,,,4,2,2,0,0,2,2000,2,0,0,0,20,200,100,0,0,0,0,0,0,0,bun02
