formid,Training_or_Title,EW_ID,received_on
cc5fcd67-7f22-4546-bc38-c79444da29ab,"Group_formation,_and_dynamics_for_financial_inclusion",Deb310,18/05/2025 17:05
71abc567-b407-45d3-ad79-34953b52876a,Comm._Partner_Registration,Deb311,18/05/2025 17:05
335edd1e-b4e2-4c34-902b-30ad26df86fa,GAP_&_crop_management,Deb311,18/05/2025 17:05
d45aed4c-7b21-471d-a8af-4ea5a2c4209d,ICT_solutions_for_agriculture,Deb311,18/05/2025 17:05
44b690cb-e6fc-45be-8b7a-ad375596d54a,"Group_formation,_and_dynamics_for_financial_inclusion",Deb311,18/05/2025 17:05
2f7bd2c2-50cf-47b0-8755-321904f46882,Comm._Partner_Registration,Tau300,18/05/2025 20:14
14e56040-6470-47b7-a854-73b96211dc7b,GAP_&_crop_management,Tau300,18/05/2025 20:14
9dff82d2-1c3f-4dbd-ac3e-ee4b4be0eda0,ICT_solutions_for_agriculture,Tau300,18/05/2025 20:14
328dfe52-3d4b-4ce6-b2d2-350874bd3bdf,"Group_formation,_and_dynamics_for_financial_inclusion",Tau300,18/05/2025 20:14
9a8152e9-aab5-43dd-900f-5fdabfcb117a,Comm._Partner_Registration,Tau301,18/05/2025 20:14
3616db6a-9685-4679-84a1-a7b5774e99d7,GAP_&_crop_management,Tau301,18/05/2025 20:15
66214a6c-d60b-45e1-aac8-9e7321e1ccf4,ICT_solutions_for_agriculture,Tau301,18/05/2025 20:15
fba5933d-a46a-4874-b75b-479915ba6622,"Group_formation,_and_dynamics_for_financial_inclusion",Tau301,18/05/2025 20:15
adf961ba-14f8-461e-a9b6-124d779b4bbc,Comm._Partner_Registration,Alk300,18/05/2025 20:15
8de4d60a-8a7a-45a9-a471-2a93652eb2e2,GAP_&_crop_management,Alk300,18/05/2025 20:15
47a122cf-46ad-44f9-95f6-ff7af4884e88,ICT_solutions_for_agriculture,Alk300,18/05/2025 20:15
a5c28c51-d55e-4470-8f19-404f4e746d7a,"Group_formation,_and_dynamics_for_financial_inclusion",Alk300,18/05/2025 20:15
28a34dc9-dcdb-40c9-b120-70809f28f16b,Comm._Partner_Registration,Alk301,18/05/2025 20:15
134391d4-b5e3-4fc5-88eb-f6a4760aa6e4,GAP_&_crop_management,Alk301,18/05/2025 20:15
70c9855a-6f48-414c-a4e1-11ae1b825011,ICT_solutions_for_agriculture,Alk301,18/05/2025 20:15
466dd8b1-8638-4b9c-b362-1a9567015bf2,"Group_formation,_and_dynamics_for_financial_inclusion",Alk301,18/05/2025 20:15
b9687561-ebee-4f30-93a5-e7e6e94bdeda,Comm._Partner_Registration,Bau305,18/05/2025 20:15
9716c2bd-9de1-4f8f-b361-910abdd8ca97,GAP_&_crop_management,Bau305,18/05/2025 20:15
f1984abb-ea2c-4bd8-b159-f836081e357b,ICT_solutions_for_agriculture,Bau305,18/05/2025 20:15
161db3ec-b2d4-408b-8195-b5beda9079b3,"Group_formation,_and_dynamics_for_financial_inclusion",Bau305,18/05/2025 20:15
6f331cb9-9bda-4e77-82f5-623153822ccb,Comm._Partner_Registration,Bau306,18/05/2025 20:15
8a84834a-d928-4509-8935-1d60487c3884,GAP_&_crop_management,Bau306,18/05/2025 20:15
4e45829f-9809-4ac1-8a84-55bd310bccf5,ICT_solutions_for_agriculture,Bau306,18/05/2025 20:15
c149155e-0e00-4328-91a4-bbb287f22f1c,"Group_formation,_and_dynamics_for_financial_inclusion",Bau306,18/05/2025 20:15
1eaec284-ba7f-43bc-962e-33f9362471d8,Comm._Partner_Registration,Das311,18/05/2025 20:15
7c2b98f0-75a9-4e2d-8c77-e90c133fc146,GAP_&_crop_management,Das311,18/05/2025 20:15
5a55153c-d1bf-4d40-bbab-bce7cfaec9ae,ICT_solutions_for_agriculture,Das311,18/05/2025 20:15
5f1450ed-ffa9-4391-81db-1af7c7c86639,"Group_formation,_and_dynamics_for_financial_inclusion",Das311,18/05/2025 20:15
0bd6ade8-a951-4f4c-ad32-d416436f378d,Comm._Partner_Registration,Alk305,18/05/2025 20:15
2e856126-9065-4462-8e1a-a03a6bea8b25,GAP_&_crop_management,Alk305,18/05/2025 20:15
e78abd89-c3d5-42fb-b5b6-0d6a678125fc,ICT_solutions_for_agriculture,Alk305,18/05/2025 20:15
bb41f906-58c6-4658-9207-7c2525159f10,"Group_formation,_and_dynamics_for_financial_inclusion",Alk305,18/05/2025 20:15
ffbfc8bd-3deb-4c14-8a11-fbe5e31ba8e3,Comm._Partner_Registration,Alk306,18/05/2025 20:15
cce28450-be54-40c6-84e2-03fe6ad04bed,GAP_&_crop_management,Alk306,18/05/2025 20:15
c5d31204-0a72-44fa-88a8-dad322306d1b,ICT_solutions_for_agriculture,Alk306,18/05/2025 20:15
09a70f67-fb46-419e-bd68-dab5b23bf9a2,"Group_formation,_and_dynamics_for_financial_inclusion",Alk306,18/05/2025 20:15
5b53958a-f868-4da2-b25c-3d2f14758a77,Comm._Partner_Registration,Alk307,18/05/2025 20:15
4fd17968-9df9-43f6-88a0-99d20c57bb3d,GAP_&_crop_management,Alk307,18/05/2025 20:15
01f76f92-012c-46a8-a035-206011577870,ICT_solutions_for_agriculture,Alk307,18/05/2025 20:15
dd849a36-c324-4410-a75f-e5f9ab0726da,"Group_formation,_and_dynamics_for_financial_inclusion",Alk307,18/05/2025 20:15
66c4cc7a-85a4-4b97-bdb1-8090581a702a,Comm._Partner_Registration,Alk308,18/05/2025 20:15
a99eaba3-07c2-4488-abb6-8c82dc43de09,GAP_&_crop_management,Alk308,18/05/2025 20:15
6e237605-0342-45e6-8840-d2746ee250d3,ICT_solutions_for_agriculture,Alk308,18/05/2025 20:15
ec3481f1-d307-450d-8f42-718ad563751a,"Group_formation,_and_dynamics_for_financial_inclusion",Alk308,18/05/2025 20:15
08664bc8-1144-45b9-b1a9-91bdd655fe1a,Comm._Partner_Registration,Alk309,18/05/2025 20:15
96c8fdd6-53cc-4e89-9644-02e1dfa43f43,GAP_&_crop_management,Alk309,18/05/2025 20:15
63c2db26-2a67-46ba-af03-f22a20298fad,ICT_solutions_for_agriculture,Alk309,18/05/2025 20:15
4d8d6767-e4b0-41a3-b6fb-4d0044018668,"Group_formation,_and_dynamics_for_financial_inclusion",Alk309,18/05/2025 20:15
3205bcdc-d412-4521-a800-c107c52e89c3,Comm._Partner_Registration,Alk310,18/05/2025 20:15
a9d2236b-2c25-41fc-be6d-7350e5191b21,GAP_&_crop_management,Alk310,18/05/2025 20:15
93eb53c1-aa3b-48a3-83d4-fbff129a3d90,ICT_solutions_for_agriculture,Alk310,18/05/2025 20:15
dee11c39-264d-41bc-b6fc-05b75aff6246,"Group_formation,_and_dynamics_for_financial_inclusion",Alk310,18/05/2025 20:15
38fd9af3-bd96-45fc-b527-86e7d5db2920,Comm._Partner_Registration,Alk311,18/05/2025 20:15
31b61dbe-d4e6-4053-a5c0-834733b3bcf8,GAP_&_crop_management,Alk311,18/05/2025 20:15
6593f227-a999-493a-a93e-96975d6edbeb,ICT_solutions_for_agriculture,Alk311,18/05/2025 20:15
b264a9d1-18a1-48c2-903d-212a524515ad,"Group_formation,_and_dynamics_for_financial_inclusion",Alk311,18/05/2025 20:15
9b20d045-738b-4735-aca6-90daa64209f5,Comm._Partner_Registration,Alk312,18/05/2025 20:15
d07c8475-99f8-4b3c-86b7-4a51d97e0cb9,GAP_&_crop_management,Alk312,18/05/2025 20:15
b70e134a-864e-4553-ae0c-c8d73e083675,ICT_solutions_for_agriculture,Alk312,18/05/2025 20:15
d8bd6442-e969-48d7-995d-96b09c797e82,"Group_formation,_and_dynamics_for_financial_inclusion",Alk312,18/05/2025 20:15
cb60fd3e-e1e3-4c43-a14b-f48c81cff259,Comm._Partner_Registration,Gan300,18/05/2025 20:15
5d146b9c-849c-4517-81ef-91e999d968bd,GAP_&_crop_management,Gan301,18/05/2025 20:15
b2a7067e-a965-4b23-ae74-2679d4d09f17,ICT_solutions_for_agriculture,Gan301,18/05/2025 20:15
89385c7e-1977-4953-9f41-9c9a15ff4695,"Group_formation,_and_dynamics_for_financial_inclusion",Gan301,18/05/2025 20:15
ba14e2e3-4503-4d52-ac63-96844e6497d0,Comm._Partner_Registration,Gan302,18/05/2025 20:15
ca7cd507-2d17-48ba-8fac-691a0e0fe5a3,GAP_&_crop_management,Gan302,18/05/2025 20:15
3bee8107-2805-4819-9914-77a95a97defa,ICT_solutions_for_agriculture,Gan302,18/05/2025 20:15
f4306b98-06fc-46d5-98dd-6a1f57a4805d,"Group_formation,_and_dynamics_for_financial_inclusion",Gan302,18/05/2025 20:15
8495967a-74ee-4667-a02b-09bceae1baf5,Comm._Partner_Registration,Nin300,18/05/2025 20:15
cb2b1dfe-6316-4323-9dfb-52d842df48cf,GAP_&_crop_management,Nin300,18/05/2025 20:15
48845785-4580-41a4-b5f9-de6741b9f91e,ICT_solutions_for_agriculture,Nin300,18/05/2025 20:15
9e31cbc7-27db-425e-a09b-3c57175826cf,"Group_formation,_and_dynamics_for_financial_inclusion",Nin300,18/05/2025 20:15
39e9f158-e6ca-457a-8cad-615b1afd76bf,Comm._Partner_Registration,Nin301,18/05/2025 20:15
5a18ae61-4857-462c-be19-c65fe537c37e,GAP_&_crop_management,Nin301,18/05/2025 20:16
a50aa0cd-8150-4285-93af-a01979405955,ICT_solutions_for_agriculture,Nin301,18/05/2025 20:16
97f7ddfd-499b-4fac-8996-e28316556051,"Group_formation,_and_dynamics_for_financial_inclusion",Nin301,18/05/2025 20:16
c8623b48-450b-489f-a980-97e73d979989,Comm._Partner_Registration,Nin302,18/05/2025 20:16
dfd344d4-2f8c-47c0-ac28-28a4fef5a172,GAP_&_crop_management,Nin302,18/05/2025 20:16
f572a0de-d24a-4382-9748-6512bd49571b,ICT_solutions_for_agriculture,Nin302,18/05/2025 20:16
98178691-7b9d-41fd-bdbe-86cdd144e1d6,"Group_formation,_and_dynamics_for_financial_inclusion",Nin302,18/05/2025 20:16
f596ec57-679f-45f2-8f5e-d05f01e41231,Comm._Partner_Registration,Taf300,18/05/2025 20:16
db4a914f-f818-45c3-91e0-2dcad199791d,GAP_&_crop_management,Taf300,18/05/2025 20:16
7936941a-525b-4ee0-af86-2b69baff2d99,ICT_solutions_for_agriculture,Taf300,18/05/2025 20:16
8eeee43a-de3b-469d-85b8-ded2f2957a90,"Group_formation,_and_dynamics_for_financial_inclusion",Taf300,18/05/2025 20:16
6514f61e-34fa-41bc-b75e-387a39f97488,Comm._Partner_Registration,Taf301,18/05/2025 20:16
4365ea06-8c80-4f59-ad49-2bf236f1baa9,GAP_&_crop_management,Taf301,18/05/2025 20:16
92c00010-4a8e-4cf8-aba4-ab262ef8b143,ICT_solutions_for_agriculture,Taf301,18/05/2025 20:16
0bb279e6-955b-4417-acc1-a5b51a485d42,"Group_formation,_and_dynamics_for_financial_inclusion",Taf301,18/05/2025 20:16
aea4b9fd-2a08-45a9-8f14-fe0c56160750,Comm._Partner_Registration,Taf302,18/05/2025 20:16
8ce687de-2630-41e5-b01f-998f84942b84,GAP_&_crop_management,Taf302,18/05/2025 20:16
3089cc13-5511-424f-9a96-0c32407bfd42,ICT_solutions_for_agriculture,Taf302,18/05/2025 20:16
00931aa2-b420-4346-a95a-1cf3d817647c,"Group_formation,_and_dynamics_for_financial_inclusion",Taf302,18/05/2025 20:16
059246f7-0da2-4be2-9796-16a26cbfae19,Comm._Partner_Registration,Taf303,18/05/2025 20:16
84241d44-34fb-4051-9d16-3c2269a03b55,GAP_&_crop_management,Taf303,18/05/2025 20:16
78a4e5f7-0fe9-4b3c-8c55-b0e21f7b648a,ICT_solutions_for_agriculture,Taf303,18/05/2025 20:16
dadbba52-d613-4897-9818-bda0c2989b7c,"Group_formation,_and_dynamics_for_financial_inclusion",Taf303,18/05/2025 20:16
4dfe9231-0f67-43c9-987b-2e0836600aa1,Comm._Partner_Registration,Taf304,18/05/2025 20:16
9ddf5b08-81a7-4d3c-bebd-9152b7d3e754,GAP_&_crop_management,Taf304,18/05/2025 20:16
55883980-4404-4f21-ab58-a34734910552,ICT_solutions_for_agriculture,Taf304,18/05/2025 20:16
84f0b6c3-8222-47bb-a62c-5cfee07d289c,"Group_formation,_and_dynamics_for_financial_inclusion",Taf304,18/05/2025 20:16
39c29a09-d451-4835-a2c9-94efb1938b04,Comm._Partner_Registration,Taf305,18/05/2025 20:16
31f0fc33-87a3-455d-bd38-569043b2d47c,GAP_&_crop_management,Taf305,18/05/2025 20:16
3634c7cb-9ba2-44da-80b4-90cdda95a13e,ICT_solutions_for_agriculture,Taf305,18/05/2025 20:16
221207f9-2194-43e7-a944-29e86a9fd219,"Group_formation,_and_dynamics_for_financial_inclusion",Taf305,18/05/2025 20:17
12d2f215-6dec-4002-a323-dcc1903497d3,Comm._Partner_Registration,Taf306,18/05/2025 20:17
3d4045ca-c05c-47f1-adcc-13aaef7ead78,GAP_&_crop_management,Taf306,18/05/2025 20:17
9e136673-a817-46f6-bfe4-3b15120485be,ICT_solutions_for_agriculture,Taf306,18/05/2025 20:18
cfc2dc6f-2351-4f93-9bfc-e59fe8633e9b,"Group_formation,_and_dynamics_for_financial_inclusion",Taf306,18/05/2025 20:18
70738547-20e2-467c-863c-397f08ee2249,Comm._Partner_Registration,Taf307,18/05/2025 20:19
a03c40d8-071d-4afa-a3ac-ae5ebc8a09d0,GAP_&_crop_management,Taf307,18/05/2025 20:19
e8381f61-053c-4f31-90b7-f466c68cd03a,ICT_solutions_for_agriculture,Taf307,18/05/2025 20:19
4493247c-6850-400e-b72e-feeecac467a6,"Group_formation,_and_dynamics_for_financial_inclusion",Taf307,18/05/2025 20:19
515f627e-c481-4f92-b141-b1160e46f344,Comm._Partner_Registration,Tor300,18/05/2025 20:20
ecda1822-9a2c-48c6-a417-f6218bb0e66d,GAP_&_crop_management,Tor300,18/05/2025 20:20
a0180940-6640-4bd2-b46e-b6d94e643b7a,ICT_solutions_for_agriculture,Tor300,18/05/2025 20:20
2f9555fe-591d-4f52-b426-f5b4d4f4a79f,"Group_formation,_and_dynamics_for_financial_inclusion",Tor300,18/05/2025 20:21
38210af3-4f85-4e92-8aa6-e7fa19da75f9,Comm._Partner_Registration,Tor301,18/05/2025 20:21
c4917d44-1353-4ca0-aab8-8cb0d56458dd,GAP_&_crop_management,Tor301,18/05/2025 20:21
70b56b2c-ded2-4603-b5bf-ec809050e9da,ICT_solutions_for_agriculture,Tor301,18/05/2025 20:21
3d780292-737c-42e2-9429-db7116628c0c,"Group_formation,_and_dynamics_for_financial_inclusion",Tor301,18/05/2025 20:22
d96dce59-51c5-436d-94b8-d7d49254c90c,Comm._Partner_Registration,Tor302,18/05/2025 20:22
bc73acc1-eb2a-44a0-9c77-e1bd95e01cc4,GAP_&_crop_management,Tor302,18/05/2025 20:23
30a6112b-6ca3-48d1-934c-301b7780fba9,ICT_solutions_for_agriculture,Tor302,18/05/2025 20:23
93a48a99-8b6b-4bde-bc4d-25f2fb2ec16a,"Group_formation,_and_dynamics_for_financial_inclusion",Tor302,18/05/2025 20:24
ec58357a-d29a-4d7c-999a-96b57ceaad49,Comm._Partner_Registration,Tor303,18/05/2025 20:25
d196234f-710a-4d59-8c74-491c21028a76,GAP_&_crop_management,Tor303,18/05/2025 20:25
f86f00f4-b0c5-41d7-a88d-fc162598d525,ICT_solutions_for_agriculture,Tor303,18/05/2025 20:25
0813c9ab-f59f-4d0c-bac2-a252f2550c99,"Group_formation,_and_dynamics_for_financial_inclusion",Tor303,18/05/2025 20:26
a6f93245-2215-46b0-bfa2-7f09148cdfb8,Comm._Partner_Registration,War300,18/05/2025 20:26
cf3c117b-6077-41bf-8524-29a5dd0c47d7,GAP_&_crop_management,War300,18/05/2025 20:26
ff384285-280f-4a5d-a5ca-ecfce668e006,ICT_solutions_for_agriculture,War300,18/05/2025 20:27
82a9b8d7-5ada-4cb3-a678-640ff608cb4b,"Group_formation,_and_dynamics_for_financial_inclusion",War300,18/05/2025 20:27
6b90e159-116b-4cfb-a8a5-c3972a8eb894,Comm._Partner_Registration,Jah300,19/05/2025 19:22
dd8bace1-75bb-415c-b813-08738c890760,"Group_formation,_and_dynamics_for_financial_inclusion",Jah300,19/05/2025 19:23
c4edcf0c-b9ec-4e3c-b2e5-42acbb4a4bd7,ICT_solutions_for_agriculture,Jah300,19/05/2025 19:23
d7c074ca-ec61-4ffa-a0e5-f1b7e3d63e5b,GAP_&_crop_management,Jah300,19/05/2025 19:24
2d5a11d8-f630-4da5-86de-7cc5e380220e,Comm._Partner_Registration,Jah301,19/05/2025 19:24
e4d20389-215c-433d-9ce6-c58778c3aa21,"Group_formation,_and_dynamics_for_financial_inclusion",Jah301,19/05/2025 20:59
444d3f27-cf9b-47af-83b2-9cdf9f6d3f24,ICT_solutions_for_agriculture,Jah301,19/05/2025 20:59
e87e809e-964b-457e-b037-e7b98f4b91f9,GAP_&_crop_management,Jah301,19/05/2025 20:59
a2e2f4a7-f1c1-40ac-bcff-039737cafb42,Comm._Partner_Registration,Jah302,19/05/2025 20:59
53ecd812-147d-4daf-92ba-1ffd5e0446b4,"Group_formation,_and_dynamics_for_financial_inclusion",Jah302,19/05/2025 20:59
1e869f66-4e95-49c9-9568-79472f137156,ICT_solutions_for_agriculture,Jah302,19/05/2025 20:59
fde1cb5e-6a18-4f7a-ac9d-863bc3b4275a,GAP_&_crop_management,Jah302,19/05/2025 20:59
ffcfc07e-7d40-404c-8bae-38ef733307ae,Comm._Partner_Registration,Jah303,19/05/2025 20:59
659e4b9f-7228-488b-8352-8f2188bdfa8a,"Group_formation,_and_dynamics_for_financial_inclusion",Jah303,19/05/2025 20:59
42e6d7cc-c8ab-42a7-9bd9-dd43bc68d948,ICT_solutions_for_agriculture,Jah303,19/05/2025 20:59
2629c849-44bb-4a4a-b2e3-745fce657ef4,GAP_&_crop_management,Jah303,19/05/2025 20:59
584b5500-53c5-4e47-b5ae-f158dd55a46c,Comm._Partner_Registration,Jah304,19/05/2025 20:59
383b6bf9-09c3-4759-8507-1ca215207b18,"Group_formation,_and_dynamics_for_financial_inclusion",Jah304,19/05/2025 20:59
119299b4-e5e0-426a-90e3-500d593418aa,ICT_solutions_for_agriculture,Jah304,19/05/2025 20:59
df1fcfd9-4de7-4e22-8260-e7417c0e8f04,GAP_&_crop_management,Jah304,19/05/2025 20:59
e9c822f4-0d8a-45be-acd6-fb42a6dc10c6,Comm._Partner_Registration,Jah305,19/05/2025 20:59
e5f2c6be-1603-4176-b915-418407a6891a,"Group_formation,_and_dynamics_for_financial_inclusion",Jah305,19/05/2025 20:59
def0dd24-bffa-4313-83c7-7a47884ee6cd,ICT_solutions_for_agriculture,Jah305,19/05/2025 20:59
1c015c51-d639-4bdc-8e31-0f114240a42f,GAP_&_crop_management,Jah305,19/05/2025 20:59
b0ff1d39-8841-4408-a912-7d9ed6cb653f,Comm._Partner_Registration,Jah306,19/05/2025 20:59
51baba13-01ef-4a10-b6e1-c175d1eb24a0,"Group_formation,_and_dynamics_for_financial_inclusion",Jah306,19/05/2025 20:59
2f8c0274-c53b-4ff8-90be-8582314a90bc,ICT_solutions_for_agriculture,Jah306,19/05/2025 20:59
957c4622-80ff-4cb8-ba7e-f41bbfff418a,GAP_&_crop_management,Jah306,19/05/2025 20:59
f967eb7b-c5e7-46bc-82f3-e14a12e85cad,Comm._Partner_Registration,Jah307,19/05/2025 20:59
4a362873-1d77-432a-8f3b-61e3b1c5c06a,"Group_formation,_and_dynamics_for_financial_inclusion",Jah307,19/05/2025 20:59
df01ec9b-9acc-48ed-b2c1-6869dfb94176,ICT_solutions_for_agriculture,Jah307,19/05/2025 20:59
cb61f8df-f184-42ec-828b-5d437a20624b,GAP_&_crop_management,Jah307,19/05/2025 21:00
06a548c7-61b8-485c-a3c6-c902abda97fb,Comm._Partner_Registration,Jah308,19/05/2025 21:00
d2e387a9-8d79-47b8-9492-6086a50cbb8f,"Group_formation,_and_dynamics_for_financial_inclusion",Jah308,19/05/2025 21:00
0737ce1f-1d4f-458e-ae28-8abbdd287945,ICT_solutions_for_agriculture,Jah308,19/05/2025 21:00
b1da5088-fb48-44dc-ad6f-f7714e15af4c,GAP_&_crop_management,Jah308,19/05/2025 21:00
1a1b2fed-83d4-453c-96f2-1bc2227204bd,Comm._Partner_Registration,Jah309,19/05/2025 21:00
e81d9138-c580-4308-bebf-ee8ba6af199c,"Group_formation,_and_dynamics_for_financial_inclusion",Jah309,19/05/2025 21:00
b9779101-b11b-4178-b781-a5c6bf684b1f,ICT_solutions_for_agriculture,Jah309,19/05/2025 21:00
4af645a5-1672-4959-9835-e87ee13a18aa,GAP_&_crop_management,Jah309,19/05/2025 21:00
f39f75e1-3a21-4deb-b037-267fd006c043,Comm._Partner_Registration,Jah310,19/05/2025 21:00
d996bcc8-09ce-4f78-9814-2c978ac4a00c,"Group_formation,_and_dynamics_for_financial_inclusion",Jah310,19/05/2025 21:00
0e18d9d6-c20a-45fd-8e89-e033649ac505,ICT_solutions_for_agriculture,Jah310,19/05/2025 21:00
b6858ea0-469b-49a2-97f8-b5ec882952a2,GAP_&_crop_management,Jah310,19/05/2025 21:00
4fbb0c4e-d6b9-40c6-9cb7-5cca072ba43a,Comm._Partner_Registration,Jah311,19/05/2025 21:00
89ccb5af-1b22-46b8-a5f2-2ca763b1a0bc,"Group_formation,_and_dynamics_for_financial_inclusion",Jah311,19/05/2025 21:00
b12795ea-086f-45aa-bb88-7a87f5f39c0d,ICT_solutions_for_agriculture,Jah311,19/05/2025 21:00
715e0d03-b0cd-44a0-ad9d-9440505dd8d8,GAP_&_crop_management,Jah311,19/05/2025 21:00
69811bf7-913e-499b-b09b-5eb5871eff70,Comm._Partner_Registration,Jah312,19/05/2025 21:00
2c5c0f49-53ea-4fb1-bc87-758b1f6a0bca,"Group_formation,_and_dynamics_for_financial_inclusion",Jah312,19/05/2025 21:00
bd22fb7f-48ac-46c9-98e7-dc200700dbc8,ICT_solutions_for_agriculture,Jah312,19/05/2025 21:00
714ab9d3-7516-451f-844f-1c48922cd432,GAP_&_crop_management,Jah312,19/05/2025 21:00
b28cfdad-c000-4414-a48a-324f4bfbe3c7,Comm._Partner_Registration,Jah313,19/05/2025 21:00
24322f9a-fcf8-4f94-ba42-c7b3d102b1fa,"Group_formation,_and_dynamics_for_financial_inclusion",Jah313,19/05/2025 21:00
bf55d305-7bc1-439c-bd1f-12bf5f3767d3,ICT_solutions_for_agriculture,Jah313,19/05/2025 21:00
4f5f7f5a-1048-4647-b106-beeeae7882f3,GAP_&_crop_management,Jah313,19/05/2025 21:00
b10daa11-ec53-4e4c-a60c-a8b42cd3bce2,Comm._Partner_Registration,Jah314,19/05/2025 21:00
0a6ea973-a868-4b44-8d0a-4a84a278c6de,"Group_formation,_and_dynamics_for_financial_inclusion",Jah314,19/05/2025 21:00
4ee643ad-16d7-4987-bb9c-f47d6f321b8f,ICT_solutions_for_agriculture,Jah314,19/05/2025 21:00
e240a732-cde1-4d16-bd7d-7e089b64aa8a,GAP_&_crop_management,Jah314,19/05/2025 21:00
5b5357bd-7c1d-4b63-8693-0279091afe0a,Comm._Partner_Registration,Jah315,19/05/2025 21:00
11759acc-5280-4cc7-b094-2e7d32e238f3,"Group_formation,_and_dynamics_for_financial_inclusion",Jah315,19/05/2025 21:00
2940b015-e078-4f2a-b615-3fd03d099f3d,ICT_solutions_for_agriculture,Jah315,19/05/2025 21:00
2b65e825-7a8c-45f5-b875-0f6ce59dbc37,GAP_&_crop_management,Jah315,19/05/2025 21:00
3a6bfe08-f364-4620-9f08-49ce2e841f77,Comm._Partner_Registration,Jah316,19/05/2025 21:00
4b506c64-a6c6-4561-beb1-09d6a3d69ccb,"Group_formation,_and_dynamics_for_financial_inclusion",Jah316,19/05/2025 21:00
ac62565e-d68b-45e3-9abf-32b527c4d84d,ICT_solutions_for_agriculture,Jah316,19/05/2025 21:00
e4a5a7d9-8466-4768-b145-adb775e77666,GAP_&_crop_management,Jah316,19/05/2025 21:00
a4699ed7-8493-44b6-98a0-b23c1319eb0e,Comm._Partner_Registration,Jah317,19/05/2025 21:00
50a7e02c-4c1f-4b3a-979d-2e251b4aa020,"Group_formation,_and_dynamics_for_financial_inclusion",Jah317,19/05/2025 21:00
9a9215a3-f16d-4977-acc2-6d188484c270,ICT_solutions_for_agriculture,Jah317,19/05/2025 21:00
5905986a-3ba5-47ba-81eb-a37e87c38fe0,GAP_&_crop_management,Jah317,19/05/2025 21:00
f05ff7e5-45e8-4bf1-84a3-2babddd999ae,Comm._Partner_Registration,Jah318,19/05/2025 21:00
3e704259-91e4-4bdc-9853-ec6a82f04412,"Group_formation,_and_dynamics_for_financial_inclusion",Jah318,19/05/2025 21:00
68e1cd94-6707-4f9b-ae1c-84ead8545363,ICT_solutions_for_agriculture,Jah318,19/05/2025 21:00
5a38d136-d907-422c-b8b1-e520baa32e90,GAP_&_crop_management,Jah318,19/05/2025 21:00
a7e6735b-9925-496d-a736-b81c6d36b513,Comm._Partner_Registration,Jah319,19/05/2025 21:00
79d3767c-83d6-4ff4-a733-bff573f087a6,"Group_formation,_and_dynamics_for_financial_inclusion",Jah319,19/05/2025 21:00
97636fcf-2d6e-4d35-a406-4831e8ebb8cc,ICT_solutions_for_agriculture,Jah319,19/05/2025 21:00
49505511-6f76-4eaa-a49a-16285700b7c8,GAP_&_crop_management,Jah319,19/05/2025 21:00
a3712c6f-867b-41ca-bc77-d49fd1c16972,Comm._Partner_Registration,Jah320,19/05/2025 21:00
095e9e08-0b84-4ef7-99d1-dfdff625307b,"Group_formation,_and_dynamics_for_financial_inclusion",Jah320,19/05/2025 21:00
9900c893-c0e5-45a1-8b56-b3de80e1667e,ICT_solutions_for_agriculture,Jah320,19/05/2025 21:00
b507aab4-bb12-4392-be14-e0825bcb1402,GAP_&_crop_management,Jah320,19/05/2025 21:00
1cb00387-7a14-4dc9-9353-1bf19ecfcc98,Comm._Partner_Registration,Jah321,19/05/2025 21:00
ea2471e6-6c8d-467a-a2b5-ca89b1ee9b43,"Group_formation,_and_dynamics_for_financial_inclusion",Jah321,19/05/2025 21:00
996e67d8-0103-4dd5-8a89-2ce95d58d630,ICT_solutions_for_agriculture,Jah321,19/05/2025 21:00
4fe3b288-ab9a-4661-a1a8-a5e1c785d1ef,GAP_&_crop_management,Jah321,19/05/2025 21:00
715d9cf1-9d78-484b-b75e-7fc972761046,Comm._Partner_Registration,Jah322,19/05/2025 21:01
d443df2f-1b50-4dd7-a4c5-5955cade1f2d,"Group_formation,_and_dynamics_for_financial_inclusion",Jah322,19/05/2025 21:01
f8c8fa4e-926a-4a23-bc90-70e3fcbccb43,ICT_solutions_for_agriculture,Jah322,19/05/2025 21:01
ecb93df7-e732-4050-8909-ce768536ff26,GAP_&_crop_management,Jah322,19/05/2025 21:01
98f62ffc-ed1f-4a82-8bc7-6ef947226fa9,Comm._Partner_Registration,Jah323,19/05/2025 21:01
c46766c6-e109-4f69-af06-a7880aa31427,"Group_formation,_and_dynamics_for_financial_inclusion",Jah323,19/05/2025 21:01
51253c3c-d0a8-4e95-8d65-5700ed4fd9e1,ICT_solutions_for_agriculture,Jah323,19/05/2025 21:01
f77c16d1-0503-4a52-bdb6-592bc5be6840,GAP_&_crop_management,Jah323,19/05/2025 21:01
d4dcba62-4a7b-4923-a470-e07334c7ff58,Comm._Partner_Registration,Jah324,19/05/2025 21:01
e1161fe2-227c-4a3c-81ee-8d674efc7b29,"Group_formation,_and_dynamics_for_financial_inclusion",Jah324,19/05/2025 21:01
a7130bb4-888a-4265-b8de-18821168dd00,ICT_solutions_for_agriculture,Jah324,19/05/2025 21:01
3d0610e8-eab8-4c6f-b65e-4093de71c21e,GAP_&_crop_management,Jah324,19/05/2025 21:01
c788901f-4da6-4973-8cef-31a59a0882d9,Comm._Partner_Registration,Jah325,19/05/2025 21:01
