formid,Cooperative_Unique_ID,form/Input_totals/Total_Maize_Seed,form/Input_totals/Total_Rice_Seed,form/Input_totals/Total_Groundnut_Seed,form/Input_totals/Total_Sorghum_Seed,form/Input_totals/Totak_NPK,form/Input_totals/Total_UREA,form/Input_totals/Total_Select_2_4-D_herbicide,form/Input_totals/Total_Glyphosate_ForceUP,form/Input_totals/Total_Glyphosate_Slasher,form/Input_totals/Total_Butachlor,form/Input_totals/Total_AgriForce,form/Input_totals/Total_LaraForce,form/Input_totals/Total_SAAF,form/Input_totals/Total_GuardForce,form/Input_totals/Total_Atrazine,form/Input_totals/Total_VInash,form/Input_totals/Total_Lambda,form/Input_totals/Total_Aflasafe,form/Input_totals/Total_Glyspring,form/Input_totals/Total_Rice_pro,form/Input_totals/Total_Cotrazine,form/Input_totals/Total_Vanguish,form/Input_totals/Total_Striker,form/Input_totals/Total_Buster,form/Input_totals/Total_Hallakat,form/Input_totals/Total_ButaForce,form/Input_totals/Total_Select_Gold,form/Input_totals/Total_Gobara,form/Input_totals/Total_GreenForce,received_on,Which farming season will these inputs be used in
ddd308f1-954c-46ed-910e-bc8feec97b20,C-Beb95FRY07,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,22/05/2025 12:27,Wet_Season
d1519b3b-48c0-49d5-8622-a3e8c7d9cd0b,C-BebA5DQS11,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,22/05/2025 12:27,Wet_Season
8e028715-e12d-465c-a7ba-5b25f3050d92,C-BebBHVZO44,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,22/05/2025 12:27,Wet_Season
3d7eba91-15dd-423b-92a4-f2cc84d6bf60,C-BebF35I303,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,22/05/2025 12:27,Wet_Season
849dfd91-9043-4d28-8d0f-897f5e7d8b49,C-BebJ7K1I05,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,22/05/2025 12:27,Wet_Season
b3d6c66d-976b-4cdd-9f28-4e1e6bb62825,C-BebLK32806,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,22/05/2025 12:27,Wet_Season
85295c8c-1108-4f0f-abb6-d8db6e7da400,C-BebRDQ9W34,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,22/05/2025 12:27,Wet_Season
a3d05004-7e0e-4105-a006-5a3719980811,C-BebT5XIX57,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,22/05/2025 12:27,Wet_Season
b582017d-e8d7-49c9-bf53-92ef806df5ea,C-BebTAJQF56,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,22/05/2025 12:27,Wet_Season
d7469878-7b31-4988-96c6-b7e62b681332,C-KacRNYTS51,20,,,,4,3,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,2,0,2,0,---,---,---,22/05/2025 12:29,Wet_Season
6600269b-9fa8-48d9-9e1a-23990e5a6f29,C-KacY7BB809,20,,,,4,3,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,2,0,2,0,---,---,---,22/05/2025 12:29,Wet_Season
6fe2958a-7001-4dd3-ab11-5538842c06b7,C-Beb23SBN12,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,22/05/2025 12:31,Wet_Season
d30379f6-f912-4dc9-ad95-b92c873de91d,C-GweOBRAZ12,,50,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,125,2,0,22/05/2025 12:33,Wet_Season
09b37953-b53f-42ec-96d8-0bb076c13062,C-Kag574RH24,20,,,,4,3,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,2,0,2,0,0,2,0,22/05/2025 12:34,Wet_Season
8c562bf3-e780-4ddc-a163-3c39d0ca089b,C-Kag5PVOB02,20,,,,4,3,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,2,0,2,0,0,2,0,22/05/2025 12:34,Wet_Season
930045ef-321c-4225-899b-6eb0b794ce14,C-Kag6W46345,20,,,,4,3,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,2,0,2,0,0,2,0,22/05/2025 12:34,Wet_Season
f6e1efc0-833d-4221-b5d1-ad9134aa6311,C-Kag90GL119,20,,,,4,3,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,2,0,2,0,0,2,0,22/05/2025 12:34,Wet_Season
b509b203-708e-4bf9-97ff-d83249381472,C-KagD4X1O22,20,,,,4,3,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,2,0,2,0,0,2,0,22/05/2025 12:34,Wet_Season
5071da60-3ce3-45fd-9c5a-bff4320e4062,C-KagWEHYE15,20,,,,4,3,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,2,0,2,0,0,2,0,22/05/2025 12:34,Wet_Season
7f807707-ede2-430d-ab46-9c660bec1d42,C-KagNAF7A48,20,,,,4,3,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,2,0,2,0,0,2,0,22/05/2025 12:34,Wet_Season
ffe78dfa-f375-4843-b8dc-2ae770154cd1,C-KagPHSQ851,20,,,,4,3,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,2,0,2,0,0,2,0,22/05/2025 12:34,Wet_Season
3b471c2a-7445-4299-9fa3-5b5bea84180b,C-KagQATVW52,20,,,,4,3,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,2,0,2,0,0,2,0,22/05/2025 12:34,Wet_Season
a93a6056-d35a-447f-af50-851525e0ab90,C-KagDI7VV11,20,,,,4,3,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,2,0,2,0,0,2,0,22/05/2025 12:34,Wet_Season
3ca9495d-3658-4522-b987-f43645e3c515,C-KagHVXMS34,20,,,,4,3,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,2,0,2,0,0,2,0,22/05/2025 12:34,Wet_Season
2bc20a98-1ed5-4f65-ab18-e89b7bed80c2,C-Gwe5GWQ039,,50,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,125,2,0,22/05/2025 12:41,Wet_Season
9272a7a3-fff8-4a3e-809c-9a14324fe7fc,C-Kac1O8IT53,,50,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,5,2,0,22/05/2025 12:49,Wet_Season
25c8142d-d37a-4681-a969-42741f1ca803,C-Gwe11E9K14,,50,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,125,2,0,22/05/2025 12:51,Wet_Season
cd58fe76-25c4-4bde-a834-d2245f7ece2f,C-Beb2KDS507,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,22/05/2025 12:52,Wet_Season
d0f1562c-6bcf-47af-b762-c65491fd71f3,C-Beb47FPV49,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,22/05/2025 12:52,Wet_Season
4c315176-6ea7-4f3a-8450-7eb6b646e1be,C-Beb51ZCX29,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,22/05/2025 12:52,Wet_Season
372c4a7c-21e1-4d99-a547-816a7e821f2e,C-Beb5CK3P05,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,22/05/2025 12:52,Wet_Season
aae7b266-d1bc-48d6-b4c3-b53ef307bd18,C-Beb75YFQ17,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,22/05/2025 12:52,Wet_Season
982ba4d2-3062-49b5-860c-053746653eab,C-Beb9GWKC20,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,22/05/2025 12:52,Wet_Season
5300a7cc-431b-461a-b49b-5bdd138db6d3,C-BebCVVD102,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,22/05/2025 12:52,Wet_Season
4dc47f90-8ccf-4550-a2bb-0863ba566cac,C-BebGY9PB06,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,22/05/2025 12:52,Wet_Season
24178a0f-0330-4c26-a2df-bf63be58ad5f,C-BebJ07I302,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,22/05/2025 12:52,Wet_Season
44a2ee1f-4db6-4bf9-8a64-dd79798d752d,C-BebMIE9A36,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,22/05/2025 12:52,Wet_Season
d342fb14-e188-41d1-a7b3-a51de590ba9a,C-BebOQ1UA19,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,22/05/2025 12:52,Wet_Season
f5cf7ac3-68cd-4768-9794-8e764fe01b8f,C-BebS3V1W09,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,22/05/2025 12:52,Wet_Season
b136e3b6-b3dc-4a43-8694-e9eae38aa147,C-BebT67JL37,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,22/05/2025 12:52,Wet_Season
d3c9281c-a2df-421c-8708-e81c47d7b959,C-BebVIYQ144,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,22/05/2025 12:53,Wet_Season
e0b44a0c-9d87-4971-bea5-6a8990fe2390,C-Beb28TAE22,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,22/05/2025 12:54,Wet_Season
e529ee61-5244-4da0-b362-3fef29f88346,C-Beb5Y4N546,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,22/05/2025 12:55,Wet_Season
9b8b7d37-0d1e-41f4-bd0f-fa55ead459f7,C-BebCKO3N02,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,22/05/2025 12:57,Wet_Season
e29e07a5-8eec-471a-8356-29d103dd98ed,C-BebCZA6950,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,22/05/2025 12:58,Wet_Season
9852c797-85bc-4038-a193-a0786fb4ccde,C-BebFCR0R48,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,22/05/2025 12:59,Wet_Season
e32e09c2-8144-4d7f-bde7-37f16716fd3a,C-MarB8IPI33,,50,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,2500,2,0,22/05/2025 13:01,Wet_Season
be44c89d-b4fe-460b-8128-a08964158aba,C-BebFF7WX44,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,22/05/2025 13:01,Wet_Season
57e29964-8f6d-420b-83bf-ac965ad8b462,C-BebHW9KC20,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,22/05/2025 13:02,Wet_Season
22240703-f0dd-485d-a18b-c672bd7ae22f,C-BebIEGRB10,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,22/05/2025 13:03,Wet_Season
68f96876-2373-482a-9a9f-29e59da9fcf6,C-BebIMW8034,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,22/05/2025 13:07,Wet_Season
8b2e60bb-05ba-46de-a1e8-8b1cd454754f,C-GweZPUNH35,,50,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,125,2,0,22/05/2025 13:09,Wet_Season
6ad65441-a7fc-4274-b209-46e9a01b4cc6,C-BebNFKLP52,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,22/05/2025 13:11,Wet_Season
320d18bd-a481-4041-b512-3069423d3e3e,C-BebPXC6719,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,22/05/2025 13:12,Wet_Season
b3218dcc-79ec-4d95-8fdc-a2cc3853029d,C-BebQW9SV54,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,22/05/2025 13:14,Wet_Season
a43688bb-54aa-442e-8856-434451f6a067,C-BebVVKJ537,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,22/05/2025 13:17,Wet_Season
ea17eb9e-1f31-49be-81a2-eba1d20e0c46,C-KacBFJNK24,,50,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,5,2,0,22/05/2025 13:17,Wet_Season
0be2d788-15ca-4d1b-8fa5-92a35f56f1fe,C-KirFFBAU57,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,22/05/2025 13:18,Wet_Season
50d6744d-bcf8-475c-8a30-adfd064ef88a,C-Gwe80PH734,,50,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,125,2,0,22/05/2025 13:18,Wet_Season
c3a1aea4-006e-4a60-a484-3e0fb65dcb1f,C-KirRQ49J35,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,22/05/2025 13:20,Wet_Season
f36cd70e-a4c7-4f77-9026-1807bd44ed97,C-Gwe8QR8I37,,50,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,125,2,0,22/05/2025 13:26,Wet_Season
66f1dacc-0e65-43d6-b1c4-c2b515313126,C-Gwe2DHKK12,,50,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,125,2,0,22/05/2025 13:32,Wet_Season
9becfde1-7c6e-4a02-b057-a8dffe1ab7bc,C-GweQAPL630,,50,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,125,2,0,22/05/2025 13:37,Wet_Season
47edac74-eb79-4c0a-8498-4d280f825e0e,C-Gwe1AD1B46,,50,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,125,2,0,22/05/2025 13:41,Wet_Season
ca89d3ff-6950-40e2-9ba1-639e3e1d5e72,C-GweQ9JX515,,50,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,125,2,0,22/05/2025 13:41,Wet_Season
f0c8c7c7-346a-4c48-8ebc-8e8085ecd96e,C-Gwe8O67V10,,50,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,125,2,0,22/05/2025 13:41,Wet_Season
dc2b79d2-bfdd-4578-9dc2-b48fa2c90ba2,C-GweK2E3308,,50,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,125,2,0,22/05/2025 13:41,Wet_Season
3c6d83e0-348b-42ad-8bb1-d895014c58b2,C-GweM6Z3755,,50,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,125,2,0,22/05/2025 13:41,Wet_Season
a5c63bb3-16c4-4c7e-b9af-26b1db2a4428,C-GweNGRHE43,,50,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,125,2,0,22/05/2025 13:41,Wet_Season
708281cb-7e10-4861-b3a9-41a363b02e75,C-GweQYERM03,,50,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,125,2,0,22/05/2025 13:41,Wet_Season
0f897719-7f24-49df-9284-a7ae98630c7d,C-GweNF0KC37,,50,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,125,2,0,22/05/2025 13:41,Wet_Season
3c472a3e-1e93-48bc-aac0-6559b5e174f7,C-GweUG4EL36,,50,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,125,2,0,22/05/2025 13:41,Wet_Season
ce52cf5f-8b8b-4754-963a-760b25be9401,C-Gwe0ZZ8K24,,50,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,125,2,0,22/05/2025 13:41,Wet_Season
0bfa6860-b693-4114-af26-dfbf422fc716,C-GweKET0B24,,50,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,125,2,0,22/05/2025 13:41,Wet_Season
d4da9960-795b-47dc-be80-1f59e089b8a7,C-GweVAESV06,,50,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,125,2,0,22/05/2025 13:41,Wet_Season
48e9e7bb-a1a9-46ae-913c-f7cd45c3d0c6,C-Beb2NXF015,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,22/05/2025 13:43,Wet_Season
99dca7c2-5f12-4ea8-bde5-f6ef386cd158,C-Beb8TXH749,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,22/05/2025 13:45,Wet_Season
d8ef5250-d140-4cb6-b3f7-27a73ba9ef91,C-KacAPOQJ00,20,,,,4,3,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,2,0,2,0,0,2,0,22/05/2025 13:46,Wet_Season
093b77e3-6e4b-431e-bb36-b4994f10b1c2,C-Kac49BVA50,20,,,,4,3,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,2,0,2,0,0,2,0,22/05/2025 13:46,Wet_Season
4ed8554a-afcc-4c12-b62a-b8986e7e944c,C-KacSG2WT56,20,,,,4,3,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,2,0,2,0,0,2,0,22/05/2025 13:46,Wet_Season
b04ba444-1723-4bd9-847d-6147e0a40c13,C-KacBBROF13,20,,,,4,3,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,2,0,2,0,0,2,0,22/05/2025 13:46,Wet_Season
08bdd93b-3963-4592-b691-73e26e7d2b9f,C-KacB5YQL16,20,,,,4,3,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,2,0,2,0,0,2,0,22/05/2025 13:46,Wet_Season
4f2e3cff-37ac-454e-a91c-cff37441a640,C-Kac8KQXH00,20,,,,4,3,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,2,0,2,0,0,2,0,22/05/2025 13:46,Wet_Season
bbaab49b-ecdc-4f69-a6a5-abb15832f597,C-KacN4T6J33,20,,,,4,3,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,2,0,2,0,0,2,0,22/05/2025 13:46,Wet_Season
906d172d-e6cf-4074-a57a-3bee783a4693,C-KacKP7H050,20,,,,4,3,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,2,0,2,0,0,2,0,22/05/2025 13:46,Wet_Season
144d03e8-481e-497f-bcd7-71f0999a175e,C-Kac4Q6XQ07,,50,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,5,2,0,22/05/2025 13:46,Wet_Season
dba545cc-2855-46aa-91a0-d7450676a3de,C-KacWVMC124,,50,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,5,2,0,22/05/2025 13:46,Wet_Season
b30ec9f9-ef75-44af-9dc4-86f9ef5f4a68,C-KacBWU9825,20,,,,4,3,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,2,0,2,0,0,2,0,22/05/2025 13:46,Wet_Season
e10a0ca0-750f-4b74-aea2-a541362e6323,C-KacVTOGV49,20,,,,4,3,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,2,0,2,0,0,2,0,22/05/2025 13:46,Wet_Season
cb1372af-af09-4ea1-9ba4-dc7641b480c0,C-Beb9J4RH36,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,22/05/2025 13:47,Wet_Season
1ff31a3f-e3b2-41e9-8d1c-71319298e5d5,C-Gwe4DB3546,,50,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,125,2,0,22/05/2025 13:52,Wet_Season
f796c4a3-0431-44e9-b2f5-819a52579456,C-KacJT0FB41,,50,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,5,2,0,22/05/2025 13:56,Wet_Season
b64389ad-21c9-4856-8484-94c6a19e8c10,C-Kac7776J13,,50,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,5,2,0,22/05/2025 13:56,Wet_Season
a5fad4e6-28e4-4286-a238-2af22fbcd09a,C-BebCTTH502,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,22/05/2025 13:58,Wet_Season
0f63d91a-7c96-47ef-9e02-75d913a84ea2,C-BebI73SR18,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,22/05/2025 13:58,Wet_Season
352c9bb4-b959-4a92-8bc4-e51ce635c2a8,C-BebOQRU057,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,22/05/2025 13:58,Wet_Season
0e52e443-ec5a-4940-8698-28b9ad9307f4,C-BebS313839,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,22/05/2025 13:58,Wet_Season
3fc2ff53-c287-4c0d-8831-482bf43b131a,C-BebSHBG727,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,22/05/2025 13:58,Wet_Season
e53e7153-11d6-441e-b570-4572e9500f7a,C-BebYGQ8I11,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,22/05/2025 13:58,Wet_Season
a7774df8-3f0e-4810-b88d-c81ca75f0288,C-BebYPAKI19,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,22/05/2025 13:58,Wet_Season
a1c46984-9085-4c63-bb7d-9f8db6dd551f,C-TarOX4O110,,50,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,125,2,0,22/05/2025 13:59,Wet_Season
5c07a2ed-b0d9-4cf8-9184-7e1bfe36ff46,C-Kir80UJV57,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,22/05/2025 14:00,Wet_Season
d7969791-2432-426d-bf8f-1e4a9e7f3db1,C-GweYX3IO11,,50,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,125,2,0,22/05/2025 14:00,Wet_Season
01b897e9-9fdf-4d23-94e4-50f8a103d8df,C-Beb3QZ6O17,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,22/05/2025 14:05,Wet_Season
f14726f3-d7df-4311-a2ab-75ee5f260a08,C-Beb89GO045,,100,,,8,4,0,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,22/05/2025 14:08,Wet_Season
873fd14a-297a-43e3-b251-90a772b45d1b,C-Beb8ZN7C08,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,22/05/2025 14:09,Wet_Season
28ce9606-024d-4ee8-a62d-78d53e519c13,C-BebEXAJU02,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,22/05/2025 14:11,Wet_Season
5437a4a6-0cad-4e24-98c2-89df9c64c830,C-BebF20CJ09,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,22/05/2025 14:14,Wet_Season
df22d583-d92f-4f1c-b79b-7893ce1b3ded,C-BebH5Z2X48,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,22/05/2025 14:15,Wet_Season
a4dd7e7e-ce80-4fca-b6ee-1fb2ccd8d19b,C-BebHFTUD23,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,22/05/2025 14:17,Wet_Season
e32179d3-a585-41e4-812f-61856233c1a0,C-BebHKGFA58,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,22/05/2025 14:19,Wet_Season
6cd123d2-a5e0-46c0-ab28-d58e8c067f98,C-BebSE2M246,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,22/05/2025 14:21,Wet_Season
3ad14738-7e82-490f-954d-fef075fdb53d,C-BebUCVFS48,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,22/05/2025 14:23,Wet_Season
23e30c52-f3de-48bc-b289-e6db62eac79f,C-BebXGIW639,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,22/05/2025 14:25,Wet_Season
7f505672-9823-4852-b4b7-7720ea591f1b,C-BebZ8XQW09,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,22/05/2025 14:26,Wet_Season
9bad7493-8449-4f30-a3bc-02d643b36c27,C-Beb0P9UH02,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,22/05/2025 14:56,Wet_Season
0ad588fa-4b2e-42f3-822c-787bf941d5de,C-Beb5J4X429,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,22/05/2025 14:56,Wet_Season
e7076fc2-eed7-46ed-8385-ae65e9aef4b8,C-BebBS1H636,,100,,,8,4,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1500,22/05/2025 14:56,Wet_Season
b4894d33-ea70-42f4-aebc-edc887e3778c,C-BebFPI3U11,100,,,,6,6,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,22/05/2025 14:56,Wet_Season
