formid,State,6  Ongoing farm activity at the time of visit | None,6  Ongoing farm activity at the time of visit | Site_Selection,6  Ongoing farm activity at the time of visit | Land_Measurement,6  Ongoing farm activity at the time of visit | Land_Clearing,6  Ongoing farm activity at the time of visit | First_herbicide_application,6  Ongoing farm activity at the time of visit | Ploughing_Harrowing_Tilling,6  Ongoing farm activity at the time of visit | Preparation_of_Nursery_,6  Ongoing farm activity at the time of visit | Planting,6  Ongoing farm activity at the time of visit | Transplanting,6  Ongoing farm activity at the time of visit | Gap_control_(Replacement_of_un-germinated_plants),6  Ongoing farm activity at the time of visit | Mulching,6  Ongoing farm activity at the time of visit | Post-Emergence_Herbicide_Application_or_Manual_weeding_1,6  Ongoing farm activity at the time of visit | NPK_Application,6  Ongoing farm activity at the time of visit | Application_of_Aflasafe,6  Ongoing farm activity at the time of visit | Application_of_Pesticide,6  Ongoing farm activity at the time of visit | Post-Emergence_Herbicide_Application_or_Manual_weeding_2,6  Ongoing farm activity at the time of visit | Urea_Application,6  Ongoing farm activity at the time of visit | SSP_Application,6  Ongoing farm activity at the time of visit | Post-Emergence_Herbicide_Application_or_Manual_weeding_3,6  Ongoing farm activity at the time of visit | Harvesting,6  Ongoing farm activity at the time of visit | Drying_(To_eradicate_moisture),6  Ongoing farm activity at the time of visit | Winnowing,6  Ongoing farm activity at the time of visit | Bagging,6  Ongoing farm activity at the time of visit | Storage,6  Ongoing farm activity at the time of visit | extra,7  Crop(s) planted | None,7  Crop(s) planted | Groundnut,7  Crop(s) planted | Maize,7  Crop(s) planted | Rice,7  Crop(s) planted | Sorghum,7  Crop(s) planted | extra,form/Implementing_partner,Cooperative_Unique_ID,Gender_of_cooperative_members,Age_of_cooperative_members,Nature_of_Cooperative_members,username,received_on
ee27add9-9857-497a-8d6b-27c0fd6f3a61,Kaduna,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,Kaduna 1-PVNL,C-ChiD0YEZ32,Female,Youth,Production/Processing,chk304,14/09/2025 23:42
bf4cecd1-7b35-4036-b4dc-a9fa9c1e1550,Kaduna,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,Kaduna 1-PVNL,C-ChiD0YEZ32,Female,Youth,Production/Processing,chk304,14/09/2025 23:42
26ff1afb-4c7a-4d41-a0c6-bae28728abde,Kaduna,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,Kaduna 1-PVNL,C-ChiD0YEZ32,Female,Youth,Production/Processing,chk304,14/09/2025 23:42
193baa4b-3be3-41f5-aba8-2ff1cf8bc0ef,Kaduna,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,Kaduna 1-PVNL,C-ChiD0YEZ32,Female,Youth,Production/Processing,chk304,14/09/2025 23:42
50520e8e-3ca4-4f44-bca5-127dfc1e46af,Kaduna,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,Kaduna 1-PVNL,C-ChiD0YEZ32,Female,Youth,Production/Processing,chk304,14/09/2025 23:42
56db777c-4321-42f5-86f0-dd4db4d5d052,Kaduna,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,Kaduna 1-PVNL,C-ChiROJQT50,Female,Youth,Production/Processing,chk304,14/09/2025 23:42
93631089-133a-4256-aae6-0514946bd35f,Kaduna,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,Kaduna 1-PVNL,C-ChiROJQT50,Female,Youth,Production/Processing,chk304,14/09/2025 23:42
7509dd52-0970-4cb6-9003-7196efa10583,Kaduna,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,Kaduna 1-PVNL,C-ChiROJQT50,Female,Youth,Production/Processing,chk304,14/09/2025 23:42
ac39e1b6-1eba-4389-b1e1-8704129c85ba,Kaduna,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,Kaduna 1-PVNL,C-ChiROJQT50,Female,Youth,Production/Processing,chk304,14/09/2025 23:42
d560f8b1-b23d-44c8-9846-3158fa9f6d8e,Kaduna,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,Kaduna 1-PVNL,C-ChiROJQT50,Female,Youth,Production/Processing,chk304,14/09/2025 23:42
62d69019-79ea-4d36-8cbc-2a2ec29d3569,Kaduna,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,Kaduna 1-PVNL,C-ChiWMYH942,Female,Youth,Production/Processing,chk304,14/09/2025 23:42
a44210dc-b4c1-4da2-850e-ee892d8b08bd,Kaduna,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,Kaduna 1-PVNL,C-ChiWMYH942,Female,Youth,Production/Processing,chk304,14/09/2025 23:42
c4d5c9fb-90d4-4d2d-a65d-bf273ab43bad,Kaduna,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,Kaduna 1-PVNL,C-ChiWMYH942,Female,Youth,Production/Processing,chk304,14/09/2025 23:42
ef8b2946-b0a5-4350-a97d-5d6b3513392d,Kaduna,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,Kaduna 1-PVNL,C-ChiWMYH942,Female,Youth,Production/Processing,chk304,14/09/2025 23:42
52c3e59a-3da2-49a2-a77c-16d7165d1ba1,Kaduna,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,Kaduna 1-PVNL,C-ChiWMYH942,Female,Youth,Production/Processing,chk304,14/09/2025 23:42
9d3aa2f9-904b-49c9-8151-940deabe2324,Kaduna,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,Kaduna 1-PVNL,C-ChiV93L052,Female,Youth,Production/Processing,chk304,14/09/2025 23:42
e9510e2d-8712-4561-b623-e8db43786c7c,Kaduna,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,Kaduna 1-PVNL,C-ChiV93L052,Female,Youth,Production/Processing,chk304,14/09/2025 23:42
3ca49aa7-e420-4fef-821a-9b8e3a0377ad,Kaduna,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,Kaduna 1-PVNL,C-ChiV93L052,Female,Youth,Production/Processing,chk304,14/09/2025 23:42
37db6bb0-c96c-4f06-95c9-2ef5fa4f3a92,Kaduna,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,Kaduna 1-PVNL,C-Chi55Z7X41,Female,Youth,Production/Processing,chk304,14/09/2025 23:42
9ffdcd8a-d8ac-42b6-90e0-8840689cf7d6,Kaduna,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,Kaduna 1-PVNL,C-Chi55Z7X41,Female,Youth,Production/Processing,chk304,14/09/2025 23:42
41588e43-88da-40c3-afed-60e53764e32d,Kaduna,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,Kaduna 1-PVNL,C-Chi55Z7X41,Female,Youth,Production/Processing,chk304,14/09/2025 23:42
65596a76-b73c-4ab2-90ba-e04b69b9b978,Kaduna,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,Kaduna 1-PVNL,C-Chi55Z7X41,Female,Youth,Production/Processing,chk304,14/09/2025 23:42
e7624fbe-adc6-49ab-a3d7-d0136f320483,Kaduna,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,Kaduna 1-PVNL,C-Chi55Z7X41,Female,Youth,Production/Processing,chk304,14/09/2025 23:42
2e4de04c-7174-4908-b0b9-6edacc570300,Kaduna,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,Kaduna 1-PVNL,C-ChiV93L052,Female,Youth,Production/Processing,chk304,14/09/2025 23:42
1461fa34-eca6-4a16-b145-6f4e367555a1,Kaduna,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,Kaduna 1-PVNL,C-ChiV93L052,Female,Youth,Production/Processing,chk304,14/09/2025 23:42
8f54296f-b750-44ec-ab30-ea62096944cb,Nasarawa,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,PVNL,C-NasLQRV240,Female,Youth,Production/Processing,nas300,15/09/2025 00:01
ac86544f-fba3-42e2-a9d9-313722c1d75e,Nasarawa,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,PVNL,C-NasLQRV240,Female,Youth,Production/Processing,nas300,15/09/2025 00:01
1f6e759a-6a7b-408a-8c5f-960d3ada17ac,Nasarawa,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,PVNL,C-NasLQRV240,Female,Youth,Production/Processing,nas300,15/09/2025 00:01
3ddb8c11-a758-482b-b0e1-a4c67c10f3bb,Nasarawa,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,PVNL,C-NasLQRV240,Female,Youth,Production/Processing,nas300,15/09/2025 00:01
2ccf3016-fd06-46c0-a091-8a03b0a9663c,Nasarawa,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,PVNL,C-NasLQRV240,Female,Youth,Production/Processing,nas300,15/09/2025 00:01
0e24c026-33e2-4544-b86e-3c73bb233b9f,Nasarawa,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,PVNL,C-NasLQRV240,Female,Youth,Production/Processing,nas300,15/09/2025 00:01
bc308dc8-c6c4-452f-aae8-544a0fe0a123,Benue,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,PVNL,C-GweA45U710,Female,Youth,Production/Processing,gee308,15/09/2025 08:58
2723fd50-51ff-4e35-82b4-09c6deaeff26,Kaduna,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-Kau6AAKR02,Female,Youth,Production/Processing,kau307,15/09/2025 09:10
6e6ae1e3-2d62-4848-97eb-d2cf5073e3bb,Kaduna,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,1,,Kaduna 2-PVNL,C-KauJDFWM06,Female,Youth,Production/Processing,kau307,15/09/2025 09:11
db9a2b97-f865-4adc-99cf-e4fd57acb3f3,Kaduna,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-Kau2FN7636,Female,Youth,Production/Processing,kau307,15/09/2025 09:11
0b1e62dd-776f-4b6a-a2d8-8116e7888f0c,Kaduna,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,Kaduna 2-PVNL,C-Kau2FN7636,Female,Youth,Production/Processing,kau307,15/09/2025 09:12
38806df1-65be-4f45-9821-52c346deff36,Kaduna,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-Kau2FN7636,Female,Youth,Production/Processing,kau307,15/09/2025 09:12
26e55f45-1321-4c67-bd68-d599a1e16eba,Kaduna,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-Kau2FN7636,Female,Youth,Production/Processing,kau307,15/09/2025 09:12
b2d94225-6eed-49af-8ab3-3fc2b9445d21,Kaduna,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-Kau2FN7636,Female,Youth,Production/Processing,kau307,15/09/2025 09:13
d8288e33-aeec-4e4c-bbd9-24bcd1c41dc4,Kaduna,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-KauQWQWH23,Female,Youth,Production/Processing,kau307,15/09/2025 09:13
6f2966ac-e2ef-40e4-8569-46f7725284b1,Kaduna,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-KauQWQWH23,Female,Youth,Production/Processing,kau307,15/09/2025 09:13
847cfa78-5995-44a1-a5e1-2149f1bdeada,Kaduna,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-KauQWQWH23,Female,Youth,Production/Processing,kau307,15/09/2025 09:14
30f28a77-776f-4820-b8d6-25514ebc79aa,Kaduna,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-KauQWQWH23,Female,Youth,Production/Processing,kau307,15/09/2025 09:14
92032aed-7f0e-4a1e-b6ad-0fef251baff3,Kaduna,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-KauQWQWH23,Female,Youth,Production/Processing,kau307,15/09/2025 09:15
9c7d25d0-142e-4f5c-826d-95a3f597cf97,Kaduna,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,Kaduna 2-PVNL,C-KauJDFWM06,Female,Youth,Production/Processing,kau307,15/09/2025 09:15
6372a99d-130c-4c69-bc5b-faac59e94fa5,Kaduna,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-KauJDFWM06,Female,Youth,Production/Processing,kau307,15/09/2025 09:16
2ffa606d-26a7-4d27-9c6d-adb5b8dbd78d,Kaduna,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-KauJDFWM06,Female,Youth,Production/Processing,kau307,15/09/2025 09:17
69285162-4e61-4f5e-bc5e-5225db6ef319,Kaduna,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-KauJDFWM06,Female,Youth,Production/Processing,kau307,15/09/2025 09:17
aa584cc5-a442-4427-9506-eadd8f739526,Kaduna,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-KauJDFWM06,Female,Youth,Production/Processing,kau307,15/09/2025 09:21
b9c8ec67-07d9-4b96-83e5-8b3320cab770,Kaduna,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-KauJDFWM06,Female,Youth,Production/Processing,kau307,15/09/2025 09:21
96443b77-811e-4970-851f-59a049bb8aa6,Kaduna,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,Kaduna 2-PVNL,C-KauQWQWH23,Female,Youth,Production/Processing,kau307,15/09/2025 09:22
da6c26ca-b237-43a0-ba6f-ab5056f58f38,Kaduna,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,Kaduna 2-PVNL,C-Kau2FN7636,Female,Youth,Production/Processing,kau307,15/09/2025 09:22
2ca15e6d-b0df-4a68-8afa-96128d84ceb7,Kaduna,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,Kaduna 2-PVNL,C-Kau6AAKR02,Female,Youth,Production/Processing,kau307,15/09/2025 09:22
80c23a9a-5f3c-4308-a0c0-0f30d8a4c2ef,Kaduna,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,Kaduna 1-PVNL,C-KauGWM2Q20,Female,Youth,Production/Processing,kau312,15/09/2025 10:44
04cbb734-ff6b-45e3-8ec9-9db6e9e4074e,Kaduna,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,Kaduna 1-PVNL,C-KauKN71S33,Female,Youth,Production,kau312,15/09/2025 10:44
fb4ca358-5750-43ec-a414-8dce105978e3,Kaduna,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,Kaduna 1-PVNL,C-KauGWM2Q20,Female,Youth,Production/Processing,kau312,15/09/2025 10:44
29ac4cb9-b3fb-4881-9607-38620d7a3048,Benue,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,PVNL,C-GweB93YN01,Female,Youth,Production/Processing,gee300,15/09/2025 15:56
459636d7-916c-4f5b-a5c9-a1be0d0bc4c9,Benue,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,PVNL,C-Gwe4V3Y911,Female,Youth,Production/Processing,gee300,15/09/2025 15:56
67ebc84c-5f0e-4173-8948-f9b0843b48b0,Benue,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,PVNL,C-GweUENI219,Female,Youth,Production/Processing,gee300,15/09/2025 15:56
ce11e771-6610-4a3e-ae30-5e866df18e84,Benue,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,PVNL,C-GweZ3TJQ49,Female,Youth,Production/Processing,gee300,15/09/2025 16:49
e6a9eb9e-22cb-4c83-bc0b-164671bc29bc,Benue,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,PVNL,C-Gwe82WO509,Female,Youth,Production/Processing,gee300,15/09/2025 16:50
81a22c3a-3917-42b3-8318-2a8b2970c03d,Benue,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,PVNL,C-GweY2E1T46,Female,Youth,Production/Processing,gee300,15/09/2025 16:50
db520b31-0ca7-41aa-aa31-21d45fbe7c91,Benue,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,PVNL,C-GweM6ESK31,Female,Youth,Production/Processing,gee300,15/09/2025 16:50
dc5300b4-79a9-47e2-aa24-57d5d2a02ec4,Benue,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,PVNL,C-Gwe2NF1I07,Female,Youth,Production/Processing,gee300,15/09/2025 16:50
1f66147b-ed8c-407f-8e0a-ed0b3e893815,Benue,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,PVNL,C-GweGQAYI36,Male,Youth,Production,gee300,15/09/2025 16:50
1f2832d1-9849-4ead-bf33-4e31c3884b17,Benue,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,PVNL,C-GweVRRDN28,Male,Youth,Production,gee300,15/09/2025 19:01
e3c6c67f-e77e-43d4-ae9e-f0520888f369,Benue,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,PVNL,C-GweE0C4M05,Male,Youth,Production,gee300,15/09/2025 19:01
f1f9d6e2-5b8c-47b7-ab33-4f86cdca5a64,Nasarawa,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,PVNL,C-AkaRU3BF51,Female,Youth,Production/Processing,akw308,16/09/2025 11:27
eaecb94e-d15c-401c-bac0-3fc24f4a9ce3,Nasarawa,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,PVNL,C-AkaTUMP450,Female,Youth,Production/Processing,akw308,16/09/2025 11:46
9c174ff0-8cc8-4d7f-914f-b23e0cc3a415,Nasarawa,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,PVNL,C-AkaTUMP450,Female,Youth,Production/Processing,akw308,16/09/2025 11:46
25aa6a20-e4e1-44c3-9070-a53ba0ab7a63,Nasarawa,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,PVNL,C-AkaTUMP450,Female,Youth,Production/Processing,akw308,16/09/2025 11:51
c2643c86-5e1c-41db-b4c3-2f9c8279fbb6,Nasarawa,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,PVNL,C-AkaTUMP450,Female,Youth,Production/Processing,akw308,16/09/2025 11:55
aac304d6-6569-4b6a-af38-eee92d0563f9,Nasarawa,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,PVNL,C-AkaTUMP450,Female,Youth,Production/Processing,akw308,16/09/2025 12:27
8ecbec52-0842-495c-8daf-5bbd4cf18e22,Nasarawa,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,PVNL,C-AkaTUMP450,Female,Youth,Production/Processing,akw308,16/09/2025 12:27
06c87b04-cc02-4fba-9bf8-ffdc9320f8cc,Kaduna,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Kaduna 2-PVNL,C-Jab8IVWA03,Female,Youth,Production/Processing,jab304,16/09/2025 15:08
88ed7fd1-96ad-4739-9f53-e741bbca617b,Kaduna,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Kaduna 2-PVNL,C-Jab8IVWA03,Female,Youth,Production/Processing,jab304,16/09/2025 15:08
969fa1f9-7981-43b4-ac96-ce78616d8b6f,Kaduna,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Kaduna 2-PVNL,C-Jab8IVWA03,Female,Youth,Production/Processing,jab304,16/09/2025 15:09
3ee0fdf9-4630-4f97-89ba-8f3d87440860,Kaduna,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,Kaduna 2-PVNL,C-Jab8IVWA03,Female,Youth,Production/Processing,jab304,16/09/2025 15:09
337c15d0-889f-4f58-8a72-a5b7e8a9c4ad,Kaduna,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,Kaduna 2-PVNL,C-Jab8IVWA03,Female,Youth,Production/Processing,jab304,16/09/2025 15:09
ab23829b-7668-4fed-9295-61460e159106,Kaduna,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,Kaduna 2-PVNL,C-Jab8IVWA03,Female,Youth,Production/Processing,jab304,16/09/2025 15:09
bb9c326a-fb3f-49b6-bc14-9308af26390d,Kaduna,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,Kaduna 2-PVNL,C-Jab8IVWA03,Female,Youth,Production/Processing,jab304,16/09/2025 15:09
f7c1f451-5a5f-417a-941d-ca91a3f784b5,Kaduna,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,Kaduna 2-PVNL,C-Jab8IVWA03,Female,Youth,Production/Processing,jab304,16/09/2025 15:09
d0ac30ef-e301-40b4-84f6-62502a220866,Kaduna,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,Kaduna 2-PVNL,C-Jab8IVWA03,Female,Youth,Production/Processing,jab304,16/09/2025 15:09
1479869d-65a9-4f71-b9a3-7ad40f4734f1,Kaduna,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,Kaduna 2-PVNL,C-Jab8IVWA03,Female,Youth,Production/Processing,jab304,16/09/2025 15:09
9ffc322e-18d0-46d9-be75-888034e1d5af,Kaduna,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,Kaduna 2-PVNL,C-JabVQYEV19,Female,Youth,Production/Processing,jab304,16/09/2025 15:35
bea33d2b-5282-4dbb-b270-2ab4b946e3a8,Kaduna,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,Kaduna 2-PVNL,C-JabVQYEV19,Female,Youth,Production/Processing,jab304,16/09/2025 15:36
a6826515-1f22-4844-b9fa-d88efd95a70f,Kaduna,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,Kaduna 2-PVNL,C-JabVQYEV19,Female,Youth,Production/Processing,jab304,16/09/2025 15:36
2f85a406-840c-45e9-9174-49f3be329f6b,Kaduna,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,Kaduna 2-PVNL,C-JabVQYEV19,Female,Youth,Production/Processing,jab304,16/09/2025 15:36
7b6a840a-365c-492c-9101-564ec9ddf1ff,Kaduna,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,Kaduna 2-PVNL,C-JabVQYEV19,Female,Youth,Production/Processing,jab304,16/09/2025 15:36
d39b03b4-2b40-47f1-84aa-a212df4ef6fd,Kaduna,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,Kaduna 2-PVNL,C-JabVQYEV19,Female,Youth,Production/Processing,jab304,16/09/2025 15:36
3a041f2c-dfdb-4966-bf02-0a078ab0a744,Kaduna,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Kaduna 2-PVNL,C-Jab9S80757,Female,Youth,Production/Processing,jab304,16/09/2025 15:36
2cf756a3-c2ec-4ceb-aa08-0566093294bd,Kaduna,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Kaduna 2-PVNL,C-Jab9S80757,Female,Youth,Production/Processing,jab304,16/09/2025 15:36
e728b3fb-b671-4299-b9f4-e10eb77cc4da,Kaduna,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,Kaduna 2-PVNL,C-Jab9S80757,Female,Youth,Production/Processing,jab304,16/09/2025 15:36
8714120b-bd83-4513-a19e-790d6ae78e17,Kaduna,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,Kaduna 2-PVNL,C-Jab9S80757,Female,Youth,Production/Processing,jab304,16/09/2025 15:36
a66a94de-4374-4802-8618-cd507bf71350,Kaduna,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,Kaduna 2-PVNL,C-Jab9S80757,Female,Youth,Production/Processing,jab304,16/09/2025 15:36
b838c11a-4871-43a2-b8f8-8fbb8adf8550,Kaduna,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,Kaduna 2-PVNL,C-Jab9S80757,Female,Youth,Production/Processing,jab304,16/09/2025 15:36
d30bccd1-f9c9-42ae-b652-1d871e6cb425,Kaduna,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,Kaduna 2-PVNL,C-Jab9S80757,Female,Youth,Production/Processing,jab304,16/09/2025 15:37
48435ac0-8280-41bf-b453-f66275d8a1ec,Kaduna,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,Kaduna 2-PVNL,C-Jab9S80757,Female,Youth,Production/Processing,jab304,16/09/2025 15:37
79a80f37-0030-4bf1-83ec-26ad8da10fb7,Kaduna,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,Kaduna 2-PVNL,C-Jab9S80757,Female,Youth,Production/Processing,jab304,16/09/2025 15:37
2dfbd703-e8bd-4683-ba4e-942a0313cae5,Benue,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,PVNL,C-GweHZYEB03,Female,Youth,Production/Processing,gee310,16/09/2025 17:35
1a91ee3a-8254-4900-b756-11f7b6a34cd9,Benue,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,PVNL,C-Gwe810U015,Female,Youth,Production/Processing,gee310,16/09/2025 17:35
90135001-7d6b-4736-802a-fdba439543f1,Benue,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,PVNL,C-Gwe810U015,Female,Youth,Production/Processing,gee310,16/09/2025 17:35
33cf4190-8c5e-4ddd-b45c-d1225eb31048,Benue,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,PVNL,C-Gwe810U015,Female,Youth,Production/Processing,gee310,16/09/2025 17:35
f49692d3-65d7-4666-93af-97736a8fab4b,Benue,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,PVNL,C-GweLZ74T01,Female,Youth,Production/Processing,gee310,16/09/2025 17:35
47ac51f1-f5bd-4f42-9e25-b6ed73bdd598,Benue,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,PVNL,C-GweLZ74T01,Female,Youth,Production/Processing,gee310,16/09/2025 17:35
25f51663-0a5a-4081-9603-6691bcacdb1e,Benue,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,PVNL,C-GweLZ74T01,Female,Youth,Production/Processing,gee310,16/09/2025 17:35
b4d52508-cc2b-4ac0-b62a-a6116009085c,Benue,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,PVNL,C-GweLZ74T01,Female,Youth,Production/Processing,gee310,16/09/2025 17:35
4f0d1d82-843b-40fd-aa4a-a6a8fe9c64ba,Benue,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,PVNL,C-GweLZ74T01,Female,Youth,Production/Processing,gee310,16/09/2025 17:35
ae3b7add-ef51-42e7-a8dd-19c1ba4cfeac,Benue,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,PVNL,C-TarDYO1X28,Female,Youth,Production/Processing,tar302,16/09/2025 19:13
b35e5a9a-afa8-4c17-a170-ef9671b9fb33,Benue,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,PVNL,C-TarDYO1X28,Female,Youth,Production/Processing,tar302,16/09/2025 19:19
5bdf5322-7043-4ce6-a79a-f9cf6d3eff49,Benue,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,PVNL,C-TarDYO1X28,Female,Youth,Production/Processing,tar302,16/09/2025 19:19
65c64ae5-8e76-4f08-9cbc-6ad91af8c836,Benue,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,PVNL,C-TarDYO1X28,Female,Youth,Production/Processing,tar302,16/09/2025 19:24
