formid,coopgender,coopagegroup,coopstate,cooplocationtype,havejointbiz,majorcropsgrown,majorcropsprocessed,majorcropsmarketed,haveelectedexco,freqmeeting,haveactivebankacct,State-IP,coopID,received_on,natureofmembersenterprise,membersendeavors,username,form case case_id
73a8362f-9bc1-4d9a-b95c-87d82f4a5e2a,Female,Youth,Jigawa,Rural,No,---,---,---,Yes,Quarterly,No,Jigawa-WOFAN,Rin6FKB39,14/01/2025 14:23,Micro_produce_marketers,Snack_and_Food_Hawkers,rin05,7539a434-d396-4c03-8675-f55e10d0c234
d5d8afd7-19a0-4310-921e-d51152a5075b,Female,Youth,Jigawa,Rural,Yes,---,---,---,Yes,Weekly,Yes,Jigawa-WOFAN,JahNUDG46,14/01/2025 14:24,Micro_produce_marketers,Processed_and_Staple_Food_Sellers,jah50,60887c10-705b-46f7-a4c3-334df023b8df
5ea7ae03-a8d6-4cf9-ac23-8ab71c827b38,Female,Youth,Bauchi,Rural,No,---,---,---,Yes,Monthly,No,Bauchi-WOFAN,TafEZ3N56,14/01/2025 14:26,Micro_produce_marketers,Grain_and_Cereal_Traders,taf02,56fabb73-1c20-415b-a576-4880e0d8a70a
71c66ab4-9003-4603-a524-45c107ef4193,Male,Youth,Kano,Rural,Yes,---,---,---,Yes,Weekly,Yes,Kano-WOFAN,BebRX2Y05,14/01/2025 14:26,Logistics_Service_Providers,Transportion,beb24,4ffc3484-1d2c-4cbc-ac0e-75848420ba66
e22eab75-5d80-4ce6-88d1-46a10ff4177a,Male,Youth,Kano,Rural,Yes,---,---,---,Yes,Weekly,Yes,Kano-WOFAN,Beb6RUW33,14/01/2025 14:26,Logistics_Service_Providers,Loading/Off-loading_of_goods,beb24,3e4d19a0-16f8-4291-b2ce-d3f1135a48d4
6195528d-4aa7-4c77-a514-386e0c769f77,Male,Youth,Kano,Rural,Yes,---,---,---,Yes,Weekly,Yes,Kano-WOFAN,BebTB8N32,14/01/2025 14:27,Logistics_Service_Providers,Loading/Off-loading_of_goods,beb24,f6d3d94d-d305-4776-a5a0-0f312530a318
675ec669-cd54-4527-a995-c37ae85a366f,Female,Youth,Kano,Rural,Yes,---,---,---,Yes,Monthly,No,Kano-WOFAN,Tud878Z54,14/01/2025 14:27,Micro_produce_marketers,Processed_and_Staple_Food_Sellers,tun05,a98ea949-710f-4081-be5c-7baa11876ce4
d5e301e3-6e14-4cf4-9009-e99e26b1b451,Female,Youth,Jigawa,Rural,No,---,---,---,No,Monthly,No,Jigawa-WOFAN,JahLW7D38,14/01/2025 14:28,Micro_produce_marketers,Processed_and_Staple_Food_Sellers,jah45,c535b995-bb2e-4633-a807-362e765fb108
9aa1e9cd-f38e-43fe-9af6-85078ad06e8a,Female,Youth,Kaduna,Urban,No,---,---,---,Yes,Monthly,No,Kaduna-WOFAN,Ika84U015,14/01/2025 14:28,Micro_produce_marketers,Fresh_Produce_Sellers,ika18,960d3db0-70ef-46a7-bc5f-b34d92df68a1
5f2bbf7a-a0ab-497b-ab3d-24e295cec91b,Female,Youth,Jigawa,Rural,No,---,---,---,No,Monthly,No,Jigawa-WOFAN,JahX7NY02,14/01/2025 14:29,Micro_produce_marketers,Processed_and_Staple_Food_Sellers,jah45,f2a85704-bd9b-4775-a137-0a2473ff3956
66295d97-667c-48fd-92de-782fd11fd3ca,Female,Youth,Jigawa,Rural,Yes,Rice,---,---,Yes,Monthly,Yes,Jigawa-WOFAN,RinZ6K107,14/01/2025 14:29,Persons_with_Disability,Production,rin26,0dea5e79-b426-44eb-b699-9444f3fecee8
5bbfbbc3-b196-4204-83ce-10c59963f055,Female,Youth,Kano,Rural,Yes,---,---,---,Yes,Monthly,No,Kano-WOFAN,TofHQU129,14/01/2025 14:30,Micro_produce_marketers,Oil_and_Cooking_Ingredient_Sellers,tof72,e9c74bb9-5c3d-4875-87fc-2af60cbd685f
5ff1e939-3735-4d70-9e5b-4fa3d50c5ef2,Female,Youth,Kano,Rural,Yes,---,---,---,Yes,Monthly,Yes,Kano-WOFAN,BebG0X608,14/01/2025 14:31,Micro_produce_marketers,Oil_and_Cooking_Ingredient_Sellers,beb31,1dc18262-849c-4bdb-8250-da0f8a82b45d
76ec7bf6-946c-4fda-b205-7adc5b1432b5,Female,Youth,Kano,Rural,Yes,---,---,---,Yes,Monthly,Yes,Kano-WOFAN,BebT7SE44,14/01/2025 14:31,Micro_produce_marketers,Oil_and_Cooking_Ingredient_Sellers,beb31,5daa88ac-2988-4b64-bf89-73e2a8da6945
d96902bc-41b8-4be6-8010-58fef5af5fa3,Female,Youth,Bauchi,Rural,No,---,---,---,Yes,Quarterly,Yes,Bauchi-WOFAN,Alk66XL32,14/01/2025 14:32,Micro_produce_marketers,Snack_and_Food_Hawkers,alk02,73de15dd-5c8c-4b26-9d7a-4d4e8d1898e2
dd8907eb-a423-4466-b158-4648193e829d,Female,Youth,FCT,Rural,No,---,---,---,Yes,Monthly,No,FCT-WOFAN,AbaNRE226,14/01/2025 14:32,Micro_produce_marketers,Grain_and_Cereal_Traders,aba05,ecd6bb82-3cc6-48ab-b101-3e1d09590fc7
e7f206d6-dd44-4e55-a0c5-6a3b55f94116,Female,Youth,Kano,Urban,Yes,---,---,---,Yes,Quarterly,No,Kano-WOFAN,GwaXMFC20,14/01/2025 14:33,Micro_produce_marketers,Livestock_and_Animal_Product_Sellers,knmun03,80836d7e-1321-4977-978d-b0ec17760a96
8420f950-9656-44a3-8506-d35404a521e3,Female,Youth,Bauchi,Rural,Yes,---,Rice,---,Yes,Weekly,Yes,Bauchi-WOFAN,NinWG2S08,14/01/2025 14:34,Persons_with_Disability,Processing,nin01,f496119b-0c48-4604-8bd0-35543e110288
89a15f06-3ae6-486c-8ceb-ef030d24754f,Male,Youth,FCT,Rural,No,---,---,---,Yes,Weekly,No,FCT-WOFAN,GwaJ8UF22,14/01/2025 14:36,Logistics_Service_Providers,Transportion,gwa25,66015995-28bb-4fd0-9dcf-251c2b9363c0
1f1dcb10-f996-442e-8475-57ee7187c0ed,Female,Youth,Jigawa,Rural,No,---,---,---,No,Monthly,No,Jigawa-WOFAN,JahV9OH45,14/01/2025 14:36,Persons_with_Disability,Others,jah71,bf0cf63e-b4d8-4dbd-87d4-735c1fe872d0
70d7fdd7-7a78-4050-8f06-30d63b8d0927,Female,Youth,Gombe,Rural,Yes,---,---,---,Yes,Monthly,No,Gombe-WOFAN,BilNTW049,14/01/2025 14:37,Micro_produce_marketers,Livestock_and_Animal_Product_Sellers,bill05,b89123b5-877b-4c2b-94e0-d045c5a457ac
f3f30ba7-487e-475b-9814-360421920f53,Female,Youth,Kano,Rural,Yes,---,---,---,Yes,Monthly,Yes,Kano-WOFAN,Ran3OXO43,14/01/2025 14:38,Micro_produce_marketers,Fresh_Produce_Sellers,gmm64,551891e8-6dd2-4aed-b3a0-ca5239cfb059
49f4c5f3-e5f0-446f-9dd5-1d00c23b4a78,Female,Youth,Kano,Peri_urban,Yes,---,---,---,No,Monthly,No,Kano-WOFAN,Beb5QWH34,14/01/2025 14:38,Micro_produce_marketers,Processed_and_Staple_Food_Sellers,tun04,9daa1e61-c774-49b8-85fd-a93fdd349e42
9a221897-d47d-4251-9d43-f377edf53c2b,Female,Youth,Kano,Rural,Yes,Maize,---,---,Yes,Monthly,Yes,Kano-WOFAN,Ran6QG627,14/01/2025 14:38,Persons_with_Disability,Production,gmm64,ce77b931-0a33-4f1f-94db-41b2cb95ad39
3431c919-93a3-47be-a427-0a37d3b8cba9,Female,Youth,Kaduna,Peri_urban,No,---,---,---,No,Monthly,No,Kaduna-WOFAN,IkaQEHN12,14/01/2025 14:41,Micro_produce_marketers,Processed_and_Staple_Food_Sellers,ika14,7b8f75b6-819c-4b59-a18f-18b351c67bfb
fd671283-a89a-4432-bd66-2fb425f9abc9,Male,Youth,Gombe,Rural,Yes,---,---,---,Yes,Monthly,Yes,Gombe-WOFAN,Kwa2ZFV26,14/01/2025 14:42,Persons_with_Disability,---,kwa20,6c714d0a-3b01-4718-8ce6-8ba05bcea5c6
7214ab82-a29b-41f8-bac2-467f4d509ff6,Female,Youth,Kaduna,Peri_urban,No,---,---,---,No,Monthly,No,Kaduna-WOFAN,IkaEWIP54,14/01/2025 14:42,Micro_produce_marketers,Snack_and_Food_Hawkers,ika14,5e9f28d5-0f87-4fa8-9fec-755806f72582
1be2299e-57da-4d56-a4b5-83d32ed10163,Female,Youth,Jigawa,Rural,No,---,---,---,No,Monthly,No,Jigawa-WOFAN,Jah5PLL58,14/01/2025 14:42,Persons_with_Disability,Others,jah71,3f2442cd-6139-4103-b17a-ec45e8b003f5
9958cb3b-f42e-4241-9ccd-96b42f9da96a,Female,Youth,Kano,Rural,Yes,---,---,---,Yes,Monthly,No,Kano-WOFAN,Kur09V246,14/01/2025 14:49,Micro_produce_marketers,Grain_and_Cereal_Traders,kur11,6a2e322c-a6ad-4d8e-be05-b7e4e07a1240
c5b2f8bc-37ee-47f0-b7b2-5c917778300e,Male,Youth,Kano,Rural,Yes,---,---,---,Yes,Monthly,Yes,Kano-WOFAN,KurO16O34,14/01/2025 14:49,Logistics_Service_Providers,Loading/Off-loading_of_goods,gmm48,fb216b35-3104-4012-a613-19a28884a471
de948035-2a25-4f4f-9e5b-51be31287094,Female,Youth,Kano,Rural,Yes,---,---,---,Yes,Monthly,No,Kano-WOFAN,GarXU3V49,14/01/2025 14:49,Micro_produce_marketers,Fresh_Produce_Sellers,bun06,e9c61662-3b7d-48bf-baf7-6dce0713e8cc
2b9775a2-0217-4d0f-a52f-9ad422d9440f,Female,Youth,Kano,Rural,Yes,---,Rice,---,Yes,Monthly,No,Kano-WOFAN,Kur7UHX49,14/01/2025 14:51,Persons_with_Disability,Processing,kur11,f0f650e4-009d-444d-81cb-d154001a6a22
08b7fac1-a21f-425b-9d14-e3908449425b,Female,Youth,FCT,Rural,No,---,---,---,Yes,Weekly,No,FCT-WOFAN,GwaL2DH19,14/01/2025 14:51,Micro_produce_marketers,---,gwa03,214713d3-cdbc-4b73-837b-69cf44be2829
3ef42f77-ed37-4810-8d20-ff33af2ee03e,Female,Youth,Kaduna,Rural,Yes,---,---,---,No,Monthly,No,Kaduna-WOFAN,Ika03IZ18,14/01/2025 14:52,Micro_produce_marketers,Processed_and_Staple_Food_Sellers,ika30,666243b0-2778-4be2-99df-1413b526e3f7
39072a17-6750-4dfd-b9a5-c45829ee1387,Female,Youth,Bauchi,Rural,Yes,---,---,---,Yes,Quarterly,No,Bauchi-WOFAN,DasAADS21,14/01/2025 14:53,Micro_produce_marketers,Processed_and_Staple_Food_Sellers,das07,7e9f5159-db9f-472b-8f26-87ccab328c85
3537f83c-5152-4df9-a7be-07286de91b1d,Female,Youth,Kaduna,Rural,Yes,---,---,---,Yes,Monthly,Yes,Kaduna-WOFAN,IkaAAXG25,14/01/2025 14:54,Micro_produce_marketers,Processed_and_Staple_Food_Sellers,ika30,cb689321-2f26-410f-b979-852c2f7df048
99a436df-40fa-42b1-bf84-48e18a6fc282,Female,Youth,Jigawa,Rural,No,---,---,---,Yes,Monthly,No,Jigawa-WOFAN,Tau1OHG05,14/01/2025 14:57,Persons_with_Disability,Processing,tau19,952aeacd-cbf0-495d-a692-62c34b10e0b1
34e790ef-4144-4d44-a65e-85fb64eac863,Female,Youth,Kaduna,Rural,Yes,---,---,---,Yes,Monthly,No,Kaduna-WOFAN,Ika1KU225,14/01/2025 14:57,Micro_produce_marketers,Processed_and_Staple_Food_Sellers,ika30,08d9c8a2-f25d-4160-888f-811b91387641
46ce46c9-fb07-4445-a7da-16458902a6d5,Female,Youth,Kano,Rural,Yes,---,---,---,Yes,Weekly,Yes,Kano-WOFAN,GarSAE430,14/01/2025 14:57,Micro_produce_marketers,Grain_and_Cereal_Traders,bun21,1da2673a-1fe1-4059-873d-f5dac8a6c95d
205758ee-aafc-44b5-b72f-78ea02817f4e,Female,Youth,Kano,Rural,Yes,---,---,---,Yes,Monthly,Yes,Kano-WOFAN,BebHUG630,14/01/2025 14:58,Micro_produce_marketers,Processed_and_Staple_Food_Sellers,tun11,9cd3c72e-c4dc-4d92-af33-7dd3a0dcbd61
9efd239e-ea2b-4b67-9c39-b1a6b968ff92,Female,Youth,Kano,Peri_urban,Yes,---,---,---,Yes,Monthly,Yes,Kano-WOFAN,BebS58M34,14/01/2025 14:59,Micro_produce_marketers,Legume_and_Nut_Marketers,kir05,c91eca6e-fd90-4ec5-88c7-2ce1d779b3ba
df25e600-2f84-4bf3-bb67-e6eba4351cbe,Female,Youth,Kano,Rural,Yes,---,---,---,Yes,Monthly,Yes,Kano-WOFAN,Gar34Q054,14/01/2025 15:01,Micro_produce_marketers,Grain_and_Cereal_Traders,gmm20,85fa0445-4568-4633-b5ae-10d94762f499
d6f60aed-d84e-4033-811a-111473ee5f27,Female,Youth,FCT,Rural,No,---,---,---,Yes,Monthly,No,FCT-WOFAN,GwaF5N113,14/01/2025 15:04,Micro_produce_marketers,Processed_and_Staple_Food_Sellers,gwa19,2704f697-44bb-4801-9669-fec53df22d08
039922dc-a351-47e3-8112-08313e314287,Female,Youth,Kano,Rural,No,---,---,---,No,Monthly,No,Kano-WOFAN,GarE78S51,14/01/2025 15:05,Micro_produce_marketers,Grain_and_Cereal_Traders,bun20,a6537e03-49b8-4fb4-b730-1220458804fc
8dfea19e-ecde-4595-b37a-ecc94866b836,Male,Youth,Kaduna,Rural,Yes,---,---,---,Yes,Monthly,Yes,Kaduna-WOFAN,IkaP5YG22,14/01/2025 15:05,Logistics_Service_Providers,Transportion,ika35,3355f549-f613-4e4b-9e96-1a2a9bb1473a
4473e6bf-c41a-4bdc-ab30-c76b20fd6d89,Female,Youth,Bauchi,Rural,Yes,Rice,Rice,---,Yes,Quarterly,No,Bauchi-WOFAN,GanNQRZ53,14/01/2025 15:06,Persons_with_Disability,Production/Processing,gan11,9586d45d-8354-4716-b304-13327632b26c
79be51bb-e700-4f21-a8fe-da23a4afd86b,Female,Youth,Kano,Rural,Yes,---,---,---,Yes,Monthly,Yes,Kano-WOFAN,TudIWXZ07,14/01/2025 15:06,Micro_produce_marketers,Processed_and_Staple_Food_Sellers,beb04,4581f95f-eed5-45ed-8f32-beac8153f1ee
23b53b42-843a-4af9-8e54-e5c956256227,Female,Youth,Kano,Urban,Yes,---,---,---,Yes,Monthly,Yes,Kano-WOFAN,Kur4GIC10,14/01/2025 15:08,Micro_produce_marketers,Legume_and_Nut_Marketers,kur14,a26d907c-f618-4250-a7ef-b40c7915a045
54df6fb1-6035-4473-9157-683b6a703a8a,Male,Youth,Kano,Rural,Yes,---,---,---,Yes,Weekly,No,Kano-WOFAN,Tud9GGR09,14/01/2025 15:08,Logistics_Service_Providers,Transportation_Agent,tun09,91095050-0906-44ee-9609-9d62f9448c20
9dac222d-81cd-40ee-acad-2fb0aa9cf649,Female,Youth,Kano,Urban,Yes,---,---,Rice,Yes,Monthly,Yes,Kano-WOFAN,Kur832P52,14/01/2025 15:09,Persons_with_Disability,Marketing,kur14,04e57e0b-0d0a-4378-92e6-79480ea6ff69
104ba39b-8fad-4846-b417-4de7aa3af573,Female,Youth,Kano,Urban,Yes,---,---,---,Yes,Monthly,Yes,Kano-WOFAN,KurJKZC18,14/01/2025 15:09,Micro_produce_marketers,Grain_and_Cereal_Traders,kur14,5b2b35a2-0e2d-41bb-90ca-5b4d99286301
62bbc08c-ab78-495d-ae6b-10a3ac85c5ca,Female,Youth,Kano,Rural,Yes,---,---,---,Yes,Monthly,Yes,Kano-WOFAN,Rim8L2A57,14/01/2025 15:09,Micro_produce_marketers,Oil_and_Cooking_Ingredient_Sellers,rig06,b3134890-d5f4-4b75-aa2b-2a0def191481
2be5aeee-d851-43a4-b4ca-9071713fd379,Female,Youth,Kano,Rural,Yes,---,---,---,No,Monthly,No,Kano-WOFAN,Tud3K5601,14/01/2025 15:10,Micro_produce_marketers,Processed_and_Staple_Food_Sellers,tun15,d9243f55-a388-460b-8d0b-f8be75967986
7795162f-d2df-40c2-86d5-bff6ad87513e,Female,Youth,FCT,Rural,Yes,---,---,---,Yes,Monthly,No,FCT-WOFAN,Kuj6QOC12,14/01/2025 15:10,Micro_produce_marketers,Fresh_Produce_Sellers,kuj05,ee52754d-b260-466b-9f9f-e27bdde9d7a3
96d7c221-fbb0-4d17-bc9f-e19a2ec92b2f,Female,Youth,Jigawa,Rural,No,---,---,---,Yes,Monthly,No,Jigawa-WOFAN,JahJBDF59,14/01/2025 15:10,Micro_produce_marketers,Processed_and_Staple_Food_Sellers,jah40,2f5dea81-ae3a-4cb4-b3e7-9da5b6bb6082
f297128c-5223-40c2-91aa-2dde71763666,Female,Youth,Bauchi,Urban,Yes,---,---,---,Yes,Monthly,Yes,Bauchi-WOFAN,BauM1DP58,14/01/2025 15:11,Micro_produce_marketers,Grain_and_Cereal_Traders,bau15,d99f01f6-1b84-42b2-bdc8-0151e5b99d9c
f3d0a812-52ef-4f27-a2c5-20b8c0763f38,Female,Youth,Kaduna,Urban,Yes,---,---,---,Yes,Monthly,Yes,Kaduna-WOFAN,Sab512L42,14/01/2025 15:13,Micro_produce_marketers,Processed_and_Staple_Food_Sellers,zar04,8a6b69de-1f6c-4631-a8c7-8480bc59f4fc
78aa2f0a-c925-4464-8b4c-e2cc1665fab4,Female,Youth,Kaduna,Urban,No,---,---,---,Yes,Monthly,No,Kaduna-WOFAN,Sab7A6804,14/01/2025 15:14,Micro_produce_marketers,Spices_and_Condiment_Sellers,zar04,6463f5f7-ba99-43fd-b322-d0d754c0bbf9
42941c42-d6ec-487b-a2e1-699606be37e3,Female,Youth,Kano,Rural,Yes,---,---,---,Yes,Monthly,Yes,Kano-WOFAN,BebZ6V926,14/01/2025 15:15,Micro_produce_marketers,Snack_and_Food_Hawkers,beb31,68eb15d1-d6a1-4133-80b3-0d5f9e85eeba
1b6fef04-50e2-456a-8996-e19765a39435,Female,Youth,Kaduna,Urban,Yes,---,---,---,Yes,Monthly,No,Kaduna-WOFAN,SabF2K941,14/01/2025 15:15,Micro_produce_marketers,Oil_and_Cooking_Ingredient_Sellers,zar04,96ab350b-ec21-48a9-bf2b-2ea30fe0a7b1
1e3d7d44-0d07-4ce5-acd6-39793c46842d,Female,Youth,Gombe,Rural,Yes,---,---,---,Yes,Monthly,No,Gombe-WOFAN,BalIXKU51,14/01/2025 15:18,Micro_produce_marketers,Fresh_Produce_Sellers,bal07,43934c30-c283-426d-b3a0-a274b867f181
2510f60a-6dbb-43c7-85df-9fa4f75abcd6,Female,Youth,Gombe,Rural,No,---,---,---,No,Monthly,No,Gombe-WOFAN,BalRRPR09,14/01/2025 15:19,Micro_produce_marketers,Fresh_Produce_Sellers,bal07,25e69f05-02a9-47d1-a13b-b51af4cecc3c
51cd0e6f-00cd-4681-beec-28915c87d337,Female,Youth,Kano,Rural,Yes,---,---,---,No,Monthly,No,Kano-WOFAN,BebPBCM10,14/01/2025 15:20,Micro_produce_marketers,Oil_and_Cooking_Ingredient_Sellers,tun31,7b9cf948-c7f5-4b56-b0bc-38be8a9596c2
bc287c87-4119-4aee-b096-344a61aaf07a,Female,Youth,Kano,Rural,Yes,---,---,---,No,Monthly,No,Kano-WOFAN,GarE5C348,14/01/2025 15:22,Micro_produce_marketers,Oil_and_Cooking_Ingredient_Sellers,gmm20,629fd475-fdc1-41b1-bb40-a2924d99163b
0ca7ce1d-bd1b-498e-980a-67dff92a5a35,Male,Youth,Kaduna,Rural,Yes,---,---,---,Yes,Monthly,Yes,Kaduna-WOFAN,IkaJO1050,14/01/2025 15:22,Logistics_Service_Providers,Transportion,ika15,b71a86e9-2a1f-4576-bc24-995d198d5397
be8c351c-722f-4681-a37a-8ed8da994a5c,Female,Youth,Kano,Rural,Yes,---,---,---,Yes,Weekly,Yes,Kano-WOFAN,BebRFF438,14/01/2025 15:23,Micro_produce_marketers,Spices_and_Condiment_Sellers,tun11,dda4c9ff-5a18-42b4-af13-746377682cd9
a6e031ba-ac15-40d7-bd54-cd01fb014d10,Male,Youth,Kano,Rural,Yes,---,---,---,Yes,Monthly,Yes,Kano-WOFAN,RanUSQA36,14/01/2025 15:24,Logistics_Service_Providers,Transportion,gmm26,516d41c3-4dd5-41f7-900e-18e3317a9de6
8b1768c3-7bd6-4df3-8927-863fca8250e6,Female,Youth,Jigawa,Rural,Yes,Rice,Rice,---,Yes,Monthly,Yes,Jigawa-WOFAN,RinZKU149,14/01/2025 15:24,Persons_with_Disability,Production/Processing,rin23,479a7849-917d-4686-9df7-28761995d96f
4be97a8f-1389-4821-8110-d86c288dbb22,Female,Youth,Kano,Urban,Yes,---,---,---,Yes,Weekly,No,Kano-WOFAN,KanNLLR52,14/01/2025 15:25,Micro_produce_marketers,Processed_and_Staple_Food_Sellers,knmun07,360cf1c7-36ee-4c11-a8c8-6a65346d77de
f4862367-68b2-40fa-92e6-c481f0d159fe,Female,Youth,Kaduna,Rural,Yes,---,---,---,Yes,Monthly,Yes,Kaduna-WOFAN,Ika2IIZ50,14/01/2025 15:25,Micro_produce_marketers,Snack_and_Food_Hawkers,ika15,048526a5-e63d-4724-8bc0-4ca5bc0b9407
efbd2175-b36c-463d-a6eb-27025f53db21,Female,Youth,Kano,Rural,Yes,---,---,---,Yes,Monthly,No,Kano-WOFAN,Beb739D54,14/01/2025 15:28,Micro_produce_marketers,Processed_and_Staple_Food_Sellers,kir19,4e873536-0104-4252-9719-201319d3978b
2f62143b-7e44-4b4e-aeae-e69cc0425e16,Female,Youth,Bauchi,Urban,Yes,---,---,---,Yes,Quarterly,No,Bauchi-WOFAN,BauJPSM32,14/01/2025 15:28,Micro_produce_marketers,Oil_and_Cooking_Ingredient_Sellers,bau06,4904c185-d2d9-4d4b-bc17-d26ecc447807
5c06faa7-38f8-43bb-ae79-ceb9d7dd35e6,Female,Youth,Kano,Rural,Yes,---,---,---,Yes,Monthly,No,Kano-WOFAN,Kur33BW59,14/01/2025 15:29,Micro_produce_marketers,Processed_and_Staple_Food_Sellers,kur12,6d009555-e6df-4d45-a6fe-78745b417206
54bdef24-3c46-480a-b05e-62ed96e77e25,Male,Youth,Kano,Rural,Yes,---,---,---,Yes,Monthly,No,Kano-WOFAN,KurPHKL48,14/01/2025 15:30,Logistics_Service_Providers,Loading/Off-loading_of_goods,kur12,783db96e-99fb-43a3-9c98-5072a55cb49e
c5e02625-7bef-473d-b78d-b67ccb0135ba,Female,Youth,Kano,Rural,Yes,---,---,---,Yes,Monthly,Yes,Kano-WOFAN,Rim4IKZ29,14/01/2025 15:31,Micro_produce_marketers,Processed_and_Staple_Food_Sellers,rig14,7355b029-c904-41ee-a933-4b132bd51b85
594bd261-4a1f-4f85-ab93-018f479b6c5b,Female,Youth,Jigawa,Rural,No,---,---,---,No,Monthly,No,Jigawa-WOFAN,JahXTKY37,14/01/2025 15:31,Micro_produce_marketers,Fresh_Produce_Sellers,jah73,49487d96-a549-475e-bf0a-aa195b83bef3
e5703ebe-a59e-45f2-86fa-9ae64b36e89b,Male,Youth,Kano,Rural,Yes,---,---,---,Yes,Monthly,No,Kano-WOFAN,KurOEMZ06,14/01/2025 15:32,Logistics_Service_Providers,Loading/Off-loading_of_goods,kur12,bca1d185-5e51-44a9-aef5-b77363d5a448
f9dd5c44-f033-4a49-b566-768cee39ca34,Female,Youth,Bauchi,Rural,Yes,---,Rice,---,Yes,Quarterly,No,Bauchi-WOFAN,NinXCRE02,14/01/2025 15:34,Persons_with_Disability,Processing,nin01,5cbe8337-a1c3-4f62-9695-1a78770af61d
8d3fab31-aaff-4efe-acd6-5ad2a760009a,Female,Youth,Kano,Rural,Yes,Rice,Rice,---,Yes,Monthly,No,Kano-WOFAN,KurFKD145,14/01/2025 15:36,Persons_with_Disability,Production/Processing,gmm55,fc09a27e-0f64-4ccd-b816-998d98a6f353
0fd50e8f-4a73-495a-96c6-8ec23d950b2d,Female,Youth,Kano,Rural,Yes,---,---,---,Yes,Monthly,Yes,Kano-WOFAN,BebGGIX50,14/01/2025 15:36,Persons_with_Disability,Others,beb34,2595bba6-1c8a-4ef6-93b9-fed59036e9de
81416b04-aae1-455e-98e2-c8febe9fc52f,Female,Youth,Jigawa,Rural,Yes,---,---,---,Yes,Monthly,Yes,Jigawa-WOFAN,RinDUU930,14/01/2025 15:36,Micro_produce_marketers,Processed_and_Staple_Food_Sellers,rin19,687cf323-89b5-41f8-912e-b727b8a12f98
ac9ac49a-c211-4a7f-bb5f-8893040a1ffb,Female,Youth,Kano,Rural,Yes,Rice,Rice,---,No,Monthly,No,Kano-WOFAN,Kur49NU05,14/01/2025 15:37,Persons_with_Disability,Production/Processing,gmm55,9efd1ecb-676e-409e-a458-81a74d5bbf57
2b86757f-dbbb-4300-a745-cd4bbb8d3f4f,Female,Youth,Kano,Rural,Yes,Rice,Rice,---,Yes,Monthly,No,Kano-WOFAN,KurPS4F39,14/01/2025 15:38,Persons_with_Disability,Production/Processing,gmm55,dbba8851-86d0-45fd-b8fa-7e82a08400ec
d6ed2010-f6df-4e5e-93ab-85e816f8e4ce,Female,Youth,Kano,Rural,Yes,Rice,Rice,---,Yes,Monthly,No,Kano-WOFAN,Kur4N9803,14/01/2025 15:38,Persons_with_Disability,Production/Processing,gmm55,3e7929b3-e3b8-4d4d-a2e0-b13374bd2bce
e2188e08-d787-41b8-be68-1fe70fa86036,Female,Youth,Kano,Rural,Yes,---,---,---,Yes,Monthly,No,Kano-WOFAN,RimQ96T23,14/01/2025 15:38,Micro_produce_marketers,Livestock_and_Animal_Product_Sellers,rig05,4a5d96a9-42eb-4cfb-bd32-82d7e26e8b63
c68d333e-1395-48b4-98ce-abc4cef68c1b,Female,Youth,Kano,Rural,Yes,---,---,---,Yes,Monthly,Yes,Kano-WOFAN,Gar6VC929,14/01/2025 15:40,Micro_produce_marketers,Fresh_Produce_Sellers,gmm13,6e6bb9ca-1971-45b6-9bf6-95ac30ee9636
6b23f453-dc5d-4365-8353-38641a98fc70,Female,Youth,Jigawa,Rural,Yes,---,---,---,Yes,Monthly,Yes,Jigawa-WOFAN,RinSMZ656,14/01/2025 15:41,Micro_produce_marketers,Processed_and_Staple_Food_Sellers,rin18,3e4801da-ec72-461e-97e4-261e8279e256
a0a5622d-6607-4d0a-892c-35083217e1b1,Female,Youth,Gombe,Urban,No,---,---,---,Yes,Monthly,No,Gombe-WOFAN,Akk1H2T30,14/01/2025 15:41,Micro_produce_marketers,Snack_and_Food_Hawkers,akk06,6da6b6c5-442f-40d5-8518-1985188ea64f
82acab1d-45c4-4673-b151-c418d54477b2,Female,Youth,Kano,Rural,Yes,---,---,---,Yes,Monthly,No,Kano-WOFAN,KurIW6C34,14/01/2025 15:42,Micro_produce_marketers,Oil_and_Cooking_Ingredient_Sellers,gmm70,957cf63d-14d1-4205-b5cc-27bbd728c768
d267fd72-e288-4254-839e-99d08c0f70ba,Female,Youth,Kano,Rural,No,---,---,---,Yes,Weekly,Yes,Kano-WOFAN,RimQZXK16,14/01/2025 15:43,Micro_produce_marketers,Oil_and_Cooking_Ingredient_Sellers,rig08,8bf5c6c5-09ab-44fd-b3a8-959d88b41db3
12550f19-a26b-4a60-a518-e0e67d1c533a,Female,Youth,Kano,Urban,Yes,---,---,---,Yes,Monthly,Yes,Kano-WOFAN,KurXYLH21,14/01/2025 15:43,Micro_produce_marketers,Legume_and_Nut_Marketers,kur14,3a5f4bde-36fd-4657-a7b1-f399e43def44
2d9afb57-b6aa-4643-9ac0-42bf488363e5,Female,Youth,Jigawa,Rural,Yes,Rice,Rice,---,Yes,Monthly,Yes,Jigawa-WOFAN,JahPIUY06,14/01/2025 15:43,Persons_with_Disability,Production/Processing,jah49,0c04a665-e6f1-4b1b-b7d1-0efb8cc0e63e
