formid,Type of Financial Product/Service Accessed,Date of accessing Product/Service,Has your cooperative ever given you access to the following business development support services? | None,Has your cooperative ever given you access to the following business development support services? | Training_in_microenterprise_management,Has your cooperative ever given you access to the following business development support services? | Preparing_bankable_business_plans,Has your cooperative ever given you access to the following business development support services? | Business_planning_and_strategy,Has your cooperative ever given you access to the following business development support services? | Export_assistance,Has your cooperative ever given you access to the following business development support services? | Financial_management,Has your cooperative ever given you access to the following business development support services? | Marketing_and_advertising,Has your cooperative ever given you access to the following business development support services? | Personnel_administration,Has your cooperative ever given you access to the following business development support services? | Sales_and_customer_service,Has your cooperative ever given you access to the following business development support services? | Others,Has your cooperative ever given you access to the following business development support services? | extra,5  Has your cooperative ever facilitated access to market opportunities for its members?,Comm_Partner_ID,username,Did your cooperative facilitate access to this financial Product/Service?,Are you satisfied with the product/service?
46861b0c-16f8-4c2e-99d9-0327178b005f,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,AkkVTHBJQ15,akk04,Yes,Yes
ff94387a-dc58-4530-80ec-d8419daaec98,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,AkkVME92W52,akk04,Yes,Yes
90c0f54b-53a6-48bf-ac07-498bd121d12b,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,Akk4PP1JD48,akk04,Yes,Yes
0083498a-ba89-4d9f-93ee-2ada9c6ce77b,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,Akk16R7X234,akk04,Yes,Yes
8e59233c-d521-4ab0-b589-30a4f50c660b,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,AkkUOJ1DH05,akk04,Yes,Yes
14989e0f-1d4d-4930-a5e9-adf9fa676fe9,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,AkkELZHB105,akk04,Yes,Yes
f4acec79-8de8-442a-9bd1-1b131be2b316,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,AkkWRS9SY02,akk04,Yes,Yes
7216cae5-ea0a-4314-ac43-e886addede79,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,AkkOL8X1M15,akk04,Yes,Yes
81f64309-b98a-4b33-9272-ccf6eb2d0033,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,Akk5MRLVN24,akk04,Yes,Yes
f6a9e8c5-10e3-473c-b569-be8da3ae6e92,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,AkkI5JEUV38,akk04,Yes,Yes
26c276ae-4065-4925-8ba8-a7a3e31e05be,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,AkkX4SAXJ29,akk04,Yes,Yes
39bd2914-dd3b-4f3e-b311-1eda7e676e00,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,Akk0351SS16,akk04,Yes,Yes
cb5960e4-28db-4a86-bb13-9cf290d760d2,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,AkkVUFCR730,akk04,Yes,Yes
f8f71fdd-c7ca-4d48-9698-044d1adc24a3,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,AkkQ6IG7P38,akk04,Yes,Yes
3300c4be-372a-4c93-9988-34198d439af0,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,AkkJDSEWV16,akk04,Yes,Yes
654a6e53-84cd-4077-a3c4-7705ed6aeaa6,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,AkkCTJBUV21,akk04,Yes,Yes
d2955acb-f49d-4707-a17c-07e8163e2c95,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,AkkBH0DHY31,akk04,Yes,Yes
4b8ae9bb-0130-4e65-84bc-4620ae3547f0,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,Akk52ZEYX13,akk04,Yes,Yes
632201af-3dfc-4180-b562-c7ea419a2ff3,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,AkkBGPVS533,akk04,Yes,Yes
bd9f8ed1-1bf8-48cc-8cd0-42b74dc53c46,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,AkkMR4BHP56,akk04,Yes,Yes
7319f700-07e9-441e-9c16-b54b205f41bb,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,AkkOAV8QS19,akk04,Yes,Yes
1267a529-4cd8-4d65-8132-062e64676521,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,AkkXFKTUW01,akk04,Yes,Yes
8173cf43-cb39-4743-b068-036a0a0ea349,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,AkkEVLXNN02,akk04,Yes,Yes
bcdbcceb-c582-410d-9967-b18a992bb16a,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,AkkW3M68114,akk04,Yes,Yes
de195e6c-82c3-4282-b883-de184dbbeb2c,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,AkkIKOSF145,akk04,Yes,Yes
6ce4adb0-36b0-4fec-8da6-baf8630a27c7,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,AkkTKBZ0214,akk04,Yes,Yes
18ec5df2-d112-47bf-b4c1-58d73d1e2462,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,AkkJWQ2WR51,akk04,Yes,Yes
78140d40-7903-4977-b084-1b162abbb223,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,Akk67DY9123,akk04,Yes,Yes
94659f4b-0c93-486b-acd7-5765a9f87fa1,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,AkkF95HY320,akk04,Yes,Yes
ed0fd7fa-9860-4b0e-9723-0281b87af585,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,AkkT8Q47T28,akk04,Yes,Yes
a1818dcf-d37d-4d04-8113-9f1f7f473ef9,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,AkkHGPOWE44,akk04,Yes,Yes
843c133f-2b33-46bb-af04-c91b686eb392,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,AkkB93QH309,akk04,Yes,Yes
a6a6c10c-26a8-458b-884b-8f3f7f858e24,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,AkkCVJ5E550,akk04,Yes,Yes
e09c46ce-59f9-487f-a875-3094eb150b19,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,Akk2FDVPE25,akk04,Yes,Yes
80b73aab-8391-4184-a212-49d59cc464c1,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,Akk78PD9R37,akk04,Yes,Yes
254d0565-453f-48fe-a77a-3303fb45ba6e,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,Akk0L2TRR28,akk04,Yes,Yes
b47465bf-d976-4c57-b89b-caa8c5974ed7,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,AkkBLD6KS58,akk04,Yes,Yes
d69fb61a-9ff1-4f94-bcd7-fe2bba356b5b,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,GwaRF16QY00,gwa24,Yes,Yes
d2553ae9-f9bb-4ae6-85e6-d68e22746e26,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,Akk4HZG3Q20,akk04,Yes,Yes
e8da2dff-e58b-41e4-9a2b-f02ce2594401,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,AkkPLFRUX54,akk04,Yes,Yes
83b58787-dca9-44ff-b76f-9125765b7caf,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,AkkR4EEB006,akk04,Yes,Yes
cdbc2f26-6d02-443d-bacc-b85279addcf7,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,Akk2CNRUN47,akk04,Yes,Yes
71022af3-ee1a-4bf6-b17a-7c21671f63be,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,Akk9AFO2K00,akk04,Yes,Yes
015305b3-fdf9-4c8d-88b7-54c83dc8bea7,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,AkkG4I1BI13,akk04,Yes,Yes
4860646b-acb7-4c06-a673-14cd0363d9e4,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,AkkGBCDXQ47,akk04,Yes,Yes
7d5d5f0c-b41e-47bb-bfa6-830905171cff,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,AkkZBIQFE06,akk04,Yes,Yes
952b108d-a27c-408b-897d-a38c692b4fa4,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,AkkXHWZPV22,akk04,Yes,Yes
2b11f8b2-d5f3-4798-a9dc-26dc55fd609c,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,AkkFOOEOG22,akk04,Yes,Yes
c5ff7f9e-6209-47db-b635-0f4d83a1408c,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,AkkSOXXZE43,akk04,Yes,Yes
fdfab454-36fc-45de-836d-2e141b1dced7,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,AkkK0DVSS39,akk04,Yes,Yes
f562b7bf-9c93-4cc5-a1aa-9f5c7415f5fe,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,AkkQCQGY103,akk04,Yes,Yes
4d58e249-9192-4c32-9cc4-8726a221cd21,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,Akk89ZYD410,akk04,Yes,Yes
dcc98374-c6f4-464e-9028-07090c457512,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,AkkX3EIH047,akk04,Yes,Yes
e6d43352-9143-4581-9a03-714a461aa576,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,AkkYMHOH704,akk04,Yes,Yes
bc49ef55-c8b8-4c70-b3e1-439c35f07a1d,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,BebJUGKK819,beb26,Yes,Yes
c13af384-20f6-4d8f-8b7f-a56904453438,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,AkkCOPNCC18,akk04,Yes,Yes
026a4885-aa5b-4eac-9299-eabce68c144f,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,Beb5WXRNT21,beb26,Yes,Yes
935e1e8d-3757-4d76-8c17-a7562b79ecd3,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,AkkPI3NVG42,akk04,Yes,Yes
cf32ff20-11c5-4fd0-832a-797b583d7a10,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,BebP5LU1O49,beb26,Yes,Yes
02816bd9-396d-4404-a4ed-9bea2f206aec,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,Akk374Z5V43,akk04,Yes,Yes
6c72bc55-9ac6-42ff-98e9-c34125940538,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,Akk06QX0J05,akk04,Yes,Yes
50d5aca4-fd52-4d86-9085-6886d5f8a923,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,BebXUZGRT55,beb26,Yes,Yes
bd859fe3-a14b-4af3-83c2-33368971bb72,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,Akk9I5SAD51,akk04,Yes,Yes
4453a170-e29b-4a02-b154-48ee35e49a1e,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,BebITOJTE54,beb26,Yes,Yes
1632bc9d-477a-4750-809e-3add0a200b90,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,AkkQWD9L759,akk04,Yes,Yes
43d84e5a-fc00-4e63-a8ef-4363d7d2e380,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,AkkS57PSQ44,akk04,Yes,Yes
0a3e8561-3480-4bce-ab7d-3f52b1ffd97d,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,BebHLLP7118,beb26,Yes,Yes
917a474f-6459-4b05-808f-59a88842d378,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,Akk5L2MUR57,akk04,Yes,Yes
dd104ebd-e663-474b-980e-0fe7ec58ab12,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,BebRP4JMG14,beb26,Yes,Yes
8b7e4700-af60-4814-9881-34d461c42691,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,Akk0VXV1M42,akk04,Yes,Yes
e5b43d5d-7cd1-4462-9caf-6debe8ea4913,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,BebX6ZOXW42,beb26,Yes,Yes
16f8c1fc-ce2a-4875-99f8-8fbc50168328,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,Akk6HMAUJ45,akk04,Yes,Yes
3a86da12-d8ac-4505-b8c0-66ecb8a8b55c,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,BebBZLHLU19,beb26,Yes,Yes
c774ae12-16b9-46b1-af46-7aafbbdfa996,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,AkkR5TV7Q05,akk04,Yes,Yes
6ed26773-d242-463a-8a62-928fed8c6a0c,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,BebEDHUTQ36,beb26,Yes,Yes
5a8cc0af-2f2e-4304-9d90-dc3c1245dafb,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,Akk93RGY903,akk04,Yes,Yes
5b1302ce-b768-4a50-ba9b-0a7edfcc99cf,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,BebA8LZ4R08,beb26,Yes,Yes
f8893b92-45c4-469c-a95b-8b90861b3a25,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,AkkS5S25Z02,akk04,Yes,Yes
2469de7c-61b5-4713-b131-d23dadf4c506,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,BebRLXE5H07,beb26,Yes,Yes
f7933b05-472c-4c5e-b80b-013d0ed2a8a5,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,AkkDPV0OG21,akk04,Yes,Yes
2a4a7ec4-e981-4f90-a8e5-89378c6967d5,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,AkkUM69HO10,akk04,Yes,Yes
eadaef7a-e216-454b-b785-730054bba9ef,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,Beb56X7JZ51,beb26,Yes,Yes
3e3d599c-0ea3-40ae-9697-1cfad23e3fcd,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,Akk95ADF357,akk04,Yes,Yes
72a49a50-848a-4a85-b4c8-c4a1ebf61595,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,BebMTJEVD27,beb26,Yes,Yes
a4fa4c2f-821f-4b6d-939f-162d95803b5a,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,AkkHNISTP00,akk04,Yes,Yes
b4e2f571-3c6f-46f7-b1a6-89cda696ed4d,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,AkkMTQWAZ26,akk04,Yes,Yes
909002cf-af29-479a-ac64-a3f8d081fa8c,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,BebGJBQES45,beb26,Yes,Yes
5cf3c4cd-5b2c-4451-857c-1a64b6f67894,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,AkkB46OJP50,akk04,Yes,Yes
976f40ee-d49d-488a-9669-48d1f4aff7bf,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,BebFIJTZ558,beb26,Yes,Yes
159522e0-7d39-497b-9607-f086ddb2afec,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,AkkTQF10W14,akk04,Yes,Yes
1c6352eb-1fb9-40c7-8688-d816fd34ddf9,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,AkkF1TNDL21,akk04,Yes,Yes
c4cdb9e2-2039-41cf-bee3-b02d13e38369,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,BebSNNTFF20,beb26,Yes,Yes
8a28d59e-ac8b-4ec4-9699-c284ad69d6c6,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,Akk55NE1Y57,akk04,Yes,Yes
4606fd50-46b8-48a4-a82f-39fc8ca561a2,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,BebSUUUB041,beb26,Yes,Yes
53438fb9-2438-482f-af72-375c07df6c2e,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,AkkESAIUV02,akk04,Yes,Yes
cb8ccbce-48d0-4806-9ecb-0b09dd6b0db5,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,Beb5P2WH833,beb26,Yes,Yes
3dfc0852-5e7c-4131-8d30-59bdfd88dc13,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,BebQ4L53559,beb26,Yes,Yes
d58130ec-30d0-4568-9910-1a83bcdb3785,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,BebZ1DN0O17,beb26,Yes,Yes
2554f914-2ff8-4890-a3c9-a424ddc805a9,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,BebV4ML8W26,beb26,Yes,Yes
94e6f710-9804-4e97-b634-da40005fa4c7,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,GarWG2F5V23,bun21,Yes,Yes
7540e1c7-23ad-4dbf-8742-bd6e1fb76635,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,BebWVS25G15,beb26,Yes,Yes
3c70c7a7-9f14-4f5e-8390-70b9007f3c78,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,BebER685V04,beb26,Yes,Yes
ee6243fa-d41a-4925-80a5-e807dea6c0a2,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,BebKUB7T608,beb26,Yes,Yes
8197db4d-cf22-412e-ba85-2b513c7e2086,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,BebF9VQJP56,beb26,Yes,Yes
66cdc5da-6269-4582-a01f-deb70e5b0866,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,BebW3K6XY13,beb26,Yes,Yes
232cb0a3-3815-4857-913e-d8f65a9860a0,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,BebZHB72A02,beb26,Yes,Yes
ed2c5ee3-1654-4b78-8e2b-8f505dba239d,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,Beb0UEFZF04,beb26,Yes,Yes
77d8cbb6-c9e2-45d8-b0e1-fea8eabe18d7,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,BebEAGUL527,beb26,Yes,Yes
efe5b216-5567-49f4-a686-eaebd64eacff,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,BebJR3DVM58,beb26,Yes,Yes
1e50bbfd-d79c-44db-adfd-7d3366d2d887,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,Beb8MGUR432,beb26,Yes,Yes
0ae940b0-3e23-4c95-9672-61c1df41ab1b,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,BebSYQE1U48,beb26,Yes,Yes
1fadf848-a9a8-4466-a134-cfe96955014c,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,BebN8C8WX31,beb26,Yes,Yes
77172341-2675-4606-8aa5-d9d29322427e,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,Beb31KZRT38,beb26,Yes,Yes
20e42166-6574-4931-a985-3e567ea6a099,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,BebVSX95O32,beb26,Yes,Yes
fef0c683-d16f-4c2a-ba60-ca6266b899d0,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,Beb5UEEM151,beb26,Yes,Yes
09b7a795-3339-4469-b9d7-6a940a55a05b,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,BebFDEJ8W12,beb26,Yes,Yes
f5a6bf6b-8f89-4fb2-9360-9a53ab681e0c,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,BebVENV0T33,beb26,Yes,Yes
4943ec80-eec2-4b8c-b814-b2e30505a4f9,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,BebWPL0UA59,beb26,Yes,Yes
a3984ec1-a2bb-49b7-98bf-67ed7acb46e0,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,Beb7EXC8512,beb26,Yes,Yes
87528537-0509-4b76-835a-cea477a33106,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,BebYAFCRX59,beb26,Yes,Yes
eba4a901-ac32-409d-b51a-9207000f00be,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,BebGKXLH409,beb26,Yes,Yes
0806f7fd-8047-423a-8d52-d0c63b1a3627,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,Beb9I2FO427,beb26,Yes,Yes
430b49c1-64c6-4e4b-99d9-c2e13b952601,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,BebJJJSBT29,beb26,Yes,Yes
8bfb6104-c14e-4f21-83df-5c40ea653a9e,Deposit_Account,2025-02-20,,1,1,1,,,,,,,,Yes,BebIRXB3L44,beb26,Yes,Yes
fbd4fb1a-ec15-4fd4-9c91-71572658694f,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,BebX3EDXQ03,beb26,Yes,Yes
286c784d-ace6-47b3-88ca-32f9067e27f4,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,RimA5CK4928,rig17,Yes,Yes
bdca4e26-e6b7-4937-9a40-6419fe35b17d,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,BebW4EN4159,beb26,Yes,Yes
26c0da41-038d-48f0-a2bb-6220e938a58a,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,BebO4XT4B47,beb26,Yes,Yes
f3ac6726-dd10-498f-831c-7fee78512308,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,BebLZ6TWD12,beb26,Yes,Yes
96c07acd-9a51-4dd0-87b2-b4788f6ce282,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,GwaPXI33G38,gwa24,Yes,Yes
bf4a5d9a-5907-4c81-8827-0b46463e7b44,Deposit_Account,2025-02-22,,1,1,1,,1,1,,1,,,Yes,Beb8WI2DE21,kir12,Yes,Yes
e062c004-4671-44cd-bd1a-ae883410a1d2,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,GarKZ1AYR25,bun21,Yes,Yes
f18fb357-62e7-4d24-ad35-56d5c4a6fc06,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,RimKM1IJO27,rig11,Yes,Yes
42a97588-6e9c-496a-8bc3-35147896dd00,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,Gwa4XOOPF54,gwa24,Yes,Yes
1f9d2521-e635-4fc8-b80a-d7af0aedc823,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,RimYUEZNJ11,rig17,Yes,Yes
d1f89fe3-dd56-46f9-a1ed-44c4b297a48f,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,Rim8BTIHM26,rig11,Yes,Yes
f81c3fdb-6b34-464a-b0e1-57088ec6eaf8,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,GarH9YRFE04,bun21,Yes,Yes
eeeace8a-f0ef-4181-af90-3e6c3b8c8d3f,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,RimUUXZBB51,rig11,Yes,Yes
b63c1313-a4ad-48fc-bf06-fc3b53963d8d,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,RimGSM91431,rig11,Yes,Yes
fb9d87bb-d3cb-49c5-a813-504fa81b3c1e,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,BebSCNLQP49,kir12,Yes,Yes
3ee744fe-20a6-4892-a3a0-5654f266a4ff,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,GwaY0XIXE59,gwa24,Yes,Yes
6357b387-ff7a-4690-ae66-e0c2d66d9f2b,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,Rim6HK82F49,rig17,Yes,Yes
2b234112-d53e-453d-b100-0fe2d5f6b699,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,RimUWF2JS40,rig11,Yes,Yes
e4e31016-7c3d-4b62-9bf7-a5f40f1078b7,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,RimZFLOVB33,rig11,Yes,Yes
32ae80ed-627b-4d07-a43b-14df40606ce0,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,GarXPDH3N48,bun21,Yes,Yes
7160ec0a-0718-4c14-a88f-afc0c0d76333,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,RimIXCNII47,rig11,Yes,Yes
bc133ac1-dd7c-4d32-be22-ce04f8ced0fb,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,Beb1B8RYI09,kir12,Yes,Yes
d3ccf888-680d-4837-bc7b-48e5b17b2a7c,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,RimIH2NNF20,rig11,Yes,Yes
89af5edb-23c2-4968-9d75-574436ee0932,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,RimR7CKXP53,rig11,Yes,Yes
0b44a51d-118d-4fbc-bea0-7cbe94c1a0eb,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,RimZ356EA06,rig11,Yes,Yes
dbaa3a41-c540-404b-a742-b95d0ac1329d,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,Sab9PYSO705,sab16,Yes,Yes
8d251ab5-1c35-4c64-9c0d-bb0b63076589,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,RimWSE9JO15,rig11,Yes,Yes
f24146f6-4a2c-438d-b8d6-802c703f6c2f,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,SabQFOLIZ19,sab16,Yes,Yes
b855c130-0d83-4749-89bd-e13b406e3688,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,Rim9B1XT533,rig11,Yes,Yes
2348dec7-d7b8-48e8-824d-e1537f3e0615,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,GarC9TW9K43,bun21,Yes,Yes
16379e25-b8eb-4518-a9ca-1cd7f64331aa,Deposit_Account,2025-02-22,,1,1,1,,1,1,,1,,,Yes,BebXM04FK34,kir12,Yes,Yes
a3509d11-ee1a-4503-ac51-16a86c444308,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,RimLZS00Q24,rig11,Yes,Yes
adec8d96-2a13-4ab3-b573-15edadf30efe,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,SabSQXEUZ51,sab16,Yes,Yes
c1ff0526-10a2-4fdb-be2f-f128443ae4f0,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,Rim7GIIIW44,rig11,Yes,Yes
bb4e7a71-2127-4f8d-9307-a612b356798b,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,RimGB1W8E33,rig11,Yes,Yes
83cd7da5-e34a-4c1b-b8de-37b41c5c45e3,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,Gar2YCN8B22,bun21,Yes,Yes
7aacea94-8bd4-4531-9a2e-e883f9f10c81,Deposit_Account,2025-02-20,,1,1,1,,1,1,,1,,,Yes,BebYY7RGC43,kir12,Yes,Yes
52508ad7-c0ab-4fc7-9cf7-cd8e9b32d475,Deposit_Account,2025-03-14,,1,,,,,1,,,,,Yes,RimWMI22R58,rig11,Yes,Yes
