formid,Date of visit,State,6  Ongoing farm activity at the time of visit | None,6  Ongoing farm activity at the time of visit | Site_Selection,6  Ongoing farm activity at the time of visit | Land_Measurement,6  Ongoing farm activity at the time of visit | Land_Clearing,6  Ongoing farm activity at the time of visit | First_herbicide_application,6  Ongoing farm activity at the time of visit | Ploughing_Harrowing_Tilling,6  Ongoing farm activity at the time of visit | Preparation_of_Nursery_,6  Ongoing farm activity at the time of visit | Planting,6  Ongoing farm activity at the time of visit | Transplanting,6  Ongoing farm activity at the time of visit | Gap_control_(Replacement_of_un-germinated_plants),6  Ongoing farm activity at the time of visit | Mulching,6  Ongoing farm activity at the time of visit | Post-Emergence_Herbicide_Application_or_Manual_weeding_1,6  Ongoing farm activity at the time of visit | NPK_Application,6  Ongoing farm activity at the time of visit | Application_of_Aflasafe,6  Ongoing farm activity at the time of visit | Application_of_Pesticide,6  Ongoing farm activity at the time of visit | Post-Emergence_Herbicide_Application_or_Manual_weeding_2,6  Ongoing farm activity at the time of visit | Urea_Application,6  Ongoing farm activity at the time of visit | SSP_Application,6  Ongoing farm activity at the time of visit | Post-Emergence_Herbicide_Application_or_Manual_weeding_3,6  Ongoing farm activity at the time of visit | Harvesting,6  Ongoing farm activity at the time of visit | Drying_(To_eradicate_moisture),6  Ongoing farm activity at the time of visit | Winnowing,6  Ongoing farm activity at the time of visit | Bagging,6  Ongoing farm activity at the time of visit | Storage,6  Ongoing farm activity at the time of visit | extra,Farm-related problem reported by the farmer | None,Farm-related problem reported by the farmer | Disease_outbreak_(Specify),Farm-related problem reported by the farmer | Pest_Attack_(Specify),Farm-related problem reported by the farmer | Soil_degradation,Farm-related problem reported by the farmer | Water_Scarcity,Farm-related problem reported by the farmer | Weed_Infestation,Farm-related problem reported by the farmer | Others,Farm-related problem reported by the farmer | extra,Implementing_partner,Cooperative_Unique_ID,State-IP,username
0046178b-0c9a-46ff-bd4c-89f46144f5fb,2025-08-12,Kano,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-GarWXPYW40,Kano-WOFAN,gmm70
aed3e311-01b8-4b57-911c-749a8799fbf4,2025-08-19,Kano,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-GarWXPYW40,Kano-WOFAN,gmm70
b96cad3a-d1a6-4bec-b434-6d7eaed4b79d,2025-08-23,Kano,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,WOFAN,CT-GarWXPYW40,Kano-WOFAN,gmm70
704e1d80-7321-4bb9-ac51-3410bb5cbe79,2025-09-06,Kano,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,WOFAN,CT-GarWXPYW40,Kano-WOFAN,gmm70
c568b92a-32b8-4005-ac60-fe0772ede6b7,2025-09-10,Kano,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,WOFAN,CT-GarWXPYW40,Kano-WOFAN,gmm70
65967f68-d64b-43f6-8403-4671959a2b8c,2025-09-17,Kano,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-Gar6NGTO14,Kano-WOFAN,gmm50
9ad30901-cac3-4597-85a8-979ead4f67d5,2025-07-15,Jigawa,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-Jah2AN0H24,Jigawa-WOFAN,jah45
add93aca-9c6a-458b-9e0d-a3478508f35b,2025-07-11,Jigawa,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-Jah2AN0H24,Jigawa-WOFAN,jah45
229bf462-6b07-4dca-b0e8-f97237114884,2025-07-17,Jigawa,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-Jah2AN0H24,Jigawa-WOFAN,jah45
4045d1db-28f4-40e7-92bb-f3d28a8d1ceb,2025-07-24,Jigawa,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-Jah2AN0H24,Jigawa-WOFAN,jah45
8d783abf-20ec-4235-9059-9c71a6b5ea95,2025-07-26,Jigawa,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-Jah2AN0H24,Jigawa-WOFAN,jah45
2f09068c-c57f-4889-8b05-3a55cf480ca5,2025-08-04,Jigawa,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,WOFAN,CT-Jah2AN0H24,Jigawa-WOFAN,jah45
c7cdb711-4dbc-4af6-ac23-45dd05908aa6,2025-08-07,Jigawa,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,WOFAN,CT-Jah2AN0H24,Jigawa-WOFAN,jah45
3a0f7928-c4a0-430d-9d2a-c11ee8c8e5c7,2025-08-08,Jigawa,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,WOFAN,CT-Jah2AN0H24,Jigawa-WOFAN,jah45
0df5ef66-ecd6-4abf-a240-ca0cadf471a9,2025-09-11,Jigawa,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,WOFAN,CT-Jah2AN0H24,Jigawa-WOFAN,jah45
022ab6f9-3567-4141-b76f-d2da53c580f6,2025-09-17,Jigawa,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,WOFAN,CT-Jah2AN0H24,Jigawa-WOFAN,jah45
0d411ca0-6733-42c0-8b29-5d49cba2831f,2025-09-19,Jigawa,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,WOFAN,CT-Jah2AN0H24,Jigawa-WOFAN,jah45
04960e80-134e-4c77-a493-70ec9e8fd4f1,2025-09-25,Jigawa,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,WOFAN,CT-Jah2AN0H24,Jigawa-WOFAN,jah45
362720d7-6076-4763-b19f-f0bcea908f83,2025-10-03,Jigawa,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,WOFAN,CT-Jah2AN0H24,Jigawa-WOFAN,jah45
911b7356-7ec9-412f-820a-9c2cd43a0a39,2025-10-14,Jigawa,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,WOFAN,CT-Jah2AN0H24,Jigawa-WOFAN,jah45
21644a2a-2662-4bd8-b4f0-890e5960cead,2025-10-19,Jigawa,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,WOFAN,CT-Jah2AN0H24,Jigawa-WOFAN,jah45
4c382a11-0395-413d-8d6e-5feaa0bc0f9a,2025-09-18,Kano,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-Gar6NGTO14,Kano-WOFAN,gmm50
eb52b6b4-e0a5-42c9-9043-c4b05c43ee5f,2025-06-15,Jigawa,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-Tau4DNJ133,Jigawa-WOFAN,tau29
b4a8b7f4-f9ce-49fd-b624-e48a5699e69e,2025-06-16,Jigawa,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-Tau4DNJ133,Jigawa-WOFAN,tau29
b681ac4c-715a-48e4-99d5-41e364c1057f,2025-06-17,Jigawa,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-Tau4DNJ133,Jigawa-WOFAN,tau29
af52ed19-7b79-489d-82bc-28027bbcd62c,2025-06-18,Jigawa,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-Tau4DNJ133,Jigawa-WOFAN,tau29
ebed7306-6850-4e98-9bc6-5e3198e59bfe,2025-06-20,Jigawa,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,WOFAN,CT-Tau4DNJ133,Jigawa-WOFAN,tau29
28a7690f-6060-42c7-922e-ea3347f03eb6,2025-07-16,Jigawa,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,WOFAN,CT-Tau4DNJ133,Jigawa-WOFAN,tau29
c086727f-a1b6-4047-aa14-7e50f4b4c98e,2025-07-17,Jigawa,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,WOFAN,CT-Tau4DNJ133,Jigawa-WOFAN,tau29
635482c2-d0fb-4e92-94f6-caf6e65087d8,2025-07-18,Jigawa,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,WOFAN,CT-Tau4DNJ133,Jigawa-WOFAN,tau29
28b9765b-a44e-4149-bc1c-ae4efe53ad7e,2025-07-25,Jigawa,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,WOFAN,CT-Tau4DNJ133,Jigawa-WOFAN,tau29
1f92bb49-69bb-4668-8d2d-0933d945126c,2025-07-26,Jigawa,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,WOFAN,CT-Tau4DNJ133,Jigawa-WOFAN,tau29
ad02a5dc-d391-46dd-82e1-19d70fc0a774,2025-07-26,Jigawa,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,WOFAN,CT-Tau4DNJ133,Jigawa-WOFAN,tau29
1ecaf873-e186-4ce9-b2fc-12e8a8ee2fba,2025-07-18,Jigawa,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,WOFAN,CT-Tau4DNJ133,Jigawa-WOFAN,tau29
b783f7b4-8e77-4bde-a928-8b7b00904370,2025-09-28,Jigawa,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,WOFAN,CT-Tau4DNJ133,Jigawa-WOFAN,tau29
4f1dd527-d934-40fa-ac76-6da20585f467,2025-06-15,Jigawa,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-TauI3AY025,Jigawa-WOFAN,tau29
0952a070-de35-4ed2-a7f8-a9c86f761b9e,2025-06-16,Jigawa,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-TauI3AY025,Jigawa-WOFAN,tau29
98d36c31-391b-4dfa-8193-7efc60609628,2025-06-17,Jigawa,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-TauI3AY025,Jigawa-WOFAN,tau29
837f3bdf-754c-4f3f-95a6-c73350b541e3,2025-06-30,Jigawa,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-TauI3AY025,Jigawa-WOFAN,tau29
4c9bbfc3-e601-4820-ac31-4f00fab03abe,2025-07-01,Jigawa,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,WOFAN,CT-TauI3AY025,Jigawa-WOFAN,tau29
e9ddd37b-d2db-4396-bb1f-73a21b158558,2025-07-02,Jigawa,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,WOFAN,CT-TauI3AY025,Jigawa-WOFAN,tau29
193d659c-f1bd-4c51-b29f-57bab24a6541,2025-07-05,Jigawa,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,WOFAN,CT-TauI3AY025,Jigawa-WOFAN,tau29
c5be9908-cd35-41d4-887b-13859af67013,2025-07-25,Jigawa,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,WOFAN,CT-TauI3AY025,Jigawa-WOFAN,tau29
afc98657-609f-40a6-9df3-d8abf8e7bba3,2025-08-25,Jigawa,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,WOFAN,CT-TauI3AY025,Jigawa-WOFAN,tau29
76be6693-2b01-4eb3-8f3b-8a689c9e25ce,2025-08-27,Jigawa,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,WOFAN,CT-TauI3AY025,Jigawa-WOFAN,tau29
8d6737fb-a461-4dd0-abf0-47096467e9bb,2025-08-28,Jigawa,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,WOFAN,CT-TauI3AY025,Jigawa-WOFAN,tau29
a2371417-2d89-4a1e-8796-ce58ed58a0a2,2025-08-29,Jigawa,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,WOFAN,CT-TauI3AY025,Jigawa-WOFAN,tau29
55e6f3b5-0f38-4a92-ab68-4cc8d00595f5,2025-08-29,Jigawa,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,WOFAN,CT-TauI3AY025,Jigawa-WOFAN,tau29
a5b14ef6-801a-4120-a3f7-1d417d5b6d39,2025-10-22,Kaduna,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-Ika45T6546,Kaduna-WOFAN,ika33
8418236f-be94-4515-8524-98de284a3ccb,2025-10-22,Kaduna,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-Ika45T6546,Kaduna-WOFAN,ika33
1afcc74a-4ea7-4443-9d49-f679d970986a,2025-10-22,Kaduna,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-Ika45T6546,Kaduna-WOFAN,ika33
6139ac53-112c-4dfe-b5fc-5bdbb28f3502,2025-10-22,Kaduna,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,WOFAN,CT-Ika45T6546,Kaduna-WOFAN,ika33
bc9c6acf-71c0-4e65-9494-205197b557de,2025-10-22,Jigawa,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-JahR8IMH00,Jigawa-WOFAN,jah22
4f28bd89-602f-4502-9e58-032b0056f147,2025-07-27,Jigawa,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-JahR8IMH00,Jigawa-WOFAN,jah22
1963dbd2-6fee-4dfb-a722-78f588a1f87c,2025-10-22,Kaduna,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,WOFAN,CT-Ika45T6546,Kaduna-WOFAN,ika33
778094d3-2f72-42ff-b113-c97615210fc0,2025-10-22,Kaduna,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,WOFAN,CT-Ika45T6546,Kaduna-WOFAN,ika33
794dc828-f4b2-4265-9bc0-98baf0cd6670,2025-10-22,Kaduna,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,WOFAN,CT-Ika45T6546,Kaduna-WOFAN,ika33
188d2675-da56-4396-ba68-1de90df344f0,2025-10-22,Kaduna,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-Ika6XULE14,Kaduna-WOFAN,ika33
d94f6efa-34c9-4f44-9649-d12f7eee537c,2025-10-22,Kaduna,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-Ika6XULE14,Kaduna-WOFAN,ika33
1fd64582-325c-43bf-bf6b-6cb7c3979e81,2025-10-22,Kaduna,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-Ika6XULE14,Kaduna-WOFAN,ika33
74fff86b-c3d5-48d9-95ba-a066a500faa1,2025-10-22,Kaduna,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-Ika6XULE14,Kaduna-WOFAN,ika33
49bdf433-d401-4859-ad97-eb3508cbf55c,2025-10-22,Kaduna,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-Ika6XULE14,Kaduna-WOFAN,ika33
0e8e5660-46c1-4504-8ef2-43b9eb939929,2025-10-22,Kaduna,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,WOFAN,CT-Ika6XULE14,Kaduna-WOFAN,ika33
5e2914de-861b-4903-b438-4784869d0c3b,2025-07-19,Kano,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-GarBQSFX10,Kano-WOFAN,bun02
92149735-4cd1-4bc9-822f-5bcccff4632d,2025-07-20,Kano,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-GarBQSFX10,Kano-WOFAN,bun02
bcb8c7a6-afb5-492e-bf47-4e44dea293c4,2025-07-20,Kano,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-GarBQSFX10,Kano-WOFAN,bun02
f471bb0f-618c-4e2f-85e7-24a329cafcb1,2025-08-07,Kano,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,WOFAN,CT-GarBQSFX10,Kano-WOFAN,bun02
1599cee9-3b7d-41f4-9ff1-8f5833d67e46,2025-08-09,Kano,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,WOFAN,CT-GarBQSFX10,Kano-WOFAN,bun02
f4e23604-2eac-44d5-8870-3796ff7d27ad,2025-08-04,Kano,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,WOFAN,CT-GarBQSFX10,Kano-WOFAN,bun02
78d20a5e-8da8-47ac-9d95-bb6141bc5c30,2025-10-22,Kaduna,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,WOFAN,CT-Ika6XULE14,Kaduna-WOFAN,ika33
42979d55-5299-4434-92c1-7cdf935e79db,2025-10-22,Kaduna,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,WOFAN,CT-Ika6XULE14,Kaduna-WOFAN,ika33
47a4aae2-5bf8-4aa9-ac39-551778fe2a02,2025-10-22,Kaduna,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,WOFAN,CT-Ika6XULE14,Kaduna-WOFAN,ika33
387b4983-38f3-41e3-9856-34b6883bba6f,2025-10-22,Kaduna,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,WOFAN,CT-Ika6XULE14,Kaduna-WOFAN,ika33
5b2e981f-5a8f-4e19-913d-edc733a93d0e,2025-10-22,Kaduna,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-Ika45T6546,Kaduna-WOFAN,ika33
cba87e04-a27d-4684-bca5-60ca13eb715c,2025-10-22,Kaduna,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,WOFAN,CT-Ika6XULE14,Kaduna-WOFAN,ika33
476264f1-ecf5-4475-8348-e3e2ac3b5012,2025-10-22,Kaduna,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,WOFAN,CT-Ika6XULE14,Kaduna-WOFAN,ika33
c5894d5b-8478-45cf-a07a-6a1ae4880dda,2025-09-04,Kano,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,WOFAN,CT-GarBQSFX10,Kano-WOFAN,bun02
69f73109-187d-4050-9cea-e463195b5ab9,2025-10-07,Kano,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,WOFAN,CT-GarBQSFX10,Kano-WOFAN,bun02
2b510a5a-2e10-484f-a867-9bb91a1ac172,2025-10-15,Kano,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,WOFAN,CT-GarBQSFX10,Kano-WOFAN,bun02
fd0ecc51-ce13-4840-a71e-9258b5580658,2025-10-20,Kano,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,WOFAN,CT-GarBQSFX10,Kano-WOFAN,bun02
3b807d83-a58b-4597-a9ad-dd7d61ecad63,2025-10-21,Kano,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,WOFAN,CT-GarBQSFX10,Kano-WOFAN,bun02
c64b3bb9-dc84-44bb-853e-c3abbd2a2c35,2025-10-22,Kano,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,WOFAN,CT-GarBQSFX10,Kano-WOFAN,bun02
a8f4489e-e55b-45fc-b56e-edb526384c53,2025-05-22,Kano,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-Gar40A3026,Kano-WOFAN,gmm54
c8487c06-c2c4-46bc-8d22-766fdc935034,2025-05-18,Kano,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-Gar40A3026,Kano-WOFAN,gmm54
f8d00c4a-9560-4ae3-a2d4-b91ceb3544de,2024-05-22,Kano,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-Gar40A3026,Kano-WOFAN,gmm54
ea4762e1-3f8e-49ef-bb82-8d80c362ede3,2025-05-22,Kano,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-Gar40A3026,Kano-WOFAN,gmm54
b7c1be90-008f-46fa-8909-364730379f8f,2025-06-22,Kano,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-Gar40A3026,Kano-WOFAN,gmm54
792c42fa-60b3-452e-92de-5e1e2589c41c,2025-05-22,Kano,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-Gar40A3026,Kano-WOFAN,gmm54
532a957e-76c4-4a54-8dd1-35ef023d1fc8,2025-08-08,Kano,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-Gar40A3026,Kano-WOFAN,gmm54
c30b2cb5-fed4-471e-a078-ebd469a7cc58,2025-08-07,Kano,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-Gar40A3026,Kano-WOFAN,gmm54
b74a9fb2-e683-4266-8a06-1e13fcc408fd,2025-08-18,Kano,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-Gar40A3026,Kano-WOFAN,gmm54
78ba3dce-dac1-4a2e-a6fc-4448d470139a,2025-08-22,Kano,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,WOFAN,CT-Gar40A3026,Kano-WOFAN,gmm54
16bf35e2-9b98-425f-8616-99713c916acf,2025-08-23,Kano,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-Gar40A3026,Kano-WOFAN,gmm54
bf6fb185-cb09-4091-9259-2650178e5db0,2025-09-06,Kano,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,WOFAN,CT-Gar40A3026,Kano-WOFAN,gmm54
8f892325-7b8a-4b8d-9d41-1f8828ddcc70,2025-05-22,Kano,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-Gar40A3026,Kano-WOFAN,gmm54
ed68f8bb-e925-4874-8390-18b8fb3bfbc1,2025-05-30,Kano,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-Gar40A3026,Kano-WOFAN,gmm54
b38fa075-4eda-4ece-940f-cf336c101b2d,2025-06-01,Kano,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-Gar40A3026,Kano-WOFAN,gmm54
7b79dade-1af0-465e-9cde-90e5b38f8d93,2025-06-18,Kano,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,WOFAN,CT-Gar40A3026,Kano-WOFAN,gmm54
dae3f13d-420b-41a6-bad6-c8eabad531c5,2025-06-22,Kano,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,WOFAN,CT-Gar40A3026,Kano-WOFAN,gmm54
7a4c4763-a8d8-46ad-acca-df69e3db371a,2025-06-25,Kano,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,WOFAN,CT-Gar40A3026,Kano-WOFAN,gmm54
2b4511a2-7f13-440f-a9f3-96495232c4e3,2025-06-19,Kano,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-KurODST444,Kano-WOFAN,kur01
bafc710e-3475-4f17-9c9e-f6e52237015c,2025-06-20,Kano,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-KurODST444,Kano-WOFAN,kur01
1e6f05d4-ce26-4c70-9f9e-69fe38244aab,2025-06-21,Kano,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,WOFAN,CT-KurODST444,Kano-WOFAN,kur01
15415b85-0bc5-464c-9bec-6e73c4f6aace,2025-06-22,Kano,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,WOFAN,CT-KurODST444,Kano-WOFAN,kur01
36f30e0e-b442-4189-a2e7-4be4939720b4,2025-06-23,Kano,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-KurODST444,Kano-WOFAN,kur01
167294f0-32f2-42ba-b908-4ee013ae2e88,2025-07-03,Kano,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-KurODST444,Kano-WOFAN,kur01
5a67607b-6104-45c2-acb7-e9043c1b37a4,2025-07-14,Kano,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-KurODST444,Kano-WOFAN,kur01
4899e5ca-9690-4d52-82a3-fd78d3a5090e,2025-07-20,Kano,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-KurODST444,Kano-WOFAN,kur01
353487ac-9a76-4788-8882-91f3bc2e6406,2025-07-28,Kano,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-KurODST444,Kano-WOFAN,kur01
95dc39aa-d93b-4d83-9755-0df749a342f4,2025-08-03,Kano,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,WOFAN,CT-KurODST444,Kano-WOFAN,kur01
fa11836d-8af8-4dc5-8e28-2bdb1e6621a8,2025-08-10,Kano,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,WOFAN,CT-KurODST444,Kano-WOFAN,kur01
582e4fb5-1e2f-45ff-8732-63a207cf0307,2025-08-28,Kano,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,WOFAN,CT-KurODST444,Kano-WOFAN,kur01
6a193859-4320-42c8-8a18-9b9946c84ea7,2025-06-22,Kano,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,WOFAN,CT-KurODST444,Kano-WOFAN,kur01
89e9a15a-2d1e-4b78-b992-63ba97d8f3f6,2025-06-23,Kano,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,WOFAN,CT-KurODST444,Kano-WOFAN,kur01
ed9c8137-e243-485c-933c-c75e65877346,2025-06-24,Kano,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-KurODST444,Kano-WOFAN,kur01
a7e47cb1-3a3f-4b01-b32d-57480262fbfa,2025-07-10,Kano,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-KurODST444,Kano-WOFAN,kur01
6618aee2-7573-420c-bd30-8eac905a5d5b,2025-07-12,Kano,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,WOFAN,CT-KurODST444,Kano-WOFAN,kur01
3abd2f40-f1b9-4b21-a395-3ee3ad763492,2025-07-15,Kano,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,WOFAN,CT-KurODST444,Kano-WOFAN,kur01
5bd6cff2-b899-4fe8-a99f-c7c101459d90,2025-07-22,Kano,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,WOFAN,CT-KurODST444,Kano-WOFAN,kur01
7edaca47-62e9-41a6-8503-88d403ed40f5,2025-08-02,Kano,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,WOFAN,CT-KurODST444,Kano-WOFAN,kur01
3f5adc1d-2fbf-46b5-8c01-295586bd4617,2025-08-25,Kano,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,WOFAN,CT-KurODST444,Kano-WOFAN,kur01
3993983a-9e04-4990-b115-47f0b9c5f69f,2025-08-26,Kano,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,WOFAN,CT-KurODST444,Kano-WOFAN,kur01
