formid,1  Which of these products did the Community Partner receive?,3  How many bags of ____ did the Community Partner receive?,4  Which other item did they receive? | Food_Flasks,4  Which other item did they receive? | Plastic_containers_for_food,4  Which other item did they receive? | Mobile_work_station,4  Which other item did they receive? | Umbrella,4  Which other item did they receive? | None,4  Which other item did they receive? | extra,5 1  What Quantity of Food flask (Thermocool) did the community Partner Receive?,5 2  What Quantity of Plastic containers did the community Partner Receive?,5 3  What Quantity of Mobile work station did the community Partner Receive?,5 4  What Quantity of Umbrella did the community Partner Receive?,form/Case_Data/Coop_ID,form/Case_Data/State,received_on,form case case_id
4350271a-5314-4075-a23c-da2d15b0011c,Soya_Bean,8.0,1,1,,1,,,---,---,---,---,KurWDZE10,Kano,18/04/2025 18:54,0699f413-51f7-4f36-817c-60ad321b1017
41bb8d56-2b33-4c40-8bda-a2c15ad2341b,Rice,1000.0,1,1,1,1,,,---,---,---,---,Tau0NTA53,Jigawa,18/04/2025 18:55,2d0c63c4-c1cd-44db-a69d-01c2d0f3a45d
ff9380ef-4f16-4e47-baa0-3a6aac1678b0,Rice,1000.0,1,1,1,1,,,---,---,---,---,Tau11AM42,Jigawa,18/04/2025 18:55,1b1e186c-4518-40f0-937f-185d2395998b
9b8a9b05-ee8d-43a0-918d-a11eb92306d4,Rice,1000.0,1,1,1,1,,,---,---,---,---,Tau1R7P05,Jigawa,18/04/2025 18:55,6d2b10a8-9f69-4489-8c49-510d4a63ecc9
8736a8e6-1792-4188-8e56-52f72f1de6bb,Rice,1000.0,1,1,1,1,,,---,---,---,---,Tau35P307,Jigawa,18/04/2025 18:55,43ace88f-2757-4eb0-bd5e-b1b4d243fbb3
502f5416-0390-4083-bf8e-f7cebfbbb70e,Rice,1000.0,1,1,1,1,,,---,---,---,---,Tau5MZ526,Jigawa,18/04/2025 18:55,d6ec51fd-6b32-4673-8602-1a909774eb18
7c700015-f754-4139-a8f9-5cc4c505167d,Rice,1000.0,1,1,1,1,,,---,---,---,---,Tau7U4J19,Jigawa,18/04/2025 18:55,135fc9ba-29f9-42d1-9961-a0bb9c4edfe0
b3db0601-581e-476d-998a-f6690ac90805,Rice,1000.0,1,1,1,1,,,---,---,---,---,Tau7U4J19,Jigawa,18/04/2025 18:55,135fc9ba-29f9-42d1-9961-a0bb9c4edfe0
3b524362-a985-4eff-b956-93f5f2d49fca,Rice,1000.0,1,1,1,1,,,---,---,---,---,Tau7U4J19,Jigawa,18/04/2025 18:55,135fc9ba-29f9-42d1-9961-a0bb9c4edfe0
a5356962-112c-4dda-bc45-19ff00c90795,Rice,1000.0,1,1,1,1,,,---,---,---,---,TauARPN29,Jigawa,18/04/2025 18:55,76798750-08a7-4249-9f32-19800b0c4c16
ee5dc7eb-939e-46cc-86b5-222a47a52a44,Rice,1000.0,1,1,1,1,,,---,---,---,---,TauDGXL31,Jigawa,18/04/2025 18:55,538525e5-6106-43d7-95b8-e9fbbac8c709
a73f6a2c-73b2-4984-a579-b3465409b508,Rice,1000.0,1,1,1,1,,,---,---,---,---,TauDLGJ02,Jigawa,18/04/2025 18:55,9dd0e9a7-d7cc-4352-8f1f-f1c8965f2bcb
24adbf3a-e159-4b7f-9d03-16130d3940fd,Rice,1000.0,1,1,1,1,,,---,---,---,---,TauDLGJ02,Jigawa,18/04/2025 18:55,9dd0e9a7-d7cc-4352-8f1f-f1c8965f2bcb
e783190c-cce0-4458-9f4f-b18928481a53,Rice,1000.0,1,1,1,1,,,---,---,---,---,TauJGP441,Jigawa,18/04/2025 18:55,5e0a064d-678a-47e7-83cc-1e022c122f01
f5b5b21a-a025-40e1-93a0-578ebd4cc1a6,Rice,1000.0,1,1,1,1,,,---,---,---,---,TauN96E32,Jigawa,18/04/2025 18:55,24f9be9b-bc37-4f0e-bf59-2f936c538f9a
4311a605-c7af-4361-b451-c0c4b39985b3,Rice,1000.0,1,1,1,1,,,---,---,---,---,TauVOTW07,Jigawa,18/04/2025 18:55,1fda6896-4cf0-4f93-a77a-c57578eabece
facdba04-d708-454c-b3e0-aa5839e10362,Rice,1000.0,1,1,1,1,,,---,---,---,---,TauW2HY14,Jigawa,18/04/2025 18:55,c4c59137-44a3-4ab6-85e2-b77f25cbd2e4
6a804342-1775-418f-bcbb-78490a758231,Rice,1000.0,1,1,1,1,,,---,---,---,---,RinU3N522,Jigawa,18/04/2025 18:56,c51f8106-7343-4041-ac2a-3f746e01b1ac
c8b9dfbc-bfcd-4adf-ae61-c9e7994a7356,Rice,100.0,1,1,1,1,,,---,---,---,---,Rin6TM502,Jigawa,18/04/2025 18:57,08aa3ef4-a750-47b4-835e-db9a977449a0
c7ad9fe5-13ac-4bb6-a3c0-751932cc2953,Rice,10.0,1,1,1,1,,,---,---,---,---,JahDNYQ28,Jigawa,18/04/2025 18:58,589392af-dee4-44d6-bba2-55f2f7f502fa
a4096ddf-933e-4b4c-9d9e-6da00a0a948d,Rice,1000.0,1,1,1,1,,,---,---,---,---,Tau35P307,Jigawa,18/04/2025 19:00,43ace88f-2757-4eb0-bd5e-b1b4d243fbb3
3cb63042-dbd8-4778-9049-1fd5ed551dbd,Rice,1000.0,1,1,1,1,,,---,---,---,---,Tau6RC821,Jigawa,18/04/2025 19:00,b786c6fa-1915-4f65-9b11-4c7ae993bf2e
a29a9a90-c9f5-4739-9297-9c01f35240b1,Rice,1000.0,1,1,1,1,,,---,---,---,---,Tau8Y9V22,Jigawa,18/04/2025 19:00,7f7a94b5-ed7f-4875-9915-ce573e860520
367fe29f-59b2-44d2-91f1-2393ce38202c,Rice,1000.0,1,1,1,1,,,---,---,---,---,Tau9B2911,Jigawa,18/04/2025 19:00,0fe10e51-b791-4635-a4af-13ebef6cc329
1ebea9c6-7471-45b2-8f17-77826b7d2a97,Rice,1000.0,1,1,1,1,,,---,---,---,---,TauC3HL50,Jigawa,18/04/2025 19:00,493edc37-f136-49c8-bd0a-bd19bc122fee
6678fa9a-a964-4d54-ab6d-fb8440781389,Rice,1000.0,1,1,1,1,,,---,---,---,---,TauD8HH13,Jigawa,18/04/2025 19:00,264b9a9f-255e-4baf-b15e-1f8f5a2c58eb
931bf215-20ff-4066-8569-82cd0b7660c0,Rice,1000.0,1,1,1,1,,,---,---,---,---,TauNFK617,Jigawa,18/04/2025 19:00,5f853ce6-5b4d-46c8-9d53-583bbcecf4c8
ea7345e4-4fdb-423e-a755-83bb3115debe,Rice,1000.0,1,1,1,1,,,---,---,---,---,TauNRW905,Jigawa,18/04/2025 19:00,5135de40-ea38-470f-b5a1-88ee52bf806c
571ca72d-3131-4a68-bfeb-9516c3a227da,Rice,1000.0,1,1,1,1,,,---,---,---,---,TauWTIT55,Jigawa,18/04/2025 19:00,0e414780-6997-4ae6-b5df-673c5dc4840b
d502d1c0-4b9c-4f92-80a9-8eeb433cb9b8,Rice,1000.0,1,1,1,1,,,---,---,---,---,TauNRW905,Jigawa,18/04/2025 19:00,5135de40-ea38-470f-b5a1-88ee52bf806c
51c35204-d0bf-4143-b64a-3e0edae5478e,Beans,8.0,1,1,1,,,,---,---,---,---,BebD2SV49,Kano,18/04/2025 19:06,77b9b989-a45b-43ff-a898-9cdd09b05591
69d0b254-4de5-45c8-8a35-b13eff65f0ea,Rice,10.0,1,1,1,1,,,---,---,---,---,JahWPAB50,Jigawa,18/04/2025 19:10,bb6df9d2-c567-4b4c-a202-1d3caaaaa9ff
5d23c8f3-4b4c-4d3c-9800-8c87989aabd9,Rice,6.0,,,1,1,,,---,---,---,---,KirN0SK53,Kano,18/04/2025 19:11,ef438450-a416-4249-9045-8d9ff68f64ab
b1a9eb66-ab85-4ea3-8a91-f7ab14df0817,Rice,6.0,1,1,,1,,,---,---,---,---,JahX7NY02,Jigawa,18/04/2025 19:13,f2a85704-bd9b-4775-a137-0a2473ff3956
e42bc84a-0f3a-4615-b299-0d1b5789a133,Rice,10.0,1,1,1,1,,,---,---,---,---,JahVV4U04,Jigawa,18/04/2025 19:15,f2d21828-0e0e-4776-8d23-3e5e7dcf4742
246dc568-51c8-4315-82d2-bbea81a0f3de,Rice,6.0,1,1,,,,,---,---,---,---,Jah3RZK34,Jigawa,18/04/2025 19:16,2886461e-5cc6-4c19-b5c5-6339c8de75c0
ac22ce09-89f7-44de-9907-73308f5e60a8,Soya_Bean,8.0,1,1,,1,,,2,2,---,1,RanGJ5V56,Kano,18/04/2025 19:16,00016ee5-51f1-49c3-b71c-e401ad119253
b775f96e-d1e8-4fda-9e2d-f387b82ee48e,Rice,6.0,,,1,1,,,---,---,---,---,KirSROU48,Kano,18/04/2025 19:17,1c909493-9c75-4e4e-a51c-4067f2fba2da
835a9192-9233-408e-9053-8d486bf950a7,Rice,6.0,1,1,1,1,,,---,---,---,---,Jah8Z1A31,Jigawa,18/04/2025 19:19,56313255-dd9a-4f87-8081-fa0d071b04a2
a2fac985-9827-4ac5-a52d-7813390d1226,Beans,12.0,,1,,,,,---,12,---,---,Jah7YUW32,Jigawa,18/04/2025 19:19,19c7a236-3c21-426d-bae8-7a4a8508c031
2beaf70f-663c-4200-be60-c28c7948c71b,Beans,8.0,,1,,1,,,---,2,---,1,Ran10HQ44,Kano,18/04/2025 19:20,639d2ea9-1e0f-4d67-9b92-059e5013a229
789eb184-cb49-43f3-b32b-04a8653b4cd5,Rice,3.0,1,1,1,1,,,---,---,---,---,SabRSUO27,Kaduna,18/04/2025 19:21,39d51a9c-5425-48fb-bcf1-bb9eb38dc542
571a1a7a-2b4d-4b3b-8a37-8759b4ed33fe,Rice,10.0,1,1,1,1,,,---,---,---,---,JahJ7C037,Jigawa,18/04/2025 19:23,963d63a1-5678-4258-b80f-fed1f6e25163
f99d9d87-eae9-46e9-a361-425cae5c8ccc,Rice,45.0,1,1,1,1,,,30,30,30,30,RinDV6A15,Jigawa,18/04/2025 19:25,8622c5da-8237-46a7-8e58-bfc8e88569a3
df3639b2-95dd-4e5c-9e52-14d9cc6072d3,Rice,6.0,1,1,1,1,,,---,---,---,---,JahPEY934,Jigawa,18/04/2025 19:28,0b74fc79-549c-4f8c-a483-08b7ba99d7f0
0544be38-9551-4806-a7c2-444ff3a6e22d,Soya_Bean,13.0,1,,,1,,,1,---,---,1,Ran56IO20,Kano,18/04/2025 19:31,6c3a7ebf-104a-4b0f-b28b-a8057c959995
0f8550c9-6f7c-4ec0-893f-614a5f852484,Rice,10.0,1,1,1,1,,,---,---,---,---,Jah79XV08,Jigawa,18/04/2025 19:32,f111c77f-db17-47aa-93da-532931e415a1
f48d8653-6b3c-413c-bdb1-727ac59411c2,Soya_Bean,13.0,1,1,,1,,,1,1,---,1,Ran56IO20,Kano,18/04/2025 19:33,6c3a7ebf-104a-4b0f-b28b-a8057c959995
d09adbe1-a5cc-4877-9424-99520e32e3ba,Rice,10.0,1,1,,,,,---,---,---,---,Jah1NZB48,Jigawa,18/04/2025 19:33,f1bb4f4b-b593-470b-8e2f-cef939188ccf
f7925916-e2a1-4252-b6e9-ab4b59fbe4c0,Rice,450.0,1,1,,,,,---,---,---,---,Jah0EFN40,Jigawa,18/04/2025 19:33,655eab77-2d08-444b-a670-fa1088f6b4c2
3c7509cb-c1d9-4397-95fb-d4113d7033fc,Rice,450.0,1,1,,,,,---,---,---,---,Jah1NZB48,Jigawa,18/04/2025 19:33,f1bb4f4b-b593-470b-8e2f-cef939188ccf
1993b06a-92d7-4fed-ba13-f1ea4c5be514,Rice,450.0,1,1,,,,,---,---,---,---,Jah3HA702,Jigawa,18/04/2025 19:33,9f5b372d-7176-4db5-9a13-29fe1531d325
f5b86b90-e568-44c3-8097-72c2f86c6dee,Rice,140.0,1,,,,,,5,---,---,---,Jah1NZB48,Jigawa,18/04/2025 19:33,f1bb4f4b-b593-470b-8e2f-cef939188ccf
6c41244a-2996-446a-8d80-d4cf7d7496a3,Rice,450.0,1,1,,,,,---,---,---,---,JahDM5R38,Jigawa,18/04/2025 19:33,96a97d52-6e2f-491f-8c09-61dd0e322ef2
af68114e-964f-4336-9bbb-6f71349d66af,Rice,450.0,1,1,,,,,---,---,---,---,JahJBAR26,Jigawa,18/04/2025 19:33,7ba577ed-3c88-4099-8a11-cc62f66fae23
dd703b56-bbc3-4ec7-988b-bfe8cd5556c0,Rice,450.0,1,1,,,,,---,---,---,---,JahR2LJ10,Jigawa,18/04/2025 19:33,31c0af40-d568-43ff-9f0e-5e484f24da5e
ed274a14-de39-41ca-ac65-e7c71ae5b4ce,Rice,450.0,1,1,,,,,---,---,---,---,JahKKS006,Jigawa,18/04/2025 19:33,91155a9a-82d4-43bf-8290-e9d38a116622
591eeb98-0c37-4ef7-9403-025d773fccbb,Rice,450.0,1,1,,,,,---,---,---,---,JahX1AE55,Jigawa,18/04/2025 19:33,48399644-89c3-48a5-a16a-ccbca0eba4dd
0c16f49a-fcc2-4dde-a65b-2984eb34acd4,Soya_Bean,8.0,,1,,1,,,---,1,---,1,Ran2YVD52,Kano,18/04/2025 19:35,ad72e1a0-fd84-4244-a764-bd163c9d535e
33ad518b-36f0-472a-bd99-4329302892fb,Rice,10.0,1,1,1,1,,,---,---,---,---,JahTS4028,Jigawa,18/04/2025 19:37,8aa41f63-47a9-4d00-9a95-bebadc01287d
ad2e8958-b374-4fbf-93a6-f2798663c4e0,Soya_Bean,7.0,1,1,,1,,,---,---,---,---,KurCK5M34,Kano,18/04/2025 19:37,7ecc6274-08f8-4a41-aaa6-c69f50ba3480
6106947d-b62f-40ce-bdb7-0ee885a1ea18,Soya_Bean,8.0,,1,1,1,,,---,---,---,---,Tud1EGE47,Kano,18/04/2025 19:38,e7a669b0-1d58-4a6d-914b-f45856472da6
1484608a-af66-477b-a0d5-229a1f5d0266,Maize,40.0,,1,1,1,,,---,---,---,---,Tud4LRD30,Kano,18/04/2025 19:38,1d65564e-f517-4b4e-a55f-c07940d82bfd
d0b94f89-6d67-42b3-af11-a5a1443c1129,Rice,50.0,1,1,1,1,,,30,30,30,30,Rin7SX726,Jigawa,18/04/2025 19:38,2379b593-9e76-43e5-9b93-e322fe7262e1
7fbefe1a-0bcc-4a7c-84bc-9a3ea6b6e027,Soya_Bean,10.0,,1,1,1,,,---,---,---,---,TudMUMU56,Kano,18/04/2025 19:39,8836abe8-ca17-4b88-a0dd-77552a7d4f5d
b6cc404e-be7e-48f5-8d67-8d0f76b091a6,Rice,50.0,1,1,1,1,,,57,57,57,57,Rin0MF025,Jigawa,18/04/2025 19:40,370de970-4da3-4052-b1bc-f04d94ff3a90
edd10e0b-49d6-47e1-b31c-5b8f5c2b9167,Rice,50.0,1,1,1,1,,,30,30,30,30,RinYH4V43,Jigawa,18/04/2025 19:40,559d396a-50da-4749-9bab-772b13672e06
58e10396-705d-4809-ba35-000b6e150997,Rice,10.0,1,1,1,1,,,---,---,---,---,JahSU9V21,Jigawa,18/04/2025 19:41,0e30a3e1-1418-44a2-ac87-ccc8caf750d7
051e789a-bd81-4986-aa8e-926184ebdf8f,Beans,13.0,1,,,1,,,1,---,---,1,Ran56IO20,Kano,18/04/2025 19:41,6c3a7ebf-104a-4b0f-b28b-a8057c959995
33e2f712-0618-4a64-9fbe-e9b67f5d719a,Soya_Bean,12.0,,1,1,1,,,---,---,---,---,Tud937045,Kano,18/04/2025 19:41,7d490160-d7cd-476d-a45e-efc34cecebf2
0abf098a-6ac7-4a1a-a2dc-d723bec096c2,Soya_Bean,10.0,,1,1,1,,,---,---,---,---,TudTYIV18,Kano,18/04/2025 19:41,27200712-0853-4083-b303-f9dfd746b084
aa7669d5-7404-4418-8b28-7230dfc9d730,Maize,35.0,,1,1,1,,,---,---,---,---,Tud1B7K07,Kano,18/04/2025 19:41,c7c54c45-f168-4db0-9902-df89713d00a6
3e5ad538-dfb4-4a07-925c-6d0abc43edcc,Maize,30.0,,1,1,1,,,---,---,---,---,TudCGUJ55,Kano,18/04/2025 19:41,3a208aa1-3c0e-427d-82a1-09f039151085
f257a469-5fc6-458f-acd3-fa0927561e4e,Soya_Bean,8.0,,1,1,1,,,---,---,---,---,TudT0S019,Kano,18/04/2025 19:41,3e2d798b-d68e-400f-8623-ba3405d788e3
d4165a3d-c006-474c-8a12-951064af8029,Rice,6.0,1,1,,,,,---,---,---,---,Jah3RZK34,Jigawa,18/04/2025 19:42,2886461e-5cc6-4c19-b5c5-6339c8de75c0
a69a091e-b92e-4e5d-bb16-64b7d8a771fb,Soya_Bean,13.0,,1,,,,,---,8,---,---,BebLNY840,Kano,18/04/2025 19:43,1972c034-579d-4faa-bd6c-0db825df6d9e
6658b215-f9d6-4923-b430-ed29cc9b7d0c,Rice,3.25,1,1,,1,,,---,---,---,---,SabD8EX31,Kaduna,18/04/2025 19:44,1446a3fd-7b79-4d02-b4cd-4ba863c25d3a
3861d678-2171-4fe5-905e-b87c739e6408,Rice,6.0,1,,,,,,1,---,---,---,BauSQV139,Bauchi,18/04/2025 19:45,37df6f6c-26b5-4524-8cac-38f6a40a017d
f7b10140-3b8e-4218-a173-089d8875787f,Rice,3.0,1,1,1,1,,,---,---,---,---,Sab3W4908,Kaduna,18/04/2025 19:46,4b81b7bd-c30a-443c-b090-50144cd149bb
8672efb5-6291-4335-a053-c5bca3141baf,Rice,45.0,1,1,1,1,,,1,1,1,1,Rin8FW725,Jigawa,18/04/2025 19:47,b79cfa6b-c65f-4858-963f-626752dfb4ff
6a42062e-aa40-48ba-bfd3-7b04a8069289,Rice,6.0,1,,,1,,,1,---,---,1,Bau9YX140,Bauchi,18/04/2025 19:49,bc9a82a9-e695-445e-bc86-be4222aa8f89
5881ea4d-e069-4f95-b814-f0d1065becf4,Rice,6.0,1,,,,,,1,---,---,---,Bau9ED804,Bauchi,18/04/2025 19:50,b2d96769-fea8-4996-9da2-1b2e80fc4dfb
227ff2e0-bf3f-40ae-9911-cacce94b2fb1,Soya_Bean,13.0,,1,,1,,,---,1,---,1,Ran6CL345,Kano,18/04/2025 19:51,8096d832-ad72-4105-97e7-fc35ed95618f
38b3ed41-e3d7-4ec7-8ef2-2070658ea157,Rice,6.0,1,1,1,1,,,---,---,---,---,JahXRKO33,Jigawa,18/04/2025 19:52,44ebe811-f575-491f-a3a2-10599d5e062c
44dc8b74-9494-43fe-a45f-df53a94667a8,Rice,6.0,1,,,,,,5,---,---,---,BebFNJB53,Kano,18/04/2025 19:52,92ac587e-6912-43e4-8107-3c03e00f0b15
816fa3a6-f8d9-4042-8c34-583e9eee7f19,Beans,13.0,,1,1,1,,,---,---,---,---,Beb9PJR04,Kano,18/04/2025 19:52,0a61c41f-e66a-4af0-8ede-40fefef91055
611dd7a5-d0b0-4f67-86b6-fab16c0e7e5c,Rice,6.0,1,,,1,,,1,---,---,1,BauGTVD48,Bauchi,18/04/2025 19:53,22a7cee8-5a79-4aa7-9813-8e55209ed4bb
ea22017f-24b5-417a-b01d-5c9c7ab36d26,Soya_Bean,1.0,,1,,1,,,---,1,---,1,Ran7SS736,Kano,18/04/2025 19:53,7935291f-6238-48ea-b0d5-2975689dbb0b
0c2c8631-6d5c-44a7-913c-b781c34d2ddb,Rice,6.0,1,,,,,,1,---,---,---,BauJGZZ27,Bauchi,18/04/2025 19:54,6bd7dce7-0043-4232-b81f-3e360f3d614e
20d8f2f9-d8e4-4014-a0c4-1e7203e337f5,Rice,6.0,1,,,,,,1,---,---,---,BauUNJ942,Bauchi,18/04/2025 19:54,d106170c-205d-427e-8438-ff809b16970c
3003927c-1b54-4e11-ae79-7d00ed177fce,Rice,6.0,1,,,,,,1,---,---,---,BauRDV357,Bauchi,18/04/2025 19:54,e15898c8-56a9-4932-9e2f-02e30d8cb0f7
50dcabf3-ae7b-4ea7-b0d9-31ce3425bb87,Rice,6.0,1,,,,,,1,---,---,---,BauKN9N37,Bauchi,18/04/2025 19:54,0ff0602a-62b2-4a6b-b959-4ce239e0886b
076c9741-e3e9-4288-a403-f9d19f7853c1,Rice,3.0,1,,,,,,1,---,---,---,Rim073M37,Kano,18/04/2025 19:54,5330dc9a-a6d8-4fd0-8afd-6e36ddb52982
9b90e3e1-9e43-4151-a4de-637f16ecbb4a,Soya_Bean,13.0,,1,,1,,,---,13,---,1,RanE0FB40,Kano,18/04/2025 19:55,84e07542-e647-4396-a1c5-02f6a02e4447
e5fc25f0-c423-4196-8427-bf67161ace90,Rice,6.0,,,1,,,,---,---,1,---,Bau6PH656,Bauchi,18/04/2025 19:55,fac43a62-7867-4e9b-8931-ca4e26255b4d
c17228ee-666d-4513-8980-91e5ee540f2a,Rice,30.0,1,,,1,,,---,---,---,---,Jah0CR102,Jigawa,18/04/2025 19:56,0b5a775c-5729-4e15-b3cd-0643ca5199db
52cb6e4b-e331-42f0-85fb-3fb0e2bfc994,Soya_Bean,13.0,,1,,1,,,---,1,---,1,RanZDRG03,Kano,18/04/2025 19:57,d390371a-2a65-4d98-8306-70abf315e5da
2dfe5cb5-373f-4872-b7e7-4ee0af6de242,Rice,6.0,1,,,1,,,6,---,---,1,Alk66XL32,Bauchi,18/04/2025 19:58,73de15dd-5c8c-4b26-9d7a-4d4e8d1898e2
084fcc27-fefb-413d-80dd-435218affcb8,Rice,6.0,1,,,,,,1,---,---,---,Bau6URY39,Bauchi,18/04/2025 19:59,cc2a8555-f207-4ae4-aea9-a158f30d84b3
57cb9bd7-200c-474f-ba8e-34193a5a6272,Rice,1000.0,1,1,1,1,,,---,---,---,---,RinVX6G31,Jigawa,18/04/2025 19:59,b6faba95-babb-4c19-a8a0-d2d85ef4eb37
4fe0f65d-006f-434b-a524-d90e46593319,Rice,6.0,1,,,1,,,1,---,---,1,AlkHBBT21,Bauchi,18/04/2025 19:59,075204b4-aec0-4dd1-80aa-cf5b89c60cd5
6f338c98-990a-4e80-9669-8529115850fc,Beans,13.3,1,,,,,,1,---,---,---,KirTY9D34,Kano,18/04/2025 19:59,ce1a78a0-f78e-4b2a-8d3d-981e890a2b1e
c0cf9547-023a-4822-b28e-259324daa343,Rice,6.0,1,,,,,,1,---,---,---,AlkJXKW28,Bauchi,18/04/2025 20:00,b8eb89e9-a345-4f10-a01d-e28f015835c9
7faeaa5f-43a7-4a1e-8d66-e033134444ee,Rice,6.0,1,,,1,,,1,---,---,1,Bau6PH656,Bauchi,18/04/2025 20:00,fac43a62-7867-4e9b-8931-ca4e26255b4d
c7adfc15-fd9e-4429-a746-d94abdb83456,Soya_Bean,13.0,,1,,1,,,---,1,---,1,RanUYDU37,Kano,18/04/2025 20:00,a2d0d76e-d09a-466c-8bf2-38504c80541b
45d72a8e-59a8-483e-84a4-3844b3b18a2e,Rice,40.0,1,1,1,1,,,30,30,30,30,RinY6U452,Jigawa,18/04/2025 20:01,ba603e37-5017-4f4a-a4bd-19cd5aa67b0e
c38f3feb-1f53-410a-9d98-a41f5e269d6b,Maize,4.0,,1,1,1,,,---,4,4,3,BebCZWR38,Kano,18/04/2025 20:02,f03f5307-485d-4bd7-83e4-fea092caef95
274a73eb-9ac6-4b88-b3df-72a418c6649e,Rice,3.0,1,,,,,,1,---,---,---,RimCII305,Kano,18/04/2025 20:02,e5f8a626-66bc-44c7-91c5-6995130e0e63
0c9366a0-b40c-4727-8a3f-5fbcd236b28e,Rice,6.0,,,,1,,,---,---,---,1,Bau17GR40,Bauchi,18/04/2025 20:02,c0368795-bfa5-402c-89c0-81a25c16ce96
7b08a768-184d-4e45-a78f-a96a1d0cbcd2,Beans,13.3,,1,,,,,---,2,---,---,KirSX6232,Kano,18/04/2025 20:03,3a785fe2-c850-4bbd-8190-a24e18e077d8
9a2e6d80-117c-404c-bdcc-827842b7ed7e,Rice,1.0,1,,,1,,,1,---,---,1,AlkWMT400,Bauchi,18/04/2025 20:03,578b8465-67b3-4713-a1e4-18332fccf94f
212dda12-52fe-4d8a-bee6-0bb4ff035b49,Rice,3.0,,,,,1,,---,---,---,---,Tof2UW352,Kano,18/04/2025 20:04,d9fd89ea-4045-4f8c-92b9-e3f9a46436d6
7eee52e6-cc07-479c-92f0-e7efd8023c54,Rice,6.0,1,,,,,,1,---,---,---,Bau5TJO36,Bauchi,18/04/2025 20:04,a8c78999-92a9-4ff3-8e1b-eb82a4074b6d
d2234ce0-6f6b-4978-abd3-2bdf48b2324f,Maize,4.0,,1,1,1,,,---,4,4,4,BebSXHA33,Kano,18/04/2025 20:05,955308ba-7c9b-417e-b43b-e56237012395
ff06aa5c-44d7-455c-a581-19f38c6fb2e0,Rice,10.0,1,1,1,1,,,10,10,5,5,Jah9PX026,Jigawa,18/04/2025 20:06,f1f9d18c-0b10-475e-9097-0c9b1397e5c4
07ef77dc-7bba-45fa-8574-a7ba246c3f3c,Rice,13.3,,,1,,,,---,---,12,---,KirI6KE02,Kano,18/04/2025 20:06,1d8c2cea-c5de-4d4a-8474-aca34e8f77aa
ec2a8766-2b64-4a11-86ce-620104c06d70,Rice,6.0,,,,1,,,---,---,---,1,Bau9B6023,Bauchi,18/04/2025 20:07,0d5f90d0-4111-42c6-9848-1b2ffd0f60e0
4ba5374a-8999-4c89-887a-9c16cd044fc4,Rice,6.0,,,,1,,,---,---,---,1,BauA4JZ58,Bauchi,18/04/2025 20:08,a1c012bd-9be0-492c-8218-fdf4b38fc767
9ba7263c-58e8-46d7-848c-c286102b20d1,Rice,13.3,,,,1,,,---,---,---,2,Kir5CEQ21,Kano,18/04/2025 20:08,216d2802-e771-4a01-8e50-85c113f3a43a
b485ac71-92c0-4a03-86fd-6fabf948167d,Rice,8.0,,,1,,,,---,---,2,---,Tud41WO40,Kano,18/04/2025 20:09,7df63705-d9c3-4a06-98cf-4cf3eb2fbc58
831e7905-2018-4222-a2c9-744408fb3175,Soya_Bean,7.0,,1,,1,,,---,1,---,1,TudBJP551,Kano,18/04/2025 20:09,7ab99299-ae75-4a22-8c73-e519e58548be
f91192b9-e2f6-4057-99a7-47d154d23b44,Rice,8.0,,,1,,,,---,---,2,---,BebXR0711,Kano,18/04/2025 20:09,8ac668f2-a5c8-495f-a3be-3bfe76c5fd72
d31bae01-78bc-4dc2-8a53-61d40b739761,Soya_Bean,8.0,,,1,,,,---,---,2,---,TudFX2O37,Kano,18/04/2025 20:09,bc7a7b49-48c1-4c81-9cdb-0b2ecacc6f49
39ce91cd-8245-44bb-95c0-f2fff7ae394e,Rice,7.0,,1,,1,,,---,1,---,1,BebAWUT23,Kano,18/04/2025 20:09,aced1a49-5463-472a-b80c-3027286eb32c
2ea5883a-03ba-4f67-9fdb-158c2f62ace2,Rice,7.0,,1,,1,,,---,1,---,1,BebNU2425,Kano,18/04/2025 20:09,4f750f37-cb5c-44d7-a183-f2c45cbf644c
d1492f6e-ff6c-440b-86ab-3262f0c55b5e,Rice,6.0,1,,,1,,,1,---,---,1,Bau9YX140,Bauchi,18/04/2025 20:09,bc9a82a9-e695-445e-bc86-be4222aa8f89
e5371a18-9a72-4714-bc16-64ae358f8a46,Rice,30.0,,,,,1,,---,---,---,---,TofA7HG21,Kano,18/04/2025 20:09,c0f73f0e-d4bb-49bd-bb82-725a38a84cc7
a10b8b7d-ee8a-4ef4-b8fe-048a7e18af21,Maize,4.0,,1,1,1,,,---,4,4,5,BebOQ0F54,Kano,18/04/2025 20:10,67f436a4-9667-4bf5-b87a-7b7fa7b69d7d
2cf968b7-a497-4882-8d2d-e417d98d6c57,Rice,30.0,,,,,1,,---,---,---,---,TofDRGL36,Kano,18/04/2025 20:10,36fc6bb5-0b7f-499e-bd3d-3b7b2ee8a34c
e0e07e07-e0c2-4bfe-8258-b93e35cec38b,Rice,6.0,1,,,,,,1,---,---,---,Bau9ED804,Bauchi,18/04/2025 20:11,b2d96769-fea8-4996-9da2-1b2e80fc4dfb
77047e52-b755-4cef-8270-e36c392d0ab3,Rice,13.3,,,,1,,,---,---,---,2,Kir6ZIU45,Kano,18/04/2025 20:11,30f1dbee-85a2-477d-a483-d208414040b7
