formid,C1  What is the **Gender** of your cooperative members? (Menene **Jinsi** na membobin haɗin gwiwar ku?),C2  What is the **Age** of your cooperative members? (Yaya adadi shekarun membobin kungiyan haɗin gwiwar ku?),D1  Which **State** is your cooperative's main location of Operation? (Wace **Jiha** ce babban wurin aikin haɗin gwiwar ku?),E2  Which **Major** business area does your cooperative operate? (Wane **babban yanki na kasuwanci** kungiyar ku ke gudanar da hadin gwiwar ku?),F1  What is the nature of your cooperative's members enterprises? (Yaya yanayin kasuwancin membobinku yake?),F2  Of the following crops which is the major crop grown by your members? (Wanne ne daga cikin wadannan amfanin gona ne membobi suka fi nomawa?),G1  Does your cooperative have elected excos? (Shin ƙungiyar haɗin gwiwar ku ta zaɓi shugabanni?),G21  Does your cooperative **own** an **active bank account**? (Shin haɗin gwiwar ku na da **asusun banki mai aiki**?),form/Location/Implementing_partner,form/generatedCooperativeuniqueid,completed_time,E1  Do you have any Joint business venture operated by the cooperative? (Ko kungiyar ku tana aikin hadin gwiwa?),username,received_on
5a146bca-f15b-4166-8197-490f4163953b,Female,Both,Kaduna,Production,Processor,---,Yes,Yes,WOFAN,Sab5P806,13/02/2023 09:57,Yes,zar07,08/02/2023 09:13
c82bf3af-4247-4d89-9552-abf596c12e67,Female,Both,FCT,Agro-Trader,Processor,---,Yes,No,WOFAN,BwaV0F33,13/02/2023 10:03,Yes,bwa06,09/02/2023 09:30
4f32a1ad-2f51-4a15-b1f8-cbc3049359eb,Both,Both,Kano,Production,Producer,Maize,Yes,Yes,WOFAN,TofKOQ40,13/02/2023 10:05,Yes,tof11,01/02/2023 08:17
236ab5c3-0fae-49d8-88ad-44e318778aac,Male,Both,Nasarawa,Production,Producer/Processor,Rice,Yes,No,PVNL,Dom2CT13,13/02/2023 10:07,Yes,dom01,02/02/2023 08:17
0f4f0638-a9be-46f6-82c9-ecccd0b6b036,Both,Both,Kano,Production,Producer,Maize,Yes,No,WOFAN,Gar14A48,13/02/2023 10:10,Yes,gmm13,03/02/2023 08:17
45d2f2be-50b1-4094-8c7c-1c55888a89ae,Female,Adult,Benue,---,Producer,Rice,Yes,No,PVNL,GweSJZ37,13/02/2023 10:10,No,gwe09,04/02/2023 08:17
4537b1e2-b4c0-44dc-9e23-dab2f6993ff0,Female,Both,Kano,Processing,Processor,---,Yes,Yes,WOFAN,Gar7PP56,13/02/2023 09:11,Yes,gmm08,05/02/2023 08:17
de0445e7-b0fc-43fa-a0a7-db932fefe227,Both,Both,FCT,Processing,Producer/Processor,Rice,Yes,No,WOFAN,GwaWEH00,13/02/2023 09:56,Yes,gwa14,06/02/2023 09:00
cc7610f7-b22e-4ec0-ac31-0e8cec4fc265,Both,Both,Jigawa,Agro-Input_Dealer,Producer,Rice,Yes,Yes,WOFAN,Jah5I720,13/02/2023 10:07,Yes,jah04,07/02/2023 09:12
44e4fa5b-eb39-41b5-b384-ffe5d5f0f4c5,Both,Both,Kano,Production,Producer/Processor,Rice,Yes,Yes,WOFAN,GarT8Y02,13/02/2023 10:17,Yes,gmm06,08/02/2023 09:13
58d37e16-d366-4a6e-99fa-a946f4ff7ae7,Female,Both,Kaduna,---,Producer,Rice,No,No,PVNL,JabFN448,13/02/2023 09:57,No,jab12,09/02/2023 09:30
6952c0aa-0a38-4f76-a357-9fd268e9c070,Female,Adult,Benue,---,Producer/Processor,Rice,Yes,Yes,PVNL,Mar6U442,13/02/2023 10:18,No,mak05,19/02/2023 09:30
057837c2-f577-43f2-b772-2cb078e2802a,Female,Both,Kaduna,Production,Processor,---,Yes,Yes,WOFAN,IkaW2W52,13/02/2023 10:17,Yes,ika09,10/02/2023 09:34
1caa1964-3522-47fa-ad2d-87516893e54d,Female,Both,Bauchi,Production,Producer/Processor,Groundnut,Yes,No,WOFAN,GanXZO16,13/02/2023 10:19,Yes,gan06,11/02/2023 09:34
75d920d0-c133-4232-8999-c15c2fa0fcd0,Female,Both,Kano,---,Producer,Rice,Yes,Yes,WOFAN,GarEAA46,12/02/2023 13:34,No,gmm22,13/02/2023 09:33
d45a9efa-7b1e-4f31-b7b1-5afa88303f4d,Both,Both,Bauchi,---,Processor,---,Yes,No,WOFAN,NinNEM37,13/02/2023 09:39,No,nin05,14/02/2023 09:34
4dee21eb-2c6b-4aaa-afae-962539e54185,Female,Adult,Bauchi,---,Processor,---,Yes,No,WOFAN,Nin03P15,13/02/2023 10:37,No,nin01,15/02/2023 09:35
3fd7921a-13a1-4d71-bd30-00c55c927c4f,Female,Adult,Kaduna,Processing,Processor,---,Yes,Yes,PVNL,Chi0LK09,13/02/2023 10:39,Yes,chk05,16/02/2023 09:37
45973ad1-113c-4380-9f63-6f847fed0fda,Female,Both,Adamawa,Production,Producer,Maize,Yes,No,Farm Innovation,HonJ3748,13/02/2023 10:40,Yes,hon15,17/02/2023 09:26
4f373740-8c0a-494e-ae44-62e2065606d8,Both,Both,Nasarawa,Production,Producer,Rice,Yes,No,PVNL,Kea54B39,13/02/2023 10:42,Yes,kea02,18/02/2023 08:56
ca7a8bd7-2ef6-4ada-8847-69e86918e14f,Male,Adult,Kaduna,Production,Producer,Rice,Yes,Yes,WOFAN,SabX5515,13/02/2023 09:55,Yes,sab08,04/02/2023 09:41
03ab750d-ddc9-4ceb-86e6-a7c165139b3b,Both,Both,Kaduna,Production,Producer,Maize,Yes,Yes,WOFAN,Sab72O12,13/02/2023 10:45,Yes,sab16,03/02/2023 09:33
ab051796-7d07-4bf5-8052-7f3eb3012dbd,Female,Both,Kano,Processing,Processor,---,Yes,Yes,WOFAN,Beb2RH19,13/02/2023 10:36,Yes,beb31,02/02/2023 09:44
ba1319e4-4af5-465c-8479-5a26aba1d5ce,Both,Both,Kano,Production,Processor,---,Yes,No,WOFAN,GarDJ618,13/02/2023 10:22,Yes,gmm07,01/02/2023 09:45
8e61a78e-77dc-409a-994f-a2f00b115a48,Female,Youth,Benue,Production,Producer/Processor,Rice,Yes,Yes,PVNL,MarR1C01,13/02/2023 10:59,Yes,mak02,30/01/2023 09:47
352ecda9-73e8-44cb-adfb-2f1a0b7ee3cf,Female,Youth,Nasarawa,Production,Producer/Processor,Rice,Yes,No,PVNL,Awe8CG48,13/02/2023 10:53,Yes,awe02,29/01/2023 09:47
7e1261b4-8adb-4f4a-9be4-3e4362634675,Both,Youth,FCT,Production,Producer/Processor,Sorghum,Yes,No,WOFAN,KujLRR09,13/02/2023 10:41,Yes,gwa02,28/01/2023 09:47
1f8ed10a-de95-4fd1-9b85-a5796dd148b4,Both,Both,Kano,---,Processor,---,No,Yes,WOFAN,Tof71J44,13/02/2023 11:05,No,tof45,27/01/2023 09:47
626098d0-a2e8-43f9-882a-dfe16f82a9c8,Male,Both,Adamawa,Production,Producer,Maize,Yes,No,Farm Innovation,Hon22517,13/02/2023 11:03,Yes,hon01,26/01/2023 09:47
4e302bde-e9e1-4a52-a4f2-7cd4b0437845,Female,Both,Gombe,Production,Producer/Processor,Rice,Yes,Yes,WOFAN,Kal7E352,13/02/2023 08:31,Yes,kal08,25/01/2023 09:47
5341f9fe-daca-4313-b8f1-9b1175bafef2,Female,Youth,Adamawa,---,Producer,Groundnut,Yes,No,Farm Innovation,HonZ6638,13/02/2023 11:07,No,hon09,24/01/2023 09:47
d67ec830-b836-4441-a05a-14ce4eba4d15,Male,Both,Bauchi,---,Producer/Processor,Rice,Yes,No,WOFAN,NinOJS46,13/02/2023 11:07,No,nin02,23/01/2023 09:47
fdc72b0c-3654-4380-91c1-77767e71ac9e,Female,Adult,Kano,Production,Processor,---,Yes,Yes,WOFAN,GarX5D35,13/02/2023 11:09,Yes,gmm04,22/01/2023 09:47
a2a4e6cc-f0cc-46b9-b08c-1d647ec7b025,Male,Youth,Gombe,Production,Producer,Rice,Yes,Yes,WOFAN,BalILH44,05/02/2023 06:55,Yes,gom02,21/01/2023 09:47
4e0cf50f-48d0-4339-9ecc-dc71bc9d9e39,Both,Adult,Kano,Agro-Input_Dealer,Processor,---,Yes,No,WOFAN,BebJJ503,13/02/2023 11:03,Yes,beb09,31/01/2023 09:47
bb06b99d-06f2-4b21-9a6a-b8d5e65b2964,Both,Both,Kano,Production,Producer,Rice,Yes,Yes,WOFAN,TofBZE14,13/02/2023 10:10,Yes,tof02,31/01/2023 09:47
375bd341-04d5-4e1b-8ace-0b6b50999df7,Both,Both,Nasarawa,Production,Producer,Rice,Yes,Yes,PVNL,Kea0AP58,13/02/2023 11:13,Yes,kea01,31/01/2023 09:47
2f806d40-2377-481f-8fef-a55d9ac9342b,Male,Youth,Kano,Production,Producer,Maize,Yes,Yes,WOFAN,TofN4G01,13/02/2023 08:13,Yes,tof10,31/01/2023 09:47
e9da581f-2635-4963-b115-26c8fcf79d95,Female,Both,Kaduna,Production,Processor,---,Yes,Yes,WOFAN,SabB0436,13/02/2023 11:18,Yes,zar07,31/01/2023 09:47
0c673f21-ab90-4eb1-9824-fe45c557e4ea,Female,Both,Kaduna,Production,Processor,---,Yes,No,PVNL,ZanLEW04,13/02/2023 11:19,Yes,zan05,05/02/2023 08:17
ce11ce35-2e3a-4ce4-b170-53ba2b61a137,Female,Both,Kaduna,Processing,Producer/Processor,Rice,Yes,No,PVNL,ZanXBA25,13/02/2023 11:22,Yes,zan04,05/02/2023 08:17
22283906-2ff7-4cd9-9009-534e914cf9f9,Both,Both,Kano,Production,Producer,Rice,Yes,Yes,WOFAN,GarD7T46,13/02/2023 11:25,Yes,gmm46,06/02/2023 09:00
9fd837ce-2f40-45ae-b722-1901b17ba3b3,Both,Both,Kano,Production,Processor,---,Yes,Yes,WOFAN,BebLQQ04,13/02/2023 11:25,Yes,beb02,07/02/2023 09:12
cca695bd-53c4-4d7c-b4bb-a7123d169cd1,Male,Youth,Bauchi,Production,Producer,Rice,Yes,Yes,WOFAN,Nin48246,13/02/2023 11:28,Yes,nin12,08/02/2023 09:13
d5b2d1ee-5bad-4996-9e41-46c6ab7f2d20,Female,Both,Kaduna,Production,Producer/Processor,Rice,Yes,No,PVNL,JabP6015,13/02/2023 11:39,Yes,jab08,09/02/2023 09:30
33c0687d-6e4c-428c-b5b0-abb8c02cc5b5,Female,Both,Kaduna,Agro-Trader,Producer,Maize,Yes,No,PVNL,ChiMNX06,13/02/2023 11:41,Yes,chk06,01/02/2023 08:17
3074aa8d-5732-4a8d-acd1-dda0c18fa339,Female,Both,Kano,Production,Processor,---,Yes,Yes,WOFAN,TofG2T34,13/02/2023 09:43,Yes,tof38,02/02/2023 08:17
5b460211-27f3-47c3-80d2-b1a12717588f,Female,Adult,Kaduna,---,Producer/Processor,Rice,Yes,No,PVNL,ZanRZ752,13/02/2023 09:15,No,zan07,03/02/2023 08:17
a74712dd-c81b-447b-a521-5bf8b45407fd,Both,Both,Kano,Production,Producer,Rice,Yes,Yes,WOFAN,KirWKJ57,13/02/2023 10:49,Yes,beb12,04/02/2023 08:17
1add1bd8-93ea-41a1-8c00-bb9fc0cf21f6,Female,Adult,Bauchi,Production,Producer,Sorghum,Yes,Yes,WOFAN,NinEXQ52,13/02/2023 11:52,Yes,nin12,05/02/2023 08:17
cd4aaee3-72a4-46f3-bf0b-0cf6ef81ed9b,Female,Youth,Gombe,Production,Processor,---,Yes,Yes,WOFAN,Bal1DJ18,13/02/2023 11:53,Yes,gom01,06/02/2023 09:00
ac5f4e05-30b5-45ac-bbcc-784ad0ee7be8,Female,Youth,Kaduna,---,Producer/Processor,Rice,Yes,Yes,PVNL,ZanZ5Z22,13/02/2023 11:57,No,zan08,07/02/2023 09:12
71716534-d30e-4ae9-bdbc-25f0833db87a,Male,Adult,Gombe,Production,Producer/Processor,Rice,Yes,No,WOFAN,KwaL7Q45,13/02/2023 07:48,Yes,kwa06,08/02/2023 09:13
2b276ec8-18ea-4de2-9e9e-cebfa0605901,Female,Both,Jigawa,Agro-Trader,Producer/Processor,Rice,Yes,Yes,WOFAN,Jah5RQ41,13/02/2023 09:23,Yes,jah09,09/02/2023 09:30
4539696e-a1e8-44d1-abb5-d8da8773399b,Male,Both,Jigawa,Agro-Input_Dealer,Producer,Rice,Yes,No,WOFAN,Jah04H49,13/02/2023 10:14,Yes,jah09,19/02/2023 09:30
53b2b621-b8be-4b68-b879-70e5cd99a069,Both,Both,Kaduna,Processing,Producer/Processor,Rice,Yes,No,WOFAN,SabKS206,13/02/2023 10:28,Yes,sab05,10/02/2023 09:34
57445504-7491-40c3-b2f9-e32da62cb85d,Female,Both,Adamawa,Production,Producer,None,Yes,No,Farm Innovation,HonGE616,13/02/2023 12:01,Yes,hon10,11/02/2023 09:34
ce956236-baec-424b-968e-5cf391c29024,Male,Both,Kano,Aggregator/Off-taker,Producer,Maize,Yes,Yes,WOFAN,KirF5D01,13/02/2023 12:08,Yes,beb38,13/02/2023 09:33
9d226d07-7a49-429b-84c3-ab1017fe83bf,Male,Adult,Kano,Production,Producer,Maize,Yes,Yes,WOFAN,TofFDV30,13/02/2023 11:58,Yes,tof24,14/02/2023 09:34
3b80b747-2c28-45e6-b438-f342fa2fdd68,Both,Both,Kano,Production,Producer/Processor,Rice,Yes,Yes,WOFAN,Tof2A810,13/02/2023 12:17,Yes,tof13,15/02/2023 09:35
d9e49988-fabb-4121-bd13-efa1cf59c0dc,Both,Both,FCT,Production,Producer,Rice,Yes,No,WOFAN,Gwa6MU42,13/02/2023 09:44,Yes,gwa12,16/02/2023 09:37
e678bebf-c090-4cca-95c9-26e499b37331,Female,Both,Adamawa,---,Producer/Processor,Maize,No,No,Farm Innovation,GomFAG40,13/02/2023 12:23,No,gmb07,17/02/2023 09:26
9eb9f42c-150e-414f-8fbe-20f6c58964d3,Both,Both,Kano,Agro-Input_Dealer,Producer,Rice,Yes,Yes,WOFAN,Tof9RD06,13/02/2023 12:25,Yes,tof33,18/02/2023 08:56
12d1f7b2-8f21-4156-a519-2ed87665eeaf,Female,Youth,Kano,Production,Producer,Rice,Yes,Yes,WOFAN,Gar1KZ58,13/02/2023 10:21,Yes,gmm25,04/02/2023 09:41
c186d859-bd99-4d47-b077-bd8163bd3c82,Female,Both,Jigawa,Agro-Input_Dealer,Producer/Processor,Rice,Yes,Yes,WOFAN,JahTYN51,13/02/2023 09:36,Yes,jah12,03/02/2023 09:33
cae61d52-6401-40b9-962b-7d5727ce2f23,Both,Both,Kano,Agro-Input_Dealer,Producer,Rice,Yes,No,WOFAN,Beb2TQ43,13/02/2023 08:40,Yes,beb34,02/02/2023 09:44
e94f9c26-30d2-41c1-93aa-0f95edeafb10,Male,Both,Kano,Production,Processor,---,Yes,No,WOFAN,BebJB646,13/02/2023 12:44,Yes,beb27,01/02/2023 09:45
745149ae-e2a4-41d1-ab9b-c5beb6d5b696,Both,Both,Kano,Agro-Trader,Producer/Processor,Groundnut,Yes,No,WOFAN,BebM8X06,13/02/2023 07:33,Yes,beb36,30/01/2023 09:47
3e59d4e5-fec4-4f87-8146-43c0c4368a64,Male,Both,Adamawa,---,Producer,Maize,Yes,Yes,Farm Innovation,HonSY614,13/02/2023 10:32,No,hon14,29/01/2023 09:47
23178f32-2475-4977-8ce3-9d0004b3f512,Female,Both,Adamawa,---,Producer,Groundnut,Yes,No,Farm Innovation,Hon4OB15,13/02/2023 11:31,No,hon14,28/01/2023 09:47
48693e16-fb5d-4e6a-8a53-3cf70601033c,Female,Adult,Kaduna,---,Producer/Processor,Rice,Yes,Yes,PVNL,JabCIJ43,13/02/2023 08:39,No,jab04,27/01/2023 09:47
10603cf0-0ac4-4f8c-af7a-3198f282514c,Both,Both,Kaduna,Production,Processor,---,Yes,Yes,WOFAN,SabRS930,13/02/2023 09:31,Yes,sab06,26/01/2023 09:47
cf77df73-28e2-441d-8311-07bfc3cdcbb9,Male,Adult,Kano,Processing,Processor,---,Yes,No,WOFAN,KumSFK20,13/02/2023 12:56,Yes,kum01,25/01/2023 09:47
b657dc60-2b4a-4fa1-937b-2ebcd2084e51,Female,Both,Kaduna,Production,Producer,Maize,Yes,Yes,WOFAN,SabFH819,13/02/2023 11:18,Yes,sab13,24/01/2023 09:47
f9cb46b9-a442-420e-84b6-871ef3c84425,Both,Both,Bauchi,Processing,Producer,Maize,Yes,No,WOFAN,Gan6FO09,13/02/2023 09:53,Yes,gan05,23/01/2023 09:47
62c12814-4e55-418e-8e14-0efc542afd7b,Female,Adult,Kaduna,Production,Producer/Processor,Maize,Yes,Yes,PVNL,Chi0XN58,13/02/2023 13:07,Yes,chk01,22/01/2023 09:47
763aab0c-4582-4a55-929c-29f24caf8a6f,Female,Both,Bauchi,Production,Producer,Rice,Yes,Yes,WOFAN,BauNY726,13/02/2023 13:08,Yes,bau03,21/01/2023 09:47
6e0bbcf3-7805-47ce-84c9-76e21b32b107,Female,Both,Kaduna,Production,Producer,Sorghum,Yes,Yes,WOFAN,SabZ0B17,13/02/2023 10:10,Yes,sab03,31/01/2023 09:47
e193dd34-5e93-46e9-83cf-59dc3d85bb62,Both,Both,Kano,Production,Producer,Maize,Yes,No,WOFAN,BebWQR15,13/02/2023 11:02,Yes,beb42,31/01/2023 09:47
a485297a-a7c6-42bb-911c-1d9e1a60674a,Male,Both,Bauchi,Production,Producer/Processor,Rice,Yes,No,WOFAN,TorANH34,13/02/2023 12:31,Yes,tor01,31/01/2023 09:47
05fb9364-1f7f-4b6c-aee3-40a4ce406998,Both,Both,Kano,---,Producer,Rice,No,No,WOFAN,Gar74D03,13/02/2023 10:34,No,gmm47,31/01/2023 09:47
3397acd0-b135-4948-a52f-d24f74cb9187,Female,Both,Kano,Production,Producer,Rice,Yes,Yes,WOFAN,BebWFY33,13/02/2023 08:33,Yes,beb24,31/01/2023 09:47
625ee0f7-e55c-4675-a9b6-7e8510109c1e,Both,Youth,Kano,Production,Producer,Rice,Yes,Yes,WOFAN,GarOQC00,13/02/2023 09:53,Yes,gmm02,05/02/2023 08:17
5354fb6c-925d-4465-84aa-a834a866b936,Female,Both,Kano,---,Producer/Processor,Rice,Yes,No,WOFAN,GarERG18,13/02/2023 10:20,No,gmm28,05/02/2023 08:17
63ac7b93-16ee-4f37-bce9-89f796f62ff5,Female,Both,Kano,Agro-Input_Dealer,Processor,---,Yes,Yes,WOFAN,BebHP808,13/02/2023 10:13,Yes,beb05,06/02/2023 09:00
61b51bb5-dcd3-407a-961a-f64bb428f618,Male,Adult,Nasarawa,Production,Producer/Processor,---,Yes,No,PVNL,ObiS4316,13/02/2023 13:30,Yes,obi12,07/02/2023 09:12
ea75f12c-9691-47c0-b223-8bba18907717,Male,Youth,Benue,---,Producer/Processor,Rice,Yes,No,PVNL,Mar5EB09,13/02/2023 13:33,No,mak05,08/02/2023 09:13
fbda6823-966a-4841-b47d-ef4c1a946932,Female,Adult,Benue,---,Producer/Processor,Rice,Yes,No,PVNL,MarU8307,13/02/2023 13:33,No,mak08,09/02/2023 09:30
606b4cea-b79f-4806-b876-40a15b71b7d0,Both,Both,Kano,Production,Processor,---,Yes,Yes,WOFAN,GarFSP25,13/02/2023 13:36,Yes,gmm12,01/02/2023 08:17
ab603fc2-5264-4138-8a6d-45201575ff8c,Male,Both,Jigawa,---,Producer,Rice,Yes,No,WOFAN,JahZN138,13/02/2023 13:36,No,jah07,02/02/2023 08:17
b2157286-22f6-483d-8a26-35f2862ea834,Female,Both,Kaduna,---,Producer/Processor,Rice,Yes,No,PVNL,ZanBX015,13/02/2023 08:46,No,zan06,03/02/2023 08:17
c5db30f2-542f-4e6b-a1d4-fb22c90ce6a5,Female,Both,Adamawa,---,Producer/Processor,Maize,Yes,No,Farm Innovation,HonDQ926,13/02/2023 13:37,No,hon07,04/02/2023 08:17
f1389a9b-3c54-4f02-af72-5c50310f0519,Female,Adult,Benue,---,Producer,Rice,Yes,No,PVNL,GweUGU56,13/02/2023 13:39,No,gwe09,05/02/2023 08:17
1ec09600-68e8-4aae-991a-c9f0ccb50df2,Female,Both,Kaduna,Processing,Processor,---,Yes,No,PVNL,ZanPQK15,13/02/2023 13:39,Yes,zan13,06/02/2023 09:00
a72fd7fe-bcfe-4a47-a917-baa130df55fc,Female,Youth,Nasarawa,Production,Producer/Processor,Rice,Yes,No,PVNL,DomAYV38,10/02/2023 08:41,Yes,dom03,07/02/2023 09:12
0ccf7928-bac1-42d7-83fd-97599c4de074,Male,Youth,Nasarawa,Production,Producer/Processor,Rice,Yes,Yes,PVNL,DomB6O08,11/02/2023 09:50,Yes,dom03,08/02/2023 09:13
4c8431b8-0577-4210-91c6-be9ceabd462f,Female,Both,Jigawa,Production,Producer,Rice,Yes,No,WOFAN,Jah11S28,13/02/2023 11:28,Yes,jah27,09/02/2023 09:30
a8dcbaca-20a2-4dec-8a28-ed5c59a6e349,Both,Both,Kano,Production,Processor,---,No,Yes,WOFAN,TofS1B58,13/02/2023 13:55,Yes,tof29,19/02/2023 09:30
4d36e42b-61a5-4e07-a30b-ec1585aa352c,Female,Both,Nasarawa,---,Producer/Processor,Rice,Yes,No,PVNL,AweBTY41,13/02/2023 13:54,No,awe01,10/02/2023 09:34
ccef49b5-cbce-4c72-8710-b1c37da9e4d5,Female,Both,Kaduna,---,Producer/Processor,Groundnut,Yes,No,PVNL,KadF5637,13/02/2023 10:45,No,kds06,11/02/2023 09:34
32c49cc3-7314-44bd-8434-15052bc062e4,Male,Adult,Nasarawa,---,Processor,---,Yes,No,PVNL,Obi70B42,13/02/2023 13:58,No,obi12,13/02/2023 09:33
40a1aab4-37ad-448c-9b5c-477356d97496,Both,Both,Kaduna,Production,Producer,Rice,Yes,Yes,WOFAN,SabH4350,13/02/2023 10:18,Yes,sab10,14/02/2023 09:34
3addf1e4-52b1-4e62-a6ce-00dc46eaa0f1,Female,Adult,Jigawa,Processing,Processor,---,Yes,Yes,WOFAN,Jah75L49,13/02/2023 09:40,Yes,jah30,15/02/2023 09:35
62491435-0159-492f-98f2-4b46ed3eb474,Male,Adult,Kaduna,Production,Producer/Processor,Maize,Yes,Yes,PVNL,ChiW2208,13/02/2023 09:32,Yes,chk04,16/02/2023 09:37
2f9c7eab-655b-42f8-96c6-25ca1557e2e0,Both,Both,Kaduna,Production,Processor,---,Yes,No,WOFAN,SabW6K03,12/02/2023 16:00,Yes,zar06,17/02/2023 09:26
d840dc2e-ab24-41e5-86e6-80981f22c117,Both,Both,Kano,Processing,Producer/Processor,Maize,Yes,No,WOFAN,TofO6735,13/02/2023 14:07,Yes,tof16,18/02/2023 08:56
b6e075ff-7694-429c-93b9-a5da59201254,Female,Both,Kaduna,Production,Processor,---,Yes,Yes,WOFAN,SabI5020,13/02/2023 13:01,Yes,sab08,04/02/2023 09:41
d0d9fb86-cf97-43aa-b316-96797f38fb87,Female,Both,Gombe,Production,Processor,---,Yes,Yes,WOFAN,BalHFT23,13/02/2023 11:55,Yes,bal04,03/02/2023 09:33
5b521121-8d97-4583-8ce1-c77c7d0df1c6,Both,Both,Benue,---,Producer,Rice,Yes,No,PVNL,MarGYT11,13/02/2023 11:13,No,mak03,02/02/2023 09:44
0625b389-0d25-40e4-921c-f38ed9530cc6,Both,Both,Kano,Processing,Processor,---,Yes,Yes,WOFAN,BebS7H00,13/02/2023 13:39,Yes,beb31,01/02/2023 09:45
aef20534-7a20-428f-b6b2-494a8721a055,Female,Adult,Bauchi,Production,Producer/Processor,Rice,Yes,No,WOFAN,GanFB613,13/02/2023 09:48,Yes,gan03,30/01/2023 09:47
f5414374-fc54-40bc-b5e0-67348f34287b,Both,Both,Kano,Production,Producer/Processor,Rice,Yes,Yes,WOFAN,Tof1YC06,13/02/2023 09:37,Yes,tof07,29/01/2023 09:47
d8ebe90a-722a-4f60-b1fc-1096546e61fd,Both,Both,Kano,Production,Producer/Processor,Rice,Yes,No,WOFAN,Gar6SU05,13/02/2023 14:12,Yes,gmm09,28/01/2023 09:47
608f6001-a937-4666-8e36-2e7d592d9e63,Female,Adult,Adamawa,---,Producer/Processor,Groundnut,No,No,Farm Innovation,Hon2TJ18,13/02/2023 09:52,No,hon13,27/01/2023 09:47
16ef6c8f-cdb7-4bd4-a831-83774596b3ec,Female,Both,Kano,Production,Processor,---,Yes,Yes,WOFAN,GarU3124,13/02/2023 11:15,Yes,gmm34,26/01/2023 09:47
1fba67a8-f230-47a2-8e83-ac00bbcb818f,Female,Both,Kaduna,Processing,Producer/Processor,Rice,Yes,No,PVNL,Zan5T903,13/02/2023 08:35,Yes,zan01,25/01/2023 09:47
a24f4c81-2535-48d4-ba2c-c24fbd36ab85,Female,Adult,Kano,Production,Processor,---,Yes,No,WOFAN,BebNXV32,13/02/2023 10:14,Yes,beb44,24/01/2023 09:47
35aa3c3e-9021-4c13-a79b-16ac846bdd66,Male,Adult,Nasarawa,Production,Producer/Processor,---,No,Yes,PVNL,Obi1NY54,13/02/2023 14:23,Yes,obi12,23/01/2023 09:47
41431e12-9a75-4182-83c4-061139740206,Female,Youth,Adamawa,Agro-Trader,Producer,Groundnut,Yes,No,Farm Innovation,GomJNP42,13/02/2023 14:23,Yes,gmb04,22/01/2023 09:47
63414467-cea4-46ef-b0ec-ae3d97ce8950,Both,Both,Jigawa,Production,Processor,---,Yes,Yes,WOFAN,JahBYT24,13/02/2023 11:48,Yes,jah14,21/01/2023 09:47
143b0653-76a5-42c3-8234-58b7b1685143,Male,Youth,Benue,Production,Producer/Processor,Groundnut,Yes,No,PVNL,Oju4IZ40,13/02/2023 14:25,Yes,oju03,31/01/2023 09:47
49f5e0d6-d148-41d4-887a-e1cde3a4375c,Both,Both,FCT,Production,Producer,Maize,No,Yes,WOFAN,MunQ1C01,13/02/2023 14:26,Yes,gwa04,31/01/2023 09:47
f182cf96-5d6d-49b0-82b6-0e863942e3c0,Both,Both,Kaduna,---,Producer,Maize,Yes,Yes,WOFAN,SabIRQ02,13/02/2023 14:27,No,sab15,31/01/2023 09:47
080af20a-74fe-4b84-9778-3fd1a2c9c5a0,Both,Both,Bauchi,Agro-Trader,Producer,Rice,Yes,No,WOFAN,GanH6546,13/02/2023 09:59,Yes,gan02,31/01/2023 09:47
493ec18e-b945-43d0-8b94-c5801c805e44,Both,Both,Kano,Production,Producer/Processor,Sorghum,Yes,Yes,WOFAN,KirRXV48,13/02/2023 09:50,Yes,beb16,31/01/2023 09:47
cc89e430-b614-4f2c-8c65-2f3ff3dd0d48,Female,Adult,Bauchi,---,Processor,---,Yes,No,WOFAN,NinL7058,13/02/2023 14:22,No,nin01,05/02/2023 08:17
fa7546fa-e57b-44a8-9b56-784d95a44bc5,Female,Adult,Adamawa,---,Processor,---,Yes,No,Farm Innovation,HonP6310,13/02/2023 14:37,No,hon06,05/02/2023 08:17
46c1f283-9d52-4ad0-90ad-057c776b5d5a,Male,Both,Jigawa,Production,Producer,Rice,Yes,Yes,WOFAN,JahSLL48,13/02/2023 11:32,Yes,jah17,06/02/2023 09:00
d4c2cc36-5b15-48c5-a8fc-a49c9e215537,Male,Both,Kaduna,Production,Producer,Maize,Yes,No,WOFAN,SabQYJ02,13/02/2023 14:39,Yes,zar06,07/02/2023 09:12
2edba54a-f3e8-4bf9-8a5b-50ad6fedd0df,Female,Adult,Nasarawa,Processing,Producer/Processor,Rice,Yes,Yes,PVNL,Kea88A25,13/02/2023 10:16,Yes,kea04,08/02/2023 09:13
45f5d8c7-fbbc-4807-8478-b4062d2bb79d,Female,Youth,Adamawa,Production,Processor,---,Yes,No,Farm Innovation,GomFVU50,13/02/2023 13:59,Yes,gmb13,09/02/2023 09:30
a2749048-7e07-471d-a08f-dc1bc43d8c55,Both,Youth,Kano,---,Producer/Processor,Maize,Yes,Yes,WOFAN,GarKHR15,13/02/2023 10:49,No,gmm17,01/02/2023 08:17
ab85b986-f566-41ff-a61b-da427e13671e,Female,Adult,Kano,Processing,Processor,---,Yes,Yes,WOFAN,GarNY840,13/02/2023 11:01,Yes,gmm35,02/02/2023 08:17
