formid,CoopGender,CoopAgeGroup,CoopState,CoopLGA,CoopOperateJointVenture,CoopMajorBizArea,MajorCropGrownByCoop,MajorCommodityProcessedByCoop,MajorCommodityMarketedByCoop,Have_elected _excos,Have_active_bank_account,Implementing_partner,State-IP,GenCooperativeUniqueID,completed_time,started_time,username,received_on,NatureOfCoopMember,Type_of_Location
a4d14723-de13-437e-a1f0-12059e14630e,Female,Youth,Kano,Kiru,Yes,Production,Rice,---,---,Yes,No,WOFAN,Kano-WOFAN,KirL6WP10,03/01/2024 11:59,03/01/2024 11:11,kir13,03/01/2024 11:59,Producers/Processors,Rural
2fd5ec6e-7631-4e18-a770-2451c2a16171,Female,Youth,Gombe,Akko,No,---,---,---,---,Yes,No,WOFAN,Gombe-WOFAN,Akk3Y6N21,03/01/2024 09:21,03/01/2024 09:12,akk01,03/01/2024 12:08,Producers,Rural
41bab8ff-d5d7-4c81-927e-79292d93b018,Female,Youth,Kano,Rimi_Gado,Yes,Processing,---,Maize,---,Yes,Yes,WOFAN,Kano-WOFAN,RimD50A34,03/01/2024 12:09,03/01/2024 11:42,tof70,03/01/2024 12:09,Processors,Rural
31404860-dba4-4fde-92e1-93e161f01672,Female,Youth,Jigawa,Jahun,Yes,Production,Rice,---,---,Yes,Yes,WOFAN,Jigawa-WOFAN,JahJDDU52,03/01/2024 08:02,03/01/2024 07:33,jah49,03/01/2024 12:13,Producers,Rural
9d397881-490e-4618-91e8-d09926835a1d,Female,Youth,Kano,Rimi_Gado,Yes,Production,Maize,---,---,Yes,Yes,WOFAN,Kano-WOFAN,RimQUSL32,03/01/2024 10:43,03/01/2024 10:18,rig02,03/01/2024 12:14,Producers/Processors,Rural
ff7f99a3-2c70-460d-b387-27dbd1fd1b76,Female,Youth,Kano,Rano,No,---,---,---,---,No,Yes,WOFAN,Kano-WOFAN,RanAYNZ08,03/01/2024 11:14,03/01/2024 11:01,gmm56,03/01/2024 12:15,Producers,Rural
8f36c9e8-ef24-4d03-ab1c-77d0f9594501,Female,Youth,Kano,Tudun_Wada,Yes,Production,Rice,---,---,Yes,Yes,WOFAN,Kano-WOFAN,Tud51X234,03/01/2024 12:17,03/01/2024 11:14,tun01,03/01/2024 12:17,Producers/Processors,Rural
c712123c-0b88-4c32-98de-d81fcd9c7532,Female,Youth,Bauchi,Toro,Yes,Agro-Input_Dealer,---,---,---,Yes,Yes,WOFAN,Bauchi-WOFAN,Tor6EE312,03/01/2024 11:38,03/01/2024 11:19,tor03,03/01/2024 12:18,Producers/Processors,Rural
9d15e01e-67ef-4601-b4fb-792fc77d1ee4,Female,Youth,Kaduna,Chikun,No,---,---,---,---,Yes,No,PVNL,Kaduna-PVNL,ChiTF0D11,03/01/2024 11:55,03/01/2024 11:09,chk21,03/01/2024 12:20,Producers,Rural
1ade275a-0b6a-4397-81a0-51203d00574b,Female,Youth,Kaduna,Chikun,Yes,Agro-Trader,---,---,Rice,Yes,No,PVNL,Kaduna-PVNL,Chi7WQW35,03/01/2024 11:46,03/01/2024 11:14,chk16,03/01/2024 12:25,Producers,Rural
c7e3405f-a286-4165-bf94-2671e1185c17,Female,Youth,Kaduna,Chikun,Yes,Production,Maize,---,---,Yes,No,PVNL,Kaduna-PVNL,Chi0RNL28,03/01/2024 12:08,03/01/2024 11:50,chk16,03/01/2024 12:25,Producers,Rural
b7153eb4-9206-4e13-bc93-24093b5b9894,Female,Youth,Kano,Garum_Mallam,Yes,Production,Rice,---,---,Yes,No,WOFAN,Kano-WOFAN,Gar1GLX02,03/01/2024 08:55,03/01/2024 08:36,kur11,03/01/2024 12:27,Producers,Rural
610ae061-b86e-4ca4-97ee-9a3c68a4e17a,Female,Youth,Kano,Kura,Yes,Production,Rice,---,---,Yes,No,WOFAN,Kano-WOFAN,KurAQ2N32,03/01/2024 08:41,03/01/2024 08:27,kur01,03/01/2024 12:28,Producers/Processors,Rural
2f576714-85f4-43e3-a4a9-460bc59a516c,Female,Youth,Kaduna,Ikara,Yes,Production,Maize,---,---,Yes,No,WOFAN,Kaduna-WOFAN,IkaT7KQ24,03/01/2024 12:21,03/01/2024 12:12,ika28,03/01/2024 12:29,Producers/Processors,Urban
ea306bc5-bbcd-499f-9320-9e2c36251922,Female,Youth,Jigawa,Jahun,Yes,Production,Rice,---,---,Yes,No,WOFAN,Jigawa-WOFAN,Jah2NOO03,03/01/2024 12:29,03/01/2024 12:11,jah73,03/01/2024 12:30,Producers/Processors,Rural
b5eb1e04-2731-4bf3-bbec-e974ab01a7ad,Female,Youth,Jigawa,Taura,Yes,Production,Groundnut,---,---,Yes,No,WOFAN,Jigawa-WOFAN,TauB21B30,03/01/2024 09:44,03/01/2024 09:27,tau25,03/01/2024 12:31,Producers,Rural
31485d07-5dd3-41f7-a8e8-81a1d8a25b4e,Female,Youth,Gombe,Billiri,No,---,---,---,---,Yes,No,WOFAN,Gombe-WOFAN,Bil3MRW47,03/01/2024 12:34,03/01/2024 12:11,bill09,03/01/2024 12:34,Producers,Peri_urban
f2276069-2640-4d55-9266-1235b1b80aec,Female,Youth,Bauchi,Alkaleri,Yes,Production,Groundnut,---,---,Yes,No,WOFAN,Bauchi-WOFAN,Alk874Q30,03/01/2024 09:54,03/01/2024 09:38,alk02,03/01/2024 12:34,Producers/Processors,Rural
f313dc10-1960-4641-b9a0-e8637d64d3ab,Female,Youth,FCT,Kuje_Area_Council,Yes,Processing,---,Maize,---,Yes,Yes,WOFAN,FCT-WOFAN,KujX1MY47,03/01/2024 12:35,03/01/2024 12:14,kuj02,03/01/2024 12:36,Producers/Processors,Rural
6bac1f94-ab2d-4b22-97c5-8870633d3cdf,Female,Youth,Kano,Garum_Mallam,No,---,---,---,---,Yes,Yes,WOFAN,Kano-WOFAN,Gar5K5N06,02/01/2024 15:36,02/01/2024 15:06,bun15,03/01/2024 12:36,Producers/Processors,Rural
8c733ee9-b56e-4b47-90b1-6164aea3fe10,Female,Youth,Kaduna,Chikun,No,---,---,---,---,Yes,No,PVNL,Kaduna-PVNL,ChiMKUT21,03/01/2024 12:05,03/01/2024 11:21,chk16,03/01/2024 12:39,Producers,Rural
ce1d48e6-4a08-401f-8a99-fa9f46be2cd5,Female,Youth,Kano,Rimi_Gado,Yes,Processing,---,Rice,---,No,Yes,WOFAN,Kano-WOFAN,RimWMKN00,03/01/2024 09:01,03/01/2024 08:51,rig11,03/01/2024 12:41,Processors,Rural
e8cc2d48-9d07-497a-94cc-965198a647bf,Female,Youth,Bauchi,Alkaleri,No,---,---,---,---,Yes,No,WOFAN,Bauchi-WOFAN,AlkKRRF41,03/01/2024 12:26,03/01/2024 12:16,alk02,03/01/2024 12:42,Producers,Rural
a0650f7e-8be8-41a9-a766-b6a98682b02e,Female,Youth,Kano,Kiru,Yes,Agro-Input_Dealer,---,---,---,Yes,Yes,WOFAN,Kano-WOFAN,KirVS3L42,03/01/2024 12:13,03/01/2024 11:40,kir22,03/01/2024 12:46,Producers,Rural
d1ed40eb-2432-42ba-a4d2-da556876ba6c,Female,Youth,Benue,Gwer-East,Yes,Production,Rice,---,---,Yes,Yes,PVNL,Benue-PVNL,GweJIRX06,03/01/2024 12:35,03/01/2024 10:48,gee07,03/01/2024 12:47,Producers/Processors,Rural
6aaefc5d-9253-40cb-b793-b8c7659b0f0c,Female,Youth,Jigawa,Jahun,Yes,Production,Rice,---,---,Yes,Yes,WOFAN,Jigawa-WOFAN,Jah82PB38,03/01/2024 12:49,03/01/2024 12:29,jah83,03/01/2024 12:49,Producers,Rural
231797cf-2d48-49d4-8c5c-542a50649319,Female,Youth,Gombe,Shongom,Yes,Production,Maize,---,---,Yes,Yes,WOFAN,Gombe-WOFAN,ShoXNZ634,03/01/2024 12:49,03/01/2024 12:30,sha02,03/01/2024 12:50,Producers/Processors,Rural
f4a2425e-6e8a-41f2-86e5-c8beca9ffd02,Female,Youth,Kaduna,Ikara,Yes,Production,Rice,---,---,Yes,No,WOFAN,Kaduna-WOFAN,IkaVC0236,03/01/2024 09:28,03/01/2024 08:46,ika14,03/01/2024 12:50,Producers,Rural
a1f0d347-b185-47f2-86b2-f950597fd6bc,Female,Youth,Jigawa,Jahun,Yes,Production,Rice,---,---,Yes,Yes,WOFAN,Jigawa-WOFAN,JahMK5631,03/01/2024 11:32,03/01/2024 11:11,jah49,03/01/2024 12:51,Producers/Processors,Rural
c86394c1-9002-48cf-96e8-86bdcbbdd72e,Female,Youth,Jigawa,Ringim,Yes,Processing,---,Rice,---,Yes,Yes,WOFAN,Jigawa-WOFAN,RinB5UY14,03/01/2024 11:32,03/01/2024 10:55,rin20,03/01/2024 12:51,Producers/Processors,Peri_urban
c3351ff5-9ed1-4b56-a697-34a80c163c58,Female,Youth,Jigawa,Taura,Yes,Production,Groundnut,---,---,Yes,No,WOFAN,Jigawa-WOFAN,Tau2KXM32,03/01/2024 12:52,03/01/2024 12:38,tau25,03/01/2024 12:59,Producers,Rural
80f5565b-39e3-4bd8-bbae-690487857ad8,Female,Youth,Kano,Rano,Yes,Production,Maize,---,---,Yes,Yes,WOFAN,Kano-WOFAN,RanS9ZG28,03/01/2024 13:03,03/01/2024 12:54,ran08,03/01/2024 13:03,Processors,Rural
f6ce4b21-2b27-46b8-94c3-b897cbd6fd61,Female,Youth,Gombe,Akko,No,---,---,---,---,Yes,Yes,WOFAN,Gombe-WOFAN,Akk7RYB37,03/01/2024 12:35,03/01/2024 12:10,akk05,03/01/2024 13:04,Processors,Rural
ca70e11f-68ee-4952-a58c-fd6e24d0f2d8,Female,Youth,Jigawa,Jahun,Yes,Agro-Input_Dealer,---,---,---,Yes,Yes,WOFAN,Jigawa-WOFAN,JahZ9WC52,02/01/2024 15:24,02/01/2024 15:00,jah64,03/01/2024 13:04,Producers/Processors,Rural
b99b4c4d-78d4-4f27-8a37-f937504819c3,Female,Youth,Kano,Rano,Yes,Processing,---,Rice,---,Yes,No,WOFAN,Kano-WOFAN,Ran9WXK41,03/01/2024 12:33,03/01/2024 11:26,ran12,03/01/2024 13:04,Producers/Processors,Urban
ab6574e6-c60a-40ab-9b6a-3799e0c41011,Female,Youth,Kano,Kiru,Yes,Production,Rice,---,---,Yes,Yes,WOFAN,Kano-WOFAN,KirCBG457,03/01/2024 13:08,03/01/2024 12:43,kir15,03/01/2024 13:08,Processors,Rural
c63a2335-1f7c-4822-8b55-3e531bc7992e,Female,Youth,Kano,Rano,Yes,Production,Rice,---,---,Yes,No,WOFAN,Kano-WOFAN,RanGYPS40,03/01/2024 13:08,03/01/2024 12:29,gmm62,03/01/2024 13:09,Producers,Rural
68c2b568-1e4a-4448-b342-4fe62bae4e22,Female,Youth,Jigawa,Jahun,Yes,Production,Maize,---,---,Yes,Yes,WOFAN,Jigawa-WOFAN,JahJDZF49,03/01/2024 13:10,03/01/2024 12:50,jah44,03/01/2024 13:11,Producers,Rural
b06f335c-981b-496a-950d-c459d5dac730,Female,Youth,FCT,Kuje_Area_Council,No,---,---,---,---,Yes,Yes,WOFAN,FCT-WOFAN,Kuj4BMK27,03/01/2024 13:15,03/01/2024 12:43,kuj04,03/01/2024 13:15,Producers/Processors,Rural
1b40b438-18b6-4b99-9b8b-650767a68ba5,Female,Youth,Kano,Garum_Mallam,Yes,Processing,---,Rice,---,Yes,Yes,WOFAN,Kano-WOFAN,GarF2HL27,03/01/2024 10:30,03/01/2024 10:12,bun19,03/01/2024 13:15,Producers,Rural
d33fc780-786a-47db-bfa1-55a4b5110d31,Female,Youth,Kano,Rano,Yes,Production,Maize,---,---,Yes,Yes,WOFAN,Kano-WOFAN,Ran31UX58,03/01/2024 13:17,03/01/2024 13:07,ran08,03/01/2024 13:17,Processors,Rural
9511baf6-23ed-4545-a53e-1211140bc9a4,Female,Youth,Jigawa,Jahun,Yes,Agro-Input_Dealer,---,---,---,Yes,Yes,WOFAN,Jigawa-WOFAN,Jah0TFB58,03/01/2024 10:13,03/01/2024 09:42,jah56,03/01/2024 13:20,Producers,Peri_urban
0c18517d-77f8-4185-ae75-58598f90f009,Female,Youth,Kaduna,Kachia,No,---,---,---,---,Yes,No,PVNL,Kaduna-PVNL,KacBYW640,03/01/2024 12:59,03/01/2024 12:22,kac05,03/01/2024 13:21,Producers,Rural
cccbcad8-20bd-46cf-a6d7-d9d3119a7f4b,Female,Youth,Nasarawa,Nasarawa_Eggon,Yes,Production,Maize,---,---,Yes,Yes,PVNL,Nasarawa-PVNL,NasAXT601,03/01/2024 13:30,03/01/2024 12:56,nsg06,03/01/2024 13:30,Producers/Processors,Urban
803bd0f9-1a51-446e-8a28-0974ffebc273,Female,Youth,Jigawa,Jahun,Yes,Production,Rice,---,---,Yes,Yes,WOFAN,Jigawa-WOFAN,Jah0FLW38,03/01/2024 11:18,03/01/2024 11:11,jah66,03/01/2024 13:31,Producers,Rural
67fc331c-3ca1-40fb-9063-95569f303504,Female,Youth,Kaduna,Ikara,Yes,Production,Rice,---,---,Yes,No,WOFAN,Kaduna-WOFAN,IkaXHKH39,03/01/2024 13:31,03/01/2024 13:18,ika14,03/01/2024 13:31,Producers/Processors,Rural
770284cb-56c5-43fd-b99c-4d180ca7710e,Female,Youth,Jigawa,Taura,Yes,Production,Sorghum,---,---,Yes,No,WOFAN,Jigawa-WOFAN,TauTM0954,03/01/2024 10:18,03/01/2024 10:01,tau21,03/01/2024 13:32,Producers,Rural
f90690bf-87d3-42db-baf7-5518428d5064,Female,Youth,Jigawa,Jahun,Yes,Production,Rice,---,---,Yes,Yes,WOFAN,Jigawa-WOFAN,JahJGW930,03/01/2024 13:26,03/01/2024 13:15,jah66,03/01/2024 13:32,Producers/Processors,Rural
fa0e737b-76c3-440e-b194-0e390d976d1c,Female,Youth,Benue,Tarka,Yes,Production,Rice,---,---,Yes,No,PVNL,Benue-PVNL,TarDKX809,03/01/2024 13:33,03/01/2024 13:13,gum08,03/01/2024 13:33,Producers/Processors,Rural
f0ac4c22-4a44-4c09-9ef0-8b289d72bf3c,Female,Youth,Jigawa,Ringim,Yes,Production,Rice,---,---,Yes,No,WOFAN,Jigawa-WOFAN,Rin10VP55,03/01/2024 11:41,03/01/2024 11:19,rin15,03/01/2024 13:37,Producers,Rural
c61bd8df-a793-4de9-a0c3-e15fc2377ba0,Female,Youth,Bauchi,Bauchi,Yes,Production,Rice,---,---,Yes,Yes,WOFAN,Bauchi-WOFAN,Bau90CB24,03/01/2024 08:43,03/01/2024 08:33,bau11,03/01/2024 13:37,Producers,Peri_urban
8373a5fa-e80b-4524-b2ab-7936fb76467f,Female,Youth,Bauchi,Bauchi,Yes,Production,Maize,---,---,Yes,Yes,WOFAN,Bauchi-WOFAN,BauAEMC19,03/01/2024 09:17,03/01/2024 09:07,bau11,03/01/2024 13:38,Producers,Peri_urban
4721691d-3d0c-4b55-a2c3-119e1eb78ded,Female,Youth,Kaduna,Kaduna_South,No,---,---,---,---,Yes,Yes,PVNL,Kaduna-PVNL,KadD4AD55,03/01/2024 13:40,03/01/2024 13:11,kds12,03/01/2024 13:41,Producers/Processors,Urban
dcd513b8-6051-48f0-9b11-57b5c0148c13,Female,Youth,Kano,Kiru,Yes,Production,Maize,---,---,Yes,Yes,WOFAN,Kano-WOFAN,Kir2D1D27,03/01/2024 13:41,03/01/2024 13:34,kir02,03/01/2024 13:41,Producers,Rural
9682db1e-08bc-49e0-975f-af8aee686d52,Female,Youth,Jigawa,Ringim,Yes,Production,Rice,---,---,Yes,Yes,WOFAN,Jigawa-WOFAN,RinFVZ118,03/01/2024 11:28,03/01/2024 11:15,rin11,03/01/2024 13:44,Producers,Rural
9fbc421a-092b-409a-a8ff-866c453899f4,Female,Youth,Gombe,Kaltungo,Yes,Production,Groundnut,---,---,Yes,Yes,WOFAN,Gombe-WOFAN,KalAKTC46,03/01/2024 13:44,03/01/2024 12:17,kal19,03/01/2024 13:44,Producers,Rural
77750378-1c82-4fe4-bc7c-47a3bd4b9da6,Female,Youth,Kano,Rano,Yes,Production,Rice,---,---,Yes,Yes,WOFAN,Kano-WOFAN,Ran0PM717,03/01/2024 13:33,03/01/2024 09:54,gmm61,03/01/2024 13:44,Producers/Processors,Peri_urban
4dfaaaa8-9077-4bc5-a5ae-d10065b0f971,Female,Youth,Jigawa,Jahun,Yes,Processing,---,Rice,---,Yes,Yes,WOFAN,Jigawa-WOFAN,Jah804T49,03/01/2024 09:29,03/01/2024 09:21,jah79,03/01/2024 13:45,Processors,Rural
e5532eac-d2cf-4db1-b39d-e38d33c43f78,Female,Youth,Jigawa,Jahun,No,---,---,---,---,Yes,No,WOFAN,Jigawa-WOFAN,JahNZJI34,03/01/2024 13:45,02/01/2024 17:05,jah84,03/01/2024 13:45,Producers,Rural
289e1a0d-863a-496b-935b-758a83e74dc5,Female,Youth,Gombe,Akko,Yes,Agro-Input_Dealer,---,---,---,Yes,Yes,WOFAN,Gombe-WOFAN,AkkY2NQ46,03/01/2024 07:23,03/01/2024 07:00,akk03,03/01/2024 13:45,Producers,Peri_urban
545612d0-00cf-4446-9afc-caaf3f6f6993,Female,Youth,Jigawa,Jahun,Yes,Agro-Input_Dealer,---,---,---,Yes,Yes,WOFAN,Jigawa-WOFAN,JahPQ8C19,03/01/2024 09:57,03/01/2024 09:27,jah63,03/01/2024 13:46,Producers/Processors,Rural
136795b2-f3eb-44b0-ab51-67b6ed226363,Female,Youth,Kano,Rano,Yes,Agro-Input_Dealer,---,---,---,Yes,Yes,WOFAN,Kano-WOFAN,RanV6PI38,03/01/2024 13:46,03/01/2024 13:33,ran07,03/01/2024 13:47,Producers,Rural
7ed2b213-36ec-4b6b-b054-caa8a4bc006c,Female,Youth,Bauchi,Warji,Yes,Production,Rice,---,---,Yes,Yes,WOFAN,Bauchi-WOFAN,WarIL3918,03/01/2024 12:09,03/01/2024 11:46,war04,03/01/2024 13:47,Producers/Processors,Rural
e184625f-7672-4416-8138-3c705d29c00d,Female,Youth,Jigawa,Jahun,Yes,Production,Rice,---,---,Yes,Yes,WOFAN,Jigawa-WOFAN,Jah3O4M59,03/01/2024 13:48,03/01/2024 13:37,jah68,03/01/2024 13:49,Producers,Rural
551cde45-1fb1-478c-b299-f5a51e07e2cb,Female,Youth,Jigawa,Jahun,No,---,---,---,---,Yes,Yes,WOFAN,Jigawa-WOFAN,JahJ33854,03/01/2024 13:49,03/01/2024 13:23,jah80,03/01/2024 13:49,Processors,Rural
5e1a98f8-1403-4130-b4d6-2042f1411860,Female,Youth,Nasarawa,Obi,Yes,Production,Maize,---,---,Yes,No,PVNL,Nasarawa-PVNL,ObiVH5M50,03/01/2024 12:27,03/01/2024 11:21,obi17,03/01/2024 13:50,Producers/Processors,Rural
5224a595-ad8e-47a3-ab5e-2badaefe8d72,Female,Youth,Kaduna,Ikara,Yes,Processing,---,Maize,---,Yes,No,WOFAN,Kaduna-WOFAN,IkaR1EJ23,03/01/2024 13:51,03/01/2024 13:40,ika18,03/01/2024 13:51,Processors,Rural
e2646a29-8ba5-4ae2-987d-29c7f9fd5ebb,Female,Youth,Jigawa,Jahun,Yes,Mechanization_service_provider,---,---,---,Yes,Yes,WOFAN,Jigawa-WOFAN,Jah9GPX16,03/01/2024 13:51,03/01/2024 13:30,jah76,03/01/2024 13:51,Producers,Rural
13a5cbb4-0138-4d64-a91a-087c1d471fc5,Female,Youth,Kano,Tudun_Wada,No,---,---,---,---,Yes,No,WOFAN,Kano-WOFAN,TudNGTV55,03/01/2024 13:54,03/01/2024 13:35,tun24,03/01/2024 13:55,Producers/Processors,Rural
d716ca89-5a5b-447f-b24f-c308ff52cb40,Female,Youth,Nasarawa,Obi,Yes,Production,Maize,---,---,Yes,No,PVNL,Nasarawa-PVNL,ObiIG9R28,03/01/2024 13:56,03/01/2024 12:42,obi20,03/01/2024 13:56,Producers,Rural
459b7010-581d-451f-8f2d-5ada3fff2cda,Female,Youth,Kano,Bagwai,Yes,Production,Groundnut,---,---,Yes,Yes,WOFAN,Kano-WOFAN,Bag9TEM41,03/01/2024 09:56,03/01/2024 09:07,bag06,03/01/2024 13:56,Producers/Processors,Rural
195ca37e-0568-4c5f-910b-38ffe2988eee,Female,Youth,Kaduna,Kachia,No,---,---,---,---,Yes,No,PVNL,Kaduna-PVNL,Kac2HZ112,03/01/2024 13:09,03/01/2024 12:39,kac04,03/01/2024 13:56,Producers,Rural
cf413405-5f79-493d-ab01-150a6478578e,Female,Youth,Nasarawa,Nasarawa_Eggon,Yes,Other,---,---,---,Yes,Yes,PVNL,Nasarawa-PVNL,NasPRLZ30,03/01/2024 13:56,03/01/2024 13:37,nsg03,03/01/2024 13:56,Producers,Rural
27a04877-f82e-49bf-945a-0d1843b78532,Female,Youth,Benue,Tarka,Yes,Production,Rice,---,---,Yes,No,PVNL,Benue-PVNL,TarFLWB59,03/01/2024 13:56,03/01/2024 13:33,gum08,03/01/2024 13:57,Producers/Processors,Rural
2807f054-9a3e-40b7-939f-8d43a283dc0c,Female,Youth,Kano,Kiru,Yes,Processing,---,Maize,---,Yes,No,WOFAN,Kano-WOFAN,KirZL9U18,03/01/2024 11:45,03/01/2024 10:57,kir06,03/01/2024 13:57,Producers,Peri_urban
edfb2f63-143c-4d8f-ab67-3e431676d43d,Female,Youth,Bauchi,Bauchi,Yes,Production,Rice,---,---,Yes,No,WOFAN,Bauchi-WOFAN,Bau2NTR01,03/01/2024 13:57,03/01/2024 13:45,bau12,03/01/2024 13:57,Producers/Processors,Rural
8dbf2b0f-8096-4783-9cbd-f8aada950785,Female,Youth,Kano,Garum_Mallam,Yes,Processing,---,Rice,---,No,Yes,WOFAN,Kano-WOFAN,GarTTNT22,03/01/2024 14:01,03/01/2024 13:56,bun19,03/01/2024 14:01,Processors,Rural
4661a97f-3239-4581-9a7d-c785953ede55,Female,Youth,Kano,Rano,Yes,Production,Maize,---,---,Yes,Yes,WOFAN,Kano-WOFAN,RanJFXI38,03/01/2024 14:01,03/01/2024 13:39,gmm57,03/01/2024 14:01,Producers,Rural
01a5e42b-cee5-4f7b-9071-f5e0950e9d36,Female,Youth,Jigawa,Jahun,No,---,---,---,---,Yes,Yes,WOFAN,Jigawa-WOFAN,JahOP5H02,03/01/2024 14:01,03/01/2024 13:44,jah43,03/01/2024 14:01,Producers/Processors,Rural
6d1bd8af-9e9a-4eef-8078-b81617cca7e0,Female,Youth,Kano,Kura,Yes,Production,Rice,---,---,Yes,Yes,WOFAN,Kano-WOFAN,Kur5ROS40,03/01/2024 09:25,03/01/2024 08:54,gmm53,03/01/2024 14:04,Producers,Rural
6878407f-93a9-4749-9222-e17c056c66a8,Female,Youth,Kano,Rano,Yes,Production,Maize,---,---,Yes,Yes,WOFAN,Kano-WOFAN,RanVIFH23,03/01/2024 14:06,03/01/2024 13:55,ran09,03/01/2024 14:06,Producers,Peri_urban
fd5b1461-905e-40db-9d42-1131ea0ecd9d,Female,Youth,Kano,Garum_Mallam,Yes,Production,Rice,---,---,Yes,Yes,WOFAN,Kano-WOFAN,GarQOPD40,03/01/2024 11:34,03/01/2024 11:25,gmm54,03/01/2024 14:07,Producers,Rural
17d015ea-6318-4a44-9518-6c96d7e60c14,Female,Youth,Gombe,Akko,Yes,Production,Maize,---,---,Yes,No,WOFAN,Gombe-WOFAN,Akk9GZI26,02/01/2024 13:03,02/01/2024 12:08,akk02,03/01/2024 14:08,Producers,Rural
d6a0d9ff-1cf9-47bd-95ea-982a037401ea,Female,Youth,Kano,Kura,Yes,Production,Rice,---,---,Yes,Yes,WOFAN,Kano-WOFAN,KurRIPE14,03/01/2024 09:10,03/01/2024 08:47,kur08,03/01/2024 14:10,Producers,Rural
ca581f26-6c7f-41ad-b542-2f8b5c142e7f,Female,Youth,Kano,Kura,Yes,Agro-Trader,---,---,Maize,Yes,No,WOFAN,Kano-WOFAN,KurSPX428,03/01/2024 08:33,03/01/2024 08:17,kur04,03/01/2024 14:11,Producers,Rural
1209a156-f030-4b47-be07-4d32c780328b,Female,Youth,Kaduna,Ikara,Yes,Processing,---,Maize,---,Yes,Yes,WOFAN,Kaduna-WOFAN,Ika4PY908,03/01/2024 13:22,03/01/2024 13:08,ika28,03/01/2024 14:12,Producers/Processors,Rural
8b516fff-5fe7-49e8-86ad-c1f88cbb4bf0,Female,Youth,Jigawa,Taura,No,---,---,---,---,Yes,No,WOFAN,Jigawa-WOFAN,TauL78208,03/01/2024 10:48,03/01/2024 10:26,tau22,03/01/2024 14:14,Producers,Rural
595e49d6-ac3c-4532-bcba-d57905bd9d9b,Female,Youth,Gombe,Akko,No,---,---,---,---,Yes,No,WOFAN,Gombe-WOFAN,Akk110K18,03/01/2024 14:15,03/01/2024 13:39,akk04,03/01/2024 14:16,Producers,Urban
dbde7655-4e86-4fa6-9a7c-6a6627f81aaf,Female,Youth,Kano,Bagwai,Yes,Production,Maize,---,---,Yes,No,WOFAN,Kano-WOFAN,Bag837510,03/01/2024 09:19,03/01/2024 08:37,tof71,03/01/2024 14:17,Producers,Rural
7b87bea3-0cbf-4f9f-ae70-adb44fda3ba1,Female,Youth,Kano,Tudun_Wada,Yes,Production,Rice,---,---,Yes,No,WOFAN,Kano-WOFAN,TudD8N010,03/01/2024 10:16,03/01/2024 10:00,tun02,03/01/2024 14:17,Producers/Processors,Rural
b27b166a-fc60-411c-bf88-3eea0cf169fc,Female,Youth,Benue,Tarka,Yes,Production,Rice,---,---,Yes,No,PVNL,Benue-PVNL,TarIEGC39,03/01/2024 14:16,03/01/2024 13:56,gum08,03/01/2024 14:18,Producers/Processors,Rural
2e9d685d-8000-41d7-96d3-7e6d2eb55ec7,Female,Youth,Jigawa,Ringim,Yes,Production,Rice,---,---,Yes,Yes,WOFAN,Jigawa-WOFAN,Rin7OL120,03/01/2024 10:35,03/01/2024 10:10,rin12,03/01/2024 14:21,Producers/Processors,Rural
f79e650b-db94-4d7f-bf36-15e5d9c27061,Female,Youth,Jigawa,Ringim,Yes,Production,Maize,---,---,Yes,Yes,WOFAN,Jigawa-WOFAN,RinPCTP01,03/01/2024 14:20,03/01/2024 14:07,rin12,03/01/2024 14:23,Producers/Processors,Rural
503c9849-d12f-4380-9877-3122934578ea,Female,Youth,Nasarawa,Nasarawa_Eggon,Yes,Production,Groundnut,---,---,Yes,No,PVNL,Nasarawa-PVNL,NasKBWB04,03/01/2024 14:23,03/01/2024 13:55,nsg02,03/01/2024 14:23,Producers/Processors,Urban
072fac7a-771d-4e6e-af0e-9e0351c8b8df,Female,Youth,Kano,Garum_Mallam,Yes,Production,Rice,---,---,Yes,Yes,WOFAN,Kano-WOFAN,GarNS4B08,03/01/2024 08:52,03/01/2024 08:23,bun07,03/01/2024 14:23,Producers/Processors,Rural
b878eb13-f645-4f7f-a2a6-1d2ca9e14bc2,Female,Youth,Jigawa,Jahun,Yes,Agro-Input_Dealer,---,---,---,Yes,Yes,WOFAN,Jigawa-WOFAN,Jah322C31,03/01/2024 13:10,03/01/2024 13:00,jah68,03/01/2024 14:24,Producers,Rural
4300c6d7-41e0-4214-b988-95f220dce281,Female,Youth,Kano,Kiru,Yes,Production,Rice,---,---,Yes,Yes,WOFAN,Kano-WOFAN,Kir7MK220,03/01/2024 10:35,03/01/2024 10:19,kir04,03/01/2024 14:25,Producers/Processors,Rural
dd9e20d8-b3ae-4cea-8550-98138284fb97,Female,Youth,Gombe,Akko,Yes,Production,Maize,---,---,Yes,No,WOFAN,Gombe-WOFAN,AkkC8T840,03/01/2024 14:25,03/01/2024 14:08,akk03,03/01/2024 14:25,Producers,Peri_urban
ab2377bd-5461-4b28-adb2-a8dc0f0c7804,Female,Youth,Kaduna,Ikara,Yes,Production,Rice,---,---,Yes,No,WOFAN,Kaduna-WOFAN,IkaB0BE35,02/01/2024 15:45,02/01/2024 13:45,ika33,03/01/2024 14:26,Producers/Processors,Rural
